Column1,Time,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/06/07/5932,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/1192,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/07/26/3975,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/3109,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8154,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/1044,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/2997,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8139,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8128,NR/01102023/31052040/LT-31,GNA/NR/2025/07/16/7255,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2786
70,17:15-17:30,18.33,46.82,18,9,10.83,54.17,0,20,32.19,73.33,32.19,73.34,33,96.54,33,33,17.84,0,10,5,-0,270.31,4,0,2.44,10.48,0,81.69,19.22,6.71,20.73,26.7,0,18.67,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.75,3.16,163.39,3.16,10.73,28.77,26.21

71,17:30-17:45,16.67,47.02,10,7,9.17,45.83,0,15,30.62,71.67,30.62,71.66,28.7,91.85,33,32.67,14.69,0,10,5,-0,270.31,4,0,2.44,10.48,0,81.69,19.22,6.71,20.73,26.7,0,18.67,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.75,3.16,163.39,3.16,10.73,28.77,26.21

72,17:45-18:00,15.13,46.82,10,5,8.33,41.67,0,12,29.13,70,29.13,70,19.69,87.38,27.69,32,11.6,0,10,5,-0,270.31,4,0,2.44,10.48,0,81.69,19.22,6.71,20.73,26.7,0,18.67,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.75,3.16,163.39,3.16,10.73,28.77,26.21

73,18:00-18:15,12.28,46.82,10,5,7.05,35.26,0,8,28.83,70.67,28.83,70.66,0,86.51,0,31.33,8.42,0,10,5,-0,270.31,4,0,1.86,10.48,0,81.69,0,6.99,20.73,24.6,0,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,5.95,2.41,163.39,2.41,10.73,28.77,26.21

74,18:15-18:30,9.44,47.02,9,3,5.35,26.77,0,5,28.33,70,28.33,70,0,85.01,0,30.33,5.41,0,5,3,-0,270.31,4,0,1.29,10.48,0,81.69,0,6.99,20.73,24.6,0,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,5.95,1.68,163.39,1.68,10.73,28.77,26.21

75,18:30-18:45,6.59,46.82,6,1,3.66,18.27,0,2,28,76.67,28,76.66,0,84,0,30,2.4,0,3,1,-0,270.31,4,0,0,10.48,0,81.69,0,6.99,20.73,24.6,0,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,5.95,0,163.39,0,10.73,28.77,26.21

76,18:45-19:00,2.67,46.82,4,1,1.96,9.78,0,1,28,76,28,76,0,84,0,29.33,0.38,0,1,0,-0,270.31,4,0,0,10.48,0,81.69,0,6.99,20.73,24.6,0,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,5.95,0,163.39,0,10.73,29.28,26.21

77,19:00-19:15,0.33,46.82,2,0,1.47,7.34,0,0,23.33,66.67,23.33,66.66,0,70.01,0,27.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,0,7.22,20.73,29.5,3.24,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

78,19:15-19:30,0,46.62,1,0,0.98,4.89,0,0,22.5,66.67,22.5,66.66,0,67.5,0,26.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,0,7.22,20.73,29.5,3.24,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,31.29,43.68

79,19:30-19:45,0,46.82,0,0,0.49,2.45,0,0,27.5,70,27.5,70,0,82.5,0,31,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,0,7.22,20.73,12.33,3.24,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,31.29,43.68

80,19:45-20:00,0,46.42,0,0,0,0.01,0,0,25.83,69.33,25.83,69.34,0,77.51,0,29.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,0,7.22,20.73,12.33,3.24,18.95,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,31.29,43.68

81,20:00-20:15,0,46.62,0,0,0,0.01,0,0,20.83,65,20.83,65,0,62.51,0,28.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.99,20.73,29.5,3.24,18.67,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

82,20:15-20:30,0,46.42,0,0,0,0,0,0,20.5,63,20.5,63,0,61.5,0,27,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.99,20.73,29.5,3.24,18.67,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

83,20:30-20:45,0,46.62,0,0,0,0,0,0,20,55,20,55,0,60,0,22.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.99,20.73,29.5,3.24,18.67,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

84,20:45-21:00,0,46.62,0,0,0,0,0,0,19.17,51.67,19.17,51.66,0,57.49,0,21,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.99,20.73,29.5,3.24,18.67,29.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

85,21:00-21:15,0,46.62,0,0,0,0,0,0,18.83,48,18.83,48,0,56.51,0,19.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,29.5,3.24,18.49,12.33,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

86,21:15-21:30,0,46.62,0,0,0,0,0,0,18.33,47,18.33,47,0,55.01,0,18.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,29.5,3.24,18.49,12.33,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

87,21:30-21:45,0,46.62,0,0,0,0,0,0,17.5,45.67,17.5,45.66,0,52.5,0,17.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,29.5,3.24,18.49,12.33,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

88,21:45-22:00,0,46.62,0,0,0,0,0,0,16.67,44,16.67,44,0,49.99,0,16.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,29.5,3.24,18.49,12.33,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

89,22:00-22:15,0,46.82,0,0,0,0,0,0,15.83,44.33,15.83,44.34,0,47.51,0,11.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.53,20.73,29.5,3.24,18.21,4.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

90,22:15-22:30,0,46.62,0,0,0,0,0,0,15.5,44.33,15.5,44.34,0,46.5,0,11.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.53,20.73,29.5,3.24,18.21,4.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

91,22:30-22:45,0,46.22,0,0,0,0,0,0,15,44.67,15,44.66,0,45,0,12.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,29.5,3.24,18.21,4.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

92,22:45-23:00,0,45.82,0,0,0,0,0,0,14.17,44.67,14.17,44.66,0,42.49,0,13.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,29.5,3.24,18.21,4.5,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,30.28,43.68

93,23:00-23:15,0,45.62,0,0,0,0,0,0,14.17,45,14.17,45,0,42.49,0,14,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,17,3.24,18.21,17,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

94,23:15-23:30,0,45.42,0,0,0,0,0,0,14.33,45.67,14.33,45.66,0,43.01,0,14.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,17,3.24,18.21,17,115.29,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

95,23:30-23:45,0,45.62,0,0,0,0,0,0,18.33,51.67,18.33,51.66,0,55.01,0,20,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,17,3.24,18.21,17,110.58,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

96,23:45-24:00,0,45.62,0,0,0,0,0,0,19.17,53.33,19.17,53.34,0,57.49,0,21.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,134.55,81.69,0,6.76,20.73,17,3.24,18.21,17,110.58,86.69,134.79,0,128.97,0,100.13,12.64,0,163.39,0,10.73,29.28,43.68

