Block,Time Block,NLCIIST2,NLCIIST1,KHSTPP-I,JHAJJAR,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,NLCEXP,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,CHAMERA1,NJPC,NAPP,MAPS,RAMPUR,NTPL,PARBATI3,BSIUL,BRBCL,NNTPP,NLCTS2EXP,ANTA_RF,AURY_LF,DADRI_RF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,DADRI_GF,AURY_CRF,AURY_RF,ANTA_CRF,KUDGI,TANDA2,TEHRI,UNCHAHAR3,UNCHAHAR2,URI,TANAKPUR,UNCHAHAR1,VALLURNTECL,TelanganaSTPP,UNCHAHAR4,URI2,TALST2,TALA,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,RIHAND3,SASAN,RAPPB,SIMHST1,RIHAND2,SIMHST2,RIHAND1,SEWA2,SINGRAULI,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,1.93,8.78,16.79,208.07,15.88,0,20.99,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.67,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

18,04:15-04:30,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,1.93,8.78,16.79,208.07,15.88,0,20.99,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.67,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

19,04:30-04:45,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,1.93,8.78,16.79,208.07,15.88,0,20.99,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.67,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

20,04:45-05:00,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,1.93,8.78,16.79,208.07,15.88,0,20.99,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.67,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

21,05:00-05:15,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,1.93,8.78,16.79,208.07,15.88,0,41.08,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.17,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

22,05:15-05:30,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,9.33,1.93,8.78,16.79,208.07,31.77,0,67.63,40.25,0,0,0,0,1.06,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.17,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

23,05:30-05:45,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,9.33,3.86,17.57,16.61,208.07,31.77,0,82.14,40.25,0,0,0,0,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.17,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

24,05:45-06:00,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,18.66,11.57,26.49,16.61,208.07,47.64,11.42,109.53,40.25,0,0,0,2.46,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,2.13,6.17,14.49,0,0,0,4.4,0,0,0,50.02,0,25.76,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

25,06:00-06:15,0,0,42.71,346.84,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,16.61,181.06,48.12,13.54,135.26,40.25,0,0,0,4.91,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17.92,30.48,2.13,12.11,14.49,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

26,06:15-06:30,0,0,42.71,346.84,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,16.61,181.06,48.12,13.54,135.26,40.25,0,0,0,31.9,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17.92,30.48,2.13,12.11,14.49,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

27,06:30-06:45,0,0,42.71,346.84,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,16.61,181.06,48.12,13.54,135.26,40.25,0,0,0,31.9,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17.92,30.48,2.13,8.64,14.49,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

28,06:45-07:00,0,0,42.71,346.84,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,16.61,181.06,48.12,13.54,135.26,40.25,0,0,0,31.9,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.57,17.92,30.48,2.13,8.64,14.49,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

29,07:00-07:15,0,0,42.71,346.84,0,8.55,0,142.93,0,0,0,0,0,18.66,11.57,26.49,16.61,181.06,47.64,11.42,112.72,40.25,0,0,0,31.9,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,17.92,30.48,39.37,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

30,07:15-07:30,0,0,42.71,346.84,0,8.55,0,142.93,0,0,0,0,0,9.33,11.57,17.57,16.61,181.06,31.77,0,112.72,40.25,0,0,0,31.9,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,39.37,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

31,07:30-07:45,0,0,42.71,346.84,0,8.55,0,142.93,0,0,0,0,0,9.33,11.57,8.78,16.61,181.06,31.77,0,90.17,40.25,0,0,0,31.9,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

32,07:45-08:00,0,0,42.71,346.84,0,8.55,0,142.93,0,0,0,0,0,9.33,11.57,1.27,16.61,181.06,31.77,0,67.63,40.25,0,0,0,4.91,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

33,08:00-08:15,0,0,42.71,346.84,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,0,16.61,181.06,31.77,0,44.99,40.25,0,0,0,2.46,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

34,08:15-08:30,0,0,42.71,346.84,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,0,16.61,181.06,31.77,0,38.34,40.25,0,0,0,0,6.26,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

35,08:30-08:45,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,0,16.61,196.51,31.77,0,38.34,40.25,0,0,0,0,6.26,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

36,08:45-09:00,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,0,16.61,183.02,31.77,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.66,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

37,09:00-09:15,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,0,16.61,204.22,31.77,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.66,12.11,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

38,09:15-09:30,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,16.79,233.13,31.77,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,39.37,12.11,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

39,09:30-09:45,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,16.79,276.5,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,39.37,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

40,09:45-10:00,0,0,42.71,350.28,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,16.79,276.5,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.66,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

41,10:00-10:15,0,0,37.65,350.28,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,14.59,289.81,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

42,10:15-10:30,0,0,37.65,350.28,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,14.59,289.81,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,403.61,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

43,10:30-10:45,0,0,37.65,261.56,0,8.55,0,124.94,0,0,0,0,0,0,2.31,0,14.59,261.01,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

44,10:45-11:00,0,0,37.65,234.57,0,8.55,0,124.94,0,0,0,0,0,0,2.31,0,14.59,252.41,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

45,11:00-11:15,0,0,42.71,234.57,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,20.05,246.63,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.83,36.27,2.13,12.11,17.68,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

46,11:15-11:30,0,0,42.71,234.57,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,20.05,236.99,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.83,36.27,2.13,12.11,17.68,0,0,0,18.15,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

47,11:30-11:45,0,0,42.71,234.57,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,16.79,210.42,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,7.4,14.49,0,0,0,18.15,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

48,11:45-12:00,0,0,42.71,234.57,0,8.55,0,142.93,0,0,0,0,0,0,2.31,0,16.79,208.6,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,39.37,7.4,14.49,0,0,0,18.15,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

49,12:00-12:15,0,0,37.65,234.57,0,8.55,0,124.94,0,0,0,0,0,0,2.31,0,14.59,200.13,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,39.37,7.4,14.49,0,0,0,18.15,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

50,12:15-12:30,0,0,37.65,234.57,0,8.55,0,124.94,0,0,0,0,0,0,2.31,0,14.59,203.81,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,7.4,14.49,0,0,0,18.15,0,0,0,50.02,0,12.32,119.82,390.34,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

51,12:30-12:45,0,0,37.65,234.57,0,8.55,0,124.94,0,0,0,0,0,0,2.31,0,14.59,201.1,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,7.4,14.49,0,0,0,18.15,0,0,0,50.02,0,12.32,119.82,374.07,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

52,12:45-13:00,0,0,37.65,234.57,0,8.55,0,124.94,0,0,0,0,0,0,2.31,0,14.59,205.02,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,7.4,14.49,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,352.38,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

53,13:00-13:15,0,0,37.65,250.46,0,8.55,0,124.94,0,0,0,0,0,0,2.31,8.78,14.59,204.02,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,12.11,14.49,0,0,0,4.4,0,0,0,50.02,0,19.04,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

54,13:15-13:30,0,0,37.65,250.46,0,8.55,0,124.94,0,0,0,0,0,0,2.31,8.78,14.59,201.23,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,12.11,14.49,0,0,0,4.4,0,0,0,50.02,0,19.04,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

55,13:30-13:45,0,0,37.65,250.46,0,8.55,0,124.94,0,0,0,0,0,0,2.31,8.78,14.59,222.64,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

56,13:45-14:00,0,0,37.65,250.46,0,8.55,0,124.94,0,0,0,0,0,0,2.31,8.78,14.59,240.22,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

57,14:00-14:15,0,0,42.71,251.93,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,16.79,222.62,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

58,14:15-14:30,0,0,42.71,251.93,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,16.79,223.84,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

59,14:30-14:45,0,0,42.71,300.15,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,219.26,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

60,14:45-15:00,0,0,42.71,300.15,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,209.02,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

