Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/27052033/DIAPL(L_NR_2023_04),SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/22052037/LT-59,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,NR/01102023/23072042/L_NR_2012_04,NR/26102023/26102023/HPX-TAMCTG-261023-05087,NR/01102023/05012040/L_NR_2020_02
24,05:45-06:00,0.000000,15.380000,0.000000,74.240000,15.380000,98.180000,6.67,0,0,0,27.110000,6.41,0,2.310000,212.040000,0.000000,5.66,0,13.33,0,13.33,0,0,0.000000,0,0,0,2.410000,6.66,20,101.410000,0,272.310000,0.000000,2.930000

25,06:00-06:15,0.000000,15.380000,0.000000,74.240000,15.380000,106.890000,6.67,0,0,0,27.110000,6.41,0,2.310000,212.040000,0.000000,5.66,0,13.33,0,13.33,0,0,0.000000,0.5,0,0,2.410000,6.66,20,101.410000,0,272.310000,0.000000,2.930000

26,06:15-06:30,0.000000,15.380000,0.000000,74.240000,15.380000,115.600000,6.67,0,0,0,27.110000,6.41,0,2.310000,212.040000,0.000000,5.66,0,13.33,0,13.33,0,0,0.000000,3,0,0,2.410000,6.66,20,101.410000,0.321255,272.310000,0.000000,2.930000

27,06:30-06:45,0.000000,15.380000,0.000000,74.240000,15.380000,118.120000,6.67,0,1,0,27.110000,6.41,0,2.310000,212.040000,0.000000,5.66,0,18.75,3,18.75,0,0,0.000000,7,0.32,0,2.410000,6.66,20,101.410000,5.441865,272.310000,0.000000,2.930000

28,06:45-07:00,0.000000,15.380000,0.060000,74.240000,15.380000,118.120000,6.67,0.33,7.64,1.5,27.110000,6.41,0.83,2.310000,212.040000,0.050000,5.66,1,18.08,15,18.08,3.5,0.17,0.050000,13,1.08,2,2.410000,6.66,20,101.410000,15.702555,272.310000,0.000000,2.930000

29,07:00-07:15,0.000000,23.510000,0.340000,74.240000,23.510000,118.120000,6.67,2.33,20,3,25.170000,6.41,6.31,2.310000,212.040000,0.330000,5.66,3,17.75,31.42,17.75,7,1.26,0.330000,20,2.55,7,2.410000,6.66,20,101.410000,25.671195,272.310000,0.000000,2.930000

30,07:15-07:30,0.000000,23.510000,1.170000,74.240000,23.510000,118.120000,6.67,5,27.65,4.5,25.170000,6.41,16.17,2.310000,212.040000,1.140000,5.66,4,23.03,27.65,23.03,10.5,3.23,1.140000,27.65,4.69,8,2.410000,6.66,20,101.410000,35.26017,272.310000,0.000000,2.930000

31,07:30-07:45,0.000000,23.510000,2.310000,74.240000,23.510000,118.120000,9.28,8.75,29.98,9,25.170000,6.41,30.72,2.310000,212.040000,2.250000,5.66,6,21.75,29.98,21.75,21,6.14,2.250000,29.99,7.47,11,2.410000,9.26,27.83,101.410000,45.725295,272.310000,0.000000,2.930000

32,07:45:08:00,0.000000,23.510000,3.620000,74.240000,23.510000,67.770000,8.89,15.25,30.48,15.6,25.170000,6.41,48.73,2.310000,212.040000,3.530000,5.66,10,19.57,30.48,19.57,36.4,9.75,3.530000,30.49,11.72,21,2.410000,8.88,26.66,101.410000,56.881605,272.310000,0.000000,2.930000

33,08:00-08:15,0.000000,26.130000,4.990000,74.240000,26.130000,67.770000,8.55,22.33,30.98,24.9,25.170000,6.41,69.49,2.310000,212.040000,4.870000,5.66,14,19.15,30.98,19.15,58.1,13.9,4.870000,30.99,15.27,27,2.410000,8.56,25.66,101.410000,68.174205,272.310000,0.000000,2.930000

34,08:15-08:30,0.000000,26.130000,6.410000,74.240000,26.130000,67.770000,8.11,29.73,31.32,31.2,25.170000,6.41,90.9,2.310000,212.040000,6.260000,5.66,16,18.75,31.32,18.75,72.8,18.18,6.260000,31.31,18.99,33,2.410000,8.1,24.33,101.410000,78.58092,272.310000,0.000000,2.930000

35,08:30-08:45,0.000000,26.130000,7.810000,74.240000,26.130000,67.770000,11.24,37.36,32.17,38.1,26.140000,6.41,110.98,2.310000,212.040000,7.620000,5.66,19,17.44,32.17,17.44,88.9,22.2,7.620000,32.16,22.66,39,2.410000,11.24,33.72,101.410000,88.02387,272.310000,0.000000,2.930000

36,08:45:09:00,0.000000,26.130000,9.060000,74.240000,26.130000,67.770000,9.63,44.87,32.17,46.5,26.140000,6.41,129.94,2.310000,212.040000,8.840000,5.66,22,16.77,32.17,16.77,108.5,25.99,8.840000,32.16,26.01,45,2.410000,9.62,28.88,101.410000,96.66855,272.310000,0.000000,2.930000

37,09:00:09:15,0.000000,26.130000,10.190000,74.240000,26.130000,67.770000,7.97,51.79,32.33,52.5,26.140000,6.41,149.36,2.310000,212.040000,9.940000,5.66,26,16.22,32.33,16.22,122.5,29.87,9.940000,32.34,29.02,52,2.410000,7.97,23.92,101.410000,94.848105,272.310000,0.000000,2.930000

38,09:15-09:30,0.000000,26.130000,10.810000,74.240000,26.130000,67.770000,7.61,58.16,32.33,58.8,26.140000,6.41,167.87,2.310000,212.040000,10.550000,5.66,30,15.22,32.33,15.22,137.2,33.57,10.550000,32.34,31.75,60,2.410000,7.6,22.83,101.410000,102.82107,272.310000,0.000000,2.930000

39,09:30-09:45,0.000000,26.130000,11.130000,74.240000,26.130000,67.770000,7.22,64.29,32.33,63,26.140000,5.01,184.93,2.310000,212.040000,10.850000,5.66,32,14.44,32.33,14.44,147,36.98,10.850000,32.34,34.19,64,2.410000,7.22,21.66,101.410000,110.18073,272.310000,0.000000,2.930000

40,09:45-10:00,0.000000,26.130000,11.170000,74.240000,26.130000,67.770000,7.05,69.61,32.33,69,26.140000,5.01,199.08,2.310000,212.040000,10.910000,5.66,34,13.74,32.33,13.74,161,39.82,10.910000,32.34,36.33,67,2.410000,7.06,21.16,101.410000,116.868675,272.310000,0.000000,2.930000

41,10:00-10:15,0.000000,26.130000,11.210000,74.240000,26.130000,67.770000,6.67,74.55,32.33,73.5,26.140000,5.01,211.58,2.540000,212.040000,10.940000,5.66,35,13.33,32.33,13.33,171.5,42.31,10.940000,32.34,39.19,70,2.410000,6.66,20,101.410000,122.690205,272.310000,0.000000,2.930000

42,10:15-10:30,0.000000,26.130000,11.190000,74.240000,26.130000,67.770000,6.67,77.55,32.33,77.1,26.140000,5.01,223.87,2.540000,212.040000,10.930000,5.66,37,13.33,32.33,13.33,179.9,44.77,10.930000,32.34,40.8,75,2.330000,6.66,20,101.410000,127.82055,272.310000,0.000000,2.930000

43,10:30-10:45,0.000000,26.130000,11.230000,74.240000,26.130000,96.820000,6.67,80.62,32.33,81,26.140000,5.01,234.14,2.540000,212.040000,10.950000,5.66,39,13.33,32.33,13.33,189,46.83,10.950000,32.34,41.25,79,2.330000,6.66,20,101.410000,131.2278,272.310000,0.000000,2.930000

44,10:45-11:00,0.000000,26.130000,11.250000,74.240000,26.130000,96.820000,6.67,83.22,32.33,81,26.140000,5.01,243.52,2.540000,212.040000,10.970000,5.66,39,13.33,32.33,13.33,189,48.7,10.970000,32.34,42.61,79,2.330000,6.66,20,101.410000,135.170475,272.310000,0.000000,2.930000

45,11:00-11:15,0.000000,26.130000,11.250000,74.240000,26.130000,96.820000,4.17,85.39,32.33,81,26.140000,5.01,247.07,2.610000,212.040000,10.970000,5.66,40,13.33,32.33,13.33,189,49.41,10.970000,32.34,43.67,80,2.330000,4.16,12.5,101.410000,138.441435,272.310000,0.000000,2.930000

46,11:15-11:30,0.000000,26.130000,11.250000,74.240000,26.130000,96.820000,4.17,87.29,32.33,81,25.170000,5.01,248.96,2.610000,212.040000,10.970000,4,40,13.33,32.33,13.33,189,49.79,10.970000,32.34,44.47,81,2.330000,4.16,12.5,101.410000,140.72916,272.310000,0.000000,2.930000

47,11:30-11:45,0.000000,26.130000,11.250000,74.240000,26.130000,96.820000,4.17,88.36,32.33,81,25.170000,5.01,248.9,2.610000,212.040000,10.970000,4,40,6.67,32.33,6.67,189,49.78,10.970000,32.34,45.5,80,2.330000,4.16,12.5,101.410000,142.393845,272.310000,0.000000,2.930000

48,11:45-12:00,0.000000,26.130000,11.250000,74.240000,26.130000,96.820000,4.17,88.94,32.33,81,25.170000,6.61,248.97,2.610000,212.040000,10.970000,4,40,6.67,32.33,6.67,189,49.79,10.970000,32.34,46,80,2.330000,4.16,12.5,101.410000,143.250525,272.310000,0.000000,2.930000

49,12:00-12:15,0.000000,25.580000,11.250000,74.240000,26.130000,96.820000,4.17,89.34,32.33,81,25.170000,6.61,248.98,2.610000,212.040000,10.970000,4,40,6.67,32.33,6.67,189,49.79,10.970000,32.34,46,80,2.410000,4.16,12.5,101.410000,144.11694,272.310000,0.000000,2.980000

50,12:15-12:30,0.000000,25.580000,11.220000,74.240000,26.130000,96.820000,4.17,89,32.33,81,25.170000,6.61,248.98,2.610000,212.040000,10.950000,4,40,6.67,32.33,6.67,189,49.79,10.950000,32.34,46,80,2.410000,4.16,12.5,101.410000,142.65669,272.310000,0.000000,2.980000

51,12:30-12:45,0.000000,25.580000,11.220000,74.240000,26.130000,96.820000,4.17,89.22,32.33,81,25.170000,6.61,249.03,2.610000,212.040000,10.940000,4,40,6.67,32.33,6.67,189,49.81,10.940000,32.34,46,81,2.410000,4.16,12.5,101.410000,140.524725,272.310000,0.000000,2.980000

52,12:45-13:00,0.000000,25.580000,11.220000,74.240000,26.130000,72.030000,4.17,88.56,32.33,81,25.170000,6.61,248.91,2.610000,212.040000,10.940000,4,40,6.67,32.33,6.67,189,49.78,10.940000,32.34,46,81,2.410000,4.16,12.5,101.410000,137.117475,272.310000,0.000000,2.980000

53,13:00-13:15,0.000000,25.580000,11.210000,50.040000,26.130000,72.030000,4.17,87.53,32.33,81,25.170000,7.21,248.98,2.610000,212.040000,10.940000,4,41,6.67,32.33,6.67,189,49.79,10.940000,32.34,45.5,82,2.490000,4.16,12.5,101.410000,132.62964,272.310000,0.000000,2.980000

54,13:15-13:30,0.000000,25.580000,11.210000,47.860000,26.130000,72.030000,4.17,86,32.33,81,25.170000,7.21,249.02,2.610000,212.040000,10.930000,4,42,6.67,32.33,6.67,189,49.8,10.930000,32.34,45,83,2.490000,4.16,12.5,101.410000,127.460355,272.310000,0.000000,2.980000

55,13:30-13:45,0.000000,26.130000,11.210000,50.040000,26.130000,72.030000,4.17,83.98,32.33,81,25.170000,7.21,235.47,2.610000,212.040000,10.930000,4.53,42,6.67,32.33,6.67,189,47.09,10.930000,32.34,44,85,2.640000,4.16,12.5,101.410000,124.27701,272.310000,0.000000,2.980000

56,13:45-14:00,0.000000,26.130000,11.210000,50.040000,26.130000,72.030000,4.17,82.63,32.33,81,25.170000,7.21,231.58,2.610000,212.040000,10.930000,4.78,40,6.67,32.33,6.67,189,46.31,10.930000,32.34,43,80,2.640000,4.16,12.5,101.410000,117.842175,272.310000,0.000000,2.980000

57,14:00-14:15,0.000000,26.130000,11.210000,50.040000,26.130000,72.030000,4.17,80.52,32.33,77.1,25.170000,7.61,229.74,2.610000,212.040000,10.930000,4.79,39,6.67,32.33,6.67,179.9,45.95,10.930000,32.34,42,77,2.640000,4.16,12.5,101.410000,111.222375,272.310000,0.000000,2.980000

58,14:15-14:30,0.000000,26.130000,11.200000,65.060000,26.130000,72.030000,4.17,77.66,32.33,74.4,25.170000,8.54,225.28,2.610000,212.040000,10.930000,5.08,37,6.67,32.33,6.67,173.6,45.05,10.930000,32.34,41,75,2.640000,4.16,12.5,101.410000,104.04768,272.310000,0.000000,2.980000

59,14:30-14:45,0.000000,26.130000,11.190000,65.060000,26.130000,96.820000,4.17,74.11,32.33,70.8,26.140000,9.08,217.55,2.610000,212.040000,10.930000,5.12,33,6.67,32.33,6.67,165.2,43.51,10.930000,32.34,38.61,66,2.730000,4.16,12.5,101.410000,96.483585,272.310000,0.000000,2.980000

60,14:45-15:00,0.000000,26.130000,11.180000,65.060000,26.130000,105.530000,4.17,70.35,32.33,66,26.140000,9.08,206.17,2.610000,212.040000,10.920000,5.51,32,6.67,32.33,6.67,154,41.23,10.920000,32.34,36.71,64,2.730000,4.16,12.5,101.410000,88.130955,272.310000,0.000000,2.980000

61,15:00-15:15,0.000000,26.130000,11.140000,65.060000,26.130000,118.120000,4.17,65.34,32.5,61.5,27.110000,8.07,189.98,2.690000,212.040000,10.860000,5.66,29,6.67,32.5,6.67,143.5,38,10.860000,32.5,34.79,59,2.730000,4.16,12.5,101.410000,81.199635,272.310000,0.000000,2.980000

62,15:15-15:30,0.000000,26.130000,10.760000,65.060000,26.130000,118.120000,4.17,60,32.5,57.6,27.110000,7.48,172.64,2.690000,212.040000,10.500000,5.66,28,6.67,32.5,6.67,134.4,34.53,10.500000,32.5,32.61,55,2.730000,4.16,12.5,101.410000,71.82483,272.310000,0.000000,2.980000

63,15:30-15:45,0.000000,26.130000,10.070000,74.240000,26.130000,118.120000,4.17,54.15,32.5,51,27.110000,7.21,150.12,2.690000,212.040000,9.820000,5.66,25,7.19,32.5,7.19,119,30.02,9.820000,32.5,30.22,49,2.730000,4.16,12.5,101.410000,61.768575,272.310000,0.000000,2.980000

64,15:45-16:00,0.000000,26.130000,8.850000,74.240000,26.130000,118.120000,4.17,47.86,32.5,42.6,27.110000,7.21,132.53,2.690000,212.040000,8.630000,5.66,22,11.67,32.5,11.67,99.4,26.51,8.630000,32.5,27.64,43,2.730000,4.16,12.5,101.410000,51.585765,272.310000,0.000000,2.980000

65,16:00-16:15,0.000000,23.400000,7.530000,74.240000,30.980000,118.120000,4.17,41.07,32.67,36,28.080000,7.21,121.92,2.770000,212.040000,7.350000,5.66,19,11.67,32.67,11.67,84,24.38,7.350000,32.66,24.79,37,2.730000,4.16,12.5,101.410000,40.702035,272.310000,0.000000,2.980000

66,16:15-16:30,0.000000,23.400000,6.110000,74.240000,30.980000,118.120000,4.17,34.23,32.67,30,28.080000,10.34,105.88,2.770000,212.040000,5.960000,5.66,15,11.67,32.67,11.67,70,21.17,5.960000,32.66,22.62,29,2.730000,4.16,12.5,101.410000,28.93242,272.310000,0.000000,2.980000

67,16:30-16:45,0.000000,0.000000,4.760000,74.240000,30.980000,118.120000,4.17,26.99,30.27,22.5,29.050000,13.64,86.93,2.770000,212.040000,4.640000,5.66,11,11.67,24.41,11.67,52.5,17.39,4.640000,30,19.18,21,2.640000,4.16,12.5,101.410000,20.87184,272.310000,0.000000,2.980000

68,16:45-17:00,0.000000,0.000000,3.460000,74.240000,30.980000,118.120000,4.17,20.25,14.06,15.6,29.050000,13.24,68.38,2.770000,212.040000,3.380000,5.66,8,15,12.88,15,36.4,13.68,3.380000,22,15.44,16,2.640000,4.16,12.5,101.410000,12.451065,272.310000,0.000000,2.980000

69,17:00-17:15,0.000000,0.000000,2.200000,74.240000,30.980000,118.120000,4.17,13.15,4.85,12,29.050000,12.57,49.16,2.770000,212.040000,2.140000,5.66,5,15,0.6,15,28,9.83,2.140000,13,11.58,11,2.640000,4.16,12.5,101.410000,6.75609,272.310000,48.410000,3.030000

70,17:15-17:30,0.000000,0.000000,1.170000,74.240000,30.980000,118.120000,4.72,6.7,1,9,30.010000,11.49,31.25,2.770000,212.040000,1.140000,5.66,3,15,1,15,21,6.25,1.140000,7,9.82,6,2.640000,4.71,14.15,101.410000,2.190375,272.310000,48.410000,3.030000

71,17:30-17:45,0.000000,0.000000,0.450000,74.240000,30.980000,118.120000,5.35,1.4,0.1,3,30.010000,9.48,15.83,2.770000,212.040000,0.440000,5.66,1,15,0,15,7,3.16,0.440000,1,6.46,3,2.640000,5.35,16.06,101.410000,0.52569,272.310000,48.410000,3.030000

72,17:45-18:00,0.000000,0.000000,0.060000,74.240000,30.980000,118.120000,6.05,1,0,1.5,30.010000,7.47,5.41,2.770000,212.040000,0.060000,5.66,1,15,0,15,3.5,1.08,0.060000,0,3.79,1,2.640000,6.05,18.16,101.410000,0,272.310000,48.410000,3.030000

73,18:00-18:15,0.000000,0.000000,0.000000,74.240000,0.000000,118.120000,6.29,0.33,0,0,30.980000,5.85,0.43,2.690000,212.040000,0.000000,5.66,0,15.21,0,15.21,0,0.09,0.000000,0,1.92,0,2.640000,6.3,18.88,101.410000,0,272.310000,48.410000,2.980000

74,18:15-18:30,0.000000,0.000000,0.000000,74.240000,0.000000,118.120000,6.65,0,0,0,30.980000,5.06,0.47,2.690000,212.040000,0.000000,6.51,0,16.11,0,16.11,0,0.09,0.000000,0,0.6,0,2.640000,6.63,19.94,101.410000,0,272.310000,48.410000,2.980000

75,18:30-18:45,0.000000,0.000000,0.000000,74.240000,0.000000,118.120000,7.07,0,0,0,30.980000,5.06,0,2.690000,212.040000,0.000000,7.51,0,19.55,0,19.55,0,0,0.000000,0,0,0,2.640000,7.06,21.2,101.410000,0,272.310000,48.410000,2.980000

76,18:45-19:00,0.000000,0.000000,0.000000,74.240000,0.000000,118.120000,7.54,0,0,0,30.980000,7.8,0,2.690000,212.040000,0.000000,8.51,0,21.22,0,21.22,0,0,0.000000,0,0,0,2.640000,7.52,22.61,101.410000,0,272.310000,48.410000,2.980000

77,19:00-19:15,0.000000,12.960000,0.000000,74.240000,12.960000,118.120000,7.8,0,0,0,30.010000,7.46,0,2.610000,212.040000,0.000000,9.51,0,22.85,0,22.85,0,0,0.000000,0,0,0,2.570000,7.79,23.4,101.410000,0,272.310000,0.000000,2.980000

78,19:15-19:30,0.000000,12.960000,0.000000,74.240000,12.960000,118.120000,7.87,0,0,0,30.010000,7.21,0,2.610000,212.040000,0.000000,10.51,0,23.77,0,23.77,0,0,0.000000,0,0,0,2.570000,7.88,23.62,101.410000,0,272.310000,0.000000,2.980000

79,19:30-19:45,0.000000,23.930000,0.000000,74.240000,23.930000,118.120000,7.96,0,0,0,30.010000,7.21,0,2.470000,212.040000,0.000000,11.18,0,25.42,0,25.42,0,0,0.000000,0,0,0,2.570000,7.97,23.89,101.410000,0,272.310000,0.000000,2.890000

80,19:45-20:00,0.000000,23.930000,0.000000,74.240000,23.930000,118.120000,8.01,0,0,0,30.010000,7.21,0,2.470000,212.040000,0.000000,8.49,0,24.54,0,24.54,0,0,0.000000,0,0,0,2.570000,8.01,24.04,101.410000,0,272.310000,0.000000,2.890000

81,20:00-20:15,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,7.69,0,0,0,30.010000,7.21,0,2.470000,212.040000,0.000000,8.38,0,24.44,0,24.44,0,0,0.000000,0,0,0,2.570000,7.69,23.07,101.410000,0,272.310000,0.000000,2.890000

82,20:15-20:30,0.000000,24.710000,0.000000,74.240000,24.710000,118.120000,7.39,0,0,0,30.010000,6.81,0,2.470000,212.040000,0.000000,8.09,0,18.44,0,18.44,0,0,0.000000,0,0,0,2.570000,7.4,22.18,101.410000,0,272.310000,0.000000,2.890000

