Block,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/30042040/GNA_LT_36,NR/25062024/25062024/IEX_240624_01295,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/19072037/LT-05,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01062024/30062024/IEPL01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/R2,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35,NR/25062024/25062024/IEX_240624_01292,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/31122025/SH-07,NR/01062024/30062024/JPL-BRPL(PTC)GNA
6,01:15-01:30,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,7.560000,261.920000,15.610000,21.750000,38.590000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,20.66,50.67,25.750000,24.120000,0,50.67,24.16,0,17.500000,24.120000,10.400000,10.590000,24.17,0,0,39.01,87.020000,0,0.000000,0.000000,72.5,0,0,30.870000,48.240000

7,01:30-01:45,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.560000,261.920000,15.610000,21.750000,38.590000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,23.34,61.33,25.750000,24.120000,0,61.33,29.66,0,17.500000,24.120000,10.400000,10.590000,29.67,0,0,38.81,87.020000,0,0.000000,0.000000,89,0,0,30.870000,48.240000

8,01:45-02:00,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.560000,261.920000,15.610000,21.750000,38.590000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,24.34,62.33,25.750000,24.120000,0,62.33,29.34,0,17.500000,24.120000,10.400000,10.590000,29.33,0,0,38.61,87.020000,0,0.000000,0.000000,88,0,0,30.870000,48.240000

9,02:00-02:15,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,7.420000,261.920000,15.610000,21.750000,38.590000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,24,68.67,28.720000,24.120000,0,68.67,29,0,17.130000,24.120000,10.400000,10.590000,29,0,0,38.41,87.020000,0,0.000000,0.000000,87,0,0,30.870000,48.240000

10,02:15-02:30,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,7.420000,261.920000,15.610000,21.750000,38.590000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,24,67.33,28.720000,24.120000,0,67.33,28.66,0,17.130000,24.120000,10.400000,10.590000,28.67,0,0,38.01,87.020000,0,0.000000,0.000000,86,0,0,30.870000,48.240000

11,02:30-02:45,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.420000,261.920000,15.610000,21.750000,38.590000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,20,66.67,28.720000,24.120000,0,66.67,28.34,0,17.130000,24.120000,10.400000,10.590000,28.33,0,0,37.81,87.020000,0,0.000000,0.000000,85,0,0,30.870000,48.240000

12,02:45-03:00,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.420000,261.920000,15.610000,21.750000,38.590000,24.120000,0.000000,19.780000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,20,65.67,28.720000,24.120000,0,65.67,28,0,17.130000,24.120000,10.400000,10.590000,28,0,0,37.22,87.020000,0,0.000000,0.000000,84,0,0,30.870000,48.240000

13,03:00-03:15,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.240000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,17.34,60.33,28.720000,24.120000,0,60.33,26,0,16.760000,24.120000,10.400000,10.210000,26,0,0,37.02,87.020000,0,0.000000,0.000000,78,0,0,30.870000,48.240000

14,03:15-03:30,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.240000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,17.34,60.33,28.720000,24.120000,0,60.33,25.66,0,16.760000,24.120000,10.400000,10.210000,25.67,0,0,36.62,87.020000,0,0.000000,0.000000,77,0,0,30.870000,48.240000

15,03:30-03:45,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.240000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,18.66,63,28.720000,24.120000,0,63,25.34,0,16.760000,24.120000,10.400000,10.210000,25.33,0,0,36.22,87.020000,0,0.000000,0.000000,76,0,0,30.870000,48.240000

16,03:45-04:00,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.240000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,18.66,62.67,28.720000,24.120000,0,62.67,25,0,16.760000,24.120000,10.400000,10.210000,25,0,0,36.02,87.020000,0,0.000000,0.000000,75,0,0,30.870000,48.240000

17,04:00-04:15,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.050000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,18,61,28.720000,24.120000,0,61,24.66,0,16.390000,24.120000,10.400000,10.210000,24.67,0,0,38.01,87.020000,0,0.000000,0.000000,74,0,0,30.870000,48.240000

18,04:15-04:30,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.050000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,16.66,59.33,28.720000,24.120000,0,59.33,23.84,0,16.390000,24.120000,10.400000,10.210000,23.83,0,0,37.81,87.020000,0,0.000000,0.000000,71.5,0,0,30.870000,48.240000

19,04:30-04:45,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.050000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,19.34,59,28.720000,24.120000,0,59,22.84,0,16.390000,24.120000,10.400000,10.210000,22.83,0,0,37.42,87.020000,0,0.000000,0.000000,68.5,0,0,30.870000,48.240000

20,04:45-05:00,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,7.050000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,19,54.67,28.720000,24.120000,0,54.67,22.16,0,16.390000,24.120000,10.400000,10.210000,22.17,0,0,37.22,87.020000,0,0.000000,0.000000,66.5,0,0,30.870000,48.240000

21,05:00-05:15,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,6.910000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,13.66,53,48.240000,24.120000,0,53,17.34,0,16.020000,24.120000,10.400000,9.820000,17.33,0,0,36.82,87.020000,0,0.000000,0.000000,52,0,0,30.870000,48.240000

22,05:15-05:30,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,6.910000,201.490000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,13.34,50.33,48.240000,24.120000,0,50.33,17,0,16.020000,24.120000,10.400000,9.820000,17,0,0,36.62,68.090000,0,0.000000,0.000000,51,0,0,30.870000,48.240000

23,05:30-05:45,0,0,0,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,6.910000,201.490000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,13,42.33,48.240000,24.120000,0,42.33,16.84,0,16.020000,24.120000,9.940000,9.820000,16.83,1.198512,0,36.22,68.090000,0,0.000000,0.000000,50.5,0,0,30.870000,48.240000

24,05:45-06:00,0,0.57,0.17,0,0,0.000000,24.120000,34.930000,0.000000,100.500000,6.910000,201.490000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,13,41.33,48.240000,24.120000,0,41.33,16.66,0,16.020000,24.120000,9.940000,9.820000,16.67,2.474976,0,35.82,68.090000,0,0.000000,0.000000,50,0.2,0.11,30.870000,48.240000

25,06:00-06:15,1,3.71,1.63,0,1,0.000000,24.120000,34.930000,0.000000,100.500000,6.770000,201.490000,15.610000,21.750000,0.000000,24.120000,0.000000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,40.33,48.240000,24.120000,10.19,40.33,10,0,15.660000,24.120000,9.940000,9.820000,10,4.667376,6.94,29.01,68.090000,1,0.000000,0.000000,30,1,0.74,30.870000,48.240000

26,06:15-06:30,4,8.01,3.71,1,2,0.090000,24.120000,34.930000,0.000000,100.500000,6.770000,201.490000,15.610000,21.750000,0.000000,24.120000,0.100000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,38.33,48.240000,24.120000,19.24,38.33,9.66,1,15.660000,24.120000,9.940000,9.820000,9.67,8.828064,10.1,29.22,68.090000,1,0.090000,0.000000,29,2,1.6,30.870000,48.240000

27,06:30-06:45,7,12.81,6.39,3,5,0.700000,24.120000,34.930000,0.000000,100.500000,6.770000,201.490000,15.610000,21.750000,0.000000,24.120000,0.720000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,19.33,48.240000,24.120000,26.42,19.33,9.34,5,15.660000,24.120000,9.940000,9.820000,9.33,13.797504,14.55,33.82,68.090000,3,0.700000,0.000000,28,5,2.56,30.870000,48.240000

28,06:45-07:00,14,19.09,9.28,4,8,1.110000,24.120000,34.930000,0.000000,100.500000,6.770000,174.530000,11.810000,21.750000,0.000000,24.120000,1.140000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,18.67,48.240000,24.120000,32.1,18.67,9,12,15.660000,24.120000,9.940000,9.820000,9,19.614672,24.48,34.02,57.590000,6,1.110000,0.000000,27,6,3.82,30.870000,48.240000

29,07:00-07:15,21,23.96,13.01,5,11,1.630000,24.120000,34.930000,0.000000,100.500000,6.590000,145.590000,11.810000,21.750000,0.000000,24.120000,1.670000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,18,48.240000,24.120000,31.73,18,8.66,20,15.290000,24.120000,9.780000,9.430000,8.67,26.133408,31.73,34.22,57.590000,9,1.630000,0.000000,26,8,4.79,30.870000,48.240000

30,07:15-07:30,35,33.97,16.85,8,16,2.260000,24.120000,34.930000,0.000000,100.500000,6.590000,145.590000,11.810000,21.750000,0.000000,24.120000,2.320000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,17.33,48.240000,24.120000,30.23,17.33,8.34,30,15.290000,24.120000,9.780000,9.430000,8.33,32.905488,30.22,34.42,57.590000,15,2.260000,0.000000,25,12.86,6.79,30.870000,48.240000

31,07:30-07:45,49,45.66,21.56,11,22,2.980000,24.120000,34.930000,0.000000,53.060000,6.590000,145.590000,3.860000,21.750000,0.000000,24.120000,3.060000,0.000000,0.000000,30.280000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,16.67,48.240000,24.120000,31.48,16.67,8,31.48,15.290000,24.120000,9.780000,9.430000,8,37.767744,31.49,41.01,57.590000,21,2.980000,0.000000,24,13,9.13,30.870000,48.240000

32,07:45:08:00,63,58.03,25.93,14,29,3.970000,24.120000,34.930000,0.000000,53.060000,6.590000,110.940000,3.860000,21.750000,0.000000,24.120000,4.070000,0.000000,0.000000,30.280000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,16.67,48.240000,24.120000,32.17,16.67,8,32.17,15.290000,24.120000,9.780000,9.430000,8,44.861376,32.16,41.01,57.590000,27,3.970000,0.000000,24,16,11.61,30.870000,48.240000

33,08:00-08:15,67,71.05,31.56,16,32,4.940000,24.120000,34.930000,0.000000,53.060000,6.440000,110.940000,3.860000,21.750000,0.000000,24.120000,5.060000,0.000000,0.000000,30.780000,0.000000,70.340000,24.120000,67.530000,38.590000,272.770000,7.34,16.67,48.240000,24.120000,32.33,16.67,8,32.33,14.920000,24.120000,9.780000,9.430000,8,51.526272,32.34,41.01,57.590000,28,4.940000,0.000000,24,20,14.21,13.660000,48.240000

34,08:15-08:30,81,84.23,36.86,18,39,5.940000,24.120000,34.930000,0.000000,53.060000,6.440000,110.940000,3.860000,21.750000,0.000000,24.120000,6.080000,0.000000,0.000000,30.780000,0.000000,70.340000,24.120000,67.530000,38.590000,272.770000,7.34,16.67,48.240000,24.120000,32.83,16.67,8,32.83,14.920000,24.120000,9.780000,9.430000,8,58.17168,32.84,41.01,57.590000,34,5.940000,0.000000,24,23,16.84,13.660000,48.240000

35,08:30-08:45,98,97,45.03,21,45,6.880000,24.120000,34.930000,0.000000,53.060000,6.440000,110.940000,3.860000,21.750000,0.000000,24.120000,7.050000,0.000000,0.000000,31.290000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,16.67,48.240000,24.120000,32.83,16.67,7.84,32.83,14.920000,24.120000,9.780000,10.210000,7.83,65.080176,32.84,41.01,57.590000,42,6.880000,0.000000,23.5,26,19.4,13.660000,48.240000

36,08:45:09:00,112,109.33,51.9,24,51,7.770000,24.120000,34.930000,0.000000,53.060000,6.440000,110.940000,3.860000,21.750000,0.000000,24.120000,7.960000,0.000000,0.000000,31.290000,0.000000,66.180000,24.120000,67.530000,38.590000,272.770000,7.34,16.67,48.240000,24.120000,33,16.67,7.66,33,14.920000,24.120000,9.780000,10.210000,7.67,74.317488,33,41.01,57.590000,48,7.770000,0.000000,23,29,21.87,13.660000,48.240000

37,09:00:09:15,119,131.61,58.37,27,58,8.640000,24.120000,36.210000,0.000000,53.060000,6.310000,110.940000,3.860000,21.750000,0.000000,24.120000,8.860000,0.000000,0.000000,28.770000,0.000000,66.180000,24.120000,67.530000,0.000000,272.770000,7.34,16.67,0.000000,24.120000,33,16.67,7.34,33,14.550000,0.000000,9.310000,10.210000,7.33,80.446464,33,41.01,57.590000,51,8.640000,0.000000,22,31,26.32,14.930000,0.000000

38,09:15-09:30,130,143.92,64.41,30,63,9.460000,24.120000,36.210000,0.000000,53.060000,6.310000,110.940000,3.860000,21.750000,0.000000,24.120000,9.690000,0.000000,0.000000,28.770000,0.000000,66.180000,24.120000,67.530000,0.000000,272.770000,7.34,16.67,0.000000,24.120000,33,16.67,7.34,33,14.550000,0.000000,9.310000,10.210000,7.33,86.214912,33,41.01,57.590000,55,9.460000,0.000000,22,33,28.78,14.930000,0.000000

39,09:30-09:45,140,155.58,70.01,32,68,10.190000,24.120000,36.210000,0.000000,53.060000,6.310000,110.940000,3.860000,21.750000,0.000000,24.120000,10.440000,0.000000,0.000000,29.270000,0.000000,66.180000,24.120000,67.530000,0.000000,272.770000,7.34,16.67,0.000000,24.120000,33,16.67,7.34,33,14.550000,0.000000,9.000000,9.590000,7.33,91.700784,33,41.01,57.590000,60,10.190000,0.000000,22,39,31.11,14.930000,0.000000

40,09:45-10:00,151,167.63,75,35,73,10.870000,24.120000,36.210000,0.000000,53.060000,6.310000,166.840000,3.860000,21.750000,0.000000,24.120000,11.140000,0.000000,0.000000,30.280000,0.000000,66.180000,24.120000,67.530000,0.000000,272.770000,7.34,18.33,0.000000,24.120000,33,18.33,7.34,33,14.550000,0.000000,9.000000,9.590000,7.33,96.962544,33,41.01,57.590000,64,10.870000,0.000000,22,37,33.53,14.930000,0.000000

41,10:00-10:15,158,179.17,79.32,36,74,11.520000,24.120000,36.210000,0.000000,53.060000,6.160000,166.840000,3.860000,21.750000,0.000000,0.000000,11.810000,0.000000,0.000000,29.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,14.180000,0.000000,8.850000,9.360000,7.33,101.474016,33,41.01,57.590000,67,11.520000,0.000000,22,39,35.83,14.930000,0.000000

42,10:15-10:30,165,191.67,83.24,37,78,12.080000,24.120000,36.210000,0.000000,53.060000,6.160000,166.840000,3.860000,21.750000,0.000000,0.000000,12.390000,0.000000,0.000000,29.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,14.180000,0.000000,8.850000,9.360000,7.33,105.108528,33,41.01,57.590000,70,12.080000,0.000000,22,45,38.33,14.930000,0.000000

43,10:30-10:45,161,200,85.42,37,78,12.630000,24.120000,29.660000,0.000000,53.060000,6.160000,166.840000,4.820000,21.750000,0.000000,0.000000,12.950000,0.000000,0.000000,29.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,14.180000,0.000000,8.850000,9.360000,7.33,107.096304,33,42.01,57.590000,69,12.630000,0.000000,22,41,40,14.930000,0.000000

44,10:45-11:00,166,204.17,86.2,38,81,13.050000,24.120000,29.660000,0.000000,53.060000,6.160000,166.840000,4.820000,21.750000,0.000000,0.000000,13.380000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,14.180000,0.000000,8.850000,9.360000,7.33,107.271696,33,43.01,57.590000,71,13.050000,0.000000,22,42,40.83,14.930000,0.000000

45,11:00-11:15,165,216.67,86.3,39,81,13.390000,24.120000,29.660000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.720000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,13.810000,0.000000,8.850000,9.200000,7.33,107.203488,33,44.01,57.590000,70,13.390000,0.000000,22,43,43.33,14.930000,0.000000

46,11:15-11:30,168,225,86.27,40,83,13.500000,24.120000,29.660000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.840000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,13.810000,0.000000,8.850000,9.200000,7.33,106.64808,33,44.01,57.590000,72,13.500000,0.000000,22,43,45,14.930000,0.000000

47,11:30-11:45,165,200,86.34,38,77,13.620000,24.120000,20.230000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.950000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,13.810000,0.000000,8.850000,9.200000,7.33,108.333792,33,44.01,57.590000,70,13.620000,0.000000,22,41,40,20.230000,0.000000

48,11:45-12:00,170,200,86.51,41,81,13.640000,24.120000,20.230000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.970000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,16.67,0.000000,0.000000,33,16.67,7.34,33,13.810000,0.000000,8.850000,9.200000,7.33,109.629744,33,44.01,57.590000,73,13.640000,0.000000,22,43,40,20.230000,0.000000

49,12:00-12:15,175,227.25,86.61,42,83,13.640000,24.120000,20.230000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.970000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,14.67,0.000000,0.000000,33,14.67,7.34,33,13.630000,0.000000,8.850000,9.200000,7.33,110.243616,33,44.01,57.590000,75,13.640000,0.000000,22,43,45.45,20.230000,0.000000

50,12:15-12:30,179,227.25,86.57,43,85,13.640000,24.120000,20.230000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.970000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,14.67,0.000000,0.000000,33,14.67,7.34,33,13.630000,0.000000,8.850000,9.200000,7.33,110.087712,33,44.01,57.590000,76,13.640000,0.000000,22,42,45.45,20.230000,0.000000

51,12:30-12:45,179,227.25,86.52,43,85,13.640000,24.120000,20.230000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.970000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,14.67,0.000000,0.000000,33,14.67,7.34,33,13.630000,0.000000,8.850000,9.200000,7.33,109.269216,33,44.01,57.590000,76,13.640000,0.000000,22,42,45.45,20.230000,0.000000

