Block,Time,KISHANGANGA,KUDGI,NAPP,RSTPSU1TO6,SALAL,UNCHAHAR3,DADRI_RF,CHAMERA3,DADRT2,KGSU1AND2,KHSTPP-I,MAPS,NLCTS2EXP,RIHAND3,TelanganaSTPP,KKNPPU2,KOLDAM,NJPC,NLCIIST2,RAMPUR,RAPPB,SASAN,SEWA2,SIMHST2,URI2,AURY_LF,KHSTPP-II,PARBATI2,PARBATI3,RAPPD,SINGRAULI,TALA,UNCHAHAR1,UNCHAHAR4,AURY_GF,AURY_RF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,KGSU3AND4,NTPL,RIHAND1,RIHAND2,SINGRAULI_HYDRO,TANDA2,UNCHAHAR2,VALLURNTECL,ANTA_LF,ANTA_RF,AURY_CRF,DADRI_GF,DULHASTI,KOTESHWR,NLCIIST1,SIMHST1,TALST2,DADRI_CRF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,KKNP,TANAKPUR,NLCEXP,NNTPP,RAPPC,RSTPSU7,TEHRI,URI,ANTA_CRF,ANTA_GF
57,14:00-14:15,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,22.4,0,0.89,0,418.77,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,43.78,18.2,410.67,0,0,97.23,124.58,1,4.3,45,0,0,51.17,0,0,59.5,10.43,0,0,0,0,20,13.04,0,0,0,1.79,0,0,68.56,0,0,49.68,0,0

58,14:15-14:30,8.63,0,25.11,0,51.13,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,22.4,0,0.89,0,418.77,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,43.78,18.2,410.67,0,0,97.23,124.58,1,4.53,45,0,0,51.17,0,0,59.5,10.43,0,0,0,0,20,13.04,0,0,0,1.79,0,0,68.56,0,0,49.68,0,0

59,14:30-14:45,8.63,0,25.11,0,51.13,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,22.4,0,0.89,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,43.78,18.2,410.67,0,0,97.23,124.58,1,4.85,45,0,0,51.17,0,0,59.5,10.43,0,0,0,0,20,13.04,0,0,0,1.79,0,0,68.56,0,0,49.68,0,0

60,14:45-15:00,8.63,0,25.11,0,51.13,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,22.4,0,0.89,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,450.67,0,0,97,124.58,1,5.21,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,13.04,0,0,0,1.79,0,0,68.56,0,0,49.68,0,0

61,15:00-15:15,8.63,0,25.11,0,51.13,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,54.99,0,2.18,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,0,18.2,450.67,0,0,97.23,124.58,1,5.54,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,19.56,0,16.27,0,1.79,0,0,68.56,0,0,49.68,0,0

62,15:15-15:30,8.63,0,25.11,0,51.13,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,82.99,0,3.29,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,0,18.2,450.67,0,0,97.23,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,19.56,0,16.27,0,1.79,0,0,68.56,0,0,49.68,0,0

63,15:30-15:45,8.63,0,25.11,0,51.13,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,110.67,0,4.33,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,0,18.2,450.67,0,0,97.23,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,19.56,0,16.27,0,4.35,0,0,68.56,0,0,49.68,0,0

64,15:45-16:00,8.63,0,25.11,0,51.13,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,110.67,0,4.33,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,0,18.2,500.67,0,0,97.23,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,19.56,12.64,16.27,0,4.35,0,0,68.56,0,0,49.68,0,0

65,16:00-16:15,8.63,0,25.11,0,51.13,27.68,112.08,11.67,688.92,0,45.53,0,0,130.79,0,0,0,110.67,0,4.33,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,0,18.2,500.67,0,0,97.23,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,19.56,14.05,32.53,0,4.35,0,0,68.56,0,12.6,16.56,0,0

66,16:15-16:30,8.63,0,25.11,0,51.13,27.68,112.08,11.67,688.92,0,45.53,0,0,130.79,0,0,0,110.67,0,4.33,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,0,18.2,500.67,0,0,97.23,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,19.56,14.05,32.53,0,4.35,0,0,68.56,0,12.6,5.52,0,0

67,16:30-16:45,8.63,0,25.11,0,51.13,27.68,112.08,11.67,688.92,0,45.53,0,0,130.79,0,0,0,110.67,0,4.33,0,345.38,0,0,36.14,0,148.3,15.02,4.29,29.51,146.11,0,21.64,3.2,0,85.48,0,0,18.2,500.67,0,0,97.23,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,19.56,14.05,32.53,0,4.35,0,0,68.56,0,25.19,5.52,0,0

68,16:45-17:00,8.63,0,25.11,0,51.13,27.68,112.08,11.67,688.92,0,45.53,0,0,130.79,0,0,0,110.67,0,4.33,0,345.38,6.3,0,36.14,0,148.3,15.02,4.29,29.51,146.11,0,21.64,3.2,0,85.48,0,0,18.2,610.67,0,0,89.03,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,13.04,28.1,32.53,0,4.35,0,0,68.56,0,25.19,16.56,0,0

69,17:00-17:15,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,2.4,110.67,0,4.33,0,345.38,6.3,0,36.14,0,148.3,15.02,4.29,29.51,146.11,0,21.64,3.2,0,85.48,0,0,18.2,610.67,0,0,93.03,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,13.04,28.1,48.81,0,4.35,0,0,68.56,0,25.19,52.36,0,0

70,17:15-17:30,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,4.79,110.67,0,4.33,0,345.38,6.3,0,36.14,0,148.3,15.02,4.29,29.51,146.11,0,21.64,3.2,0,85.48,0,0,18.2,610.67,0,0,97.23,124.58,1,5.7,45,0,0,50.91,0,0,59.5,10.43,0,0,0,0,20,13.04,28.1,48.81,0,4.35,0,0,68.56,0,37.8,52.36,0,0

71,17:30-17:45,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,6.25,110.67,0,4.33,0,345.38,12.61,0,36.14,0,148.3,15.02,4.29,29.51,146.11,0,21.64,3.2,0,85.48,0,0,18.2,610.67,0,0,97.23,124.58,1,5.7,45,0,0,51.44,0,0,59.5,10.43,0,0,0,0,20,13.04,28.1,48.81,0,4.35,0,0,68.56,0,37.8,52.36,0,0

72,17:45-18:00,8.63,0,25.11,0,51.13,27.13,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,12.61,0,36.14,0,148.3,15.02,4.29,29.51,146.11,0,21.3,1.83,0,85.48,0,10.95,18.2,403.67,0,0,97.23,124.58,1,3.5,43.88,0,0,51.44,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,4.35,0,0,68.56,0,37.8,52.36,0,0

73,18:00-18:15,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,12.61,0,38.56,0,148.3,15.02,19.64,29.51,146.11,0,21.64,2.3,0,85.48,0,21.88,18.2,403.67,0,0,97.23,124.58,1,5.7,44.5,0,0,51.44,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,4.35,0,0,68.56,0,37.8,52.36,0,0

74,18:15-18:30,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.92,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,38.56,0,148.3,15.02,24.55,29.51,146.11,0,21.64,2.3,0,85.48,0,32.83,18.2,403.67,0,0,97.23,124.58,1,5.7,44.5,0,0,51.44,0,0,59.5,20.85,0,0,0,0,20,19.56,42.15,48.81,0,4.35,0,0,68.56,0,37.8,52.36,0,0

75,18:30-18:45,8.68,0,25.11,0,51.13,27.68,112.08,35.03,688.55,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,38.56,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,113.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

76,18:45-19:00,8.68,0,25.11,0,51.13,27.68,112.08,35.03,688.55,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,38.56,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,113.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

77,19:00-19:15,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,36.14,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,112.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

78,19:15-19:30,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,36.14,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,113.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

79,19:30-19:45,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,36.14,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,91.03,107.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

80,19:45-20:00,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,36.14,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,91.03,107.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

81,20:00-20:15,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,35.34,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,123.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

82,20:15-20:30,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,35.34,0,148.3,28.56,59.84,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,107.18,1,5.7,44.5,0,0,51.96,0,0,60.23,34.76,0,0,0,0,20,20.13,42.15,50.06,0,4.35,0,0,68.56,0,37.8,49.68,0,0

83,20:30-20:45,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,22.54,11.51,29.51,146.11,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,107.18,1,5.7,44.5,0,0,52.22,0,0,59.5,11.82,0,0,0,0,20,13.04,42.15,48.81,0,3.07,0,0,68.56,0,37.8,49.68,0,0

84,20:45-21:00,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,22.54,9.2,29.51,146.11,0,21.64,2.3,0,85.48,0,32.83,18.2,403.67,0,0,91.03,124.58,1,5.7,44.5,0,0,52.22,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,3.07,0,0,68.56,0,37.8,49.68,0,0

85,21:00-21:15,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,22.54,9.2,29.51,146.11,0,21.64,2.3,0,85.48,0,32.83,18.2,403.67,0,0,97.23,124.58,1,5.7,44.5,0,0,52.74,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,1.79,0,0,68.56,0,37.8,49.68,0,0

86,21:15-21:30,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,22.54,32.22,29.51,146.11,0,21.64,2.3,0,85.48,0,32.83,18.2,403.67,0,0,97.23,124.58,1,5.7,44.5,0,0,52.74,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,1.79,0,0,68.56,0,37.8,49.68,0,0

87,21:30-21:45,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,35.34,0,148.3,28.56,59.84,29.51,139.64,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,124.58,1,4.49,44.5,0,0,52.74,0,0,60.23,11.59,0,0,0,0,20,20.13,42.15,50.06,0,1.79,0,0,68.56,0,37.8,49.68,0,0

88,21:45-22:00,8.68,0,25.11,0,63.92,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,35.34,0,148.3,28.56,59.84,29.51,139.64,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,124.58,1,4.49,44.5,0,0,52.74,0,0,60.23,11.59,0,0,0,0,20,20.13,42.15,50.06,0,1.79,0,0,68.56,0,37.8,49.68,0,0

89,22:00-22:15,8.68,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,35.34,0,148.3,28.56,59.84,29.51,139.64,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,124.58,1,4.49,44.5,0,0,53.14,0,0,60.23,11.59,0,0,0,0,20,20.13,42.15,50.06,0,0.77,0,0,68.56,0,37.8,49.68,0,0

90,22:15-22:30,8.68,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,20.09,0,35.34,0,148.3,28.56,59.84,29.51,139.64,0,21.64,2.3,0,85.48,0,43.78,18.2,403.67,0,0,97.23,124.58,1,4.49,44.5,0,0,53.14,0,0,60.23,11.59,0,0,0,0,20,20.13,42.15,50.06,0,0.77,0,0,68.56,0,37.8,49.68,0,0

91,22:30-22:45,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,15.02,33.76,29.51,139.64,0,21.64,2.3,0,85.48,0,32.83,18.2,403.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.14,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,0,0,0,68.56,0,37.8,16.56,0,0

92,22:45-23:00,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,15.02,33.76,29.51,139.64,0,21.64,2.3,0,85.48,0,21.88,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.14,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,0,0,0,68.56,0,37.8,5.52,0,0

93,23:00-23:15,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,15.02,33.76,29.51,139.64,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.14,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,0,0,0,68.56,0,37.8,49.68,0,0

94,23:15-23:30,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,15.02,19.64,29.51,139.64,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.14,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,0,0,0,68.56,0,37.8,49.68,0,0

95,23:30-23:45,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,15.02,19.64,29.51,139.64,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,113.18,1,5.7,44.5,0,0,53.14,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,0,0,0,68.56,0,37.8,49.68,0,0

96,23:45-24:00,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.57,0,45.53,0,0,130.79,0,0,9.59,110.67,0,4.33,0,345.38,18.9,0,35.34,0,148.3,15.02,19.64,29.51,139.64,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,113.18,1,5.7,44.5,0,0,53.14,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,0,0,0,68.56,0,37.8,49.68,0,0

