Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/SKS-Raigarh,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/jitpl,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/16082024/31082024/APL-Raigarh_august,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07
7,01:30-01:45,61.67,38.66,34.16,61.67,82.36,0,0,12.48,0,26.9071,5.31,70.6,3.84,26.9071,48.44,62.01,0,0,0,38.76,96.89,172.12,21.32,14.61,251.91,24.77,29.26,24.22,96.89,0,38.82,0,0,34.17,0,0,0,102.5,0,0,0,0,0,0

8,01:45-02:00,61.67,39,34.16,61.67,82.36,0,0,12.48,0,26.9071,5.31,70.6,3.84,26.9071,48.44,62.01,0,0,0,38.76,96.89,172.12,21.32,14.61,232.54,24.77,29.26,24.22,96.89,0,38.62,0,0,34.17,0,0,0,102.5,0,0,0,0,0,0

9,02:00-02:15,61.67,35,32.5,61.67,53.29,0,0,12.48,0,26.9071,5.13,70.6,4.1,26.9071,48.44,62.01,0,0,0,38.76,96.89,172.12,21.32,14.43,213.16,24.77,29.26,24.22,96.89,0,38.42,0,0,32.5,0,0,0,97.5,0,0,0,0,0,0

10,02:15-02:30,61.67,35,32.5,61.67,53.29,0,0,12.48,0,26.9071,5.13,70.6,4.1,26.9071,48.44,62.01,0,0,0,38.76,96.89,172.12,21.32,14.43,193.78,24.77,29.26,24.22,96.89,0,38.02,0,0,32.5,0,0,0,97.5,0,0,0,0,0,0

11,02:30-02:45,48.33,27.66,32.5,48.33,53.29,0,0,12.48,0,26.9071,5.13,70.6,4.1,26.9071,48.44,62.01,0,0,0,38.76,96.89,172.12,21.32,14.43,174.4,24.77,29.26,24.22,96.89,0,40.42,0,0,32.5,0,0,0,97.5,0,0,0,0,0,0

12,02:45-03:00,48.33,28,32.5,48.33,53.29,0,0,12.48,0,26.9071,5.13,70.6,4.1,26.9071,48.44,62.01,0,0,0,38.76,96.89,172.12,21.32,14.43,164.71,24.77,29.26,24.22,96.89,0,39.62,0,0,32.5,0,0,0,97.5,0,0,0,0,0,0

13,03:00-03:15,48.33,28.34,30.84,48.33,53.29,0,0,12.48,0,26.9071,4.94,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,172.12,21.32,14.43,164.71,24.77,29.26,24.22,96.89,0,39.02,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

14,03:15-03:30,48.33,28.34,30.84,48.33,53.29,0,0,12.48,0,26.9071,4.94,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,172.12,21.32,14.43,164.71,24.77,29.26,24.22,96.89,0,38.82,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

15,03:30-03:45,48.33,35,30.84,48.33,53.29,0,0,12.48,0,26.9071,4.94,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,150.18,21.32,14.43,150.67,24.77,29.26,24.22,96.89,0,38.82,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

16,03:45-04:00,48.33,35,30.84,48.33,53.29,0,0,12.48,0,26.9071,4.94,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,111.42,21.32,14.43,150.67,24.77,29.26,24.22,96.89,0,38.22,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

17,04:00-04:15,48.33,35,30.84,48.33,53.29,0,0,12.48,0,26.9071,4.75,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,29.26,24.22,96.89,0,38.22,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

18,04:15-04:30,48.33,35,30.84,48.33,53.29,0,0,12.48,0,26.9071,4.75,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,29.26,24.22,96.89,0,37.62,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

19,04:30-04:45,43.33,36.66,30.84,43.33,53.29,0,0,12.48,0,26.9071,4.75,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,28.25,24.22,96.89,0,37.02,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

20,04:45-05:00,43.33,36.66,30.84,43.33,53.29,0,0,12.48,0,26.9071,4.75,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,28.25,24.22,96.89,0,36.62,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

21,05:00-05:15,43.33,36.66,30.84,43.33,53.29,0,0,12.48,0,26.9071,4.56,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,28.25,24.22,96.89,0,36.62,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

22,05:15-05:30,43.33,36.66,30.84,43.33,53.29,0,0,12.48,0,26.9071,4.56,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,28.25,24.22,96.89,0,36.62,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

23,05:30-05:45,36.67,33.34,30.84,36.67,53.29,0,0,12.48,0,26.9071,4.56,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,28.25,24.22,96.89,0,36.62,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

24,05:45-06:00,36.67,32.66,30.84,36.67,53.29,0,0,12.48,0,26.9071,4.56,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,14.24,150.67,24.77,29.27,24.22,96.89,0,36.62,0,0,30.83,0,0,0,92.5,0,0,0,0,0,0

25,06:00-06:15,36.67,36.66,30.84,36.67,53.29,0,0,12.48,0,26.9071,4.33,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,1.56,36.01,4,1,30.83,1,0,2.43,92.5,0.49,0.82,8.43,1,10.9,1

26,06:15-06:30,36.67,36.34,30.84,36.67,53.29,0,0,12.48,0,26.9071,4.33,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,5.54,36.01,9,2,30.83,2,1,5.52,92.5,1.1,2.92,13.24,1,17.54,4

27,06:30-06:45,36.67,36,30.84,36.67,53.29,0.69,0.7,12.48,0.69,26.9071,4.33,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,10.02,37.42,12,3,30.83,5,3,9.38,92.5,1.88,4.94,21.75,3,24.87,7

28,06:45-07:00,36.67,35.66,30.84,36.67,53.29,0.98,1.01,12.48,0.98,26.9071,4.33,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,14.89,38.42,16,5,30.83,8,4,14.01,92.5,2.8,7.94,33,6,31.65,14

29,07:00-07:15,36.67,35.34,30.84,36.67,53.29,1.43,1.47,12.48,1.43,26.9071,4.33,70.6,4.1,26.9071,48.44,62.01,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,20.39,38.62,19,7,30.83,10,5,21.72,92.5,4.34,10,33,9,33,21

30,07:15-07:30,36.67,35,30.84,36.67,53.29,1.94,1.98,12.48,1.94,26.9071,4.33,70.6,4.1,26.9071,48.44,31,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,26.87,39.22,27,8,30.83,12,6,31.83,92.5,6.36,13,33,12,33,28

31,07:30-07:45,36.67,34.66,30.84,36.67,53.29,2.48,2.54,12.48,2.48,26.9071,4.33,70.6,4.1,26.9071,48.44,31,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,36.33,38.42,32.66,11,30.83,18,8,44.05,92.5,8.81,17,32.67,19,32.67,46

32,07:45-08:00,36.67,34,30.84,36.67,53.29,3.22,3.3,12.48,3.22,26.9071,4.33,70.6,4.1,26.9071,48.44,31,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.77,24.22,96.89,44.51,36.42,33,14,30.83,24,12,58.04,92.5,11.61,20,33,25,33,58

33,08:00-08:15,36.67,36.66,30.84,36.67,53.29,3.99,4.08,12.48,3.99,26.9071,4.2,70.6,4.1,26.9071,48.44,31,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.25,24.22,96.89,52.29,39.02,33,19,30.83,30,15,58.35,92.5,11.67,23,33,30,33,70

34,08:15-08:30,36.67,36.34,30.84,36.67,53.29,4.74,4.85,12.48,4.74,26.9071,4.2,70.6,4.1,26.9071,48.44,31,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.25,24.22,96.89,59.06,38.62,33,22,30.83,38,18,71.78,92.5,14.35,29,33,36,33,84

35,08:30-08:45,36.67,36,30.84,36.67,53.29,5.51,5.66,12.48,5.51,26.9071,4.2,70.6,4.1,26.9071,48.44,31,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.25,24.22,96.89,65.2,38.22,33,23,30.83,44,21,85.36,92.5,17.07,37,33,39,33,91

36,08:45-09:00,36.67,35.66,30.84,36.67,53.29,6.25,6.4,12.48,6.25,26.9071,4.2,70.6,4.1,26.9071,48.44,31,0,0,0,0,96.89,106.58,21.32,9.81,150.67,24.77,28.25,24.22,96.89,71.1,37.82,33,26,30.83,51,24,98.13,92.5,19.62,43,33,45,33,105

37,09:00-09:15,36.67,35.34,30.84,36.67,53.29,6.91,7.09,12.48,6.91,26.9071,4.2,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,9.81,150.67,24.77,29.27,0,0,77.13,37.42,33,31,30.83,54,26,110.42,92.5,22.08,53,33,48,33,112

38,09:15-09:30,36.67,35,30.84,36.67,53.29,7.55,7.74,12.48,7.55,26.9071,4.2,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,9.81,150.67,24.77,27.26,0,0,83.41,37.02,33,33,30.83,61,29,121.43,92.5,24.29,58,33,52,33,123

39,09:30-09:45,36.67,34.66,30.84,36.67,53.29,8.57,8.79,12.48,8.57,26.9071,4.2,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,9.81,150.67,24.77,27.26,0,0,89.46,30.01,33,38,30.83,66,32,138.54,92.5,27.71,65,33,57,33,133

40,09:45-10:00,36.67,34.34,30.84,36.67,53.29,9.65,9.89,12.48,9.65,26.9071,4.2,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,9.81,150.67,24.77,28.26,0,0,94.92,29.01,33,39,30.83,73,35,154.38,92.5,30.87,73,33,61,33,144

41,10:00-10:15,36.67,35,30.84,36.67,53.29,12.46,12.78,12.48,12.46,26.9071,4.2,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,28.77,0,0,99.28,34.01,33,41,30.83,79,38,192.51,92.5,38.5,75,33,67,33,158

42,10:15-10:30,36.67,35,30.84,36.67,53.29,13.17,13.5,12.48,13.17,26.9071,4.2,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.76,0,0,102.59,33.01,33,43,30.83,85,40,203.29,92.5,40.66,78,33,70,33,165

43,10:30-10:45,31.67,35,30.84,31.67,53.29,13.89,14.25,12.48,13.89,26.9071,4.66,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.76,0,0,94.67,32.01,33,43,30.83,91,44,216.67,92.5,43.33,80,33,73,33,172

44,10:45-11:00,31.67,35,30.84,31.67,53.29,14.63,15,12.48,14.63,26.9071,4.66,70.6,4.1,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.76,0,0,96.43,30.81,33,43.5,30.83,91,44,225,92.5,45,83,33,76,33,179

45,11:00-11:15,31.67,35.34,30.84,31.67,53.29,15.06,15.43,12.48,15.06,26.9071,4.84,70.6,3.87,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,97.73,30.61,33,41,30.83,91,44,229.17,92.5,45.83,84,33,78,33,182

46,11:15-11:30,31.67,35.34,30.84,31.67,53.29,15.2,15.58,12.48,15.2,26.9071,4.84,70.6,3.87,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,98.5,30.01,33,41,30.83,91,44,229.17,92.5,45.83,84,33,78,33,182

47,11:30-11:45,40,35.34,30.84,40,53.29,15.32,15.72,12.48,15.32,26.9071,4.84,70.6,3.87,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,105.55,19.01,33,41,30.83,91,44,229.17,92.5,45.83,78,33,78,33,182

48,11:45-12:00,40,35.66,30.84,40,53.29,15.44,15.83,12.48,15.44,26.9071,4.84,70.6,3.87,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,111.86,18.61,33,41,30.83,91,44,229.17,92.5,45.83,78,33,78,33,182

49,12:00-12:15,40,35.66,30.84,40,53.29,15.45,15.84,12.48,15.45,26.9071,4.84,70.6,3.87,26.9071,0,31,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,117.56,22.01,33,42,30.83,91,44,229.17,92.5,45.83,80,33,81,33,189

50,12:15-12:30,40,35.66,30.84,40,53.29,15.47,15.86,12.48,15.47,26.9071,4.84,70.6,3.87,26.9071,0,43.6,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,122.38,22.41,33,42,30.83,91,44,229.17,92.5,45.83,81,33,81,33,189

51,12:30-12:45,40,36,30.84,40,53.29,11.83,12.13,12.48,11.83,26.9071,5.13,70.6,3.87,26.9071,0,43.6,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,122.93,29.61,33,41,30.83,91,44,229.17,92.5,45.83,75,33,81,33,189

52,12:45-13:00,40,36,30.84,40,53.29,11.85,12.15,12.48,11.85,26.9071,5.13,70.6,3.87,26.9071,0,43.6,0,0,0,0,0,106.58,0,14.43,150.67,24.77,27.26,0,0,123.05,30.01,33,41,30.83,91,44,229.17,92.5,45.83,77,33,79,33,186

53,13:00-13:15,53.33,36,30.84,53.33,53.29,11.81,12.1,12.48,11.81,26.9071,5.31,70.6,3.87,26.9071,0,43.6,0,0,0,0,0,106.58,0,13.23,150.67,24.77,27.26,0,0,121.62,36.42,33,42,30.83,91,44,213.13,92.5,42.62,83,33,78,33,182

54,13:15-13:30,55.67,36.34,30.84,55.67,53.29,11.77,12.06,12.48,11.77,26.9071,5.31,70.6,3.87,26.9071,0,43.25,0,0,0,0,0,106.58,0,13.23,150.67,24.77,27.26,0,0,118.63,37.02,33,42,30.83,91,44,213.13,92.5,42.62,84,33,78,33,182

55,13:30-13:45,59.33,36.34,33.34,59.33,53.29,11.73,12.03,12.48,11.73,26.9071,5.77,70.6,3.87,26.9071,0,43.25,0,0,0,0,0,106.58,0,13.23,150.67,24.77,27.26,0,0,113.29,37.62,33,39,33.33,91,44,190.6,100,38.12,78,33,76,33,179

56,13:45-14:00,63.33,36.34,33.34,63.33,53.29,11.63,11.93,12.48,11.63,26.9071,5.77,70.6,3.87,26.9071,0,43.25,0,0,0,0,0,106.58,0,13.23,174.4,24.77,27.26,0,0,107.57,38.22,33,38,33.33,90,43,189.89,100,37.98,77,33,76,33,179

57,14:00-14:15,41.67,36.34,33.34,41.67,53.29,11.3,11.58,12.48,11.3,26.9071,6.15,70.6,3.87,26.9071,0,43.25,0,0,0,0,0,106.58,0,13.23,213.16,24.77,27.26,0,0,107.34,39.42,33,37,33.33,89,43,164.21,100,32.84,70,33,73,33,172

58,14:15-14:30,41.67,36.66,33.34,41.67,53.29,10.93,11.21,12.48,10.93,26.9071,6.15,70.6,3.87,26.9071,0,43.25,0,0,0,0,0,106.58,0,13.23,232.54,24.77,27.26,0,0,103.74,42.02,33,35,33.33,88,42,162.59,100,32.52,67,33,72,33,168

59,14:30-14:45,41.67,36.66,33.34,41.67,53.29,12.95,13.27,12.48,12.95,26.9071,6.15,70.6,3.87,26.9071,0,42.5,0,0,0,0,0,106.58,0,13.23,232.54,24.77,27.26,0,0,98.32,42.02,33,32,33.33,81,39,160.5,100,32.1,57,33,70,33,165

60,14:45-15:00,41.67,36.66,33.34,41.67,53.29,12.95,13.27,12.48,12.95,26.9071,6.15,70.6,3.87,26.9071,0,38.41,0,0,0,0,0,106.58,0,13.23,273.96,24.77,27.26,0,0,92.71,42.02,33,30,33.33,79,38,158.09,100,31.62,53,33,69,33,161

61,15:00-15:15,48.33,36.66,33.34,48.33,53.29,12.51,12.83,12.48,12.51,26.9066,6.34,70.6,3.87,26.9066,0,57.46,0,0,0,0,0,155.02,0,13.23,273.96,24.77,29.27,0,0,83.7,42.02,33,29,33.33,76,36,154.24,100,30.85,53,33,66,33,154

62,15:15-15:30,48.67,36.66,33.34,48.67,53.29,11.7,12,12.48,11.7,26.9066,6.34,70.6,3.87,26.9066,0,57.46,0,0,0,0,0,168.54,0,13.23,273.96,24.77,29.27,0,0,77.26,42.02,33,29,33.33,71,34,149.88,100,29.98,53,33,63,33,147

63,15:30-15:45,49,36.66,33.34,49,53.29,10.82,11.09,12.48,10.82,26.9066,6.34,70.6,3.87,26.9066,0,38.4,0,0,0,0,0,193.73,0,13.23,273.96,24.77,29.27,0,0,70.58,42.02,33,25,33.33,66,32,143.73,100,28.74,47,33,58,33,137

64,15:45-16:00,49.67,36.66,33.34,49.67,53.29,10.01,10.26,12.48,10.01,26.9066,6.34,70.6,3.87,26.9066,0,38.4,0,0,0,0,0,213.11,0,13.23,273.96,24.77,29.27,0,0,63.82,42.02,33,23,33.33,61,29,136.05,100,27.21,43,33,54,33,126

65,16:00-16:15,50,36.66,33.34,50,53.29,9.28,9.51,12.48,9.28,26.9066,6.62,70.6,3.87,26.9066,0,38.4,0,0,0,0,0,228.25,0,14.61,273.96,24.77,29.27,0,0,56.85,42.02,33,22,33.33,53,25,127.47,100,25.49,42,33,47,33,110

66,16:15-16:30,50.33,36.66,33.34,50.33,53.29,8.27,8.48,12.48,8.27,26.9066,6.62,70.6,3.87,26.9066,0,57.41,0,0,0,0,0,228.25,0,14.61,273.96,24.77,29.27,0,0,49.66,42.02,33,20,33.33,47,23,118.82,100,23.76,40,33,43,33,99

67,16:30-16:45,51.67,25,33.34,51.67,53.29,7.45,7.64,12.48,7.45,26.9066,6.62,70.6,3.87,26.9066,0,37.8,0,0,0,0,0,167.57,0,14.61,273.96,24.77,29.77,0,0,42.93,42.02,33,19,33.33,43,20,109.79,100,21.96,38,33,37,33,85

68,16:45-17:00,52.67,25,33.34,52.67,53.29,6.42,6.58,12.48,6.42,26.9066,6.62,70.6,3.87,26.9066,0,37.8,0,0,0,0,0,167.57,0,14.61,273.96,24.77,29.77,0,0,35.7,42.02,23,16,33.33,36,17,99.03,100,19.8,33,33,31,33,74

69,17:00-17:15,53.33,25.34,29.16,53.33,53.29,5.27,5.41,12.48,5.27,26.9066,6.9,70.6,3.87,26.9066,48.44,37.8,0,0,0,0,96.89,180.17,21.32,14.61,273.96,24.77,29.27,24.22,96.89,28.72,42.02,16,15,29.17,33,16,87.53,87.5,17.5,29,33,30,33,70

70,17:15-17:30,53.33,25.66,29.5,53.33,53.29,4.32,4.42,12.48,4.32,26.9066,6.9,70.6,3.87,26.9066,48.44,37.8,0,0,0,0,96.89,197.61,21.32,14.61,273.96,24.77,29.27,24.22,96.89,21.98,42.02,8,12,29.5,27,13,74.76,88.5,14.95,26,26.9,24,33,56

71,17:30-17:45,53.33,16.66,29.84,53.33,53.29,3.26,3.34,12.48,3.26,26.9066,6.9,70.6,3.87,26.9066,48.44,37.81,0,0,0,0,96.89,190.82,21.32,14.61,273.96,24.77,28.77,24.22,96.89,15.33,43.02,3,9,29.83,20,10,61.96,89.5,12.39,19,21.43,18,32.24,42

72,17:45-18:00,53.33,17.66,30.5,53.33,53.29,2.4,2.47,12.48,2.4,26.9066,6.9,70.6,3.87,26.9066,48.44,37.81,0,0,0,0,96.89,206.33,21.32,14.61,273.96,24.77,28.77,24.22,96.89,9.2,43.02,0,7,30.5,15,7,48.28,91.5,9.66,15,16.66,13,21.8,32

73,18:00-18:15,56,18.34,31,56,53.29,1.83,1.88,12.48,1.83,26.9066,7.17,70.6,3.87,26.9066,48.44,56.2,0,0,0,0,96.89,200.51,21.32,10.91,273.96,24.77,29.77,24.22,96.89,4.45,43.02,0,7,31,7,3,36.09,93,7.22,12,0,9,0,21

74,18:15-18:30,58.67,18.66,31.5,58.67,53.29,1.35,1.38,12.48,1.35,26.9066,7.17,70.6,3.87,26.9066,48.44,56.2,0,0,0,0,96.89,146.3,21.32,10.91,273.96,24.77,29.77,24.22,96.89,1.51,43.02,0,5,31.5,3,2,25.16,94.5,5.03,8,0,6,0,14

75,18:30-18:45,60,19.34,32.16,60,53.29,0.64,0.66,12.48,0.64,26.9066,7.17,70.6,3.87,26.9066,48.44,56.2,0,0,0,0,96.89,139.52,21.32,10.91,273.96,24.77,29.77,24.22,96.89,0.07,43.02,0,3,32.17,1,1,16.63,96.5,3.33,6,0,4,0,11

76,18:45-19:00,61.67,20,33,61.67,53.29,0.38,0.39,12.48,0.38,26.9066,7.17,70.6,3.87,26.9066,48.44,56.2,0,0,0,0,96.89,139.52,21.32,10.91,273.96,24.77,29.77,24.22,96.89,0,43.02,0,2,33,0,0,9.63,99,1.92,4,0,3,0,7

77,19:00-19:15,63.33,21,33.34,63.33,100.94,0.07,0.07,12.48,0.07,26.9066,7.17,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,29.27,24.22,96.89,0,43.02,0,1,33.33,0,0,5.06,100,1.01,2,0,1,0,4

78,19:15-19:30,63.33,22,33.34,63.33,100.94,0.01,0.01,12.48,0.01,26.9066,7.17,70.6,3.87,26.9066,48.44,65.89,0,0,0,0,96.89,263.06,21.32,10.91,273.96,24.77,29.27,24.22,96.89,0,43.02,0,0,33.33,0,0,0,100,0,1,0,0,0,1

