Block,Time,FSTPP I & II,RAPPC,TANDA2,UNCHAHAR3,ANTA_LF,ANTA_RF,DULHASTI,KHSTPP-I,NLCEXP,RAPPB,RIHAND2,URI,VALLURNTECL,ANTA_GF,CHAMERA1,KGSU3AND4,KHSTPP-II,KOTESHWR,PARBATI3,SIMHST2,DADRI_LF,NAPP,RIHAND1,SIMHST1,DADRI_GF,BRBCL,KKNP,KOLDAM,MAPS,NLCIIST1,RAMPUR,RIHAND3,SINGRAULI_HYDRO,TelanganaSTPP,URI2,AURY_LF,BSIUL,CHAMERA2,DADRT2,DHAULIGNGA,KGSU1AND2,NJPC,SEWA2,SINGRAULI,TALA,TALST2,UNCHAHAR2,AURY_CRF,DADRI_CRF,DADRI_RF,JHAJJAR,KUDGI,NNTPP,NTPL,RSTPSU7,SALAL,SASAN,TEHRI,UNCHAHAR4,AURY_GF,CHAMERA3,KISHANGANGA,KKNPPU2,NLCIIST2,NLCTS2EXP,RSTPSU1TO6,TANAKPUR,UNCHAHAR1,ANTA_CRF,AURY_RF
12,02:45-03:00,18.2,25.38,0,26.4,0,28.66,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,3.34,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,26.73,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

13,03:00-03:15,18.2,25.38,0,26.4,0,28.66,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,3.34,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,26.73,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

14,03:15-03:30,18.2,25.38,0,26.4,0,28.66,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,3.34,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,26.73,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

15,03:30-03:45,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,3.34,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,12.78,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

16,03:45-04:00,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,3.34,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,12.78,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

17,04:00-04:15,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,3.34,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,12.78,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

18,04:15-04:30,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,3.34,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,12.78,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

19,04:30-04:45,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,2,683.14,9.14,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,26.73,411.75,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

20,04:45-05:00,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,13.04,2,683.14,9.14,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,26.73,411.75,10.39,0,0,0,0,0,0,0,0,0,20.85,0,52.67

21,05:00-05:15,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,33.23,0,13.04,2,683.14,9.14,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,411.75,10.39,0,0,0,0,0,0,0,0,0,20.85,0,52.67

22,05:15-05:30,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,33.23,0,13.04,2,683.14,9.14,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,411.75,20.79,0,0,0,0,0,0,0,0,0,20.85,0,52.67

23,05:30-05:45,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,33.23,0,13.04,2,683.14,9.14,0,23.39,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,411.75,21.8,0,0,0,0,0,0,0,0,0,20.85,0,52.67

24,05:45-06:00,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,34.78,0,0,12.25,0,148.3,6.41,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,33.23,0,13.04,2,683.14,9.14,0,39.58,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,411.75,32.7,0,0,0,0,0,0,0,0,0,20.85,0,52.67

25,06:00-06:15,18.2,25.38,0,26.4,0,28.98,16.48,45.83,0,0,118.76,39.75,0,0,12.25,0,148.3,6.41,7.64,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,13.17,683.14,9.14,0,62.51,10.53,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,15.11,411.75,32.7,0,0,9.68,0,0,0,0,0,0,20.85,0,52.67

26,06:15-06:30,18.2,25.38,0,26.4,0,28.98,32.96,45.83,0,0,118.76,39.75,0,0,28.05,0,148.3,17.75,33.1,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,16,683.14,18.27,0,83.33,10.53,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,13.36,411.75,32.7,0,0,19.35,0,0,0,0,0,0,20.85,0,52.67

27,06:30-06:45,18.2,25.38,0,26.4,0,28.98,49.43,45.83,0,0,118.76,39.75,0,0,42.15,0,148.3,39.05,33.1,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,27.41,0,116.95,15.81,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,13.36,411.75,43.84,0,0,29.06,0,0,0,0,0,0,20.85,0,52.67

28,06:45-07:00,18.2,25.38,0,26.4,0,29.08,49.43,45.83,0,0,118.76,39.75,0,0,42.15,0,148.3,39.05,33.1,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,27.41,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,503.93,0,0,0,0,13.36,411.75,43.84,0,0,29.06,0,0,0,0,0,0,20.85,0,52.67

29,07:00-07:15,18.2,25.38,0,26.4,0,29.08,49.43,45.83,0,0,118.76,33.67,0,0,42.15,0,148.3,39.05,33.1,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,27.41,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,43.84,0,0,29.06,0,0,0,0,0,0,20.85,0,52.67

30,07:15-07:30,18.2,25.38,0,26.4,0,29.08,49.43,45.83,0,0,118.76,33.67,0,0,42.15,0,148.3,39.05,33.1,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,27.41,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,43.84,0,0,29.06,0,0,0,0,0,0,20.85,0,52.67

31,07:30-07:45,18.2,25.38,0,26.4,0,29.08,49.43,45.83,0,0,118.76,33.67,0,0,42.15,0,148.3,39.05,33.1,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,27.41,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,43.84,0,0,29.06,0,0,0,0,0,0,20.85,0,52.67

32,07:45-08:00,18.2,25.38,0,26.4,0,28.98,32.96,45.83,0,0,118.76,33.67,0,0,42.15,0,148.3,17.75,5.09,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,26.34,683.14,27.41,0,116.95,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,43.84,0,0,19.35,0,0,0,0,0,0,20.85,0,52.67

33,08:00-08:15,18.2,25.38,0,26.4,0,28.88,16.48,45.83,0,0,118.76,33.67,0,0,24.49,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,26.34,683.14,18.27,0,93.56,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,43.84,0,0,9.68,0,0,0,0,0,7.05,20.85,0,52.67

34,08:15-08:30,18.2,25.38,0,26.4,0,28.66,16.48,45.83,0,0,118.76,39.75,0,0,23.7,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,26.34,683.14,18.27,0,70.17,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,32.7,0,0,9.68,0,0,0,0,0,7.05,20.85,0,52.67

35,08:30-08:45,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,39.75,0,0,12.26,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,9.14,0,46.78,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,32.7,0,0,9.68,0,0,0,0,0,6.27,20.85,0,52.67

36,08:45-09:00,18.2,25.38,0,26.4,0,28.56,16.48,45.83,0,0,118.76,39.75,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,9.14,0,23.39,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,21.8,0,0,9.68,0,0,0,0,0,6.27,20.85,0,52.67

37,09:00-09:15,18.2,25.38,0,26.4,0,28.35,16.48,45.83,0,0,118.76,39.75,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,13.04,13.17,683.14,9.14,0,23.39,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,21.8,0,0,9.68,0,0,0,0,0,6.27,20.85,0,52.67

38,09:15-09:30,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,13.04,13.17,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,10.9,0,0,9.68,0,0,0,0,0,6.27,20.85,0,52.67

39,09:30-09:45,18.2,25.38,0,26.4,0,27.93,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,13.04,13.17,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,416.25,10.9,0,0,9.68,0,0,0,0,0,6.27,20.85,0,52.67

40,09:45-10:00,18.2,25.38,0,26.4,0,27.93,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,13.04,13.17,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,416.25,10.9,0,0,9.68,0,0,0,0,0,6.27,20.85,0,52.67

41,10:00-10:15,18.2,25.38,0,26.4,0,27.72,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,13.04,13.17,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,416.25,0,0,0,9.68,0,0,0,0,0,0,20.85,0,52.67

42,10:15-10:30,18.2,25.38,0,26.4,0,27.62,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,13.04,13.17,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,70.88,416.25,0,0,0,9.68,0,0,0,0,0,0,20.85,0,52.67

43,10:30-10:45,18.2,25.38,0,26.4,0,27.41,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,13.04,13.17,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,15.11,416.25,0,0,0,9.68,0,0,0,0,0,0,20.85,0,52.67

44,10:45-11:00,18.2,25.38,0,26.4,0,27.41,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,13.04,13.17,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

45,11:00-11:15,18.2,25.38,0,26.4,0,27.3,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,13.04,0,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

46,11:15-11:30,18.2,25.38,0,26.4,0,27.3,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,13.04,0,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

47,11:30-11:45,18.2,25.38,0,26.4,0,27.19,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,0,683.14,0,0,0,10.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

48,11:45-12:00,18.2,25.38,0,26.4,0,27.19,16.48,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,0,683.14,0,0,0,15.53,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,416.25,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

49,12:00-12:15,18.2,25.38,0,26.4,0,27.19,0,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

50,12:15-12:30,18.2,25.38,0,26.4,0,27.09,0,45.83,0,0,118.76,34.78,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

51,12:30-12:45,18.2,25.38,0,26.4,0,27.09,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

52,12:45-13:00,18.2,25.38,0,26.4,0,27.09,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

53,13:00-13:15,18.2,25.38,0,26.4,0,26.88,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

54,13:15-13:30,18.2,25.38,0,26.4,0,26.88,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

55,13:30-13:45,18.2,25.38,0,26.4,0,26.88,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

56,13:45-14:00,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,0,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

57,14:00-14:15,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,0,683.14,0,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

58,14:15-14:30,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,0,683.14,0,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

59,14:30-14:45,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,91.8,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,0,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

60,14:45-15:00,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,91.8,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,0,0,0,0,0,0,0,0,0,0,20.85,0,52.67

61,15:00-15:15,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,10.9,0,0,0,0,0,0,0,0,2.05,20.85,0,52.67

62,15:15-15:30,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,10.9,0,0,0,0,0,0,0,0,2.05,20.85,0,52.67

