Block,Time Block,NLCEXP,NJPC,NAPP,DHAULIGNGA,FSTPP I & II,JHAJJAR,DULHASTI,CHAMERA1,DADRT2,CHAMERA3,CHAMERA2,KUDGI,BRBCL,BSIUL,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,SIMHST1,SALAL,SEWA2,SIMHST2,SASAN,UNCHAHAR2,URI2,VALLURNTECL,UNCHAHAR4,URI,UNCHAHAR3,ANTA_LF,ANTA_CRF,ANTA_GF,AURY_CRF,ANTA_RF,SINGRAULI_HYDRO,SINGRAULI,TelanganaSTPP,TALA,TEHRI,UNCHAHAR1,TANDA2,TALST2,TANAKPUR,MAPS,RSTPSU7,KKNPPU2,KKNP,KHSTPP-II,KGSU1AND2,KISHANGANGA,KGSU3AND4,KHSTPP-I,KOTESHWR,KOLDAM,RIHAND1,RIHAND3,RAMPUR,RAPPC,NLCIIST2,PARBATI3,NLCTS2EXP,RAPPB,RSTPSU1TO6,NNTPP,RIHAND2,NTPL,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,145.17,39.48,38.9,20.13,178.83,52.77,0,511.97,31.04,38.98,0,13.59,6.31,0,0,0,0,0,0,0,0,76.82,0,0,405.24,41.66,34.31,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.59,34.3,17.53,1.33,0,10.61,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

7,01:30-01:45,0,145.17,39.48,38.9,20.13,178.83,52.77,0,511.97,31.04,38.98,0,13.87,6.31,0,0,0,0,0,0,0,0,76.82,0,0,405.24,41.66,11.44,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.38,32.49,17.53,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

8,01:45-02:00,0,145.17,39.48,38.9,20.13,178.83,52.77,0,511.97,31.04,38.98,0,12.1,6.31,0,0,0,0,0,0,0,0,76.82,0,0,405.24,41.66,10.02,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.41,17.15,17.53,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

9,02:00-02:15,0,145.17,39.48,38.9,18.72,207.86,52.77,0,511.97,20.68,25.98,0,11.86,6.31,0,0,0,0,0,0,0,0,76.82,0,0,405.24,41.66,10.02,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.47,17.15,17.53,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

10,02:15-02:30,0,145.17,39.48,38.9,18.72,178.83,52.77,0,511.97,20.68,25.98,0,12.96,6.31,0,0,0,0,0,0,0,0,76.82,0,0,405.24,41.66,10.02,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.49,17.15,17.53,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

11,02:30-02:45,0,145.17,39.48,38.9,18.72,140.12,52.77,0,511.97,20.68,25.98,0,13.65,6.31,0,0,0,0,0,0,0,0,76.82,0,0,405.24,41.66,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.49,17.15,17.53,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

12,02:45-03:00,0,145.17,39.48,38.9,18.72,111.37,52.77,0,511.97,20.68,25.98,0,13.71,6.31,0,0,0,0,0,0,0,0,76.82,0,0,405.24,36,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.49,0,17.53,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

13,03:00-03:15,0,145.17,39.48,38.9,18.72,111.37,52.77,0,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.49,0,15.38,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

14,03:15-03:30,0,145.17,39.48,38.9,18.72,111.37,52.77,0,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.49,0,15.38,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

15,03:30-03:45,0,145.17,39.48,38.9,18.72,111.37,52.77,0,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.2,15.73,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.49,0,15.28,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

16,03:45-04:00,0,145.17,39.48,38.9,18.72,111.37,52.77,11.47,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.2,15.73,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.49,0,15.28,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

17,04:00-04:15,0,145.17,39.48,38.9,18.72,111.37,52.77,11.47,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.2,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.44,0,15.28,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

18,04:15-04:30,0,145.17,39.48,38.9,18.72,111.37,52.77,11.47,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.2,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.35,0,15.28,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

19,04:30-04:45,0,145.17,39.48,38.9,18.72,111.37,52.77,13.6,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.2,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.34,0,15.28,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

20,04:45-05:00,0,145.17,39.48,38.9,18.72,111.37,52.77,13.6,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.2,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.27,0,15.28,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,14.96,0,0,0,0,117.78,0,0,0,0,0,0,0

21,05:00-05:15,0,145.17,39.48,38.9,18.72,111.37,52.77,13.6,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.01,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.19,0,15.19,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,14.96,0,0,0,0,117.78,0,0,0,0,0,0,0

22,05:15-05:30,0,145.17,39.48,38.9,18.72,111.37,52.77,13.6,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.01,15.73,0,1.57,13.89,0,0,0,0,0,0,0,101.76,0,9.96,0,15.19,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

23,05:30-05:45,0,145.17,39.48,38.9,18.72,111.37,52.77,13.6,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,49.15,0,0,0,0,0,0,0,101.76,0,9.7,0,15.38,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,10.88,0,0,0,0,117.78,0,0,0,0,0,0,0

24,05:45-06:00,0,145.17,39.48,38.9,18.72,111.37,52.77,13.6,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,49.15,0,0,0,0,0,0,0,101.76,0,9.43,0,15.38,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

25,06:00-06:15,0,145.17,39.48,38.9,17.15,177.86,52.77,13.6,564.42,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,36.87,15.73,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,9.36,0,18.04,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

26,06:15-06:30,0,145.17,39.48,38.9,17.15,274.63,52.77,13,560.36,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,36.87,15.73,0,1.57,14.95,0,0,0,0,0,0,0,101.76,0,9.31,0,18.04,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

27,06:30-06:45,0,136.77,39.48,38.9,17.15,274.63,52.77,0,560.36,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,37.05,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,9.19,0,18.13,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,2.94,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

28,06:45-07:00,0,120.15,39.48,38.9,17.15,211.18,52.77,0,560.36,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,9.68,0,15.38,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,2.58,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

29,07:00-07:15,0,120.15,39.48,38.9,17.15,111.37,52.77,0,560.36,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,10.04,0,15.11,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,2.58,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

30,07:15-07:30,0,120.15,39.48,38.9,17.15,111.37,52.77,0,560.36,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,9.84,0,15.11,1.33,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,2.58,57.86,0,6.8,0,0,0,0,117.78,0,0,0,0,0,0,0

31,07:30-07:45,0,120.15,39.48,38.9,17.15,111.37,52.77,0,560.36,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,9.84,0,15.11,1.33,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,3.88,45.8,123.48,2.58,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

32,07:45-08:00,0,120.15,39.48,38.9,14.85,111.37,52.77,0,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,9.68,0,15.11,1.33,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,3.88,45.8,123.48,2.58,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

33,08:00-08:15,0,135.17,39.48,38.9,14.62,111.37,52.77,0,511.97,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,15.73,0,1.57,12.82,0,0,0,0,0,0,0,101.76,0,9.58,0,15.11,1.33,0,10.61,0,0,0,0,90.34,0,0,0,43.47,9.35,3.88,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

34,08:15-08:30,0,135.17,39.48,38.9,14.62,111.37,52.77,0,463.59,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,16.56,0,0,0,0,0,0,0,101.76,0,9.53,0,15.11,1.33,0,10.61,0,0,0,0,90.34,0,0,0,43.47,9.35,3.88,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

35,08:30-08:45,0,135.17,39.48,38.9,14.62,111.37,52.77,0,463.59,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,16.56,0,0,0,0,0,0,0,101.76,0,9.47,0,15.11,1.33,0,10.61,0,0,0,0,90.34,0,0,0,43.47,9.35,3.52,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

36,08:45-09:00,0,135.17,39.48,38.9,14.62,111.37,52.77,0,463.59,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,49.15,0,0,0,0,0,0,0,101.76,0,9.47,0,15.11,1.33,0,10.61,0,0,0,0,90.34,0,0,0,43.47,9.35,3.52,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

37,09:00-09:15,0,135.17,39.48,38.9,14.62,111.37,52.77,0,463.59,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,49.15,0,0,0,0,0,0,0,101.76,0,9.47,0,15.11,1.33,0,10.61,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

38,09:15-09:30,0,135.17,39.48,38.9,17.05,111.37,52.77,0,463.59,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,16.56,0,0,0,0,0,0,0,101.76,0,9.39,0,15.11,1.33,0,10.61,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

39,09:30-09:45,0,135.17,39.48,38.9,17.05,117.76,52.77,0,511.97,10.34,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,10.68,0,0,0,0,0,0,0,101.76,0,8.74,0,15.11,1.33,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

40,09:45-10:00,0,135.17,39.48,38.9,17.05,117.76,52.77,0,560.36,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,15.73,0,1.57,10.68,0,0,0,0,0,0,0,101.76,0,9.16,0,15.11,1.33,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

41,10:00-10:15,0,135.17,39.48,38.9,17.05,117.76,52.77,0,560.36,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,10.02,0,1.57,10.68,0,0,0,0,0,0,0,101.76,0,8.99,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

42,10:15-10:30,0,135.17,39.48,38.9,17.05,117.76,52.77,0,560.36,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,62.97,0,0,405.24,31.38,10.02,0,1.57,10.68,0,0,0,0,0,0,0,101.76,0,8.99,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

43,10:30-10:45,0,135.17,39.48,38.9,17.05,117.76,52.77,0,560.36,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,9.05,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

44,10:45-11:00,0,135.17,39.48,38.9,17.05,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,9.05,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

45,11:00-11:15,0,135.17,39.48,38.9,17.05,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,9.05,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,2.35,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

46,11:15-11:30,0,135.17,39.48,38.9,17.05,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,9.05,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

47,11:30-11:45,0,135.17,39.48,38.9,15.04,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,21.37,0,0,0,0,0,0,0,101.76,0,9.36,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

48,11:45-12:00,0,135.17,39.48,38.9,15.04,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,21.37,0,0,0,0,0,0,0,101.76,0,9.36,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,2.9,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

49,12:00-12:15,0,140.17,39.48,38.9,17.34,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,21.37,0,0,0,0,0,0,0,101.76,0,9.5,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

50,12:15-12:30,0,140.17,39.48,38.9,17.34,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,21.37,0,0,0,0,0,0,0,101.76,0,9.5,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

51,12:30-12:45,0,140.17,39.48,38.9,17.34,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,9.5,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

52,12:45-13:00,0,140.17,39.48,38.9,17.34,117.76,52.77,0,589.01,10.34,13,0,14.52,6.31,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,9.5,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

53,13:00-13:15,0,140.17,39.48,38.9,17.34,117.76,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.34,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

54,13:15-13:30,0,140.17,39.48,38.9,17.34,117.76,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,31.38,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.34,0,15.11,1.29,0,9.17,0,0,0,0,90.34,0,0,0,43.47,9.35,1.17,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

55,13:30-13:45,0,140.17,39.48,38.9,17.34,166.14,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,37.05,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.1,0,15.11,1.29,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,1.13,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

56,13:45-14:00,0,140.17,39.48,38.9,20.13,224.21,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,37.05,10.02,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.1,0,15.11,1.29,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,1.13,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

57,14:00-14:15,0,140.17,39.48,38.9,20.13,272.59,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,37.05,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.2,0,10.02,0,15.11,1.29,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,1.13,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

