Block,Time,DULHASTI,KISHANGANGA,NLCIIST1,RAPPD,RIHAND1,SIMHST1,TALST2,VALLURNTECL,ANTA_GF,CHAMERA2,DHAULIGNGA,KKNP,KKNPPU2,KOLDAM,PARBATI3,RSTPSU1TO6,SIMHST2,TEHRI,UNCHAHAR1,CHAMERA1,JHAJJAR,NLCIIST2,NNTPP,SINGRAULI,TANAKPUR,URI,DADRI_GF,BSIUL,DADRT2,KHSTPP-II,SALAL,SASAN,TALA,UNCHAHAR4,ANTA_LF,ANTA_RF,CHAMERA3,KGSU3AND4,KHSTPP-I,NJPC,NLCTS2EXP,RAPPB,TelanganaSTPP,URI2,ANTA_CRF,DADRI_LF,KGSU1AND2,NAPP,PARBATI2,RIHAND2,RSTPSU7,SEWA2,SINGRAULI_HYDRO,AURY_GF,DADRI_RF,FSTPP I & II,KUDGI,NLCEXP,NTPL,TANDA2,UNCHAHAR2,AURY_RF,DADRI_CRF,BRBCL,KOTESHWR,MAPS,RAMPUR,RAPPC,RIHAND3,TEHRIPSP,UNCHAHAR3,AURY_CRF,AURY_LF
14,03:15-03:30,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,26.49,0,13.04,689.38,98.87,82.5,418.77,25.87,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

15,03:30-03:45,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,26.49,0,13.04,689.38,98.87,82.5,418.77,25.87,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,30.43,0,5.67,65.59,130.84,0,27.69,0,0

16,03:45-04:00,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,26.49,0,13.04,689.38,98.87,82.5,418.77,25.87,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

17,04:00-04:15,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,25.87,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

18,04:15-04:30,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,25.9,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

19,04:30-04:45,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,25.49,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

20,04:45-05:00,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,25.49,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

21,05:00-05:15,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,25.46,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.3,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

22,05:15-05:30,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,25.46,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

23,05:30-05:45,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,26.49,0,13.04,689.38,98.87,82.5,418.77,24.64,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

24,05:45-06:00,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,26.49,0,13.04,689.38,98.87,82.5,418.77,24.46,3.22,0,52.85,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

25,06:00-06:15,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,52.36,0,13.04,689.38,98.87,82.5,418.77,24.4,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,37.42,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

26,06:15-06:30,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,52.36,0,13.04,689.38,98.87,82.5,418.77,24.37,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,37.42,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

27,06:30-06:45,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,24.37,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

28,06:45-07:00,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,30.91,0,13.04,689.38,98.87,82.5,418.77,24.37,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,19.11,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

29,07:00-07:15,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,13.04,689.38,98.87,82.5,418.77,24.37,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

30,07:15-07:30,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,52.36,0,13.04,689.38,98.87,82.5,418.77,24.37,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

31,07:30-07:45,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,52.36,0,13.04,689.38,98.87,82.5,418.77,23.78,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,37.42,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

32,07:45-08:00,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,52.36,0,13.04,689.38,98.87,82.5,418.77,23.78,3.22,0,52.59,33.94,0,45.53,175.79,0,0,0,37.42,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

33,08:00-08:15,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,13.04,689.38,98.87,82.5,418.77,23.93,3.22,0,52.09,33.94,0,45.53,175.79,0,0,0,37.42,0,0,0,24.62,46.45,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

34,08:15-08:30,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,13.04,689.38,98.87,82.5,418.77,24.34,3.22,0,52.09,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,46.45,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

35,08:30-08:45,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,24.93,3.22,0,52.09,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

36,08:45-09:00,53.88,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,56.67,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,24.93,3.22,0,52.09,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,81.17,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

37,09:00-09:15,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,37.78,21.65,42.15,667.25,0,0,113.75,11.91,52.36,0,19.56,689.38,98.87,82.5,418.77,24.96,3.22,0,51.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

38,09:15-09:30,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,18.89,21.65,42.15,667.25,0,0,113.75,11.91,52.36,0,19.56,689.38,98.87,82.5,418.77,24.96,3.22,0,51.59,33.94,0,45.53,175.79,0,0,0,37.42,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

39,09:30-09:45,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,19.56,689.38,98.87,82.5,418.77,26.48,3.22,0,51.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

40,09:45-10:00,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,19.56,689.38,98.87,82.5,418.77,24.96,3.22,0,51.59,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

41,10:00-10:15,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689.38,98.87,82.5,418.77,30.4,3.22,0,50.82,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

42,10:15-10:30,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689.38,98.87,82.5,418.77,30.43,3.22,0,50.82,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

43,10:30-10:45,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689.38,98.87,82.5,418.77,30.46,3.22,0,50.57,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

44,10:45-11:00,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689.38,98.87,82.5,418.77,30.52,3.22,0,50.57,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

45,11:00-11:15,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,19.56,689.38,98.87,82.5,418.77,30.52,3.22,0,50.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.91,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

46,11:15-11:30,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,19.56,689.38,98.87,82.5,418.77,30.55,3.22,0,50.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

47,11:30-11:45,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689.38,98.87,82.5,418.77,30.63,3.22,0,50.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

48,11:45-12:00,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689.38,98.87,82.5,418.77,30.63,3.22,0,50.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

49,12:00-12:15,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,29.81,0,13.04,689.38,98.87,82.5,418.77,31.07,3.22,0,49.81,33.94,0,45.53,175.79,0,0,0,28.06,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

50,12:15-12:30,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,29.81,0,13.04,689.38,98.87,82.5,418.77,31.07,3.22,0,49.81,33.94,0,45.53,175.79,0,0,0,28.06,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

51,12:30-12:45,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,31.07,3.22,0,49.81,33.94,0,45.53,175.79,0,0,0,28.06,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

52,12:45-13:00,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,31.07,3.22,0,49.81,33.94,0,45.53,175.79,0,0,0,28.06,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

53,13:00-13:15,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,31.37,3.22,0,49.56,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.52,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

54,13:15-13:30,38.02,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,31.37,3.22,0,49.56,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

