Block,Time,CHAMERA2,CHAMERA3,KGSU3AND4,SALAL,SIMHST2,UNCHAHAR3,URI,AURY_CRF,BSIUL,KHSTPP-I,KISHANGANGA,MAPS,NLCEXP,NLCIIST2,NNTPP,NTPL,TALA,URI2,VALLURNTECL,AURY_LF,NJPC,RIHAND2,RSTPSU1TO6,TANDA2,TEHRI,ANTA_RF,DADRI_GF,RAMPUR,RAPPB,RIHAND3,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,DADRI_LF,CHAMERA1,NLCIIST1,RSTPSU7,ANTA_GF,DADRI_CRF,BRBCL,DULHASTI,FSTPP I & II,KOTESHWR,KUDGI,NLCTS2EXP,RAPPC,SINGRAULI,TALST2,UNCHAHAR1,UNCHAHAR4,ANTA_LF,AURY_GF,AURY_RF,DADRT2,KGSU1AND2,KKNP,KKNPPU2,KOLDAM,NAPP,SASAN,SIMHST1,TANAKPUR,DHAULIGNGA,JHAJJAR,KHSTPP-II,PARBATI3,RIHAND1,UNCHAHAR2,ANTA_CRF,DADRI_RF
7,01:30-01:45,0,0,0,70.88,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,43.26,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

8,01:45-02:00,0,0,0,70.88,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,43.26,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

9,02:00-02:15,0,0,0,70.88,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,43.26,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

10,02:15-02:30,0,0,0,38.35,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,43.26,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

11,02:30-02:45,0,0,0,38.35,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,43.26,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

12,02:45-03:00,0,0,0,38.35,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,43.26,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

13,03:00-03:15,0,0,0,53.45,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,43.57,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

14,03:15-03:30,0,0,0,53.45,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,44.1,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

15,03:30-03:45,0,0,0,53.45,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,44.1,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

16,03:45-04:00,0,0,0,53.45,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,44.1,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

17,04:00-04:15,0,0,0,38.35,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,44.1,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

18,04:15-04:30,0,0,0,38.35,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,0,44.1,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

19,04:30-04:45,0,0,0,38.35,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,11.34,44.1,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

20,04:45-05:00,0,0,0,38.35,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,11.34,44.1,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

21,05:00-05:15,0,0,0,38.35,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,22.93,43.89,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

22,05:15-05:30,0,0,0,38.35,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,19.88,118.76,0,0,34.77,43.89,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

23,05:30-05:45,0,0,0,38.35,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,43.56,118.76,0,0,34.77,43.89,0,0,0,60.68,15.81,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,9.14,434.65,148.3,0,92,42.39,0,59.73

24,05:45-06:00,2.66,0,0,38.35,0,26.4,35.55,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,70.17,118.76,0,0,34.77,43.89,0,0,0,60.68,15.81,0.75,0,0,13.03,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,9.14,434.65,148.3,0,92,42.39,0,59.73

25,06:00-06:15,13.17,9.68,0,38.35,0,26.4,39.75,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,70.17,118.76,0,0,34.77,43.89,0,0,0,60.68,15.81,0.75,0,0,13.43,0,0,0,0,20,16.48,18.2,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,9.14,434.65,148.3,0,92,42.39,0,59.73

26,06:15-06:30,26.34,19.35,0,38.35,0,26.4,39.75,0,13.04,45.53,0,0,0,0,0,0,0,31.61,0,0,93.56,118.76,0,0,46.37,43.89,0,0,0,60.68,15.81,0.75,0,0,28.05,0,0,0,0,20,32.96,18.2,26.62,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,18.27,434.65,148.3,3.82,92,42.39,0,59.73

27,06:30-06:45,39.51,29.06,0,38.35,0,26.4,39.75,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,116.95,118.76,0,0,46.37,43.89,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,27.41,434.65,148.3,16.54,92,42.39,0,59.73

28,06:45-07:00,39.51,29.06,0,38.35,0,26.4,39.75,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,140.35,118.76,0,0,46.37,43.89,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,27.41,434.65,148.3,16.54,92,42.39,0,59.73

29,07:00-07:15,39.51,29.06,0,38.35,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,140.35,118.76,0,0,46.37,43.89,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,27.41,434.65,148.3,16.54,92,42.39,0,59.73

30,07:15-07:30,39.51,29.06,0,38.35,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,140.35,118.76,0,0,46.37,43.79,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,27.41,434.65,148.3,16.54,92,42.39,0,59.73

31,07:30-07:45,39.51,29.06,0,38.35,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,140.35,118.76,0,0,46.37,43.79,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,27.41,434.65,148.3,3.57,92,42.39,0,59.73

32,07:45-08:00,39.51,29.06,0,38.35,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,140.35,118.76,0,0,46.37,43.79,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,27.41,434.65,148.3,0,92,42.39,0,59.73

33,08:00-08:15,39.51,19.35,0,38.35,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,116.95,118.76,0,0,46.37,43.79,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,18.27,434.65,148.3,0,92,42.39,0,59.73

34,08:15-08:30,39.51,9.68,0,38.35,0,26.4,39.75,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,93.56,118.76,0,0,46.37,43.79,0,0,0,60.68,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,18.27,434.65,148.3,0,92,42.39,0,59.73

35,08:30-08:45,26.34,0,0,38.35,0,26.4,39.75,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,70.17,118.76,0,0,46.24,43.79,0,0,0,67.27,15.81,0.75,0,0,42.15,0,0,0,0,20,32.96,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,9.14,434.65,148.3,0,92,42.39,0,59.73

36,08:45-09:00,13.17,0,0,38.35,0,26.4,39.75,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,43.56,118.76,0,0,45.36,43.79,0,0,0,73.87,15.81,0.75,0,0,42.15,0,0,0,0,20,32.96,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,410.62,0,0.25,9.14,434.65,148.3,0,92,42.39,0,59.73

37,09:00-09:15,13.17,0,0,26.73,0,26.4,39.75,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,19.8,118.76,0,0,34.02,43.79,0,0,0,80.46,15.81,0.75,0,0,24.49,0,0,0,0,20,32.96,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

38,09:15-09:30,0,0,0,26.73,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.61,0,0,0,118.76,0,0,22.68,43.79,0,0,0,80.46,15.81,0.75,0,0,24.49,0,0,0,0,20,32.96,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

39,09:30-09:45,0,0,0,26.73,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,22.68,43.57,0,0,0,87.06,10.53,0.75,0,0,12.25,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

40,09:45-10:00,0,0,0,26.73,0,26.4,35.55,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,11.34,43.57,0,0,0,93.66,10.53,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

41,10:00-10:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,43.47,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

42,10:15-10:30,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,43.26,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

43,10:30-10:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,43.05,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

44,10:45-11:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.84,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

45,11:00-11:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.73,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

46,11:15-11:30,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.52,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

47,11:30-11:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.52,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

48,11:45-12:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.21,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

49,12:00-12:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.21,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

50,12:15-12:30,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

51,12:30-12:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

52,12:45-13:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

53,13:00-13:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

54,13:15-13:30,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

55,13:30-13:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

56,13:45-14:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,0,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

57,14:00-14:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

58,14:15-14:30,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,5.76,0,434.65,148.3,0,92,42.39,0,59.73

59,14:30-14:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,11.59,41.37,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

60,14:45-15:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,22.68,40.95,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

61,15:00-15:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,40.95,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

62,15:15-15:30,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,40.95,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.25,0,434.65,148.3,0,92,42.39,0,59.73

63,15:30-15:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,40.95,0,0,0,93.66,0,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

