Column1,Time,L_NR_2019_19,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/07/5932,NR/30092023/26122029/SH-06,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1192,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/16/5917,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8154,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8139,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01
72,17:45-18:00,9.08,42.82,10,5,10,25,5,0,12,6,31.38,32.01,46.33,13.13,39.36,16.67,10,0,46.34,13.13,19.23,130.08,-0,26.8,163.44,15.24,0,1.85,0,43.7,81.72,10.47,155.75,26.8,115.33,20.74,10.73,18.22,1.43,11,134.84,1.85,12.64,86.72,8.51,27.25,100.16

73,18:00-18:15,6.98,34.01,8,5,10,20.83,4.17,0,9,4,0,0,39.33,15.55,46.65,15,9,0,39.34,15.55,0,130.08,-0,29.5,163.44,0,0,1.42,0,43.7,81.72,10.47,155.75,26.34,115.33,20.74,10.73,18.68,1.09,7.92,134.84,1.42,12.64,86.72,8.51,27.25,100.16

74,18:15-18:30,4.93,34.41,5,3,5,16.67,3.33,0,6,3,0,0,39,15.51,46.54,14.67,8.17,0,39,15.51,0,130.08,-0,29.5,163.44,0,0,1.04,0,43.7,81.72,10.47,163.44,26.34,115.33,20.74,10.73,18.68,0.8,7.92,134.84,1.04,12.64,86.72,8.51,27.25,100.16

75,18:30-18:45,2.79,38.02,2,1,3,12.5,2.5,0,3,1,0,0,33.33,15.75,47.24,14.67,5.78,0,33.34,15.75,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,174.01,26.34,115.33,20.74,10.73,18.68,0,7.92,134.84,0,12.64,86.72,8.51,27.25,100.16

76,18:45-19:00,0.99,38.02,1,0,1,6.67,1.33,0,2,1,0,0,33,15.28,45.83,14,2.85,0,33,15.28,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,184.59,26.34,115.33,20.74,10.73,18.68,0,7.92,134.84,0,12.64,86.72,8.51,27.25,100.16

77,19:00-19:15,0,38.02,0,0,0,0.83,0.17,0,1,0,0,0,33,12.5,37.5,13.67,0.33,0,33,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,195.16,29.5,115.33,20.74,10.73,18.68,0,7.92,134.84,0,12.64,86.72,8.51,27.25,100.16

78,19:15-19:30,0,38.02,0,0,0,0.01,0,0,0,0,0,0,32.33,12.5,37.5,13.67,0,0,32.34,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,202.86,29.5,115.33,20.74,10.73,18.68,0,7.92,134.84,0,12.64,86.72,8.51,27.25,100.16

79,19:30-19:45,0,38.02,0,0,0,0,0,0,0,0,0,0,32.33,12.5,37.5,13.67,0,0,32.34,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,18.68,0,7.92,134.84,0,12.64,86.72,8.51,27.25,100.16

80,19:45-20:00,0,38.02,0,0,0,0,0,0,0,0,0,0,31.67,12.5,37.5,13.67,0,0,31.66,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,18.68,0,7.92,134.84,0,12.64,86.72,8.51,28.26,100.16

81,20:00-20:15,0,38.02,0,0,0,0,0,0,0,0,0,0,31,12.5,37.5,13.67,0,0,31,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.64,134.84,0,12.64,86.72,8.51,28.26,100.16

82,20:15-20:30,0,38.02,0,0,0,0,0,0,0,0,0,0,30,12.5,37.5,13.67,0,0,30,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.64,134.84,0,12.64,86.72,8.51,28.26,100.16

83,20:30-20:45,0,36.82,0,0,0,0,0,0,0,0,0,0,28.67,12.5,37.5,14,0,0,28.66,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.64,134.84,0,12.64,86.72,8.51,28.26,100.16

84,20:45-21:00,0,35.61,0,0,0,0,0,0,0,0,0,0,28.33,12.5,37.5,14,0,0,28.34,12.5,0,130.08,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.64,134.84,0,12.64,86.72,8.51,27.25,100.16

85,21:00-21:15,0,34.41,0,0,0,0,0,0,0,0,0,0,27.67,11.92,35.78,14,0,0,27.66,11.92,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

86,21:15-21:30,0,33.61,0,0,0,0,0,0,0,0,0,0,27.67,11.33,34.01,14,0,0,27.66,11.33,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

87,21:30-21:45,0,33.01,0,0,0,0,0,0,0,0,0,0,28.33,11,33,13.67,0,0,28.34,11,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

88,21:45-22:00,0,33.01,0,0,0,0,0,0,0,0,0,0,28.33,10.67,31.99,13.67,0,0,28.34,10.67,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,25.23,100.16

89,22:00-22:15,0,33.21,0,0,0,0,0,0,0,0,0,0,36.67,11.99,35.99,13.67,0,0,36.66,11.99,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,25.23,100.16

90,22:15-22:30,0,33.61,0,0,0,0,0,0,0,0,0,0,35.33,12.35,37.04,13.67,0,0,35.34,12.35,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,25.23,100.16

91,22:30-22:45,0,34.41,0,0,0,0,0,0,0,0,0,0,34.33,12.78,38.34,13.33,0,0,34.34,12.78,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

92,22:45-23:00,0,35.01,0,0,0,0,0,0,0,0,0,0,31.67,13.24,39.69,13.33,0,0,31.66,13.24,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,215.35,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

93,23:00-23:15,0,40.02,0,0,0,0,0,0,0,0,0,0,30,13.6,40.77,13.67,0,0,30,13.6,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,230.74,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

94,23:15-23:30,0,40.02,0,0,0,0,0,0,0,0,0,0,28.33,14,41.98,14,0,0,28.34,14,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,243.23,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

95,23:30-23:45,0,40.02,0,0,0,0,0,0,0,0,0,0,30,14.49,43.45,14.33,0,0,30,14.49,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,243.23,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

96,23:45-24:00,0,40.02,0,0,0,0,0,0,0,0,0,0,30,15.02,45.03,15,0,0,30,15.02,0,0,-0,29.5,163.44,0,0,0,0,43.7,81.72,10.47,243.23,29.5,115.33,20.74,10.73,13.61,0,7.46,134.84,0,12.64,86.72,8.51,26.24,100.16

