Block,Time Block,KHSTPP-II,KHSTPP-I,KGSU3AND4,NNTPP,PARBATI3,NTPL,KGSU1AND2,JHAJJAR,NLCIIST2,NLCTS2EXP,KKNPPU2,KOLDAM,MAPS,NJPC,KOTESHWR,NAPP,KUDGI,NLCEXP,NLCIIST1,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,TelanganaSTPP,TANDA2,UNCHAHAR1,TANAKPUR,TEHRI,UNCHAHAR3,URI2,UNCHAHAR4,UNCHAHAR2,URI,VALLURNTECL,KKNP,KISHANGANGA,DULHASTI,FSTPP I & II,TALST2,TALA,DHAULIGNGA,DADRT2,SINGRAULI_HYDRO,SINGRAULI,SIMHST2,RAMPUR,RAPPC,RSTPSU1TO6,SIMHST1,RAPPB,RSTPSU7,SEWA2,RIHAND3,SASAN,SALAL,RIHAND2,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
41,10:00-10:15,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,2.35,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,15.39,8.92,0,0,34.31,1.57,31.3,49.15,0,0,1.39,52.77,13.99,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

42,10:15-10:30,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,2.35,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,15.39,8.92,0,0,34.31,1.57,31.3,49.15,0,0,1.39,52.77,13.99,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

43,10:30-10:45,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,2.35,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,15.39,8.92,0,0,34.31,1.57,31.3,18.16,0,0,1.39,52.77,13.99,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

44,10:45-11:00,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,2.35,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,15.39,8.92,0,0,34.31,1.57,31.3,16.03,0,0,1.39,52.77,13.99,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

45,11:00-11:15,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,2.35,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,15.39,9.17,0,0,34.31,1.57,31.3,16.03,0,0,1.39,52.77,13.99,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

46,11:15-11:30,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,15.39,9.17,0,0,34.31,1.57,31.3,16.03,0,0,1.39,52.77,13.99,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

47,11:30-11:45,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,15.39,9.17,0,0,12.87,1.57,31.24,16.03,0,0,1.39,52.77,13.57,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

48,11:45-12:00,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,10.34,13,14.52,0,1.99,17.53,9.17,0,0,12.87,1.57,35.85,21.37,0,0,1.39,52.77,13.57,0,10.56,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

49,12:00-12:15,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,34.89,21.37,0,0,1.39,52.77,15.9,0,10.93,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

50,12:15-12:30,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,34.89,21.37,0,0,1.39,52.77,17.62,0,10.93,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

51,12:30-12:45,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,34.89,16.03,0,0,1.39,52.77,17.62,0,10.93,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

52,12:45-13:00,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,34.89,16.03,0,0,1.39,52.77,17.62,0,10.93,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

53,13:00-13:15,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,35.85,16.03,0,0,1.39,52.77,17.62,0,10.64,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

54,13:15-13:30,95.68,43.47,0,0,3.81,0,0,119.69,0,0,0,1.17,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,35.85,16.03,0,0,1.39,52.77,17.62,0,10.64,29.25,588.04,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

55,13:30-13:45,95.68,43.47,0,0,3.81,0,0,174.46,0,0,0,1.13,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,16.03,0,0,1.39,52.77,17.62,0,9.84,29.25,607.4,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

56,13:45-14:00,95.68,43.47,0,0,3.81,0,0,258.65,0,0,0,1.13,0,145.17,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,26.71,0,0,1.39,52.77,17.62,0,9.84,29.25,631.59,0,98,0,3.12,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

57,14:00-14:15,95.68,43.47,0,0,3.81,0,0,258.65,0,0,0,1.13,0,132.16,9.35,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,13,14.52,0,1.33,17.53,9.17,0,0,12.87,1.57,41.66,16.03,0,0,1.39,52.77,17.62,0,9.84,29.25,631.59,0,98,0,2.84,58,0,0,0,0,0,123.48,405.24,61.86,117.78,45.8,0,0,0,0,0

