Block,Time Block,DHAULIGNGA,FSTPP I & II,BSIUL,CHAMERA3,DULHASTI,DADRT2,CHAMERA2,BRBCL,CHAMERA1,KOLDAM,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,PARBATI3,RIHAND2,NTPL,PARBATI2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,SASAN,SALAL,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,KKNPPU2,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,URI2,KKNP,KOTESHWR,KUDGI,MAPS,KHSTPP-I,JHAJJAR,KHSTPP-II,KGSU1AND2,KGSU3AND4,KISHANGANGA,TALA,TALST2,TANDA2,TANAKPUR,SINGRAULI_HYDRO,SEWA2,SIMHST2,SIMHST1,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,40.92,16.38,18.85,32.71,53.38,4.96,45.41,15.46,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,76.15,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51,64.5,0,36.4,46.81,0,17.69,1.46,0,0,30.04,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.73,0,2.52,10.62,0,11.78,0,0,98.11,0,0,0,0,0

13,03:00-03:15,40.92,16.38,18.85,32.71,53.38,4.96,45.41,15.42,40.62,8.31,23.23,0,0,169.43,0,47.28,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51,64.5,0,36.4,46.81,0,17.69,1.46,0,0,36.07,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.73,0,2.52,9.5,0,11.78,0,0,98.11,0,0,0,0,0

14,03:15-03:30,40.92,16.38,18.85,32.71,53.38,4.96,45.41,15.22,40.62,8.31,23.23,0,0,169.43,0,47.28,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51,64.5,0,36.4,46.81,0,17.69,1.46,0,0,36.07,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.73,0,2.52,9.5,0,11.78,0,0,98.11,0,0,0,0,0

15,03:30-03:45,40.92,16.38,18.85,32.71,53.38,4.96,45.41,15.41,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51,64.5,0,36.4,46.81,0,17.69,1.46,0,0,30.04,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.73,0,2.52,9.5,0,11.78,0,0,98.11,0,0,0,0,0

16,03:45-04:00,40.92,16.38,18.85,32.71,53.38,4.96,45.41,18.49,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,22.51,64.5,0,36.4,46.81,0,17.69,1.46,0,0,30.04,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.68,0,2.52,9.5,0,11.78,0,0,98.11,0,0,0,0,0

17,04:00-04:15,40.92,16.89,18.85,32.71,53.38,4.96,45.41,15.14,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,22.26,64.5,0,35.6,46.81,0,15.53,1.46,0,0,36.07,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.68,0,2.52,9.5,0,11.78,0,0,98.11,0,0,0,0,0

18,04:15-04:30,40.92,16.89,18.85,32.71,53.38,4.96,45.41,17.65,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,64.5,0,30.51,46.81,0,15.53,1.46,0,0,36.07,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.68,0,2.52,9.5,0,11.78,0,0,98.11,0,0,0,0,0

19,04:30-04:45,40.92,14.51,18.85,32.71,53.38,4.96,45.41,17.08,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,64.5,0,30.51,46.81,0,15.53,1.46,0,0,30.04,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.45,0,2.52,9.5,0,17.68,0,0,98.11,0,0,0,0,0

20,04:45-05:00,40.92,14.51,18.85,32.71,53.38,4.96,45.41,19.84,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,64.5,0,30.51,46.81,0,15.53,1.46,0,0,30.04,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,20.14,0,2.52,9.5,0,17.68,0,0,98.11,0,0,0,0,0

21,05:00-05:15,40.92,14.51,18.85,32.71,53.38,4.96,45.41,19.55,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,64.5,0,30.51,46.81,0,15.53,1.46,0,0,36.07,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,19.88,0,2.52,9.5,0,17.68,0,0,98.11,0,0,0,0,0

22,05:15-05:30,40.92,14.51,18.85,32.71,53.38,4.96,45.41,21.37,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,64.5,0,26.79,46.81,0,15.53,1.46,0,0,36.07,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,19.52,0,2.52,9.5,0,17.68,0,0,98.11,0,0,0,0,0

23,05:30-05:45,40.92,16.89,0,32.71,53.38,4.96,45.41,22.12,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,64.5,0,26.79,46.81,0,12.47,1.46,0,0,30.04,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,19.31,0,2.52,9.5,0,17.68,0,0,98.11,0,0,0,0,0

24,05:45-06:00,40.92,16.89,0,32.71,53.38,4.96,45.41,17.78,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,64.5,0,25.86,46.81,0,11.88,1.46,0,0,30.04,0,19.56,0,0,43.88,238.06,94.01,0,0,3.08,19.31,0,2.52,9.5,0,17.68,0,0,98.11,0,0,0,0,0

25,06:00-06:15,40.92,13.37,0,32.71,53.38,4.96,45.41,19.24,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02,64.5,0,27.33,46.81,0,14.08,0.23,0,0,30.04,0,9.77,0,0,43.88,238.06,94.01,0,0,3.08,19.31,0,1.25,9.5,0,17.68,0,0,98.11,0,0,0,0,0

26,06:15-06:30,40.92,13.37,0,32.71,53.38,4.96,45.41,24.09,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02,64.5,0,27.33,51.07,0,14.08,0.59,0,0,30.04,0,9.77,0,0,43.88,238.06,94.01,0,0,3.08,19.31,0,1.25,9.5,0,17.68,0,0,98.11,0,0,0,0,0

27,06:30-06:45,40.92,13.37,0,32.71,53.38,4.96,45.41,21.54,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02,48.37,0,27.33,51.07,0,14.08,0.59,0,0,30.04,0,9.77,0,0,43.88,238.06,94.01,0,0,3.08,19.66,0,1.25,9.5,0,17.68,0,0,98.11,0,0,0,0,0

28,06:45-07:00,40.92,13.37,0,32.71,53.38,4.96,45.41,18.53,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02,32.26,0,27.33,51.07,0,14.08,1.55,0,0,30.04,0,9.77,0,0,43.88,238.06,94.01,0,0,3.08,19.83,0,1.25,9.5,0,17.68,0,0,98.11,0,0,0,0,0

29,07:00-07:15,40.92,13.37,0,32.71,53.38,4.96,45.41,17.45,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02,16.12,0,27.42,46.81,0,14.08,0.72,0,0,30.04,0,9.77,0,0,35.13,238.06,75.17,0,0,3.08,19.98,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

30,07:15-07:30,40.92,11,0,32.71,53.38,4.96,45.41,20.96,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,16.12,0,26.79,46.81,0,12.34,0.59,0,0,30.04,0,9.77,0,0,35,238.06,75.17,0,0,3.08,20.11,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

31,07:30-07:45,40.92,12.87,0,32.71,53.38,4.96,45.41,19.01,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,26.79,46.81,0,12.34,0.59,0,0,30.04,0,9.77,0,0,29.57,238.06,64.98,0,0,3.08,19.81,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

32,07:45-08:00,40.92,12.87,0,32.71,53.38,4.96,45.41,17.79,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,26.79,46.81,0,12.34,0.59,0,0,30.04,0,9.77,0,0,28.93,238.06,62.64,0,0,3.08,19.94,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

33,08:00-08:15,40.92,12.87,0,32.71,53.38,4.96,45.41,17.37,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,28.91,46.81,0,12.91,0.59,0,0,30.04,0,9.77,0,0,32.71,238.06,75.17,0,0,3.08,20.09,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

34,08:15-08:30,40.92,12.87,0,32.71,53.38,4.96,45.41,20.17,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,28.91,51.07,0,12.91,0.59,0,0,30.04,0,9.77,0,0,35,238.06,75.17,0,0,3.08,20.09,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

35,08:30-08:45,40.92,11,0,32.71,53.38,4.96,45.41,19.15,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,28.91,51.07,0,12.91,0.59,0,0,30.04,0,9.77,0,0,35,238.06,75.17,0,0,3.08,20.51,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

36,08:45-09:00,40.92,11,0,32.71,53.38,4.96,45.41,17.65,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,23.74,94.76,0,0,23.45,0,390.34,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,28.91,51.07,0,12.91,0.59,0,0,30.04,0,9.77,0,0,35,238.06,75.17,0,0,3.08,20.48,0,1.59,9.5,0,17.68,0,0,98.11,0,0,0,0,0

37,09:00-09:15,40.92,11,0,32.71,53.38,8.15,45.41,17.35,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,6.79,94.76,0,0,23.45,0,395.76,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,51.07,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,75.17,0,0,3.08,20.51,0,2.94,9.5,0,17.68,0,0,98.11,0,0,0,0,0

38,09:15-09:30,40.92,11,0,32.71,53.38,8.15,45.41,18,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,3.39,94.76,0,0,23.45,0,395.76,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,75.17,0,0,3.08,20.51,0,2.94,11.48,0,17.68,0,0,98.11,0,0,0,0,0

39,09:30-09:45,40.92,11,0,32.71,53.38,8.15,45.41,17.31,40.62,8.31,23.23,0,0,169.43,0,48.72,120.74,0,0,94.76,0,0,23.45,0,395.76,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,75.17,0,0,3.08,24.96,0,2.94,11.48,0,17.68,0,0,98.11,0,0,0,0,0

40,09:45-10:00,40.92,11,0,32.71,53.38,8.15,45.41,18.51,40.62,8.31,23.23,0,0,169.43,0,48.72,120.74,0,0,94.76,0,0,23.45,0,395.76,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,75.17,0,0,3.08,24.96,0,2.94,11.48,0,17.68,0,0,98.11,0,0,0,0,0

41,10:00-10:15,40.92,13.37,0,32.71,53.38,8.15,45.41,18.17,40.62,8.31,23.23,0,0,169.43,0,48.72,120.74,0,0,94.76,0,0,23.45,0,395.76,75.03,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,65.59,0,0,3.08,20.11,0,4.41,11.48,0,17.68,0,0,98.11,0,0,0,0,0

42,10:15-10:30,40.92,13.37,0,32.71,53.38,8.15,45.41,18.31,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,0,94.76,0,0,23.45,0,395.76,75.03,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,51.07,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,61.71,0,0,3.08,20.11,0,4.41,11.48,0,17.68,0,0,98.11,0,0,0,0,0

43,10:30-10:45,40.92,13.37,0,32.71,53.38,8.15,45.41,18.31,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,0,94.76,0,0,23.45,0,395.76,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,51.07,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,61.71,0,0,3.08,20.11,0,4.41,11.48,0,17.68,0,0,98.11,0,0,0,0,0

44,10:45-11:00,40.92,13.37,0,32.71,53.38,8.15,45.41,18.31,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,0,94.76,0,0,23.45,0,395.76,73.91,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,29.85,245.84,61.71,0,0,3.08,20.11,0,4.41,11.48,0,17.68,0,0,98.11,0,0,0,0,0

45,11:00-11:15,40.92,13.37,0,32.71,53.38,8.15,45.41,18.31,40.62,8.31,23.23,0,0,169.43,0,35.82,96.78,0,0,64.16,0,0,23.45,0,395.76,71.68,5.49,92.82,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,73.94,0,0,3.08,22.67,0,4.41,11.48,0,17.68,0,0,82.68,0,0,0,0,0

46,11:15-11:30,40.92,13.37,0,32.71,53.38,8.15,45.41,18.31,40.62,8.31,23.23,0,0,169.43,0,35.82,96.78,0,0,64.16,0,0,23.45,0,395.76,71.68,5.49,92.82,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.67,0,4.41,11.48,0,17.68,0,0,82.68,0,0,0,0,0

47,11:30-11:45,40.92,13.37,0,32.71,53.38,8.15,45.41,19.28,40.62,8.31,23.23,0,0,169.43,0,35.82,120.74,0,0,93.86,0,0,23.45,0,395.76,71.68,5.49,124.37,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,37.24,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.8,0,2.94,11.48,0,17.68,0,0,82.68,0,0,0,0,0

48,11:45-12:00,40.92,13.37,0,32.71,53.38,8.15,45.41,19.8,40.62,8.31,23.23,0,0,169.43,0,35.82,120.74,0,0,94.76,0,0,23.45,0,395.76,71.68,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.8,0,2.94,11.48,0,17.68,0,0,82.68,0,0,0,0,0

49,12:00-12:15,40.92,13.37,0,32.71,53.38,8.15,45.41,20.06,40.62,8.31,23.23,0,0,169.43,0,21.49,120.74,0,0,94.76,0,0,23.45,0,395.76,69.44,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.81,0,2.94,11.48,0,17.68,0,0,82.68,0,0,0,0,0

50,12:15-12:30,40.92,13.37,0,32.71,53.38,8.15,45.41,19.95,40.62,8.31,23.23,0,0,169.43,0,21.49,120.74,0,0,94.76,0,0,23.45,0,395.76,69.44,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.81,0,2.94,11.48,0,17.68,0,0,82.68,0,0,0,0,0

51,12:30-12:45,40.92,13.37,0,32.71,53.38,8.15,45.41,18.31,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,395.76,67.2,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.23,0,2.94,11.48,0,17.68,0,0,82.68,0,0,0,0,0

52,12:45-13:00,40.92,13.37,0,32.71,53.38,8.15,45.41,19.28,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,395.76,67.2,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.23,0,2.94,11.48,0,17.68,0,0,82.68,0,0,0,0,0

53,13:00-13:15,40.92,13.26,0,32.71,53.38,8.15,45.41,18.6,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,395.76,67.2,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.76,0,2.94,11.48,0,17.68,0,0,98.11,0,0,0,0,0

