Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/16042024/31052024/IEX_240323_06618,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/22052037/LT-59,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/31122025/SH-07,NR/01042024/30042024/PTC/OA/32001,NR/16042024/30042024/IEX_240323_06617,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/19072037/LT-05,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/30052048/L_NR_2022_10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11
68,16:45-17:00,262.570000,87.230000,16.130000,29,13.66,21.74,0,43.21,0.000000,5.860000,32,20,3.810000,100.750000,23.750000,48.360000,12.01,5.860000,30.280000,14.67,33,25.878285,44,4.350000,10.440000,23.750000,48.360000,9.670000,0,24.13,6.020000,14.66,33,40,253.380000,76,26.67,120.65,115.620000,0,26.67,0.000000,0.000000

69,17:00-17:15,262.570000,87.230000,16.130000,20,16,17.54,0,35.84,0.000000,4.270000,25,17,3.960000,100.750000,15.930000,48.360000,12.01,4.270000,30.280000,16.67,33,20.010591,50,4.350000,10.520000,15.930000,48.360000,9.670000,0,20.75,4.370000,16.66,33,33,253.380000,60,28,103.77,115.620000,0,28,0.000000,0.000000

70,17:15-17:30,262.570000,87.230000,16.130000,9,18.34,14,0,29.07,0.000000,3.340000,18,13,3.960000,100.750000,15.930000,48.360000,12.01,3.340000,30.280000,19.33,19.9,13.93821,58,4.350000,10.520000,15.930000,48.360000,9.670000,0,17.37,3.420000,19.34,33,27,253.380000,42,29.33,86.88,115.620000,0,29.33,0.000000,0.000000

71,17:30-17:45,262.570000,87.230000,16.130000,3,20.66,10,0,22.31,0.000000,2.420000,12,10,3.960000,100.750000,15.930000,48.360000,14.8,2.420000,30.280000,13.33,10.98,9.747,40,2.730000,12.370000,15.930000,48.360000,9.670000,0,14,2.480000,13.34,22.86,20,253.380000,28,32.67,69.98,115.620000,0,32.67,0.000000,0.000000

72,17:45-18:00,262.570000,87.230000,16.130000,0,21.66,7,0,15.78,0.000000,1.690000,6,7,3.960000,100.750000,15.930000,48.360000,13.8,1.690000,30.280000,14.67,4.47,5.585031,44,3.890000,12.370000,15.930000,48.360000,9.670000,0,10.62,1.730000,14.66,13.85,13,253.380000,14,38.67,53.1,115.620000,0,38.67,0.000000,0.000000

73,18:00-18:15,262.570000,87.230000,16.130000,0,15,4,0,9.97,0.000000,1.060000,3,5,4.040000,100.750000,19.310000,48.360000,12.8,1.060000,30.280000,13.33,0,2.670678,40,3.890000,12.470000,19.310000,48.360000,9.670000,0,8.34,1.090000,13.34,0,10,253.380000,7,40.67,41.7,115.620000,0,40.67,0.000000,4.080000

74,18:15-18:30,262.570000,87.230000,16.130000,0,15,2,0,5.39,0.000000,0.590000,1,2,4.040000,100.750000,19.310000,48.360000,11.81,0.590000,30.780000,14.17,0,1.393821,42.5,3.890000,12.470000,19.310000,48.360000,9.670000,0,6.06,0.600000,14.16,0,5,253.380000,2,43.67,30.31,115.620000,0,43.67,0.000000,4.080000

75,18:30-18:45,262.570000,87.230000,16.130000,0,17,1,0,2.34,0.000000,0.190000,0,0,4.040000,100.750000,0.920000,48.360000,10.81,0.190000,30.780000,14.67,0,0.565326,44,4.200000,12.470000,30.950000,48.360000,9.670000,0,3.78,0.190000,14.66,0,1,253.380000,1,41,18.92,115.620000,0,41,0.000000,4.080000

76,18:45-19:00,262.570000,87.230000,16.130000,0,18.66,0.5,0,0,0.000000,0.020000,0,0,4.040000,100.750000,0.920000,48.360000,9.81,0.020000,30.780000,16,0,0.019494,48,4.200000,12.470000,30.950000,48.360000,9.670000,0,1.5,0.020000,16,0,0,253.380000,0,44.33,7.53,115.620000,0,44.33,0.000000,4.080000

77,19:00-19:15,262.570000,87.230000,16.130000,0,15,0,0,0,0.000000,0.000000,0,0,4.040000,100.750000,0.920000,48.360000,8.61,0.000000,30.780000,14.17,0,0,42.5,4.200000,12.550000,30.950000,48.360000,9.670000,0,0.85,0.000000,14.16,0,0,253.380000,0,45,4.23,115.620000,0,45,0.000000,4.080000

78,19:15-19:30,262.570000,87.230000,16.130000,0,15,0,0,0,0.000000,0.000000,0,0,4.040000,100.750000,0.920000,48.360000,7.41,0.000000,30.780000,14.17,0,0,42.5,4.520000,12.550000,30.950000,48.360000,9.670000,0,0.38,0.000000,14.16,0,0,253.380000,0,46,1.88,115.620000,0,46,0.000000,4.080000

79,19:30-19:45,262.570000,87.230000,16.130000,0,13.34,0,0,0,0.000000,0.000000,0,0,4.040000,100.750000,0.920000,48.360000,7.21,0.000000,30.280000,14.33,0,0,43,4.520000,12.550000,30.950000,48.360000,9.670000,0,0.09,0.000000,14.34,0,0,253.380000,0,47.33,0.47,115.620000,0,47.33,0.000000,4.080000

80,19:45-20:00,262.570000,87.230000,16.130000,0,13.34,0,0,0,0.000000,0.000000,0,0,4.040000,100.750000,0.920000,48.360000,7.21,0.000000,30.280000,14.5,0,0,43.5,4.520000,12.550000,30.950000,48.360000,9.670000,0,0,0.000000,14.5,0,0,253.380000,0,48.67,0,115.620000,0,48.67,0.000000,4.080000

81,20:00-20:15,262.570000,87.230000,16.130000,0,11.66,0,0,0,0.000000,0.000000,0,0,3.960000,100.750000,30.950000,48.360000,7.01,0.000000,29.810000,15.83,0,0,47.5,4.350000,12.650000,30.950000,48.360000,9.670000,0,0,0.000000,15.84,0,0,253.380000,0,50,0,115.620000,0,50,0.000000,4.230000

82,20:15-20:30,262.570000,87.230000,16.130000,0,11.66,0,0,0,0.000000,0.000000,0,0,3.960000,100.750000,30.950000,48.360000,7.01,0.000000,29.810000,17,0,0,51,4.350000,12.650000,30.950000,48.360000,9.670000,0,0,0.000000,17,0,0,253.380000,0,50.33,0,115.620000,0,50.33,0.000000,4.230000

83,20:30-20:45,262.570000,87.230000,16.130000,0,11.66,0,0,0,0.000000,0.000000,0,0,3.810000,100.750000,30.950000,48.360000,7.01,0.000000,29.810000,18.33,0,0,55,4.350000,12.650000,30.950000,48.360000,9.670000,0,0,0.000000,18.34,0,0,253.380000,0,52,0,115.620000,0,52,0.000000,4.230000

84,20:45-21:00,262.570000,87.230000,16.130000,0,12.66,0,0,0,0.000000,0.000000,0,0,3.810000,100.750000,30.950000,48.360000,7.01,0.000000,29.810000,20,0,0,60,4.350000,12.650000,30.950000,48.360000,9.670000,0,0,0.000000,20,0,0,253.380000,0,52.33,0,115.620000,0,52.33,0.000000,4.230000

85,21:00-21:15,262.570000,87.230000,16.130000,0,13.66,0,0,0,0.000000,0.000000,0,0,3.720000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,22.17,0,0,66.5,4.520000,12.550000,30.950000,48.360000,9.670000,0,0,0.000000,22.16,0,0,253.380000,0,46.67,0,115.620000,0,46.67,0.000000,4.230000

86,21:15-21:30,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.720000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,21.67,0,0,65,4.520000,12.550000,30.950000,48.360000,9.670000,0,0,0.000000,21.66,0,0,253.380000,0,46.67,0,115.620000,0,46.67,0.000000,4.230000

87,21:30-21:45,262.570000,87.230000,16.130000,0,16.34,0,0,0,0.000000,0.000000,0,0,3.720000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,16.67,0,0,50,4.520000,12.550000,30.950000,48.360000,9.670000,0,0,0.000000,16.66,0,0,253.380000,0,47,0,115.620000,0,47,0.000000,4.230000

88,21:45-22:00,262.570000,87.230000,16.130000,0,16,0,0,0,0.000000,0.000000,0,0,3.720000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,16.67,0,0,50,4.520000,12.550000,30.950000,48.360000,9.670000,0,0,0.000000,16.66,0,0,253.380000,0,47.33,0,115.620000,0,47.33,0.000000,4.230000

89,22:00-22:15,262.570000,87.230000,16.130000,0,15.66,0,0,0,0.000000,0.000000,0,0,3.630000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,16.83,0,0,50.5,4.520000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,16.84,0,0,253.380000,0,47.67,0,115.620000,0,47.67,0.000000,4.230000

90,22:15-22:30,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.630000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,17.17,0,0,51.5,4.520000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,17.16,0,0,253.380000,0,48.67,0,115.620000,0,48.67,0.000000,4.230000

91,22:30-22:45,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.630000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,17.5,0,0,52.5,4.350000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,17.5,0,0,253.380000,0,49.33,0,115.620000,0,49.33,0.000000,4.460000

92,22:45-23:00,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.630000,100.750000,30.950000,48.360000,7.01,0.000000,29.270000,17.5,0,0,52.5,4.350000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,17.5,0,0,253.380000,0,50,0,115.620000,0,50,0.000000,4.460000

93,23:00-23:15,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.530000,100.750000,30.950000,48.360000,7.01,0.000000,28.770000,17.83,0,0,53.5,4.350000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,17.84,0,0,253.380000,0,50.33,0,115.620000,0,50.33,0.000000,4.460000

94,23:15-23:30,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.530000,100.750000,30.950000,48.360000,7.01,0.000000,28.770000,18,0,0,54,4.350000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,18,0,0,253.380000,0,50.33,0,115.620000,0,50.33,0.000000,4.460000

95,23:30-23:45,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.530000,100.750000,30.950000,48.360000,7.01,0.000000,28.770000,18.17,0,0,54.5,4.350000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,18.16,0,0,253.380000,0,50.33,0,115.620000,0,50.33,0.000000,4.460000

96,23:45-24:00,262.570000,87.230000,16.130000,0,15.34,0,0,0,0.000000,0.000000,0,0,3.530000,100.750000,30.950000,48.360000,7.01,0.000000,28.770000,18.33,0,0,55,4.350000,14.680000,30.950000,48.360000,9.670000,0,0,0.000000,18.34,0,0,253.380000,0,50.33,0,115.620000,0,50.33,0.000000,4.460000

