Block,Time,BRBCL,DHAULIGNGA,KHSTPP-I,RAMPUR,RIHAND2,TALA,TALST2,TANAKPUR,ANTA_GF,ANTA_LF,FSTPP I & II,JHAJJAR,KOLDAM,KOTESHWR,NLCTS2EXP,NTPL,SINGRAULI,UNCHAHAR1,ANTA_CRF,ANTA_RF,AURY_LF,AURY_RF,CHAMERA3,DADRT2,PARBATI3,RIHAND3,TANDA2,UNCHAHAR2,UNCHAHAR4,URI,CHAMERA2,KHSTPP-II,KKNP,NLCIIST2,SEWA2,SIMHST1,SIMHST2,UNCHAHAR3,DULHASTI,KGSU1AND2,KUDGI,NAPP,NJPC,RAPPB,RIHAND1,SALAL,VALLURNTECL,AURY_GF,CHAMERA1,KGSU3AND4,KISHANGANGA,RSTPSU7,URI2,DADRI_RF,BSIUL,KKNPPU2,MAPS,NLCEXP,NNTPP,RAPPC,SASAN,TEHRI,TelanganaSTPP,DADRI_CRF,DADRI_GF,DADRI_LF,NLCIIST1,RSTPSU1TO6,SINGRAULI_HYDRO,AURY_CRF
8,01:45-02:00,15,40.2,44.92,3.22,121.71,10.76,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,32.08,686.07,3.94,127.6,1.42,43.71,1.62,13.25,40.28,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,79.38,0,0,0,0,0,0,10.35,98.64,6.52,0,0,0,0,59.79,418.77,17.72,0,0,0,0,0,0,0,0

9,02:00-02:15,15,40.2,44.92,3.22,121.71,10.82,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,79.38,0,0,0,0,0,0,10.35,98.64,6.52,0,0,0,0,59.79,418.77,17.72,0,0,0,0,0,0,0,0

10,02:15-02:30,15,40.2,44.92,3.22,121.71,10.84,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,79.38,0,0,0,0,0,0,10.35,98.64,6.52,0,0,0,0,59.79,418.77,17.72,0,0,0,0,0,0,0,0

11,02:30-02:45,15,40.2,44.92,3.22,121.71,10.84,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,79.38,0,0,0,0,0,0,10.35,98.64,6.52,0,0,0,0,59.79,418.77,17.72,0,0,0,0,0,0,0,0

12,02:45-03:00,15,40.2,44.92,3.22,121.71,10.84,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,79.38,0,0,0,0,0,0,10.35,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

13,03:00-03:15,15,40.2,44.92,3.22,121.71,10.84,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

14,03:15-03:30,15,40.2,44.92,3.22,121.71,10.84,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

15,03:30-03:45,15,40.2,44.92,3.22,121.71,10.84,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

16,03:45-04:00,15,40.2,44.92,3.22,121.71,10.84,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,11.85,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

17,04:00-04:15,15,40.2,44.92,3.22,121.71,10.79,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,11.85,0,0,0,10.35,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

18,04:15-04:30,15,40.2,44.92,3.22,121.71,10.7,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,11.85,0,0,0,10.35,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

19,04:30-04:45,15,40.2,44.92,3.22,121.71,10.68,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,14.05,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

20,04:45-05:00,15,40.2,44.92,3.22,121.71,10.61,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,15.46,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,77.85,0,0,14.05,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

21,05:00-05:15,15,40.2,44.92,3.22,121.71,10.53,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,15.46,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

22,05:15-05:30,15,40.2,44.92,3.22,121.71,10.29,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,14.35,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

23,05:30-05:45,15,40.2,44.92,3.22,121.71,10.02,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,11.24,127.6,1.42,43.71,1.62,50.79,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

24,05:45-06:00,15,40.2,44.92,3.22,121.71,9.74,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,31.94,0,70.64,21.37,686.07,54.11,127.6,1.42,43.71,1.62,50.79,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

25,06:00-06:15,15,40.2,44.92,3.22,121.71,9.67,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,54.11,127.6,1.42,43.71,1.62,16.56,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

26,06:15-06:30,15,40.2,44.92,3.22,121.71,9.62,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,54.11,127.6,1.42,43.71,1.62,15.45,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,13.43,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

27,06:30-06:45,15,40.2,44.92,3.04,121.71,9.5,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,54.11,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,141.33,0,47.33,65.07,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

28,06:45-07:00,15,40.2,44.92,2.67,121.71,10,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,54.11,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,124.16,0,47.33,65.07,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

29,07:00-07:15,15,40.2,44.92,2.67,121.71,10.37,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,54.11,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,124.16,0,47.33,65.07,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

30,07:15-07:30,15,40.2,44.92,2.67,121.71,10.17,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,7.03,127.6,1.42,43.71,1.62,13.25,26.85,98.87,0,0,0,0,0,0,54.53,0,0,40.8,124.16,0,47.33,65.07,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

31,07:30-07:45,15,40.2,44.92,2.67,121.71,10.17,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,13.25,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,124.16,0,47.33,65.07,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

32,07:45-08:00,15,40.2,44.92,2.67,121.71,10,0,9.48,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,13.25,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,124.16,0,47.33,65.07,0,0,0,0,0,0,16.26,98.64,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

33,08:00-08:15,15,40.2,44.92,3,121.71,9.9,0,10.96,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,13.25,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,65.07,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

34,08:15-08:30,15,40.2,44.92,3,121.71,9.85,0,10.96,0,0,20.8,312.45,4.01,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,17.11,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

35,08:30-08:45,15,40.2,44.92,3,121.71,9.79,0,10.96,0,0,20.8,312.45,3.64,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,17.11,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

36,08:45-09:00,15,40.2,44.92,3,121.71,9.79,0,10.96,0,0,20.8,312.45,3.64,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,50.79,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

37,09:00-09:15,15,40.2,44.92,3,121.71,9.79,0,10.96,0,0,20.8,359.32,2.43,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,50.79,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

38,09:15-09:30,15,40.2,44.92,3,121.71,9.7,0,10.96,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.75,0,70.64,21.37,686.07,3.94,127.6,1.42,43.71,1.62,17.11,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

39,09:30-09:45,15,40.2,44.92,3,121.71,9.03,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.75,0,70.64,10.69,686.07,3.94,127.6,1.42,43.71,1.62,11.04,26.85,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

40,09:45-10:00,15,40.2,44.92,3,121.71,9.47,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.75,0,70.64,10.69,686.07,3.94,127.6,1.42,43.71,1.62,11.04,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,16.26,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

41,10:00-10:15,15,40.2,44.92,3,121.71,9.29,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.51,0,70.64,10.69,686.07,3.94,127.6,1.37,43.71,1.62,11.04,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,65.07,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

42,10:15-10:30,15,40.2,44.92,3,121.71,9.29,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.51,0,70.64,10.69,686.07,3.94,127.6,1.37,43.71,1.62,11.04,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,65.07,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

43,10:30-10:45,15,40.2,44.92,3,121.71,9.35,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.51,0,70.64,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

44,10:45-11:00,15,40.2,44.92,3,121.71,9.35,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.51,0,70.64,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

45,11:00-11:15,15,40.2,44.92,3,121.71,9.35,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,105.16,20.96,0,30.51,0,70.64,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

46,11:15-11:30,15,40.2,44.92,3,121.71,9.35,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.51,0,70.64,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

47,11:30-11:45,15,40.2,44.92,3,121.71,9.67,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.51,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,22.08,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

48,11:45-12:00,15,40.2,44.92,3,121.71,9.67,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.51,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,22.08,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,139.68,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

49,12:00-12:15,15,40.2,44.92,3.12,121.71,9.82,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.16,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,22.08,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

50,12:15-12:30,15,40.2,44.92,3.12,121.71,9.82,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.16,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,22.08,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

51,12:30-12:45,15,40.2,44.92,3.12,121.71,9.82,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.16,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

52,12:45-13:00,15,40.2,44.92,3.12,121.71,9.82,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.16,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,6.52,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

53,13:00-13:15,15,40.2,44.92,3.12,121.71,10.68,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.16,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

54,13:15-13:30,15,40.2,44.92,3.12,121.71,10.68,0,9.48,0,0,20.8,413.81,1.21,9.66,0,0,105.16,20.96,0,30.16,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,93.36,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

55,13:30-13:45,15,40.2,44.92,3.12,121.71,10.44,0,9.48,0,0,20.8,413.81,1.17,9.66,0,0,105.16,20.96,0,30.16,0,73.08,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

56,13:45-14:00,15,40.2,44.92,3.12,121.71,10.44,0,9.48,0,0,20.8,413.81,1.17,9.66,0,0,105.16,20.96,0,30.16,0,70.64,10.69,686.07,3.94,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

57,14:00-14:15,15,40.2,44.92,3.12,121.71,10.35,0,9.48,0,0,20.8,413.81,1.17,9.66,0,0,106.72,20.96,0,30.16,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

58,14:15-14:30,15,40.2,44.92,3.12,121.71,10.35,0,9.48,0,0,20.8,413.81,1.17,9.66,0,0,106.72,20.96,0,30.16,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,10.35,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

59,14:30-14:45,15,30.23,44.92,3.12,121.71,10.35,0,9.48,0,0,20.8,413.81,1.17,9.66,0,0,106.72,20.96,0,30.16,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,14.77,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

