Block,Time Block,BSIUL,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,KHSTPP-II,CHAMERA3,CHAMERA2,DADRT2,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KOTESHWR,KUDGI,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,MAPS,NAPP,NLCEXP,NJPC,NLCTS2EXP,NLCIIST1,NLCIIST2,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPC,RAPPB,RIHAND1,RSTPSU1TO6,RSTPSU7,RIHAND3,RIHAND2,SASAN,SIMHST1,SIMHST2,SALAL,SEWA2,SINGRAULI_HYDRO,SINGRAULI,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,UNCHAHAR1,URI2,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,AURY_LF,AURY_GF,AURY_CRF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,13.89,40.86,0,32.38,125.38,9.31,25.32,265.46,0,0,0,0,8.53,0,0,17.8,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.61,15.89,0.7,134.28,0,5.54,0,0,0,0,11.66,21.98,15.84,25.22,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,14.09,40.86,0,32.38,125.38,9.31,25.32,265.46,0,0,0,0,8.53,0,0,17.8,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.61,15.89,0.7,134.28,0,0,0,0,0,0,11.66,31.03,15.84,25.22,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,13.63,40.86,0,32.38,125.38,9.31,25.32,265.46,0,0,0,0,8.53,0,0,17.8,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.61,15.89,0.7,134.28,0,0,0,0,0,0,11.66,31.03,15.84,25.22,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,12.57,40.86,0,32.16,125.38,9.31,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.61,15.89,0.7,134.28,0,0,0,0,0,0,10.69,31.03,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,14.38,40.86,0,32.16,105.69,18.6,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.61,15.89,0.7,134.28,0,0,0,0,0,0,10.69,31.03,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,14.09,40.86,0,32.16,105.69,18.6,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.61,15.89,0.7,134.28,0,0,0,0,0,0,10.69,31.03,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,14.1,40.86,0,32.16,105.69,18.6,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.61,15.89,0.7,134.28,0,0,0,0,0,0,10.69,31.03,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,15.1,40.86,0,32.16,105.69,18.6,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,0,0,0,0,0,10.69,23.27,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,16.38,40.86,0,32.16,105.69,18.6,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,0,0,0,0,0,10.69,23.27,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,19.23,40.86,0,32.16,105.69,18.6,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,0,0,0,0,0,10.69,19.4,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,19.23,40.86,0,32.16,105.69,0,25.32,265.46,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,0,0,0,0,0,10.69,19.4,13.91,22.34,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,19.23,40.86,0,43.77,142.56,0,2.56,265.46,0,0,0,0,8.53,0,0,15.71,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,0,0,0,0,0,12.98,19.4,17.34,22.34,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,19.23,40.86,0,43.77,142.56,0,0,265.46,0,0,0,0,8.53,0,0,17.47,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,0,0,0,0,0,15.7,19.4,18.85,22.34,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,19.23,40.86,0,43.77,142.56,0,0,265.46,0,0,0,0,8.53,0,0,17.8,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,5.54,0,0,0,11.63,15.7,23.27,20.85,28.05,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,19.23,40.86,0,43.77,142.56,0,0,332.75,0,0,0,0,8.53,0,0,17.8,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,5.54,0,0,0,11.63,15.7,23.27,20.85,33.28,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,19.23,40.86,0,43.77,142.56,0,0,361.59,0,0,0,0,8.53,0,0,17.8,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,5.54,0,0,0,23.25,15.7,23.27,20.85,33.28,32.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,19.23,40.86,0,43.77,142.56,0,0,361.59,0,0,0,0,8.53,0,0,20,0,288.65,0,0,19.81,0,0,0,0,0,0,0,3.43,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,5.54,0,0,0,34.89,13.4,23.27,18.2,29.15,32.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,19.23,40.86,0,43.77,142.56,0,0,409.66,0,0,0,0,8.53,0,0,20,0,346.33,0,0,19.81,0,18.21,0,0,0,0,0,3.43,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,5.54,0,0,0,34.89,15.7,23.27,20.85,33.28,32.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,19.23,40.86,0,43.77,142.56,0,0,461.76,0,0,0,0,8.53,0,0,20,15.84,396.32,0,0,19.81,0,18.21,0,0,0,0,0,3.43,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,5.54,0,0,0,34.89,15.7,23.27,20.85,33.28,32.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,19.23,40.86,0,43.77,142.56,0,3.85,509.83,0,0,0,0,8.53,0,0,20,15.84,396.32,0,0,19.81,0,40.06,0,0,0,0,0,6.84,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,2.95,0,0,0,34.89,15.7,23.27,20.85,33.28,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,19.23,40.86,0,43.77,142.56,9.31,7.68,557.89,0,0,0,0,17.06,0,7.61,20,31.68,396.32,0,0,19.81,0,55.8,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,15.89,0.7,134.28,0,2.95,0,0,0,46.51,15.7,23.27,20.85,33.28,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,19.23,41.01,0,43.77,142.56,27.94,37.98,618.81,0,0,0,0,37.54,0,15.24,20,47.52,414.97,0,0,19.81,0,80.11,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,16.27,0.7,134.28,0,4.18,0,0,0,46.51,19.75,23.27,25.38,40.75,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,19.23,41.01,0,43.77,142.56,27.94,37.98,656.37,0,0,0,0,37.54,0,26.35,20,47.52,414.97,0,0,19.81,0,109.24,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,53.06,16.27,0.7,134.28,0,4.18,0,0,0,47.97,19.75,23.27,25.38,40.75,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,19.23,41.01,0,43.77,142.56,27.94,37.98,656.37,0,0,0,0,37.54,0,35.14,20,47.52,414.97,0,0,19.81,0,109.24,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.81,0,0,0,47.97,19.75,23.27,25.38,40.75,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,19.23,41.01,0,43.77,142.56,27.94,37.98,656.37,0,0,0,0,37.54,0,35.14,20,47.52,414.97,0,0,19.81,0,109.24,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.81,0,0,0,47.97,19.75,23.27,25.38,40.75,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,19.23,41.01,0,43.77,142.56,27.94,37.98,656.37,0,0,0,0,37.54,0,26.35,20,47.52,414.97,0,0,19.81,0,109.24,0,0,0,0,0,31.82,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.81,0,0,0,47.97,19.75,23.27,25.38,40.75,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,19.23,41.01,0,43.77,142.56,27.94,37.98,656.37,0,0,0,0,37.54,0,26.35,20,47.52,414.97,0,0,19.81,0,109.24,0,0,0,0,0,6.12,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,16.27,0.7,134.28,0,4.81,0,0,0,46.75,19.75,23.27,25.38,40.75,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,19.23,40.86,0,43.77,142.56,9.31,37.98,528.09,0,0,0,0,17.06,0,15.24,20,31.68,414.97,0,0,19.81,0,109.24,0,0,0,0,0,3.43,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,46.75,19.75,23.27,25.38,40.75,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,19.23,40.86,0,43.77,142.56,9.31,37.98,518.49,0,0,0,0,8.53,0,7.61,20,15.84,395.35,0,0,19.81,0,109.24,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,46.75,15.7,23.27,20.85,33.28,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,19.23,40.86,0,43.77,142.56,9.31,25.32,518.49,0,0,0,0,8.53,0,0,20,0,395.35,0,0,19.81,0,80.2,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,46.75,15.7,23.27,20.85,33.28,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,19.23,40.86,0,43.77,142.56,9.31,25.32,518.49,0,0,0,0,8.53,0,0,20,0,395.35,0,0,19.81,0,55.8,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,34.89,15.7,23.27,20.85,33.28,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,19.23,40.86,0,43.77,142.56,9.31,25.32,518.48,0,0,0,0,8.53,0,0,20,0,395.35,0,0,19.81,0,40.06,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,34.89,15.7,23.27,20.85,33.28,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,19.23,40.86,0,43.77,142.56,9.31,25.32,518.48,0,0,0,0,8.53,0,0,20,0,395.35,0,0,19.81,0,19.48,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,34.89,15.7,23.27,20.85,33.28,36.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,19.23,40.86,0,43.77,142.56,9.31,12.66,475.99,0,0,0,0,8.53,0,0,20,0,345.37,0,0,19.81,0,18.21,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,34.89,15.7,23.27,20.85,33.28,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,19.23,40.86,0,43.77,142.56,9.31,12.66,427.92,0,0,0,0,8.53,0,0,20,0,287.69,0,0,19.81,0,18.21,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,34.89,15.7,23.27,20.85,33.28,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,19.23,40.86,0,43.77,142.56,9.31,19.23,380.82,0,0,0,0,8.53,0,0,18.21,0,247.12,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,34.89,15.7,23.27,20.85,33.28,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,19.23,40.86,0,43.77,142.56,9.31,19.23,361.59,0,0,0,0,8.53,0,0,15.06,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.18,0,0,0,24.35,12.98,23.27,17.34,27.66,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,19.23,40.86,0,38.2,142.56,9.31,19.23,361.59,0,0,0,0,8.53,0,0,15.04,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,23.44,12.98,23.27,17.34,27.66,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,19.23,40.86,0,32.16,105.69,9.31,19.23,361.59,0,0,0,0,8.53,0,0,15.04,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,23.25,12.98,23.27,17.34,27.66,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,19.23,40.86,0,32.16,105.69,0,3.85,361.59,0,0,0,0,8.53,0,0,15.04,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,23.25,12.98,23.27,17.34,27.66,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,19.23,40.86,0,32.16,105.69,0,0,361.59,0,0,0,0,8.53,0,0,15.04,0,232.89,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,23.25,12.98,23.27,17.34,27.66,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,19.23,40.86,0,32.16,105.69,0,0,361.59,0,0,0,0,8.53,0,0,15.04,0,232.87,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,23.25,10.79,23.27,14.47,23.47,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,19.23,40.86,0,32.16,105.69,0,0,361.59,0,0,0,0,8.53,0,0,15.04,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,23.25,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,19.23,40.86,0,24.53,83.21,0,0,361.59,0,0,0,0,8.53,0,0,11.22,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,12.17,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,19.23,40.86,0,24.53,83.21,0,0,284.69,0,0,0,0,8.53,0,0,11.22,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,4.81,0,0,0,12.17,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,11.09,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,0,10.69,31.03,13.91,22.34,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,11.09,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,0,10.69,31.03,13.91,22.34,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,11.47,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,0,10.69,31.03,13.91,22.34,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,11.47,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,0,10.69,31.03,13.91,22.34,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,88.44,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,0,10.69,31.03,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,75.2,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,134.28,0,5.42,0,0,0,0,10.69,31.03,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,6.27,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,11.93,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,6.27,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,11.93,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,6.27,19.23,40.86,0,24.53,78.41,0,0,265.46,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,23.87,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,12.54,19.23,40.86,0,24.53,78.41,0,0,332.75,0,0,0,0,8.53,0,0,14.92,0,230.18,0,0,19.81,0,0,0,0,0,0,0,0,0,24.65,0,62.21,0,0,59.75,114.16,402.56,0,0,38.54,15.89,0.7,122.17,0,5.42,0,0,0,23.87,10.69,23.27,13.91,22.34,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

