Block,Time Block,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNP,KOTESHWR,KOLDAM,KKNPPU2,CHAMERA2,CHAMERA3,DADRT2,BRBCL,CHAMERA1,BSIUL,TALST2,TALA,TANAKPUR,RSTPSU7,SASAN,SALAL,URI,URI2,RSTPSU1TO6,RIHAND2,RIHAND1,RAPPD,RIHAND3,UNCHAHAR2,UNCHAHAR4,UNCHAHAR3,JHAJJAR,FSTPP I & II,KGSU1AND2,DULHASTI,DHAULIGNGA,SEWA2,SINGRAULI_HYDRO,RAPPC,RAPPB,PARBATI3,RAMPUR,NLCTS2EXP,PARBATI2,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,NTPL,NJPC,NAPP,KUDGI,MAPS,SIMHST1,SIMHST2,SINGRAULI,DADRI_RF,ANTA_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_CRF,DADRI_GF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,VALLURNTECL,TANDA2,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHAHAR1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,0,94.01,6.71,43.88,0,19.56,8.31,0,45.41,32.71,306.15,21.66,40.62,18.85,0,25.87,12.59,0,256.97,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,63.61,0,0,17.69,0,0,0,0,0

21,05:00-05:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,366.39,23.48,40.62,18.85,0,25.7,12.59,0,256.97,63.83,46.81,36.07,0,120.74,94.76,23.45,126.1,36.4,1.71,22.51,283.11,19.25,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,63.61,0,0,17.69,0,0,0,0,0

22,05:15-05:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,355.92,22.55,40.62,18.85,0,25.7,12.59,0,256.97,63.83,46.81,36.07,0,120.74,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,63.61,0,0,17.69,0,0,0,0,0

23,05:30-05:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,355.17,23.58,40.62,18.85,0,25.56,12.59,0,256.97,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,63.61,0,0,17.69,0,0,0,0,0

24,05:45-06:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,307.73,15.95,40.62,18.85,0,25.42,12.59,0,256.97,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,63.61,0,0,17.69,0,0,0,0,0

25,06:00-06:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,307.73,17.35,40.62,18.85,0,25.7,11.48,0,256.97,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,63.61,0,0,17.69,0,0,0,0,0

26,06:15-06:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,259.54,23.53,40.62,18.85,0,25.56,11.48,0,256.97,63.83,51.07,29.29,0,120.74,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,63.61,0,0,17.69,0,0,0,0,0

27,06:30-06:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,259.54,23.63,40.62,18.85,0,25.42,11.48,0,256.97,63.83,51.07,29.29,0,93.52,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,47.71,0,0,17.69,0,0,0,0,0

28,06:45-07:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,187.65,19.02,40.62,18.85,0,25.27,11.48,0,256.97,63.83,51.07,29.29,0,93.52,94.76,23.45,126.1,36.4,1.71,22.51,283.11,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,31.81,0,0,17.69,0,0,0,0,0

29,07:00-07:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,163.16,18.94,40.62,18.85,0,25.27,11.48,0,256.97,63.83,46.81,29.29,0,93.52,94.76,23.45,126.1,27.49,1.71,17.09,273.83,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,15.9,0,0,13.45,0,0,0,0,0

30,07:15-07:30,0,94.01,6.71,37.82,0,9.77,8.31,0,45.41,32.71,130.26,19.67,40.62,18.85,0,25.42,11.48,0,256.97,63.83,46.81,29.29,0,93.52,94.76,23.45,126.1,27.49,1.71,17.09,273.83,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,13.45,0,0,0,0,0

31,07:30-07:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,91.71,17.81,40.62,18.85,0,25.7,11.48,0,256.97,63.83,46.81,29.29,0,101.9,94.76,23.45,126.1,27.49,1.71,17.09,245.84,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,13.45,0,0,0,0,0

32,07:45-08:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,91.71,18.06,40.62,18.85,0,26.54,11.48,0,256.97,63.83,46.81,29.29,0,114.97,94.76,23.45,126.1,27.49,3.1,17.09,245.84,17.32,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,13.45,0,0,0,0,0

33,08:00-08:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,43.52,17.12,40.62,18.85,0,26.66,11.48,0,263.45,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,16.17,245.84,15.03,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,13.32,0,0,0,0,0

34,08:15-08:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,24.24,17.79,40.62,18.85,0,26.66,11.48,0,268.85,63.83,51.07,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,16.17,245.84,13.63,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,13.32,0,0,0,0,0

35,08:30-08:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,18.77,40.62,18.85,0,26.98,11.48,0,269.07,63.83,51.07,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,17.09,245.84,13.63,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,13.45,0,0,0,0,0

36,08:45-09:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,19.3,40.62,18.85,0,26.98,11.48,0,269.07,63.83,51.07,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,17.09,245.84,13.63,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,13.45,0,0,0,0,0

37,09:00-09:15,0,94.01,6.71,41.56,0,9.77,8.31,0,45.41,32.71,8.15,17.17,40.62,18.85,0,27.18,11.48,0,269.07,63.83,51.07,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,17.74,245.84,13.63,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,13.87,0,0,0,0,0

38,09:15-09:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,18.9,40.62,18.85,0,27.18,11.48,0,269.07,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,17.74,245.84,15.56,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,13.87,0,0,0,0,0

39,09:30-09:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,18.36,40.62,18.85,0,27.31,11.48,0,269.07,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,17.74,245.84,15.56,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,13.87,0,0,0,0,0

40,09:45-10:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,18.56,40.62,18.85,0,27.31,11.48,0,269.07,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,17.74,245.84,13.63,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,13.87,0,0,0,0,0

41,10:00-10:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,18.95,40.62,18.85,0,29.36,11.48,0,269.07,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,32.18,2.62,19.6,249.33,17.32,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,14.92,0,0,0,0,0

42,10:15-10:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,17.59,40.62,18.85,0,29.36,11.48,0,269.07,63.83,51.07,29.29,0,120.74,94.76,23.45,126.1,32.18,3.1,19.6,249.33,17.32,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,14.92,0,0,0,0,0

43,10:30-10:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,16.79,40.62,18.85,0,28.06,11.48,0,269.07,63.83,51.07,29.29,0,120.74,94.76,23.45,126.1,32.18,3.1,19.6,249.33,17.32,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,14.92,0,0,0,0,0

44,10:45-11:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,8.15,15.41,40.62,18.85,0,28.06,11.48,0,269.07,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,32.18,3.1,19.6,249.33,17.32,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,14.92,0,0,0,0,0

45,11:00-11:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,41.89,15.63,40.62,18.85,0,28.06,11.48,0,282.62,63.83,36.17,29.29,0,120.74,94.76,23.45,126.1,30.25,2.71,17.74,251.62,13.63,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,13.87,0,0,0,0,0

46,11:15-11:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,49.6,13.78,40.62,18.85,0,28.06,11.48,0,298.89,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,30.25,2.23,17.74,251.62,13.63,0,53.38,40.92,17.68,0,63.05,0,32.95,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,13.87,0,0,0,0,0

47,11:30-11:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,49.6,17.74,40.62,18.85,0,28.06,11.48,0,314.26,42.55,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,2.23,23.18,260.89,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

48,11:45-12:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,49.6,18.06,40.62,18.85,0,27.2,11.48,0,325.38,50.39,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,260.89,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

49,12:00-12:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,79.67,21.76,40.62,12.57,0,27.2,11.48,0,329.62,50.39,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,260.89,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

50,12:15-12:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,77.74,21.56,40.62,12.57,0,27.03,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,260.89,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

51,12:30-12:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,96.05,19.53,40.62,12.57,0,27.11,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,260.89,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

52,12:45-13:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,120.15,19.55,40.62,12.57,0,26.92,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,260.89,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

