Block,Time,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12
88,21:45-22:00,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20.56,13.33,13.33,0,6.86,0,6.61,0,0,0,0,0,0,0,6.85,0,6.66,0

89,22:00-22:15,2.330000,0.000000,23.510000,23.510000,132.840000,238.180000,0.000000,2.310000,87.140000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,19.75,13.33,13.33,0,6.59,0,6.61,0,0,0,0,0,0,0,6.58,0,6.66,0

90,22:15-22:30,2.330000,0.000000,23.510000,23.510000,132.840000,238.180000,0.000000,2.310000,67.770000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,19.56,13.33,13.33,0,6.52,0,6.61,0,0,0,0,0,0,0,6.52,0,6.66,0

91,22:30-22:45,2.330000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.310000,67.770000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20.01,13.33,13.33,0,6.67,0,6.61,0,0,0,0,0,0,0,6.67,0,6.66,0

92,22:45-23:00,2.330000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.310000,67.770000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20.02,13.33,13.33,0,6.69,0,6.61,0,0,0,0,0,0,0,6.67,0,6.66,0

93,23:00-23:15,2.330000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.310000,67.770000,74.240000,101.410000,27.110000,0.000000,0.000000,2.790000,0,20.53,13.33,13.33,0,6.86,0,6.61,0,0,0,0,0,0,0,6.84,0,6.66,0

94,23:15-23:30,2.330000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.310000,67.770000,74.240000,101.410000,27.110000,0.000000,0.000000,2.790000,0,20.27,13.33,13.33,0,6.76,0,6.61,0,0,0,0,0,0,0,6.76,0,6.66,0

95,23:30-23:45,2.330000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.310000,67.770000,74.240000,101.410000,27.110000,0.000000,0.000000,2.790000,0,19.64,13.33,13.33,0,6.55,0,6.61,0,0,0,0,0,0,0,6.54,0,6.66,0

96,23:45-24:00,2.330000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.310000,67.770000,74.240000,101.410000,27.110000,0.000000,0.000000,2.790000,0,19.36,13.33,13.33,0,6.47,0,6.61,0,0,0,0,0,0,0,6.45,0,6.34,0

