Block,Time,KGSU1AND2,KGSU3AND4,NLCTS2EXP,NNTPP,RAPPB,SALAL,SIMHST1,ANTA_LF,DHAULIGNGA,DULHASTI,KKNPPU2,RIHAND2,SIMHST2,UNCHAHAR4,ANTA_CRF,BSIUL,KHSTPP-I,NLCIIST1,PARBATI3,RIHAND3,RSTPSU7,SEWA2,TelanganaSTPP,UNCHAHAR2,URI2,AURY_CRF,AURY_GF,AURY_LF,DADRI_CRF,DADRI_RF,BRBCL,FSTPP I & II,KOTESHWR,NAPP,RIHAND1,SASAN,SINGRAULI_HYDRO,TALA,TANAKPUR,UNCHAHAR1,UNCHAHAR3,KISHANGANGA,NLCIIST2,RSTPSU1TO6,TANDA2,ANTA_GF,CHAMERA1,DADRT2,KUDGI,NLCEXP,NTPL,RAPPC,VALLURNTECL,CHAMERA3,JHAJJAR,KHSTPP-II,KKNP,KOLDAM,TALST2,CHAMERA2,MAPS,NJPC,RAMPUR,SINGRAULI,TEHRI,URI,ANTA_RF,AURY_RF,DADRI_GF,DADRI_LF
6,01:15-01:30,0,0,0,0,0,79.38,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,26.9,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.38,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

7,01:30-01:45,0,0,0,0,0,79.38,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.38,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

8,01:45-02:00,0,0,0,0,0,26.73,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.38,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

9,02:00-02:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

10,02:15-02:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

11,02:30-02:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

12,02:45-03:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

13,03:00-03:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

14,03:15-03:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

15,03:30-03:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

16,03:45-04:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

17,04:00-04:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

18,04:15-04:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

19,04:30-04:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

20,04:45-05:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.56,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

21,05:00-05:15,0,0,0,0,0,12.78,0,0,9.11,49.43,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,2.26,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

22,05:15-05:30,0,0,0,0,0,12.78,0,0,9.11,49.43,0,118.76,0,0,0,1.1,44.92,0,2.55,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,1.97,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,14.93,4.97,42.74,69.5,0,21.92

23,05:30-05:45,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,6.52,44.92,0,5.09,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,1.74,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,13.06,0,70.17,0,103.12,14.93,4.97,42.74,69.5,0,21.92

24,05:45-06:00,0,0,0,0,0,12.78,0,0,27.48,49.43,0,118.76,0,0,0,6.52,44.92,0,33.1,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,1.22,11.27,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,19.36,454.31,148.3,0,0,0,26.26,0,88.93,0,103.12,14.93,4.97,42.74,69.5,0,21.92

25,06:00-06:15,0,0,0,0,0,12.78,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,33.1,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,19.72,41.65,92,396,0,0.98,13.06,20.56,0,0,0,0,0,0,14.05,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,116.95,0,103.12,31.13,4.97,41.68,69.5,0,21.92

26,06:15-06:30,0,0,0,0,0,12.78,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,33.1,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,19.72,41.65,92,396,0,0.89,13.06,20.56,0,0,0,0,0,0,14.05,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,116.95,0,103.12,31.13,4.97,41.68,69.5,0,21.92

27,06:30-06:45,0,0,0,0,0,12.78,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,33.1,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,19.72,41.65,92,396,0,0.87,13.06,20.56,0,0,0,0,0,0,14.05,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,116.95,0,103.12,31.13,4.97,41.68,69.5,0,21.92

28,06:45-07:00,0,0,0,0,0,12.78,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,33.1,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,19.72,41.65,92,396,0,0.86,13.06,20.56,0,0,0,0,0,0,14.05,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,116.95,0,103.12,30.68,4.97,41.68,69.5,0,21.92

29,07:00-07:15,0,0,0,0,0,12.78,0,0,27.48,49.43,0,118.76,0,0,0,6.52,44.92,0,33.1,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,9.86,41.65,92,396,0,0.98,11.27,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,19.36,454.31,148.3,0,0,0,39.51,0,116.95,0,103.12,14.93,8.83,41.68,69.5,0,21.92

30,07:15-07:30,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,6.52,44.92,0,5.09,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,396,0,1.24,11.27,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,88.73,0,103.12,0,48.57,41.68,69.5,0,21.92

31,07:30-07:45,0,0,0,0,0,2.33,0,0,18.23,49.43,0,118.76,0,0,0,6.52,44.92,0,2.55,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.35,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,70.17,0,103.12,0,48.57,41.68,69.5,0,21.92

32,07:45-08:00,0,0,0,0,0,2.33,0,0,18.23,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.5,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,70.17,0,103.12,0,6.63,41.68,69.5,0,21.92

33,08:00-08:15,0,0,0,0,0,2.33,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.5,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,70.17,0,103.12,0,6.63,41.68,69.29,0,21.92

34,08:15-08:30,0,0,0,0,0,2.33,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.5,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,6.63,41.68,69.29,0,21.92

35,08:30-08:45,0,0,0,0,0,26.73,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,6.63,41.68,69.29,0,21.92

36,08:45-09:00,0,0,0,0,0,79.38,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,6.63,41.68,69.29,0,21.92

37,09:00-09:15,0,0,0,0,0,79.38,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,8.83,41.68,69.29,0,21.92

38,09:15-09:30,0,0,0,0,0,79.38,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,45.27,41.68,69.29,0,21.92

39,09:30-09:45,0,0,0,0,0,79.38,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,45.27,41.68,69.29,0,21.92

40,09:45-10:00,0,0,0,0,0,26.73,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,8.83,41.68,69.29,0,21.92

41,10:00-10:15,0,0,0,0,0,2.33,0,0,9.11,49.43,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,103.12,0,6.63,41.48,69.29,0,21.92

42,10:15-10:30,0,0,0,0,0,2.33,0,0,9.11,32.96,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,42.23,0,103.12,0,6.63,41.48,69.29,0,21.92

43,10:30-10:45,0,0,0,0,0,2.33,0,0,9.11,32.96,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.5,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,23.39,0,103.12,0,6.63,41.48,69.29,0,21.92

44,10:45-11:00,0,0,0,0,0,2.33,0,0,9.11,32.96,0,118.76,0,0,0,6.52,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.5,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,23.39,0,103.12,0,6.63,41.48,69.29,0,21.92

45,11:00-11:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.35,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,23.39,0,103.12,0,5.19,41.48,69.29,0,21.92

46,11:15-11:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.35,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,23.39,0,103.12,0,5.19,41.48,69.29,0,21.92

47,11:30-11:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.65,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,23.39,0,103.12,0,5.19,41.48,69.29,0,21.92

48,11:45-12:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,66.85,15,14.3,8.87,41.65,92,416.25,0,1.65,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,23.39,0,103.12,0,5.19,41.48,69.29,0,21.92

49,12:00-12:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,13.17,0,23.39,0,103.12,0,8.83,41.16,68.96,0,21.92

50,12:15-12:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.76,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,13.17,0,23.39,0,103.12,0,6.63,41.16,68.96,0,21.92

51,12:30-12:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,13.17,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

52,12:45-13:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,13.17,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

53,13:00-13:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,26.9,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,13.17,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

54,13:15-13:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,26.9,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,13.17,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

55,13:30-13:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,26.9,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

56,13:45-14:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,26.9,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

57,14:00-14:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,26.9,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

58,14:15-14:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,26.9,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.5,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,23.39,0,103.12,0,5.19,41.16,68.96,0,21.92

59,14:30-14:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,41.16,68.96,0,21.92

60,14:45-15:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,41.16,68.96,0,21.92

61,15:00-15:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,41.16,68.96,0,21.92

62,15:15-15:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.79,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,41.16,68.96,0,21.92

