Time,Block,NR/2023/17901/A/1105,NR/2023/18038/C,WR/2023/20256/A/1158,NR/2023/18039/C,NR/2023/17905/A/1099,WR/2023/20254/A/1156,NR/2023/17064/A,WR/2023/18560/A,NR/2023/16187/A,WR/2023/18560/A/II,NR/2023/18042/C,Total
36,08:45:09:00,0.960000,2.850000,0.000000,2.92,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,0,158.66

37,09:00:09:15,0.960000,2.850000,0.000000,3.36,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,183.2

38,09:15-09:30,0.960000,2.850000,0.000000,3.87,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,183.71

39,09:30-09:45,0.960000,2.850000,0.000000,4.26,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,184.1

40,09:45-10:00,0.960000,2.850000,0.000000,4.34,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,184.18

41,10:00-10:15,0.960000,2.850000,0.000000,4.82,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,184.66

42,10:15-10:30,0.960000,2.850000,0.000000,5.1,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,184.94

43,10:30-10:45,0.960000,2.850000,0.000000,5.46,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,185.3

44,10:45-11:00,0.960000,2.850000,0.000000,5.76,1.930000,0.000000,50.000000,100.000000,0.000000,0.000000,24.1,185.6

45,11:00-11:15,0.960000,2.940000,0.000000,6.16,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.09

46,11:15-11:30,0.960000,2.940000,0.000000,6.29,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.22

47,11:30-11:45,0.960000,2.940000,0.000000,6.45,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.38

48,11:45-12:00,0.960000,2.940000,0.000000,6.51,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.44

49,12:00-12:15,0.960000,2.850000,0.000000,6.58,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.42

50,12:15-12:30,0.960000,2.850000,0.000000,6.17,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.01

51,12:30-12:45,0.960000,2.850000,0.000000,6.4,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.24

52,12:45-13:00,0.960000,2.850000,0.000000,6.49,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.33

53,13:00-13:15,0.960000,2.850000,0.000000,6.35,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,236.19

54,13:15-13:30,0.960000,2.850000,0.000000,5.63,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,235.47

55,13:30-13:45,0.960000,2.850000,0.000000,5.92,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,235.76

56,13:45-14:00,0.960000,2.850000,0.000000,5.77,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,235.61

57,14:00-14:15,0.960000,2.850000,0.000000,5.24,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,235.08

58,14:15-14:30,0.960000,2.850000,0.000000,4.47,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,234.31

59,14:30-14:45,0.960000,2.850000,0.000000,4.48,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,234.32

60,14:45-15:00,0.960000,2.850000,0.000000,4.3,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,234.14

61,15:00-15:15,0.960000,2.940000,0.000000,3.77,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,233.7

62,15:15-15:30,0.960000,2.940000,0.000000,3.42,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,24.1,233.35

63,15:30-15:45,0.960000,2.940000,0.000000,2.3,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,208.13

64,15:45-16:00,0.960000,2.940000,0.000000,1.85,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,207.68

65,16:00-16:15,0.630000,2.940000,0.000000,1.48,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,206.98

66,16:15-16:30,0.630000,2.940000,0.000000,1.52,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,207.02

67,16:30-16:45,0.630000,2.940000,0.000000,1.02,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,206.52

68,16:45-17:00,0.630000,2.940000,0.000000,0.67,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,206.17

69,17:00-17:15,0.580000,2.940000,0.000000,0.42,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,205.87

70,17:15-17:30,0.580000,2.940000,0.000000,0.21,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,205.66

71,17:30-17:45,0.580000,2.940000,0.000000,0,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,205.45

72,17:45-18:00,0.580000,2.940000,0.000000,0,1.930000,0.000000,100.000000,100.000000,0.000000,0.000000,0,205.45

73,18:00-18:15,0.630000,2.940000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.5

74,18:15-18:30,0.630000,2.940000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.5

75,18:30-18:45,0.630000,2.940000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.5

76,18:45-19:00,0.630000,2.940000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.5

77,19:00-19:15,0.630000,2.850000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.41

78,19:15-19:30,0.630000,2.850000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.41

79,19:30-19:45,0.630000,2.850000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.41

80,19:45-20:00,0.630000,2.850000,25.000000,0,1.930000,55.000000,100.000000,0.000000,0.000000,100.000000,0,285.41

81,20:00-20:15,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

82,20:15-20:30,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

83,20:30-20:45,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

84,20:45-21:00,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

85,21:00-21:15,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

86,21:15-21:30,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

87,21:30-21:45,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

88,21:45-22:00,0.580000,2.850000,25.000000,0,1.930000,55.000000,0.000000,0.000000,0.000000,100.000000,0,185.36

89,22:00-22:15,0.580000,2.850000,0.000000,0,1.930000,55.000000,0.000000,0.000000,76.880000,100.000000,0,237.24

90,22:15-22:30,0.580000,2.850000,0.000000,0,1.930000,55.000000,0.000000,0.000000,76.880000,100.000000,0,237.24

91,22:30-22:45,0.580000,2.850000,0.000000,0,1.930000,55.000000,0.000000,0.000000,76.880000,100.000000,0,237.24

92,22:45-23:00,0.580000,2.850000,0.000000,0,1.930000,55.000000,0.000000,0.000000,76.880000,100.000000,0,237.24

93,23:00-23:15,0.580000,2.850000,0.000000,0,1.930000,0.000000,0.000000,0.000000,76.880000,100.000000,0,182.24

94,23:15-23:30,0.580000,2.850000,0.000000,0,1.930000,0.000000,0.000000,0.000000,76.880000,100.000000,0,182.24

95,23:30-23:45,0.580000,2.850000,0.000000,0,1.930000,0.000000,0.000000,0.000000,76.880000,100.000000,0,182.24

96,23:45-24:00,0.580000,2.850000,0.000000,0,1.930000,0.000000,0.000000,0.000000,76.880000,100.000000,0,182.24

