Time,Block,NR/2023/10181/A,NR/2023/11097/F,NR/2023/10486/A,NR/2023/11102/F,NR/2023/11341/F,NR/2023/11099/F,NR/2023/11166/F,NR/2023/11920/C,NR/2023/11368/F,NR/2023/11095/F,NR/2023/11104/F,NR/2023/11096/F,NR/2023/10433/A,NR/2023/11925/C,NR/2023/11221/F,NR/2023/11367/F,NR/2023/10197/A,NR/2023/11911/D,NR/2023/11154/F,NR/2023/11747/F,NR/2023/11913/D,NR/2023/11343/F,NR/2023/11914/C,NR/2023/11369/F,NR/2023/10182/A,NR/2023/11912/D,NR/2023/11100/F,Total
14,03:15-03:30,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.650000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.9

15,03:30-03:45,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.650000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.9

16,03:45-04:00,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.650000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.9

17,04:00-04:15,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

18,04:15-04:30,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

19,04:30-04:45,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

20,04:45-05:00,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

21,05:00-05:15,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

22,05:15-05:30,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

23,05:30-05:45,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

24,05:45-06:00,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.560000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.81

25,06:00-06:15,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.72

26,06:15-06:30,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.610000,49.910000,0,0.530000,492.72

27,06:30-06:45,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0.31,48.220000,27.520000,0.610000,49.910000,0,0.530000,493.03

28,06:45-07:00,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,1.5,9.640000,0.000000,0.59,48.220000,27.520000,0.610000,49.910000,3.5,0.530000,498.31

29,07:00-07:15,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,4.8,9.640000,0.000000,0.96,48.220000,25.470000,0.610000,49.910000,11.2,0.530000,507.63

30,07:15-07:30,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,10.2,9.640000,0.000000,1.43,48.220000,25.470000,0.610000,49.910000,23.8,0.530000,526.1

31,07:30-07:45,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,16.2,9.640000,0.000000,1.98,48.220000,25.470000,0.610000,49.910000,37.8,0.530000,546.65

32,07:45:08:00,99.830000,0.360000,20.590000,0.600000,115.740000,0.360000,14.470000,8.470000,0.310000,2.890000,0.450000,0.530000,24.110000,0.000000,17.360000,0.310000,49.910000,21,9.640000,0.000000,2.55,48.220000,25.470000,0.610000,49.910000,49,0.530000,563.22

33,08:00-08:15,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.380000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,26.4,9.640000,0.000000,3.12,48.220000,25.470000,0.610000,49.910000,61.6,0.560000,581.71

34,08:15-08:30,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.380000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,34.8,9.640000,0.000000,3.71,48.220000,25.470000,0.610000,49.910000,81.2,0.560000,610.3

35,08:30-08:45,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.380000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,42,9.640000,0.000000,4.3,48.220000,25.470000,0.610000,49.910000,98,0.560000,634.89

36,08:45:09:00,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.380000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,47.4,9.640000,0.000000,4.85,48.220000,25.470000,0.610000,49.910000,110.6,0.560000,653.44

37,09:00:09:15,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,53.4,9.640000,24.110000,5.36,48.220000,25.470000,0.610000,49.910000,124.6,0.560000,697.97

38,09:15-09:30,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,60,9.640000,24.110000,5.85,48.220000,25.470000,0.610000,49.910000,140,0.560000,720.46

39,09:30-09:45,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,64.2,9.640000,24.110000,5.98,48.220000,25.470000,0.610000,49.910000,149.8,0.560000,734.59

40,09:45-10:00,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,69,9.640000,24.110000,6.08,48.220000,25.470000,0.610000,49.910000,161,0.560000,750.69

41,10:00-10:15,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.200000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,72,9.640000,24.110000,6.08,48.220000,27.520000,0.610000,49.910000,168,0.560000,762.65

42,10:15-10:30,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.200000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,75.6,9.640000,24.110000,7.04,48.220000,27.520000,0.610000,49.910000,176.4,0.560000,775.61

43,10:30-10:45,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.200000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,78.6,9.640000,24.110000,6.75,48.220000,27.520000,0.610000,49.910000,183.4,0.560000,785.32

44,10:45-11:00,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.200000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,79.5,9.640000,24.110000,6.94,48.220000,27.520000,0.610000,49.910000,185.5,0.560000,788.51

45,11:00-11:15,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.100000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,6.94,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,794.34

46,11:15-11:30,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.100000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,6.94,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,794.34

47,11:30-11:45,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.100000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,6.85,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,794.25

48,11:45-12:00,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.100000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,6.94,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,794.34

49,12:00-12:15,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,8.58,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,795.89

50,12:15-12:30,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,9.65,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,796.96

51,12:30-12:45,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,8.58,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,795.89

52,12:45-13:00,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,7.81,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,795.12

53,13:00-13:15,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,6.94,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,794.25

54,13:15-13:30,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,79.5,9.640000,24.110000,6.66,48.220000,27.520000,0.000000,49.910000,185.5,0.000000,793.97

55,13:30-13:45,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,78.6,9.640000,24.110000,6.08,48.220000,27.520000,0.000000,49.910000,183.4,0.000000,790.39

56,13:45-14:00,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,8.010000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,78,9.640000,24.110000,5.98,48.220000,27.520000,0.000000,49.910000,182,0.000000,788.29

57,14:00-14:15,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,76.5,9.640000,24.110000,6.08,48.220000,27.520000,0.000000,49.910000,178.5,0.000000,783.3

58,14:15-14:30,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,75,9.640000,24.110000,5.98,48.220000,27.520000,0.000000,49.910000,175,0.000000,778.2

59,14:30-14:45,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,75.9,9.640000,24.110000,5.69,48.220000,27.520000,0.000000,49.910000,177.1,0.000000,780.91

60,14:45-15:00,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,72.6,9.640000,24.110000,5.21,48.220000,27.520000,0.000000,49.910000,169.4,0.000000,769.43

61,15:00-15:15,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,68.4,9.640000,24.110000,5.11,48.220000,27.520000,0.000000,49.910000,159.6,0.000000,755.33

62,15:15-15:30,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,64.5,9.640000,24.110000,4.92,48.220000,27.520000,0.000000,49.910000,150.5,0.000000,742.14

63,15:30-15:45,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,61.5,9.640000,24.110000,4.34,48.220000,27.520000,0.000000,49.910000,143.5,0.000000,731.56

64,15:45-16:00,99.830000,0.000000,20.590000,0.000000,115.740000,0.000000,14.470000,7.920000,0.000000,2.890000,0.000000,0.000000,24.110000,10.000000,17.360000,0.000000,49.910000,57.6,9.640000,24.110000,4.24,48.220000,27.520000,0.000000,49.910000,134.4,0.000000,718.46

65,16:00-16:15,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.010000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,50.4,9.640000,24.110000,3.86,48.220000,30.570000,0.610000,49.910000,117.6,0.560000,691.29

66,16:15-16:30,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.010000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,45.6,9.640000,24.110000,3.47,48.220000,30.570000,0.610000,49.910000,106.4,0.560000,674.9

67,16:30-16:45,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.010000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,39,9.640000,24.110000,2.89,48.220000,30.570000,0.610000,49.910000,91,0.560000,652.32

68,16:45-17:00,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.010000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,32.4,9.640000,24.110000,2.6,48.220000,30.570000,0.610000,49.910000,75.6,0.560000,630.03

69,17:00-17:15,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.100000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,26.4,9.640000,0.000000,1.96,48.220000,30.570000,0.610000,49.910000,61.6,0.560000,585.37

70,17:15-17:30,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.100000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,21,9.640000,0.000000,1.26,48.220000,30.570000,0.610000,49.910000,49,0.560000,566.67

71,17:30-17:45,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.100000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,15,9.640000,0.000000,0.97,48.220000,30.570000,0.610000,49.910000,35,0.560000,546.38

72,17:45-18:00,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.100000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,12,9.640000,0.000000,0.52,48.220000,30.570000,0.610000,49.910000,28,0.560000,535.93

73,18:00-18:15,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,9,9.640000,0.000000,0,48.220000,30.570000,0.610000,49.910000,21,0.560000,525.6

74,18:15-18:30,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,3,9.640000,0.000000,0.14,48.220000,30.570000,0.610000,49.910000,7,0.560000,505.74

75,18:30-18:45,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,1.5,9.640000,0.000000,0,48.220000,30.570000,0.610000,49.910000,3.5,0.560000,500.6

76,18:45-19:00,99.830000,0.350000,20.590000,0.590000,115.740000,0.350000,14.470000,8.290000,0.300000,2.890000,0.440000,0.560000,24.110000,0.000000,17.360000,0.310000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.610000,49.910000,0,0.560000,495.6

77,19:00-19:15,99.830000,0.410000,20.590000,0.690000,115.740000,0.410000,14.470000,8.470000,0.360000,2.890000,0.520000,0.670000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.670000,496.5

78,19:15-19:30,99.830000,0.410000,20.590000,0.690000,115.740000,0.410000,14.470000,8.470000,0.360000,2.890000,0.520000,0.670000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.670000,496.5

79,19:30-19:45,99.830000,0.410000,20.590000,0.690000,115.740000,0.410000,14.470000,8.470000,0.360000,2.890000,0.520000,0.670000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.670000,496.5

80,19:45-20:00,99.830000,0.410000,20.590000,0.690000,115.740000,0.410000,14.470000,8.470000,0.360000,2.890000,0.520000,0.670000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.670000,496.5

81,20:00-20:15,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.560000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.59

82,20:15-20:30,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.560000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.59

83,20:30-20:45,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.560000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.59

84,20:45-21:00,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.560000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.59

85,21:00-21:15,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.650000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.68

