Block,Time,KHSTPP-I,MAPS,PARBATI2,RAMPUR,RAPPB,SASAN,TALST2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI2,DADRI_RF,CHAMERA2,CHAMERA3,NNTPP,RSTPSU1TO6,SINGRAULI,URI,AURY_LF,BRBCL,NLCEXP,RSTPSU7,SEWA2,TEHRI,TEHRIPSP,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRT2,DHAULIGNGA,JHAJJAR,KHSTPP-II,UNCHAHAR4,ANTA_CRF,ANTA_RF,AURY_RF,KOLDAM,KUDGI,NLCTS2EXP,RAPPC,RAPPD,SALAL,TALA,ANTA_GF,AURY_GF,BSIUL,FSTPP I & II,KGSU3AND4,KKNPPU2,NTPL,PARBATI3,SIMHST1,SIMHST2,TANAKPUR,AURY_CRF,DADRI_LF,CHAMERA1,KGSU1AND2,KKNP,KOTESHWR,NLCIIST1,NLCIIST2,RIHAND3,SINGRAULI_HYDRO,DULHASTI,KISHANGANGA,NAPP,NJPC,RIHAND1,RIHAND2,TANDA2,ANTA_LF,DADRI_GF
13,03:00-03:15,45.53,0,0,5.7,0,337.5,0,20.46,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,50.57,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,20.29,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

14,03:15-03:30,45.53,0,0,5.7,0,337.5,0,20.46,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,20.29,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

15,03:30-03:45,45.53,0,0,5.7,0,337.5,0,20.46,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,20.29,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

16,03:45-04:00,45.53,0,0,5.7,0,337.5,0,20.46,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,20.29,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

17,04:00-04:15,44.62,0,0,5.7,0,337.5,0,20.46,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,20.29,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

18,04:15-04:30,44.62,0,0,5.7,0,337.5,0,20.46,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,20.29,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

19,04:30-04:45,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

20,04:45-05:00,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,22.96,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

21,05:00-05:15,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,22.7,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

22,05:15-05:30,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,22.5,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

23,05:30-05:45,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,22.34,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

24,05:45-06:00,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,73.77,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,22.05,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

25,06:00-06:15,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,47.47,0,24.99,0,0,12.22,63.85,0,0,0,0,626.49,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,21.76,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

26,06:15-06:30,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,52.99,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,21.42,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

27,06:30-06:45,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,52.99,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,21.4,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

28,06:45-07:00,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,52.99,0,24.99,0,0,12.22,63.85,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.84,76.62,8.62,0,0,65.42,23.96,48.81,21.65,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

29,07:00-07:15,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,48.57,0,24.99,0,0,12.22,47.88,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,21.81,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

30,07:15-07:30,44.62,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,48.57,0,24.99,0,0,12.22,31.92,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,21.93,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

31,07:30-07:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,48.57,0,24.99,0,0,12.22,15.96,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.14,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

32,07:45-08:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,0,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.2,76.62,8.62,0,0,65.42,23.96,48.81,22.44,0,0,0,14.6,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

33,08:00-08:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,11.31,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.07,76.62,8.62,0,0,65.42,23.96,48.81,22.44,0,0,0,14.6,0,0,0,34.19,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

34,08:15-08:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,11.31,0,0,113.75,52.99,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.07,76.62,8.62,0,0,65.42,23.96,48.81,22.44,0,0,0,14.6,0,0,0,34.19,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

35,08:30-08:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,11.31,0,0,113.75,52.99,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.07,80.26,8.62,0,0,65.42,23.96,48.81,22.8,0,0,0,14.6,0,0,0,22.3,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

36,08:45-09:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,11.31,0,0,113.75,52.99,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,51.07,80.26,8.62,0,0,65.42,23.96,48.81,24.91,0,0,0,14.6,0,0,0,22.3,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

37,09:00-09:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,22.6,0,0,113.75,52.99,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,80.26,8.62,0,0,65.42,23.96,48.81,24.91,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

38,09:15-09:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,22.6,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,80.26,8.62,0,0,65.42,23.96,48.81,24.91,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

39,09:30-09:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,22.6,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,79.87,8.62,0,0,65.42,23.96,48.81,24.91,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

40,09:45-10:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,22.6,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,79.87,8.62,0,0,65.42,23.96,48.81,24.91,0,0,0,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

41,10:00-10:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,22.6,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,79.87,8.62,0,0,65.42,23.96,48.81,24.99,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

42,10:15-10:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,22.6,0,0,113.75,52.99,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,79.87,8.62,0,0,65.42,23.96,48.81,24.99,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

43,10:30-10:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,33.94,0,0,113.75,52.99,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,79.87,8.62,0,0,65.42,23.96,34.86,24.99,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

44,10:45-11:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.81,79.87,8.62,0,0,65.42,23.96,34.86,25.05,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

45,11:00-11:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,33.94,0,0,113.75,35.88,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.18,79.87,8.62,0,0,65.42,23.96,34.86,25.07,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

46,11:15-11:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.18,79.87,8.62,0,0,65.42,23.96,34.86,25.07,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

47,11:30-11:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.18,78.96,8.62,0,0,65.42,23.96,34.86,24.34,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

48,11:45-12:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,71.14,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,49.18,78.96,8.62,0,0,65.42,23.96,34.86,24.34,0,0,0,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

49,12:00-12:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,48.55,78.96,8.62,0,0,65.42,23.96,34.86,24.4,0,0,6.52,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

50,12:15-12:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,48.55,78.96,8.62,0,0,65.42,23.96,34.86,24.4,0,0,13.04,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

51,12:30-12:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,48.55,78.96,8.62,0,0,65.42,23.96,34.86,24.6,0,0,19.56,14.6,0,0,0,22.3,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

52,12:45-13:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,48.55,78.96,8.62,0,0,65.42,23.96,34.86,24.75,0,0,19.56,14.6,0,0,0,22.3,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

53,13:00-13:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,48.55,77.92,8.62,0,0,65.42,23.96,51.13,24.75,0,0,19.56,14.6,0,0,0,22.3,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

54,13:15-13:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.91,77.92,8.62,0,0,65.42,23.96,63.92,24.91,0,0,19.56,14.6,0,0,0,31.22,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

