Block,Time,DADRT2,FSTPP I & II,KGSU3AND4,KKNP,MAPS,NLCTS2EXP,RAMPUR,RAPPC,RIHAND2,RSTPSU1TO6,SALAL,SIMHST1,ANTA_CRF,AURY_LF,JHAJJAR,KHSTPP-II,NAPP,TALA,TelanganaSTPP,UNCHAHAR3,URI,ANTA_LF,AURY_RF,KGSU1AND2,KISHANGANGA,NJPC,NNTPP,RIHAND1,RSTPSU7,URI2,DADRI_GF,DADRI_LF,DADRI_RF,SASAN,UNCHAHAR1,UNCHAHAR4,ANTA_GF,BRBCL,BSIUL,KHSTPP-I,KUDGI,SIMHST2,TANDA2,AURY_GF,KOTESHWR,NLCIIST1,RIHAND3,SINGRAULI,TALST2,UNCHAHAR2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,KKNPPU2,NLCIIST2,PARBATI3,SEWA2,SINGRAULI_HYDRO,TANAKPUR,TEHRI,AURY_CRF,DADRI_CRF,DULHASTI,KOLDAM,NLCEXP,NTPL,RAPPB,VALLURNTECL,ANTA_RF
11,02:30-02:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

12,02:45-03:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

13,03:00-03:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

14,03:15-03:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,20.83,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

15,03:30-03:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,20.83,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

16,03:45-04:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,20.83,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

17,04:00-04:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,20.83,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

18,04:15-04:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,20.83,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,32.78,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,42.74

19,04:30-04:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,20.83,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,5.76,14.93,0,0,32.96,0,0,0,0,0,42.74

20,04:45-05:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,20.83,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,5.76,14.93,0,0,32.96,0,0,0,0,0,42.74

21,05:00-05:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,42.43,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,5.76,14.93,0,0,32.96,0,0,0,0,0,42.74

22,05:15-05:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,69.6,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,9.68,9.11,0,0,0,0,0,5.76,14.93,0,0,32.96,0,0,0,0,0,42.74

23,05:30-05:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,92.61,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,1.1,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,9.68,9.11,0,0,0,0,0,5.76,15.56,0,0,49.43,0,0,0,0,0,42.74

24,05:45-06:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,116.95,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,2.2,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,11.85,4,19.36,18.23,0,0,2.55,0,0,5.76,15.25,0,0,49.43,0,0,0,0,0,42.74

25,06:00-06:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,6.52,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,14.05,12,19.36,27.48,0,0,6.36,0,0,5.76,31.13,0,0,49.43,0,0,0,0,0,41.68

26,06:15-06:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,18.59,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,14.05,39.51,29.06,37.65,0,0,33.1,5.27,0,5.76,31.13,0,0,49.43,0,0,0,0,0,41.68

27,06:30-06:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,14.05,39.51,29.06,37.65,0,0,33.1,10.54,0,5.76,31.13,0,0,49.43,0,0,0,0,0,41.68

28,06:45-07:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,14.05,39.51,29.06,37.65,0,0,33.1,10.54,0,5.76,31.13,0,0,49.43,0,0,0,0,0,41.68

29,07:00-07:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,11.85,39.51,29.06,37.65,0,0,33.1,10.54,0,5.76,31.13,0,0,49.43,0,0,0,0,0,41.68

30,07:15-07:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,0,39.51,29.06,37.65,0,0,33.1,5.27,0,5.76,31.13,0,0,49.43,0,0,0,0,0,41.68

31,07:30-07:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,13.95,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,113.64,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,6.52,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,26.34,19.36,27.48,0,0,33.1,0,0,5.76,14.93,0,0,32.96,0,0,0,0,0,41.68

32,07:45-08:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,85.42,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,1.1,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,12,9.68,18.23,0,0,5.09,0,0,5.76,0,0,0,32.96,0,0,0,0,0,41.68

33,08:00-08:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,2.76,0,70.16,0,0,73.96,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,12,9.68,9.11,0,0,2.55,0,0,5.76,0,0,0,32.96,0,0,0,0,0,41.68

34,08:15-08:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,41.67,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,12,9.68,0,0,0,0,0,0,5.76,0,0,0,32.96,0,0,0,0,0,41.68

35,08:30-08:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,23.39,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,12,9.68,0,0,0,0,0,0,5.76,0,0,0,32.96,0,0,0,0,0,41.68

36,08:45-09:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,23.39,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,12,9.68,0,0,0,0,0,0,5.76,0,0,0,32.96,0,0,0,0,0,41.68

37,09:00-09:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,9.68,0,0,0,0,0,0,11.91,0,0,0,16.48,0,0,0,0,0,41.68

38,09:15-09:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,9.68,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.68

39,09:30-09:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.68

40,09:45-10:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.68

41,10:00-10:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.48

42,10:15-10:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.48

43,10:30-10:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.48

44,10:45-11:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.48

45,11:00-11:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,11.91,0,0,0,16.48,0,0,0,0,0,41.48

46,11:15-11:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,11.91,0,0,0,16.48,0,0,0,0,0,41.48

47,11:30-11:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,0,0,92,0,18.83,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.48

48,11:45-12:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,0,0,92,0,18.83,0,21.92,66.85,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.48

49,12:00-12:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

50,12:15-12:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

51,12:30-12:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,10.76,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

52,12:45-13:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,10.76,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

53,13:00-13:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,11.91,0,0,0,32.96,0,0,0,0,0,41.16

54,13:15-13:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,11.91,0,0,0,32.96,0,0,0,0,0,41.16

55,13:30-13:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

56,13:45-14:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

57,14:00-14:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

58,14:15-14:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

59,14:30-14:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

60,14:45-15:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,41.67,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

61,15:00-15:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,41.67,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,7.68,0,0,0,32.96,0,0,0,0,0,41.16

62,15:15-15:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,41.67,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,0,0,0,0,0,0,7.68,0,0,0,32.96,0,0,0,0,0,41.16

