Block,Time,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/15082037/GNA_NR_2012_01,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_02,NR/16042024/31052024/IEX_240323_06618,NR/16042024/30042024/IEX_240323_06617,NR/01042024/30042024/PTC/OA/32001,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04
11,02:30-02:45,44,0,100.500000,7.01,0.000000,3.900000,0,115.710000,3.720000,87.020000,0.000000,272.770000,0,28.770000,0,0.000000,16.090000,30.870000,0,0,0,0,11.890000,18,261.920000,48.240000,9.650000,48.240000,22.84,68.5,0,0.000000,0.920000,3.920000,0,0,22.83,0,0,44,0,0,0.000000

12,02:45-03:00,43.33,0,100.500000,6.81,0.000000,3.900000,0,115.710000,3.720000,87.020000,0.000000,272.770000,0,28.770000,0,0.000000,16.090000,30.870000,0,0,0,0,11.890000,18,261.920000,48.240000,9.650000,48.240000,22.84,68.5,0,0.000000,0.920000,3.920000,0,0,22.83,0,0,43.33,0,0,0.000000

13,03:00-03:15,43,0,100.500000,6.81,0.000000,3.750000,0,115.710000,3.720000,75.530000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,20.710000,0,0,0,0,11.690000,17.34,261.920000,48.240000,9.650000,48.240000,23.5,70.5,0,0.000000,20.710000,3.840000,0,0,23.5,0,0,43,0,0,0.000000

14,03:15-03:30,41.67,0,100.500000,6.81,0.000000,3.750000,0,115.710000,3.720000,75.530000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,20.710000,0,0,0,0,11.690000,16.34,261.920000,48.240000,9.650000,48.240000,23.5,70.5,0,0.000000,20.710000,3.840000,0,0,23.5,0,0,41.67,0,0,0.000000

15,03:30-03:45,40,0,100.500000,6.81,0.000000,3.750000,0,85.080000,3.720000,75.530000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,25.440000,0,0,0,0,11.690000,16,261.920000,48.240000,9.650000,48.240000,23.34,70,0,0.000000,25.440000,3.840000,0,0,23.33,0,0,40,0,0,0.000000

16,03:45-04:00,38.67,0,100.500000,6.81,0.000000,3.750000,0,66.170000,3.720000,75.530000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,25.440000,0,0,0,0,11.690000,15.34,261.920000,48.240000,9.650000,48.240000,22.84,68.5,0,0.000000,25.440000,3.840000,0,0,22.83,0,0,38.67,0,0,0.000000

17,04:00-04:15,38.33,0,100.500000,6.81,0.000000,3.750000,0,66.170000,3.650000,87.020000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,25.440000,0,0,0,0,11.510000,12.34,261.920000,48.240000,9.650000,48.240000,22.34,67,0,0.000000,25.440000,3.840000,0,0,22.33,0,0,38.33,0,0,0.000000

18,04:15-04:30,38,0,100.500000,6.81,0.000000,3.750000,0,66.170000,3.650000,87.020000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,25.440000,0,0,0,0,11.510000,12,261.920000,48.240000,9.650000,48.240000,21.84,65.5,0,0.000000,25.440000,3.840000,0,0,21.83,0,0,38,0,0,0.000000

19,04:30-04:45,37,0,100.500000,6.81,0.000000,3.750000,0,66.170000,3.650000,75.530000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,24.350000,0,0,0,0,11.510000,11.66,261.920000,48.240000,9.650000,48.240000,18,54,0,0.000000,30.870000,3.840000,0,0,18,0,0,37,0,0,0.000000

20,04:45-05:00,36.33,0,100.500000,6.81,0.000000,3.750000,0,66.170000,3.650000,75.530000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,24.350000,0,0,0,0,11.510000,11.34,261.920000,48.240000,9.650000,48.240000,17.84,53.5,0,0.000000,30.870000,3.840000,0,0,17.83,0,0,36.33,0,0,0.000000

21,05:00-05:15,37,0,100.500000,6.81,0.000000,3.750000,0,66.170000,3.650000,75.530000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,24.350000,0,0,0,0,11.420000,11,261.920000,48.240000,9.650000,48.240000,17.84,53.5,0,0.000000,30.870000,3.760000,0,0,17.83,0,0.02,37,0,0,0.000000

22,05:15-05:30,36.67,0,100.500000,6.81,0.000000,3.750000,0,85.080000,3.650000,87.020000,0.000000,272.770000,0,28.270000,0,0.000000,16.090000,24.350000,0,0,0,0,11.420000,10.34,261.920000,48.240000,9.650000,48.240000,17.66,53,0.01,0.000000,30.870000,3.760000,0,0,17.67,0,0.07,36.67,0,0,0.000000

23,05:30-05:45,32,0,100.500000,6.81,0.000000,3.750000,0,115.710000,3.650000,87.020000,0.000000,272.770000,0,27.750000,0,0.000000,16.090000,24.350000,0,0,0,0,11.420000,10,261.920000,48.240000,9.650000,48.240000,14.34,43,0.03,0.000000,30.870000,3.760000,0,0,14.33,0,0.14,32,0,0,0.000000

24,05:45-06:00,31.67,0.857296,100.500000,6.81,0.000000,3.750000,0,115.710000,3.650000,75.530000,0.000000,272.770000,0,27.750000,0,0.000000,16.090000,10.560000,0,0,0,0,11.420000,9.66,261.920000,48.240000,9.650000,48.240000,14.34,43,0.05,0.000000,30.870000,3.760000,0,0,14.33,0,0.26,31.67,0,0,0.000000

25,06:00-06:15,31.33,3.692218,100.500000,6.81,0.000000,3.620000,0,115.710000,3.490000,75.530000,0.000000,272.770000,1,27.250000,0,0.000000,16.090000,10.560000,0,0,0.1,0,11.330000,9.66,261.920000,48.240000,9.650000,48.240000,13.66,41,0.66,0.000000,30.870000,3.760000,0,3.45,13.67,4.2,3.3,31.33,0,0,0.000000

26,06:15-06:30,31,7.569534,100.500000,6.81,0.050000,3.620000,0,115.710000,3.490000,75.530000,0.000000,272.770000,1,27.250000,0,0.040000,16.090000,10.560000,1,0,0.5,0,11.330000,10,261.920000,48.240000,9.650000,48.240000,13.5,40.5,1.3,0.040000,30.870000,3.760000,0.5,7.48,13.5,9.56,6.51,31,0,0.25,0.000000

27,06:30-06:45,30.33,12.460018,100.500000,6.81,0.300000,3.620000,0,115.710000,3.490000,75.530000,0.000000,272.770000,4,27.250000,0,0.290000,16.090000,10.560000,1,1,1,0,11.330000,12.66,261.920000,48.240000,9.650000,48.240000,13.34,40,2.14,0.290000,30.870000,3.760000,5,12.49,13.33,21.69,10.69,30.33,0,1.57,0.000000

28,06:45-07:00,29,18.714382,100.500000,6.81,0.780000,3.620000,0,115.710000,3.490000,75.530000,0.000000,272.770000,7,27.250000,0,0.760000,16.090000,10.560000,3,3,3,1,11.330000,12.34,261.920000,48.240000,9.650000,48.240000,17,51,3.29,0.760000,30.870000,3.760000,15,20.44,17,32.14,16.48,29,0,3.82,0.000000

29,07:00-07:15,29.67,26.663854,100.500000,6.81,1.380000,3.620000,0,107.200000,3.490000,52.740000,0.000000,272.770000,18,27.250000,0,1.340000,16.090000,24.350000,7,7,6,3,11.240000,12,230.430000,48.240000,9.650000,48.240000,15.84,47.5,5.68,1.340000,30.870000,3.760000,25,27.35,15.83,27.35,28.43,29.67,0,8.33,0.000000

30,07:15-07:30,30.33,36.19153,100.500000,6.81,2.210000,3.620000,0,98.690000,3.490000,52.740000,0.000000,272.770000,25,27.250000,0,2.150000,16.090000,24.350000,10,13,9,7,11.240000,11.66,201.490000,48.240000,9.650000,48.240000,14.66,44,8.3,2.150000,30.870000,3.760000,27.15,27.15,14.67,27.15,41.48,30.33,0,12.67,0.000000

31,07:30-07:45,31.33,46.878504,100.500000,6.81,3.390000,3.620000,0,90.180000,3.490000,63.270000,0.000000,272.770000,39,27.250000,0,3.310000,16.090000,24.350000,16,20,12,10,11.240000,11.34,201.490000,48.240000,9.650000,48.240000,13.34,40,11.24,3.310000,30.870000,3.760000,29.49,29.48,13.33,29.48,56.19,31.33,0,18.67,0.000000

32,07:45:08:00,32,57.760318,100.500000,6.81,4.410000,3.620000,0,81.670000,3.490000,63.270000,0.000000,272.770000,56,27.250000,0,4.300000,16.090000,24.350000,24,27,16,14,11.240000,11,201.490000,48.240000,9.650000,48.240000,12,36,14.11,4.300000,30.870000,3.760000,29.66,29.67,12,29.67,70.53,32,0,24.19,0.000000

33,08:00-08:15,31.67,67.911482,100.500000,6.81,5.770000,3.520000,0,73.160000,3.720000,63.270000,0.000000,272.770000,70,27.250000,0,5.620000,16.090000,24.350000,30,35,20.85,17,11.140000,11,201.490000,48.240000,9.650000,48.240000,11.34,34,17.8,5.620000,30.870000,0.000000,29.66,29.67,11.33,29.67,88.98,31.67,0,32.21,0.000000

34,08:15-08:30,32.33,77.526836,71.560000,6.81,7.020000,3.520000,0,70.330000,3.720000,63.270000,0.000000,272.770000,88,27.250000,0,6.850000,16.090000,24.350000,37,43,24.52,22,11.140000,11,201.490000,48.240000,9.650000,48.240000,11,33,21.35,6.850000,30.870000,0.000000,30.66,30.67,11,30.67,106.77,32.33,0,40.36,0.000000

35,08:30-08:45,30,87.132448,57.880000,6.81,8.310000,3.520000,0,70.330000,3.490000,44.290000,0.000000,231.530000,105,26.240000,0,8.100000,12.290000,25.440000,45,50,28.13,25,11.140000,10.66,153.250000,48.240000,9.650000,48.240000,10.66,32,25.12,8.100000,25.440000,0.000000,31.66,31.67,10.67,31.67,125.6,30,0,48.05,0.000000

36,08:45:09:00,28.67,96.523736,53.060000,6.81,9.500000,3.520000,0,70.330000,3.110000,33.760000,0.000000,192.940000,123,26.750000,0,9.270000,12.290000,25.440000,52,57,31.44,29,11.140000,10.34,139.880000,48.240000,9.650000,48.240000,10.34,31,28.58,9.270000,25.440000,0.000000,31.66,31.67,10.33,31.67,142.88,28.67,0,55.38,0.000000

37,09:00:09:15,27.67,104.19069,53.060000,6.21,10.830000,3.520000,0,70.330000,2.720000,33.760000,0.000000,150.020000,140,26.750000,0,10.560000,12.290000,25.440000,60,65,34.52,33,11.060000,11,139.880000,48.240000,9.650000,48.240000,10,30,32.76,10.560000,25.440000,0.000000,31.66,31.67,10,31.67,163.83,27.67,0,62.28,0.000000

38,09:15-09:30,27,112.56881,53.060000,5.61,11.990000,3.520000,0,70.330000,2.720000,33.760000,0.000000,150.020000,154,26.750000,0,11.710000,12.290000,25.440000,66,70,37.21,35,11.060000,10.66,139.880000,48.240000,9.650000,48.240000,9.84,29.5,35.96,11.710000,25.440000,0.000000,31.66,31.67,9.83,31.67,179.81,27,0,68.72,0.000000

39,09:30-09:45,24.67,119.670728,53.060000,5.01,12.910000,3.520000,0,70.330000,2.720000,33.760000,0.000000,150.020000,165,27.250000,0,12.600000,12.290000,25.440000,70,76,39.84,38,11.060000,8.34,139.880000,48.240000,9.650000,48.240000,9.84,29.5,39.09,12.600000,25.440000,0.000000,31.66,31.67,9.83,31.67,195.47,24.67,0,74.7,0.000000

40,09:45-10:00,25,125.681542,53.060000,5.01,13.840000,3.520000,0,70.330000,2.320000,33.760000,0.000000,150.020000,175,27.250000,0,13.490000,12.290000,25.440000,75,83,42.04,41,11.060000,8.34,139.880000,48.240000,9.650000,48.240000,9.84,29.5,42.08,13.490000,25.440000,0.000000,31.56,31.57,9.83,31.57,210.39,25,0,80.01,0.000000

41,10:00-10:15,25.33,130.903254,53.060000,5.01,14.620000,3.430000,0,70.330000,3.110000,33.760000,0.000000,150.020000,182,27.750000,0,14.260000,12.290000,25.440000,78,90,43.96,45,10.960000,8.34,110.940000,48.240000,9.650000,48.240000,10,30,44.58,14.260000,25.440000,0.000000,31.56,31.57,10,31.57,222.88,25.33,0,84.62,0.000000

42,10:15-10:30,26,135.228702,53.060000,5.01,15.300000,3.430000,0,70.330000,3.110000,33.760000,0.000000,150.020000,189,27.750000,0,14.930000,12.290000,25.440000,81,93,44.8,47,10.960000,8.34,110.940000,48.240000,9.650000,48.240000,10.16,30.5,46.36,14.930000,25.440000,0.000000,31.56,31.57,10.17,31.57,231.78,26,0,88.8,0.000000

43,10:30-10:45,30,139.446988,53.060000,5.01,15.980000,3.430000,0,70.330000,3.720000,33.760000,0.000000,192.940000,193,27.750000,0,15.600000,12.290000,25.440000,82,93,45,47,10.500000,8.66,127.340000,48.240000,9.650000,48.240000,10.34,31,46.67,15.600000,25.440000,0.000000,31.56,31.57,10.33,31.57,233.33,30,0,91.13,0.000000

44,10:45-11:00,31.33,142.320878,53.060000,5.01,16.430000,3.430000,0,70.330000,3.720000,33.760000,0.000000,192.940000,196,27.750000,0,16.020000,12.290000,25.440000,84,93,45.5,47,10.500000,8.66,110.940000,48.240000,9.650000,48.240000,10.5,31.5,46.67,16.020000,25.440000,0.000000,31.56,31.57,10.5,31.57,233.33,31.33,0,91.96,0.000000

45,11:00-11:15,36.67,143.265852,53.060000,5.01,16.840000,3.570000,0,70.330000,3.720000,33.760000,0.000000,192.940000,196,27.750000,0,16.430000,12.290000,25.440000,84,94,46,47,10.410000,8.66,110.460000,48.240000,9.650000,48.240000,10.84,32.5,46.67,16.430000,25.440000,0.000000,31.24,31.23,10.83,31.23,233.33,36.67,0,92.08,0.000000

46,11:15-11:30,37.33,142.76901,53.060000,5.01,16.840000,3.570000,0,70.330000,3.720000,33.760000,0.000000,192.940000,196,27.750000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.410000,9.34,110.460000,48.240000,9.650000,48.240000,11,33,46.67,16.430000,25.440000,0.000000,31.06,31.07,11,31.07,233.33,37.33,0,92.04,0.000000

47,11:30-11:45,38,141.668164,53.060000,5.01,16.840000,3.570000,0,70.330000,3.720000,33.760000,0.000000,231.530000,196,27.750000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.410000,11.66,110.460000,48.240000,9.650000,48.240000,15,45,46.67,16.430000,25.440000,0.000000,31.06,31.07,15,31.07,233.33,38,0,92.12,0.000000

48,11:45-12:00,38.67,141.01545,53.060000,5.01,16.840000,3.570000,0,70.330000,3.720000,33.760000,0.000000,231.530000,196,28.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.410000,12.66,110.460000,48.240000,9.650000,48.240000,15.34,46,46.67,16.430000,25.440000,0.000000,31.06,31.07,15.33,31.07,233.33,38.67,0,92.3,0.000000

49,12:00-12:15,39.33,141.882488,53.060000,5.01,16.840000,3.710000,0,70.330000,3.720000,33.760000,0.000000,231.530000,196,29.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.310000,11.66,110.460000,48.240000,9.650000,48.240000,13.16,39.5,46.67,16.430000,25.440000,0.000000,31.06,31.07,13.17,31.07,233.33,39.33,0,92.4,0.000000

50,12:15-12:30,39.67,142.86643,53.060000,6.61,16.840000,3.710000,0,70.330000,3.720000,33.760000,0.000000,231.530000,196,29.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.310000,12.34,110.460000,48.240000,9.650000,48.240000,13.5,40.5,46.67,16.430000,25.440000,0.000000,31.06,31.07,13.5,31.07,233.33,39.67,0,92.36,0.000000

51,12:30-12:45,35,142.76901,53.060000,7.61,16.840000,3.710000,0,70.330000,3.720000,33.760000,0.000000,231.530000,196,29.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.310000,10.66,110.460000,48.240000,9.650000,48.240000,13.84,41.5,46.67,16.430000,25.440000,0.000000,31.06,31.07,13.83,31.07,233.33,35,0,92.31,0.000000

52,12:45-13:00,35.33,141.950682,53.060000,8.61,16.840000,3.710000,0,70.330000,3.720000,33.760000,0.000000,192.940000,196,29.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.310000,10.66,110.460000,48.240000,9.650000,48.240000,14.34,43,46.67,16.430000,25.440000,0.000000,31.06,31.07,14.33,31.07,233.33,35.33,0,92.25,0.000000

53,13:00-13:15,36,140.898546,53.060000,10.21,16.840000,3.900000,0,70.330000,3.720000,33.760000,0.000000,150.020000,196,29.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.230000,11,110.460000,48.240000,9.650000,48.240000,14.66,44,46.67,16.430000,25.440000,0.000000,31.06,31.07,14.67,31.07,233.33,36,0,92.15,0.000000

54,13:15-13:30,36.67,138.716338,53.060000,11.21,16.840000,3.900000,0,70.330000,3.720000,33.760000,0.000000,150.020000,196,29.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.230000,11.66,110.460000,48.240000,9.650000,48.240000,15.34,46,46.67,16.430000,25.440000,0.000000,30.9,30.9,15.33,30.9,233.33,36.67,0,92.15,0.000000

55,13:30-13:45,37.67,137.527814,53.060000,15,16.840000,3.900000,0,70.330000,3.720000,33.760000,0.000000,150.020000,196,29.270000,0,16.430000,12.290000,25.440000,84,94,47.5,47,10.230000,16,110.460000,48.240000,9.650000,48.240000,16,48,46.67,16.430000,25.440000,0.000000,30.9,30.9,16,30.9,233.33,37.67,0,92.05,0.000000

56,13:45-14:00,39,133.991468,53.060000,16.2,16.570000,3.900000,0,70.330000,3.720000,33.760000,0.000000,192.940000,193,29.270000,0,16.170000,12.290000,25.440000,82,94,47.5,47,10.230000,16.66,110.460000,48.240000,9.650000,48.240000,16.66,50,46.67,16.170000,25.440000,0.000000,31.06,31.07,16.67,31.07,233.33,39,0,92.1,0.000000

57,14:00-14:15,40.67,130.338218,53.060000,17.2,16.300000,3.900000,0,70.330000,3.880000,33.760000,0.000000,231.530000,193,27.250000,0,15.900000,12.290000,25.440000,82,94,47.2,47,10.410000,17.34,108.410000,48.240000,9.650000,48.240000,17.5,52.5,46.67,15.900000,25.440000,0.000000,31.06,31.07,17.5,31.07,233.33,40.67,0,91.95,0.000000

58,14:15-14:30,44,126.704452,53.060000,18.2,15.770000,3.900000,0,70.330000,3.880000,33.760000,0.000000,231.530000,193,27.250000,0,15.390000,12.290000,25.440000,82,93,46.4,47,10.410000,18.66,108.410000,48.240000,9.650000,48.240000,18.16,54.5,46.65,15.390000,25.440000,0.000000,31.06,31.07,18.17,31.07,233.27,44,0,91.59,0.000000

59,14:30-14:45,47.33,121.541192,53.060000,14,14.860000,3.900000,0,70.330000,3.880000,33.760000,0.000000,272.770000,189,27.760000,0,14.500000,12.290000,25.440000,81,93,45,46,10.410000,20,127.710000,48.240000,9.650000,48.240000,22.5,67.5,46.64,14.500000,25.440000,0.000000,31.06,31.07,22.5,31.07,233.23,47.33,0,90.9,0.000000

60,14:45-15:00,52.33,115.355022,53.060000,14.6,14.060000,4.080000,0,70.330000,3.880000,33.760000,0.000000,272.770000,179,27.760000,0,13.710000,12.290000,25.440000,76,88,43.48,44,10.410000,21.34,164.320000,48.240000,9.650000,48.240000,22.84,68.5,46.4,13.710000,25.440000,0.000000,31.06,31.07,22.83,31.07,232.01,52.33,0,89.01,0.000000

61,15:00-15:15,55.33,108.67201,53.060000,20.4,13.530000,4.080000,0,115.710000,3.880000,52.740000,0.000000,272.770000,172,28.270000,0,13.200000,16.090000,25.440000,73,83,41.56,42,10.500000,22,192.410000,48.240000,9.650000,48.240000,23.34,70,44.01,13.200000,25.440000,0.000000,31.06,31.07,23.33,31.07,220.08,55.33,0,85.21,0.000000

62,15:15-15:30,57,99.572982,53.060000,21.01,12.840000,4.080000,0,115.710000,3.880000,57.560000,0.000000,272.770000,161,28.270000,0,12.530000,16.090000,25.440000,69,77,38.94,38,10.500000,22.34,226.780000,48.240000,9.650000,48.240000,24,72,40.98,12.530000,25.440000,0.000000,31.16,31.17,24,31.17,204.89,57,0,80.21,0.000000

63,15:30-15:45,55,89.363366,82.000000,21.01,12.050000,4.080000,0,115.710000,3.880000,76.490000,0.000000,272.770000,151,28.770000,0,11.760000,16.090000,25.440000,64,71,36.6,36,10.500000,23,261.920000,48.240000,9.650000,48.240000,24.84,74.5,38.58,11.760000,25.440000,0.000000,31.16,31.17,24.83,31.17,192.93,55,0,74.82,0.000000

64,15:45-16:00,55.33,79.280396,100.500000,21.01,10.880000,4.080000,0,115.710000,3.880000,76.490000,0.000000,272.770000,137,28.770000,0,10.610000,16.090000,25.440000,58,65,33.92,32,10.500000,23,261.920000,48.240000,9.650000,48.240000,25.5,76.5,35.8,10.610000,25.440000,0.000000,31.5,31.5,25.5,31.5,178.98,55.33,0,69.15,0.000000

65,16:00-16:15,55.67,69.635816,100.500000,21.61,9.630000,4.180000,0,115.710000,4.030000,76.490000,0.000000,272.770000,123,28.770000,0,9.390000,16.090000,25.440000,52,58,30.86,29,10.590000,23,261.920000,48.240000,9.650000,48.240000,26,78,32.48,9.390000,25.440000,0.000000,31.66,31.67,26,31.67,162.43,55.67,0,63.23,0.000000

66,16:15-16:30,56,60.176334,100.500000,22.01,8.790000,4.180000,0,115.710000,4.030000,76.490000,0.000000,272.770000,109,28.770000,0,8.580000,16.090000,25.440000,46,51,27.67,26,10.590000,23,261.920000,48.240000,9.650000,48.240000,26.16,78.5,29.31,8.580000,25.440000,0.000000,32,32,26.17,32,146.55,56,0,57.01,0.000000

67,16:30-16:45,56,49.411424,100.500000,22.01,7.580000,4.180000,0,115.710000,4.030000,76.490000,0.000000,272.770000,91,29.280000,0,7.400000,16.090000,25.440000,39,45,24.15,22,10.590000,23,261.920000,48.240000,9.650000,48.240000,26.5,79.5,25.43,7.400000,25.440000,0.000000,32,32,26.5,32,127.16,56,0,50.49,0.000000

