Column1,Block,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/5143,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/6891,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/2563,GNA/SR/2025/03/01/7500,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,WR/2025/26427/A/59526,WR/2025/26582/A/59728,WR/2025/26499/A/59730,WR/2025/26426/A/59519,NR/2025/25159/A/59420,NR/2025/25706/C,NR/2025/25517/A/59819,NR/2025/25518/A/59820,NR/2025/25707/C,NR/2025/25516/A/59818,GNARE/NR/2024/12/20/3668,Total
8,01:45-02:00,6.75,8.67,23.41,237.82,6.46,32,23.41,17.35,79.27,25.87,23.41,200,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,943.2400000000001

9,02:00-02:15,6.75,8.67,23.41,237.82,6.36,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.1400000000001

10,02:15-02:30,6.75,8.67,23.41,237.82,6.36,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.1400000000001

11,02:30-02:45,6.75,8.67,23.41,237.82,6.36,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.1400000000001

12,02:45-03:00,6.75,8.67,23.41,237.82,6.36,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.1400000000001

13,03:00-03:15,6.75,8.67,23.41,237.82,6.27,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.0500000000001

14,03:15-03:30,6.75,8.67,23.41,237.82,6.27,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.0500000000001

15,03:30-03:45,6.75,8.67,23.41,237.82,6.27,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.0500000000001

16,03:45-04:00,6.75,8.67,23.41,237.82,6.27,32,23.41,17.35,79.27,25.87,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,743.0500000000001

17,04:00-04:15,6.75,8.67,23.41,237.82,6.18,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,739.07

18,04:15-04:30,6.75,8.67,23.41,237.82,6.18,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,739.07

19,04:30-04:45,6.75,8.67,23.41,237.82,6.18,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,739.07

20,04:45-05:00,6.75,8.67,23.41,237.82,6.18,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.43,0,0,0,0,0,0,739.07

21,05:00-05:15,6.75,8.67,23.41,237.82,5.99,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.48,0,0,0,0,0,0,738.9300000000002

22,05:15-05:30,6.75,8.67,23.41,237.82,5.99,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.48,0,0,0,0,0,0,738.9300000000002

23,05:30-05:45,6.75,8.67,23.41,237.82,5.99,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.48,0,0,0,0,0,0,738.9300000000002

24,05:45-06:00,6.75,8.67,23.41,237.82,5.99,26.99,23.41,17.35,79.27,26.99,23.41,0,0,0,42,24.09,24.09,0,168.21,0.48,0,0,0,0,0,0,738.9300000000002

25,06:00-06:15,6.75,8.67,23.41,0,5.81,26.99,23.41,17.35,0,26.99,23.41,0,0,0,42,0,0,0,168.21,0.53,0,0,0,0,0,0,373.53

26,06:15-06:30,6.75,8.67,23.41,0,5.81,26.99,23.41,17.35,0,26.99,23.41,0,0,0,42,0,0,0,168.21,0.53,0,0,0,0,0,0,373.53

27,06:30-06:45,6.75,8.67,23.41,0,5.81,26.99,23.41,17.35,0,26.99,23.41,0,0,0,42,0,0,0,168.21,0.53,0,0,0,0,0,0.04,373.57

28,06:45-07:00,6.75,8.67,23.41,0,5.81,25.87,23.41,17.35,0,32,23.41,0,0,0,42,0,0,0,168.21,0.53,0,0,0,0,0,0.08,377.49999999999994

29,07:00-07:15,6.75,8.67,28.91,0,5.71,25.87,28.91,17.35,0,32,28.91,0,0,0,0,0,0,40.48,168.21,0.58,0,0,0,0,0,0.4,392.74999999999994

30,07:15-07:30,6.75,8.67,28.91,0,5.71,25.87,28.91,17.35,0,32,28.91,0,0,0,0,0,0,40.48,168.21,0.58,0,0,0,0,0,2.83,395.17999999999995

31,07:30-07:45,6.75,8.67,28.91,0,5.71,25.87,28.91,17.35,0,32,28.91,0,0,0,0,0,0,40.48,168.21,0.58,0,0,0,0,0,5.83,398.17999999999995

32,07:45-08:00,6.75,8.67,28.91,0,5.71,25.87,28.91,17.35,0,32,28.91,0,0,0,0,0,0,40.48,168.21,0.58,0,0.02,0.02,0,0.04,13.2,405.62999999999994

33,08:00-08:15,6.75,8.67,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.96,0,0.19,0.12,0,0.24,23.5,253.35000000000002

34,08:15-08:30,6.75,8.67,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.96,0,0.4,0.24,0,0.49,31.77,262.20000000000005

35,08:30-08:45,6.75,14.6,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.96,0,0.6,0.38,0,0.75,40.54,277.5

36,08:45-09:00,6.75,14.6,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.96,0,0.76,0.48,0,1.05,49.05,286.57

37,09:00-09:15,6.75,6.75,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.77,0.48,38.55,1.06,57.34,340

38,09:15-09:30,6.75,6.75,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.77,0.58,38.55,1.06,65.15,347.9100000000001

39,09:30-09:45,6.75,6.75,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.87,0.58,38.55,1.06,72.4,355.26

40,09:45-10:00,6.75,6.75,31.8,0,5.71,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.77,0.48,38.55,1.06,78.84,361.5

41,10:00-10:15,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.67,0.48,38.55,1.06,84.93,367.40999999999997

42,10:15-10:30,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.77,0.48,38.55,1.16,89.79,372.47

43,10:30-10:45,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.77,0.58,38.55,1.16,98.38,381.16

44,10:45-11:00,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.87,0.58,38.55,1.16,98.67,381.55000000000007

45,11:00-11:15,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.87,0.58,38.55,1.25,98.67,396.09999999999997

46,11:15-11:30,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.87,0.58,38.55,1.25,98.67,396.09999999999997

47,11:30-11:45,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.87,0.58,38.55,1.25,98.67,396.09999999999997

48,11:45-12:00,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.87,0.58,38.55,1.25,98.67,396.09999999999997

49,12:00-12:15,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.58,38.55,1.25,98.67,396.18999999999994

50,12:15-12:30,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.87,0.58,38.55,1.25,98.67,396.09999999999997

51,12:30-12:45,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.77,0.58,38.55,1.25,98.67,395.99999999999994

52,12:45-13:00,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.58,38.55,1.25,98.67,396.18999999999994

53,13:00-13:15,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.58,38.55,1.25,98.67,396.18999999999994

54,13:15-13:30,6.75,6.75,36.62,0,5.63,26.99,36.62,17.35,0,26.99,36.62,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.58,38.55,1.25,98.67,396.18999999999994

55,13:30-13:45,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.58,38.55,1.25,98.67,381.73

56,13:45-14:00,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.67,38.55,1.25,98.67,381.82

57,14:00-14:15,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.67,38.55,1.25,98.67,381.72

58,14:15-14:30,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.67,38.55,1.25,98.67,381.72

59,14:30-14:45,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.58,38.55,1.25,98.67,381.63000000000005

60,14:45-15:00,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.92,14.46,0.96,0.58,38.55,1.25,98.67,381.63000000000005

61,15:00-15:15,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.67,14.46,0.96,0.67,38.55,1.25,98.67,381.47

62,15:15-15:30,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.67,14.46,0.96,0.67,38.55,1.25,92.37,375.17

63,15:30-15:45,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.67,14.46,0.96,0.67,38.55,1.25,86.76,369.56

64,15:45-16:00,6.75,6.75,31.8,0,5.53,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.67,14.46,0.96,0.67,38.55,1.25,80.74,363.54

65,16:00-16:15,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.53,14.46,0.96,0.48,38.55,1.25,74.45,357.02

66,16:15-16:30,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.53,14.46,0.96,0.58,38.55,1.25,67.78,350.45000000000005

67,16:30-16:45,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.53,14.46,0.88,0.62,38.55,1.14,60.3,342.82

68,16:45-17:00,6.75,6.75,31.8,0,5.63,26.99,31.8,17.35,0,26.99,31.8,0,0,0,0,0,0,40.48,0,0.53,14.46,0.72,0.5,38.55,0.93,52.68,334.71000000000004

69,17:00-17:15,6.75,6.75,36.62,0,5.71,26.99,36.62,17.35,0,26.99,36.62,0,100,0,0,0,0,40.48,0,0.53,0,0.39,0.33,0,0.66,44.54,387.33

70,17:15-17:30,6.75,6.75,36.62,0,5.71,26.99,36.62,17.35,0,26.99,36.62,0,100,0,0,0,0,40.48,0,0.53,0,0.25,0.18,0,0.43,37.08,379.34999999999997

71,17:30-17:45,6.75,6.75,36.62,0,5.71,26.99,36.62,17.35,0,26.99,36.62,0,100,0,0,0,0,40.48,0,0.53,0,0.13,0.09,0,0.19,28.71,370.5299999999999

72,17:45-18:00,6.75,6.75,36.62,0,5.71,26.99,36.62,17.35,0,26.99,36.62,0,100,0,0,0,0,40.48,0,0.53,0,0,0,0,0,19.76,361.16999999999996

73,18:00-18:15,6.75,6.75,36.62,0,5.91,26.99,36.62,17.35,0,26.99,36.62,0,100,50,0,0,0,40.48,0,0.53,0,0,0,0,0,14.33,405.94

74,18:15-18:30,6.75,6.75,36.62,0,5.91,26.99,36.62,17.35,0,26.99,36.62,0,100,50,0,0,0,40.48,0,0.53,0,0,0,0,0,8.13,399.74

75,18:30-18:45,6.75,6.75,36.62,0,5.91,32,36.62,17.35,0,0,36.62,50,100,50,0,0,0,40.48,0,0.53,0,0,0,0,0,3.28,422.90999999999997

76,18:45-19:00,6.75,6.75,36.62,0,5.91,31,36.62,17.35,0,0,36.62,50,100,50,0,0,0,40.48,0,0.53,0,0,0,0,0,0.5,419.13

77,19:00-19:15,6.75,6.75,36.62,0,6.09,31,36.62,17.35,0,0,36.62,50,100,50,0,0,0,40.48,0,0.63,0,0,0,0,0,0.17,419.08

78,19:15-19:30,6.75,6.75,36.62,0,6.09,31,36.62,17.35,0,0,36.62,50,100,50,0,0,0,40.48,0,0.63,0,0,0,0,0,0,418.90999999999997

79,19:30-19:45,6.75,6.75,36.62,0,6.09,31,36.62,17.35,0,0,36.62,50,100,50,0,0,0,40.48,0,0.63,0,0,0,0,0,0,418.90999999999997

80,19:45-20:00,6.75,6.75,36.62,0,6.09,31,36.62,17.35,0,0,36.62,50,100,50,0,0,0,40.48,0,0.63,0,0,0,0,0,0,418.90999999999997

81,20:00-20:15,6.75,6.75,36.62,0,6.27,0,36.62,17.35,0,0,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,461.27000000000004

82,20:15-20:30,6.75,6.75,36.62,0,6.27,0,36.62,17.35,0,0,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,461.27000000000004

83,20:30-20:45,6.75,6.75,36.62,0,6.27,9.25,36.62,17.35,0,9.25,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,479.77000000000004

84,20:45-21:00,6.75,6.75,36.62,0,6.27,9.25,36.62,17.35,0,9.25,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,479.77000000000004

85,21:00-21:15,6.75,6.75,36.62,0,6.46,21.85,36.62,17.35,0,21.85,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,505.16

86,21:15-21:30,6.75,6.75,36.62,0,6.46,21.85,36.62,17.35,0,21.85,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,505.16

87,21:30-21:45,6.75,6.75,36.62,0,6.46,21.85,36.62,17.35,0,21.85,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,505.16

88,21:45-22:00,6.75,6.75,36.62,0,6.46,21.85,36.62,17.35,0,21.85,36.62,50,100,75,0,0,0,40.48,48.18,0.63,0,0,0,0,0,0,505.16

89,22:00-22:15,6.75,6.75,36.62,237.82,6.55,21.85,36.62,17.35,79.27,21.85,36.62,50,100,75,0,24.09,24.09,40.48,48.18,0.53,0,0,0,0,0,0,870.4200000000001

90,22:15-22:30,6.75,6.75,36.62,237.82,6.55,17.05,36.62,17.35,79.27,17.05,36.62,50,100,75,0,24.09,24.09,40.48,48.18,0.53,0,0,0,0,0,0,860.82

91,22:30-22:45,6.75,6.75,36.62,237.82,6.55,17.05,36.62,17.35,79.27,17.05,36.62,50,100,75,0,24.09,24.09,40.48,48.18,0.53,0,0,0,0,0,0,860.82

92,22:45-23:00,6.75,6.75,36.62,237.82,6.55,17.05,36.62,17.35,79.27,17.05,36.62,50,100,75,0,24.09,24.09,40.48,48.18,0.53,0,0,0,0,0,0,860.82

93,23:00-23:15,6.75,6.75,36.62,237.82,6.55,26.99,36.62,17.35,79.27,26.99,36.62,50,0,75,0,24.09,24.09,40.48,48.18,0.48,0,0,0,0,0,0,780.6500000000001

94,23:15-23:30,6.75,6.75,36.62,237.82,6.55,26.99,36.62,17.35,79.27,26.99,36.62,50,0,75,0,24.09,24.09,40.48,48.18,0.48,0,0,0,0,0,0,780.6500000000001

95,23:30-23:45,6.75,6.75,36.62,237.82,6.55,26.99,36.62,17.35,79.27,26.99,36.62,50,0,75,0,24.09,24.09,40.48,48.18,0.48,0,0,0,0,0,0,780.6500000000001

96,23:45-24:00,6.75,6.75,36.62,237.82,6.55,26.99,36.62,17.35,79.27,26.99,36.62,50,0,75,0,24.09,24.09,40.48,48.18,0.48,0,0,0,0,0,0,780.6500000000001

