Block,Time,L_NR_2020_02,LT-59,L_NR_2023_04,LT-36,L_NR_2012_07,LT-35,LT-05,L_NR_2012_04,L_NR_2012_02,SH-07,LT-31,SH-06,L_NR_2012_01,L_NR_2019_11,L_NR_2021_16,L_NR_2020_06,L_NR_2022_09,L_NR_2019_07,L_NR_2021_13,L_NR_2018_61,L_NR_2019_05,L_NR_2020_07,L_NR_2022_08,L_NR_2019_06,L_NR_2021_15,L_NR_2022_10,L_NR_2020_05,L_NR_2019_19,L_NR_2021_17,L_NR_2021_12,L_NR_2021_14
12,02:45-03:00,11.880000,10.330000,26.070000,0.000000,74.030000,0.000000,70.440000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.32,13.67,0,0,42.47,0,7.33,6.51,0,0,13.67,21.97,0,0,0,0

13,03:00-03:15,11.880000,10.330000,26.070000,0.000000,41.010000,0.000000,70.440000,271.520000,186.960000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.27,13.66,0,0,42.87,0,7.27,6.65,0,0,13.66,21.82,0,0,0,0

14,03:15-03:30,11.880000,10.330000,26.070000,0.000000,41.010000,0.000000,70.440000,271.520000,167.620000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.32,18.17,0,0,42.54,0,7.32,6.37,0,0,18.17,21.95,0,0,0,0

15,03:30-03:45,11.880000,10.330000,26.070000,0.000000,41.010000,0.000000,70.440000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.25,18.14,0,0,42.31,0,7.26,6.41,0,0,18.14,21.75,0,0,0,0

16,03:45-04:00,11.880000,10.330000,26.070000,0.000000,41.010000,0.000000,70.440000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.29,18.13,0,0,41.65,0,7.29,6.51,0,0,18.13,21.88,0,0,0,0

17,04:00-04:15,11.880000,10.330000,26.070000,0.000000,40.360000,0.000000,70.440000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.23,18.08,0,0,41.54,0,7.23,6.55,0,0,18.08,21.69,0,0,0,0

18,04:15-04:30,11.880000,10.330000,25.100000,0.000000,40.360000,0.000000,70.440000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.19,18.14,0,0,41.28,0,7.2,6.54,0,0,18.14,21.58,0,0,0,0

19,04:30-04:45,11.880000,10.330000,25.100000,0.000000,33.770000,0.000000,66.270000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.3,18.08,0,0,42.67,0,7.3,6.62,0,0,18.08,21.9,0,0,0,0

20,04:45-05:00,11.880000,10.330000,25.100000,0.000000,33.770000,0.000000,66.270000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.33,22.11,0,0,42.71,0,7.32,6.45,0,0,22.11,21.99,0,0,0,0

21,05:00-05:15,11.880000,10.330000,25.100000,0.000000,33.770000,0.000000,66.270000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.17,21.58,0,0,42.68,0,7.18,6.44,0,0,21.58,21.52,0,0,0,0

22,05:15-05:30,11.880000,10.330000,26.070000,0.000000,33.770000,0.000000,66.270000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.33,20.99,0,0,42.63,0,7.31,6.56,0,0,20.99,21.98,0,0,0,0

23,05:30-05:45,11.880000,10.330000,25.100000,0.000000,33.770000,0.000000,66.270000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.22,20.4,0,0,42.79,0,7.23,6.58,0,0,20.4,21.67,0.253682,0,0,0

24,05:45-06:00,11.880000,10.330000,25.100000,0.000000,33.770000,0.000000,66.270000,271.520000,138.660000,0.000000,0.000000,0.000000,101.130000,10.750000,0.67,7.24,13,0,0.03,42.69,0,7.23,6.52,0,0,13,21.71,2.302652,0.33,0.14,0

25,06:00-06:15,11.880000,10.330000,26.070000,0.000000,33.770000,0.000000,66.270000,271.520000,138.600000,0.000000,0.000000,0.000000,101.130000,10.750000,1.33,7.32,13.22,1.26,0.39,42.72,8.88,7.31,6.35,5.52,0.56,13.22,21.94,5.454163,0.67,1.94,0.03

26,06:15-06:30,11.880000,10.330000,27.030000,0.420000,33.770000,0.420000,66.270000,271.520000,111.020000,0.000000,0.420000,0.000000,101.130000,10.750000,3.33,7.24,13.29,1.93,1.28,42.48,16.78,7.24,6.48,13.8,1.48,13.29,21.73,8.68373,1.67,6.38,0.03

27,06:30-06:45,11.880000,10.330000,27.030000,0.840000,33.770000,0.840000,70.440000,271.520000,120.680000,0.000000,0.840000,0.000000,101.130000,10.750000,7.33,6.32,13.04,5.47,2.45,42.82,25.48,6.33,5.46,23,2.89,13.04,18.97,12.284063,3.67,12.24,0.33

28,06:45-07:00,11.880000,10.330000,25.100000,1.330000,33.770000,1.330000,70.440000,271.520000,106.190000,0.000000,1.330000,0.000000,101.130000,10.750000,11.33,6.28,13.24,10.02,3.85,42.82,33,6.27,5.49,33,4.48,13.24,18.83,16.020994,5.67,19.25,1

29,07:00-07:15,11.880000,10.330000,26.070000,1.990000,33.770000,1.990000,70.440000,271.520000,106.190000,0.000000,1.990000,0.000000,101.130000,10.750000,14.67,6.26,13.19,15.49,5.48,42.85,33,6.25,5.47,33,6.48,13.19,18.76,19.875009,7.33,27.39,4

30,07:15-07:30,11.880000,10.330000,26.070000,2.740000,33.770000,2.740000,70.440000,231.700000,106.190000,0.000000,2.740000,0.000000,101.130000,10.750000,21.33,6.29,13.24,22.78,7.41,43.01,32.76,6.3,5.41,32.76,8.81,13.24,18.88,23.699753,10.67,37.08,8.33

31,07:30-07:45,11.880000,10.330000,25.100000,3.590000,33.770000,3.590000,70.440000,231.700000,106.190000,0.000000,3.590000,0.000000,101.130000,10.750000,28,6.29,13.01,30.67,9.92,42.82,30.67,6.28,5.19,30.66,11.33,13.01,18.86,26.73418,14,49.63,13.47

32,07:45:08:00,11.880000,10.330000,25.100000,4.640000,33.770000,4.640000,70.440000,231.700000,106.190000,0.000000,4.640000,0.000000,72.160000,10.750000,21.33,5.46,13.28,31,12.61,42.92,31,5.45,5.24,31,14.02,13.28,16.38,30.032046,10.67,63.07,20.17

33,08:00-08:15,11.880000,10.330000,25.100000,5.610000,33.770000,5.610000,70.440000,231.700000,106.190000,0.000000,5.610000,0.000000,48.270000,10.750000,26,5.5,13.02,32.33,17.82,42.99,32.33,5.5,5.47,32.34,20.15,13.02,16.5,33.544566,13,89.08,29.53

34,08:15-08:30,11.880000,10.330000,25.100000,6.630000,33.770000,6.630000,70.440000,231.700000,106.190000,0.000000,6.630000,0.000000,48.270000,10.750000,30,5.47,4.94,32.33,21.43,42.92,32.33,5.46,5.42,32.34,23.55,4.94,16.4,37.320525,15,107.17,36.9

35,08:30-08:45,11.880000,10.330000,27.030000,7.620000,33.770000,7.620000,70.440000,231.700000,106.190000,0.000000,7.620000,0.000000,48.270000,10.750000,34,5.39,4.7,32.33,25.04,42.83,32.33,5.39,5.32,32.34,26.74,4.7,16.17,41.535549,17,125.21,45.27

36,08:45:09:00,11.880000,10.330000,28.000000,8.380000,33.770000,8.380000,70.440000,193.080000,106.190000,0.000000,8.380000,0.000000,48.270000,10.750000,39.34,5.36,4.93,32.33,28.74,42.96,32.33,5.37,5.22,32.34,29.56,4.93,16.09,46.316479,19.66,143.72,52.87

37,09:00:09:15,11.880000,10.330000,29.930000,8.950000,33.770000,8.950000,70.440000,149.330000,106.190000,0.000000,8.950000,0.000000,48.270000,10.750000,42.67,5.44,4.84,32.33,29.43,43.07,32.33,5.43,5.5,32.34,32.06,4.84,16.31,51.175465,21.33,147.18,59.23

38,09:15-09:30,11.880000,10.330000,28.960000,9.410000,33.770000,9.410000,70.440000,231.700000,106.190000,0.000000,9.410000,0.000000,48.270000,10.750000,46,5.39,4.9,32.33,32.79,43.04,32.33,5.38,3.48,32.34,34.24,4.9,16.16,55.205106,23,163.93,64.2

39,09:30-09:45,11.880000,10.330000,29.930000,9.710000,33.770000,9.710000,70.440000,271.520000,106.190000,0.000000,9.710000,0.000000,48.270000,10.750000,50,5.87,4.85,32.33,35.08,43.2,32.33,5.87,3.44,32.34,33.02,4.85,17.6,57.995608,25,175.42,67.29

40,09:45-10:00,11.880000,10.330000,29.930000,9.880000,33.770000,9.880000,70.440000,271.520000,106.190000,0.000000,9.880000,0.000000,48.270000,10.750000,54,5.58,4.94,32.33,37.7,43.2,32.33,5.59,3.71,32.34,35.03,4.94,16.75,60.29826,27,188.53,72.48

41,10:00-10:15,11.880000,10.330000,30.890000,10.080000,33.770000,10.080000,70.440000,271.520000,156.230000,0.000000,10.080000,0.000000,77.230000,10.750000,61.34,5.21,4.82,32.33,40.55,43.18,32.33,5.21,3.56,32.34,36.71,4.82,15.63,62.269174,30.66,202.75,76.85

42,10:15-10:30,11.880000,10.330000,29.930000,10.240000,33.770000,10.240000,70.440000,271.520000,156.230000,0.000000,10.240000,0.000000,77.230000,10.750000,56.67,5.64,4.84,32.33,40.09,43.07,32.33,5.66,3.41,32.34,38.05,4.84,16.93,63.61564,28.33,200.47,50.22

43,10:30-10:45,11.880000,10.330000,29.930000,10.290000,33.770000,10.290000,70.440000,271.520000,171.580000,0.000000,10.290000,0.000000,101.130000,10.750000,60,6.76,4.72,32.33,41.76,43.08,32.33,6.77,3.71,32.34,38.7,4.72,20.3,64.913321,30,208.8,56.27

44,10:45-11:00,11.880000,10.330000,29.930000,10.360000,33.770000,10.360000,70.440000,271.520000,171.580000,0.000000,10.360000,0.000000,101.130000,10.750000,63.34,6.79,13.4,32.33,43.1,43.07,32.33,6.79,7.28,32.34,39.18,13.4,20.38,66.64031,31.66,215.52,60.99

45,11:00-11:15,11.880000,10.330000,29.930000,10.420000,33.770000,10.420000,66.270000,271.520000,181.230000,0.000000,10.420000,0.000000,101.130000,10.750000,66.67,6.76,13.45,32.67,43.1,43.1,32.67,6.76,7.23,32.66,32.54,13.45,20.27,68.250215,33.33,215.52,67.29

46,11:15-11:30,11.880000,10.330000,30.890000,10.420000,33.770000,10.420000,66.270000,271.520000,181.230000,0.000000,10.420000,0.000000,101.130000,10.750000,88,6.73,13.54,32.67,43.1,43.14,32.67,6.74,7.24,32.66,32.7,13.54,20.19,68.903934,44,215.52,86.7

47,11:30-11:45,11.880000,10.330000,30.890000,10.390000,33.770000,10.390000,66.270000,271.520000,181.230000,0.000000,10.390000,0.000000,101.130000,10.750000,88,6.82,13.64,32.67,43.1,43.16,32.67,6.82,7.15,32.66,31.22,13.64,20.47,69.889391,44,215.52,86.7

48,11:45-12:00,11.880000,10.330000,31.860000,10.410000,33.770000,10.410000,66.270000,271.520000,186.350000,0.000000,10.410000,0.000000,101.130000,10.750000,88,6.78,13.55,32.67,40.93,43.21,32.67,6.79,7.13,32.66,29.67,13.55,20.35,71.918847,44,204.63,86.7

49,12:00-12:15,11.880000,10.330000,29.930000,10.420000,33.770000,10.420000,66.270000,231.700000,138.080000,0.000000,10.420000,0.000000,72.160000,10.750000,88,6.6,13.57,32.67,40.93,43.08,32.67,6.61,6.92,32.66,40,13.57,19.81,70.757764,44,204.63,86.7

50,12:15-12:30,11.880000,10.330000,30.890000,10.420000,33.770000,10.420000,66.270000,193.080000,110.360000,0.000000,10.420000,0.000000,53.210000,10.750000,88,6.59,14.23,32.67,40.93,43.11,32.67,6.6,6.83,32.66,39.44,14.23,19.77,72.465239,44,204.63,86.7

51,12:30-12:45,11.880000,10.330000,29.930000,10.430000,33.770000,10.430000,66.270000,193.080000,110.360000,0.000000,10.430000,0.000000,53.210000,10.750000,88,6.77,13.42,32.67,40.93,43.18,32.67,6.78,6.41,32.66,39.11,13.42,20.32,71.12853,44,204.63,86.7

52,12:45-13:00,11.880000,10.330000,31.860000,10.420000,33.770000,10.420000,66.270000,193.080000,110.360000,0.000000,10.420000,0.000000,53.210000,10.750000,88,6.71,13.47,32.67,40.93,43.15,32.67,6.71,6.51,32.66,38.67,13.47,20.14,74.143443,44,204.63,86.67

53,13:00-13:15,11.880000,10.330000,30.890000,10.410000,33.770000,10.410000,66.270000,193.080000,110.360000,0.000000,10.410000,0.000000,53.210000,10.750000,89.34,6.72,13.36,32.67,45.83,43.03,32.67,6.72,6.55,32.66,37.99,13.36,20.16,75.177685,44.66,229.17,86.58

54,13:15-13:30,11.880000,10.330000,29.930000,10.370000,33.770000,10.370000,66.270000,193.080000,110.360000,0.000000,10.370000,0.000000,53.210000,10.750000,89.34,6.72,13.53,32.67,45.83,43.1,32.67,6.73,6.54,32.66,39.18,13.53,20.17,75.528937,44.66,229.17,86.54

55,13:30-13:45,11.880000,10.330000,28.960000,10.320000,33.770000,10.320000,66.270000,231.700000,110.360000,0.000000,10.320000,0.000000,53.210000,10.750000,89.34,6.68,13.57,32.67,45.83,43.06,32.67,6.69,6.62,32.66,38.9,13.57,20.05,85.656703,44.66,229.17,86.58

56,13:45-14:00,11.880000,10.330000,28.960000,10.300000,33.770000,10.300000,66.270000,271.520000,110.360000,0.000000,10.300000,0.000000,53.210000,10.750000,88,6.68,13.61,32.67,45.83,43.09,32.67,6.69,6.99,32.66,33.66,13.61,20.05,83.968742,44,229.17,75.99

57,14:00-14:15,11.880000,10.330000,28.960000,10.290000,33.770000,10.290000,66.270000,271.520000,148.920000,0.000000,10.290000,0.000000,53.210000,10.750000,86.67,6.67,13.43,32.67,45.83,43.1,32.67,6.67,6.98,32.66,31.67,13.43,20,81.578277,43.33,229.17,75.24

58,14:15-14:30,11.880000,10.330000,28.000000,10.240000,47.240000,10.240000,66.270000,271.520000,148.920000,0.000000,10.240000,0.000000,53.210000,10.750000,83.34,6.7,13.72,32.67,45.83,43.15,32.67,6.7,7.1,32.66,29.52,13.72,20.1,78.514579,41.66,229.17,74.76

59,14:30-14:45,11.880000,10.330000,28.960000,10.230000,33.770000,10.230000,66.270000,271.520000,168.320000,0.000000,10.230000,0.000000,53.210000,10.750000,80,6.74,14.02,32.67,45.83,43.12,32.67,6.74,7.12,32.66,31.71,14.02,20.22,75.460638,40,229.17,73.87

60,14:45-15:00,11.880000,10.330000,28.000000,10.200000,33.770000,10.200000,66.270000,271.520000,206.880000,0.000000,10.200000,0.000000,53.210000,10.750000,41.34,6.7,14.32,32.67,45.83,43.04,32.67,6.7,7.06,32.66,33.3,14.32,20.11,72.123744,20.66,229.17,72.37

61,15:00-15:15,11.880000,10.330000,30.890000,10.160000,50.280000,10.160000,70.440000,271.520000,206.880000,0.000000,10.160000,0.000000,53.210000,10.750000,48,6.71,14.78,32.67,44.9,43.08,32.67,6.72,7.12,32.66,34.26,14.78,20.14,69.333242,24,224.51,68.94

62,15:15-15:30,11.880000,10.330000,29.930000,10.080000,50.280000,10.080000,70.440000,271.520000,206.880000,0.000000,10.080000,0.000000,53.210000,10.750000,49.34,6.74,15.15,32.67,42.34,42.97,32.67,6.73,7.09,32.66,34.68,15.15,20.21,65.986591,24.66,211.69,64.26

63,15:30-15:45,11.880000,10.330000,30.890000,9.930000,50.280000,9.930000,70.440000,271.520000,206.880000,0.000000,9.930000,0.000000,53.210000,10.750000,51.34,6.67,17.14,32.67,39.44,43,32.67,6.66,6,32.66,32.65,17.14,20,61.4691,25.66,197.18,60.64

64,15:45-16:00,11.880000,10.330000,29.930000,9.690000,50.280000,9.690000,70.440000,271.520000,206.880000,0.000000,9.690000,0.000000,53.210000,10.750000,52,6.67,17.87,32.67,37.22,43.19,32.67,6.66,6,32.66,30.5,17.87,20,55.673442,26,186.1,55.87

65,16:00-16:15,11.880000,10.330000,30.890000,9.230000,50.280000,9.230000,70.440000,271.520000,168.450000,0.000000,9.230000,0.000000,82.170000,10.750000,50.67,6.67,17.7,32.67,33.95,42.94,32.67,6.66,6,32.66,28.13,17.7,20,50.004625,25.33,169.77,50.88

66,16:15-16:30,11.880000,10.330000,31.860000,5.450000,50.280000,5.450000,70.440000,271.520000,168.450000,0.000000,5.450000,0.000000,101.130000,10.750000,6.67,6.67,19.05,32.67,30.97,42.84,32.67,6.66,6,32.66,25.55,19.05,20,44.287023,3.33,154.83,45.65

67,16:30-16:45,11.880000,10.330000,30.890000,5.260000,50.280000,5.260000,70.440000,271.520000,168.320000,0.000000,5.260000,0.000000,72.160000,10.750000,6.67,6.67,19.9,31.91,28.03,43.21,33,6.66,6.16,33,23.2,19.9,20,37.993758,3.33,140.16,40.32

68,16:45-17:00,11.880000,10.330000,30.890000,4.880000,50.280000,4.880000,70.440000,271.520000,168.320000,0.000000,4.880000,0.000000,53.210000,10.750000,7.33,6.67,21.39,22.78,25.41,43.08,33,6.66,6.87,33,20.74,21.39,20,31.398026,3.67,127.05,35.03

69,17:00-17:15,11.880000,10.330000,30.890000,4.310000,50.280000,4.310000,70.440000,271.520000,168.320000,0.000000,4.310000,0.000000,53.210000,10.750000,7.33,6.69,18.93,16.4,19.26,43.11,33,6.69,7.22,33,18.16,18.93,20.07,25.114518,3.67,96.3,28.09

70,17:15-17:30,11.880000,10.330000,30.890000,3.730000,50.280000,3.730000,70.440000,271.520000,168.320000,0.000000,3.730000,0.000000,53.210000,10.750000,0.67,6.86,19.05,10.94,15.93,43.18,33,6.87,7.33,31.28,15.57,19.05,20.59,19.728654,0.33,79.63,15

71,17:30-17:45,11.880000,10.330000,30.890000,2.890000,50.280000,2.890000,70.440000,271.520000,168.320000,0.000000,2.890000,0.000000,53.210000,10.750000,0.67,7.06,19.09,7.57,12.16,43.15,21.74,7.05,7.46,18.4,12.78,19.09,21.17,15.367275,0.33,60.79,13.33

72,17:45-18:00,11.880000,10.330000,28.960000,2.250000,50.280000,2.250000,70.440000,271.520000,168.320000,0.000000,2.250000,0.000000,53.210000,10.750000,2.67,7.22,19.24,2.34,9.25,43.03,12.44,7.22,7.27,11.04,10.09,19.24,21.66,11.474232,1.33,46.23,9.36

73,18:00-18:15,11.880000,10.330000,28.000000,1.720000,74.030000,1.720000,70.440000,271.520000,216.590000,0.000000,1.720000,0.000000,82.170000,10.750000,2,7.37,19.27,0,6.82,43.21,0,7.39,7.27,0,7.65,19.27,22.12,8.010497,1,34.09,6.24

74,18:15-18:30,11.880000,10.330000,28.000000,1.250000,74.030000,1.250000,94.680000,271.520000,235.170000,0.000000,1.250000,0.000000,101.130000,10.750000,4.67,7.6,30.51,0,5.07,43.08,0,7.61,7.31,0,5.5,30.51,22.81,5.083397,2.33,25.33,1.67

75,18:30-18:45,11.880000,10.330000,28.960000,0.590000,74.030000,0.590000,115.890000,271.520000,235.170000,0.000000,0.590000,0.000000,101.130000,10.750000,6.67,7.44,29.51,0,3.57,43.11,0,7.44,10.71,0,3.84,29.51,22.32,2.770988,3.33,17.83,0.84

76,18:45-19:00,11.880000,10.330000,28.000000,0.380000,74.030000,0.380000,115.890000,271.520000,235.170000,0.000000,0.380000,0.000000,101.130000,10.750000,4.67,7.41,28.97,0,2.25,43.18,0,7.39,10.63,0,2.41,28.97,22.22,1.307438,2.33,11.24,0.28

77,19:00-19:15,11.880000,10.330000,28.000000,0.200000,64.870000,0.200000,115.890000,271.520000,206.570000,0.000000,0.200000,0.000000,72.160000,10.750000,2,7.4,28.66,0,1.45,43.15,0,7.4,10.17,0,1.32,28.66,22.2,0.419551,1,7.26,0.03

78,19:15-19:30,11.880000,10.330000,28.000000,0.020000,64.870000,0.020000,115.890000,271.520000,206.570000,0.000000,0.020000,0.000000,53.100000,10.750000,0.67,13.16,25.14,0,0,43.03,0,13.17,9.85,0,0.41,25.14,39.49,0,0.33,0,0

79,19:30-19:45,11.880000,10.330000,28.000000,0.000000,64.870000,0.000000,115.890000,271.520000,206.570000,0.000000,0.000000,0.000000,53.100000,10.750000,1.33,12.76,24.45,0,0,43.1,0,12.78,9.5,0,0,24.45,38.29,0,0.67,0,0

80,19:45-20:00,11.880000,10.330000,28.000000,0.000000,64.870000,0.000000,115.890000,271.520000,206.570000,0.000000,0.000000,0.000000,53.100000,10.750000,0,12.34,25.5,0,0,43.06,0,12.32,14.07,0,0,25.5,37.01,0,0,0,0

81,20:00-20:15,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,82.060000,10.750000,0,11.76,32.32,0,0,43.09,0,11.76,13.72,0,0,32.32,35.28,0,0,0,0

82,20:15-20:30,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,10.89,31.54,0,0,43.1,0,10.89,12.86,0,0,31.54,32.67,0,0,0,0

83,20:30-20:45,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,9.83,32.04,0,0,43.15,0,9.83,12.02,0,0,32.04,29.5,0,0,0,0

84,20:45-21:00,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,9.35,32.49,0,0,43.12,0,9.34,11.49,0,0,32.49,28.04,0,0,0,0

85,21:00-21:15,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,9.53,32.02,0,0,42.42,0,9.51,10.74,0,0,32.02,28.58,0,0,0,0

86,21:15-21:30,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,9.76,31.46,0,0,40.25,0,9.76,10.66,0,0,31.46,29.28,0,0,0,0

87,21:30-21:45,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.76,18.78,0,0,41.75,0,7.75,7.72,0,0,18.78,23.28,0,0,0,0

88,21:45-22:00,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,8.56,20.42,0,0,43.62,0,8.56,7.41,0,0,20.42,25.68,0,0,0,0

89,22:00-22:15,11.880000,10.330000,28.960000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,8.27,20.23,0,0,43.62,0,8.27,7.1,0,0,20.23,24.82,0,0,0,0

90,22:15-22:30,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.91,19.73,0,0,43.62,0,7.91,6.83,0,0,19.73,23.73,0,0,0,0

91,22:30-22:45,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.63,19.21,0,0,43.62,0,7.63,6.76,0,0,19.21,22.9,0,0,0,0

92,22:45-23:00,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.75,20.55,0,0,43.62,0,7.75,6.67,0,0,20.55,23.26,0,0,0,0

93,23:00-23:15,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7.58,21.1,0,0,43.62,0,7.57,6.67,0,0,21.1,22.74,0,0,0,0

94,23:15-23:30,11.880000,10.330000,28.000000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7,19.03,0,0,43.62,0,7,8.85,0,0,19.03,21,0,0,0,0

95,23:30-23:45,11.880000,10.330000,27.030000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7,18.53,0,0,43.62,0,7,8.49,0,0,18.53,21,0,0,0,0

96,23:45-24:00,11.880000,10.330000,27.030000,0.000000,74.030000,0.000000,115.890000,271.520000,235.170000,0.000000,0.000000,0.000000,101.130000,10.750000,0,7,18.44,0,0,43.62,0,7,8.02,0,0,18.44,21,0,0,0,0

