Block,Time,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14
6,01:15-01:30,271.770000,4.370000,4.190000,85.250000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.850000,223.220000,13.63,0.000000,71.510000,0.000000,34.17,35.91,0,0,0,11.38,0,0,11.39,0,0,8.79,0,0,35.91,0

7,01:30-01:45,271.770000,4.370000,4.190000,85.250000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.850000,223.220000,13.46,0.000000,71.510000,0.000000,33.1,34.72,0,0,0,11.03,0,0,11.03,0,0,8.8,0,0,34.72,0

8,01:45-02:00,271.770000,4.370000,4.190000,85.250000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.850000,223.220000,13.63,0.000000,71.510000,0.000000,32.2,33.59,0,0,0,10.73,0,0,10.73,0,0,8.7,0,0,33.59,0

9,02:00-02:15,271.770000,4.370000,4.040000,85.250000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.850000,223.220000,13.75,0.000000,71.510000,0.000000,30.36,39.64,0,0,0,10.11,0,0,10.12,0,0,8.95,0,0,39.64,0

10,02:15-02:30,271.770000,4.370000,4.040000,85.250000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.850000,223.220000,13.77,0.000000,71.510000,0.000000,29.04,38.93,0,0,0,9.68,0,0,9.68,0,0,8.99,0,0,38.93,0

11,02:30-02:45,271.770000,4.370000,4.040000,85.250000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.850000,223.220000,15.64,0.000000,71.510000,0.000000,37.01,38.31,0,0,0,12.33,0,0,12.34,0,0,11.68,0,0,38.31,0

12,02:45-03:00,271.770000,4.370000,4.040000,85.250000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.850000,223.220000,15.05,0.000000,63.000000,0.000000,36,37.69,0,0,0,12,0,0,12,0,0,11.66,0,0,37.69,0

13,03:00-03:15,271.770000,4.370000,4.040000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.610000,198.730000,14.65,0.000000,63.000000,0.000000,29.19,36.04,0,0,0,9.72,0,0,9.73,0,0,11.34,0,0,36.04,0

14,03:15-03:30,271.770000,4.370000,4.040000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.610000,198.730000,14.5,0.000000,63.000000,0.000000,28.17,35.43,0,0,0,9.38,0,0,9.39,0,0,11.01,0,0,35.43,0

15,03:30-03:45,271.770000,4.370000,4.040000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.610000,173.300000,14.83,0.000000,48.800000,0.000000,28.15,36.84,0,0,0,9.38,0,0,9.38,0,0,10.68,0,0,36.84,0

16,03:45-04:00,271.770000,4.370000,4.040000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.610000,173.300000,15.19,0.000000,48.800000,0.000000,28.64,37.12,0,0,0,9.54,0,0,9.55,0,0,10.34,0,0,37.12,0

17,04:00-04:15,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.610000,173.300000,15.04,0.000000,48.800000,0.000000,28.79,29.34,0,0,0,9.58,0,0,9.6,0,0,10.01,0,0,29.34,0

18,04:15-04:30,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.610000,173.300000,14.65,0.000000,48.800000,0.000000,28.49,28.34,0,0,0,9.48,0,0,9.5,0,0,9.95,0,0,28.34,0

19,04:30-04:45,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,27.980000,26.080000,26.080000,0.000000,3.610000,173.300000,13.28,0.000000,48.800000,0.000000,28.25,29.67,0,0,0,9.41,0,0,9.42,0,0,9.68,0,0,29.67,0

20,04:45-05:00,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,27.980000,26.080000,26.080000,0.000000,3.610000,173.300000,11.47,0.000000,48.800000,0.000000,27.78,29.01,0,0,0,9.25,0,0,9.26,0,0,9.34,0,0,29.01,0

21,05:00-05:15,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,27.980000,26.080000,26.080000,0.000000,3.610000,173.300000,10.6,0.000000,48.800000,0.000000,31.26,28.34,0,0,0,10.42,0,0,10.42,0,0,8.68,0,0,28.34,0

22,05:15-05:30,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,27.980000,26.080000,26.080000,0.000000,3.610000,197.780000,10.43,0.000000,48.800000,0.000000,30.76,27.67,0,0,0,10.26,0,0,10.25,0,0,8.34,0,0,27.67,0

23,05:30-05:45,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.770000,197.780000,10.46,0.000000,48.800000,0.000000,30.26,33.01,0,0,0,10.08,0,0,10.09,0,0,10.01,0,0,33.01,0

24,05:45-06:00,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,28.950000,26.080000,26.080000,0.000000,3.770000,197.780000,11.2,0.000000,57.300000,0.000000,29.76,32.34,0,0,0,9.92,0,0,9.92,0,0,9.95,0,0,32.34,0

25,06:00-06:15,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,31.850000,26.080000,26.080000,0.000000,3.770000,197.780000,13.65,0.000000,57.300000,0.000000,29.26,31.67,1.21,0,0,9.76,0,0,9.75,0,0,9.68,0,0,31.67,0

26,06:15-06:30,271.770000,4.270000,3.880000,71.890000,0.000000,101.210000,31.850000,26.080000,26.080000,0.000000,3.770000,197.780000,13.05,0.000000,57.300000,0.000000,27.76,30.67,3.42,0,0,9.26,0,2,9.25,2.04,0,9.34,0,3,30.67,0

27,06:30-06:45,271.770000,4.270000,3.880000,71.890000,0.040000,101.210000,27.980000,26.080000,26.080000,0.040000,3.770000,197.780000,12.06,0.000000,57.300000,0.040000,34.01,29.67,8.55,1.48,0.64,11.33,0.41,2,11.34,5.85,0.32,8.68,0.08,4,29.67,0

28,06:45-07:00,271.770000,4.270000,3.880000,71.890000,0.260000,101.210000,27.980000,26.080000,26.080000,0.260000,3.770000,197.780000,11.66,0.000000,57.300000,0.270000,32.51,29.01,16.88,5.47,2.34,10.83,5.34,3,10.84,14.25,1.08,8.34,1.07,7,29.01,0

29,07:00-07:15,271.770000,4.270000,3.880000,71.890000,0.630000,101.210000,27.980000,26.080000,26.080000,0.630000,3.610000,197.780000,10.66,0.000000,57.300000,0.650000,31,28.67,29.78,12.29,5.27,10.34,13.56,6,10.33,26.29,2.55,8.01,2.71,11,28.67,3.2

30,07:15-07:30,271.770000,4.270000,3.880000,71.890000,1.130000,101.210000,26.050000,26.080000,26.080000,1.130000,3.610000,217.110000,9.66,0.000000,57.300000,1.160000,29.01,28.34,31.7,21,9,9.67,24.94,7,9.67,31.7,4.69,7.68,4.99,13,28.34,6.4

31,07:30-07:45,271.770000,4.270000,3.880000,71.890000,1.890000,101.210000,26.050000,26.080000,26.080000,1.890000,3.610000,217.110000,9.06,0.000000,57.300000,1.940000,32.51,27.34,31.16,39,16,10.83,39.95,11,10.84,31.17,7.47,7.34,7.99,21,27.34,10

32,07:45:08:00,271.770000,4.270000,3.880000,71.890000,2.960000,101.210000,26.050000,26.080000,26.080000,2.960000,3.610000,197.780000,9.04,0.000000,57.300000,3.040000,32.01,26.33,30.66,53,22,10.67,56.47,12,10.67,30.67,11.72,7,11.29,23,26.33,19.7

33,08:00-08:15,271.770000,4.270000,4.120000,67.640000,4.000000,101.210000,26.050000,26.080000,26.080000,4.000000,3.610000,197.780000,8.74,0.000000,48.800000,4.100000,31.51,25.01,31.84,67,28,10.51,75.23,15,10.5,31.83,15.27,7,15.04,29,25.01,26.74

34,08:15-08:30,271.770000,4.270000,4.120000,67.640000,5.230000,101.210000,26.050000,26.080000,26.080000,5.230000,3.610000,197.780000,8.46,0.000000,48.800000,5.370000,31.51,25.01,32.16,81,34,10.51,94.44,18,10.5,32.17,18.99,7,18.89,36,25.01,34.16

35,08:30-08:45,271.770000,4.270000,4.120000,67.640000,7.000000,101.210000,27.020000,26.080000,26.080000,7.000000,3.850000,197.780000,8.45,0.000000,48.800000,7.170000,25.01,24.67,32.16,95,40,8.33,112.77,21,8.34,32.17,22.66,7,22.55,42,24.67,41.55

36,08:45:09:00,271.770000,4.270000,4.120000,67.640000,8.380000,101.210000,27.020000,26.080000,26.080000,8.380000,3.850000,197.780000,8.66,0.000000,48.800000,8.600000,24.01,24.36,32.16,109,46,8.01,131.59,23,8,32.17,26.01,7,26.32,45,24.36,48.75

37,09:00:09:15,271.770000,4.270000,4.120000,67.640000,9.400000,101.210000,27.020000,25.530000,30.920000,9.400000,3.770000,173.300000,8.84,0.000000,48.800000,9.630000,23.5,24,32.34,123,52,7.84,148.95,26,7.83,32.33,29.02,7,29.79,53,24,55.53

38,09:15-09:30,271.770000,4.270000,4.120000,67.640000,10.630000,101.210000,27.020000,25.530000,30.920000,10.630000,3.770000,173.300000,8.92,0.000000,48.800000,10.890000,23.01,24,32.34,133,57,7.67,165.83,31,7.67,32.33,31.75,7,33.17,61,24,62.02

39,09:30-09:45,271.770000,4.270000,4.120000,117.890000,11.490000,101.210000,27.020000,25.530000,30.920000,11.490000,3.770000,198.730000,9.46,0.000000,63.000000,11.780000,22.5,24,32.34,147,63,7.5,181.47,31,7.5,32.33,34.19,7,36.29,62,24,68.16

40,09:45-10:00,271.770000,4.270000,4.120000,117.890000,12.340000,101.210000,27.980000,25.530000,30.920000,12.340000,3.770000,198.730000,10.29,0.000000,63.000000,12.640000,22.5,24,32.34,158,67,7.5,198.63,34,7.5,32.33,36.33,7,39.72,68,24,73.56

41,10:00-10:15,271.770000,4.270000,4.120000,117.890000,12.920000,101.210000,27.980000,25.530000,30.920000,12.920000,3.770000,198.730000,13.92,0.000000,63.000000,13.250000,22.5,24,32.34,168,72,7.5,210.29,37,7.5,32.33,38.19,7,42.06,75,24,78.56

42,10:15-10:30,271.770000,4.270000,4.120000,117.890000,13.530000,101.210000,27.980000,25.530000,30.920000,13.530000,3.770000,198.730000,14.08,0.000000,63.000000,13.880000,22.5,24,32.34,175,75,7.5,220.87,39,7.5,32.33,39.8,7,44.17,77,24,82.92

43,10:30-10:45,271.770000,4.270000,4.120000,117.890000,13.970000,101.210000,27.980000,25.530000,30.920000,13.970000,3.770000,198.730000,13.81,0.000000,63.000000,14.330000,22.5,24,32.34,186,79,7.5,229.17,40,7.5,32.33,40.25,7,45.83,80,24,84.83

44,10:45-11:00,271.770000,4.270000,4.120000,117.890000,14.370000,101.210000,27.980000,25.530000,30.920000,14.370000,3.770000,198.730000,14.34,0.000000,63.000000,14.740000,22.5,24,32.66,186,79,7.5,229.17,40,7.5,32.67,41.61,7,45.83,80,24,86.9

45,11:00-11:15,271.770000,4.180000,4.120000,117.890000,14.670000,101.210000,27.980000,25.530000,30.920000,14.670000,3.690000,194.230000,15.48,0.000000,63.000000,15.030000,22.5,24,32.66,189,81,7.5,229.17,40,7.5,32.67,43.17,7,45.83,80,24,87.78

46,11:15-11:30,271.770000,4.180000,4.120000,117.890000,14.670000,101.210000,27.980000,25.530000,30.920000,14.670000,3.690000,194.230000,16.48,0.000000,63.000000,15.030000,22.5,24,32.66,189,81,7.5,229.17,40,7.5,32.67,43.97,7,45.83,80,24,89.47

47,11:30-11:45,271.770000,4.180000,4.120000,117.890000,14.670000,101.210000,27.980000,25.530000,30.920000,14.670000,3.690000,194.230000,18.7,0.000000,63.000000,15.030000,22.5,20.76,32.66,193,82,7.5,229.17,40,7.5,32.67,44,7,45.83,80,20.76,89.66

48,11:45-12:00,271.770000,4.180000,4.120000,117.890000,14.670000,101.210000,27.980000,25.530000,30.920000,14.670000,3.690000,194.230000,19.94,0.000000,63.000000,15.030000,22.5,21.35,32.66,193,82,7.5,229.17,40,7.5,32.67,44,7,45.83,80,21.35,89.66

49,12:00-12:15,271.770000,4.180000,4.040000,117.890000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.770000,194.230000,12.6,0.000000,63.000000,15.030000,22.5,20.8,32.66,193,82,7.5,229.17,40,7.5,32.67,44,7,45.83,80,20.8,89.66

50,12:15-12:30,271.770000,4.180000,4.040000,117.890000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.770000,194.230000,12.99,0.000000,63.000000,15.030000,22.5,21.56,32.66,193,82,7.5,229.17,40,7.5,32.67,44,7,45.83,80,21.56,89.69

51,12:30-12:45,271.770000,4.180000,4.040000,117.890000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.770000,177.320000,13.85,0.000000,63.000000,15.030000,22.5,22.19,29.67,193,82,7.5,229.17,40,7.5,29.67,44,7,45.83,80,22.19,89.71

52,12:45-13:00,271.770000,4.180000,4.040000,117.890000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.770000,177.320000,13.49,0.000000,63.000000,15.030000,22.5,22.88,29.67,193,82,7.5,229.17,40,7.5,29.67,44,7,45.83,80,22.88,89.65

53,13:00-13:15,271.770000,4.180000,4.040000,117.890000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.850000,177.320000,14.52,0.000000,63.000000,15.030000,22.5,23.23,29.67,193,82,7.5,229.17,39,7.5,29.66,44,10.27,45.83,79,23.23,89.66

54,13:15-13:30,271.770000,4.180000,4.040000,117.890000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.850000,177.320000,14.17,0.000000,63.000000,15.030000,22.5,23.52,29.67,193,82,7.5,229.17,39,7.5,29.66,44,10.31,45.83,77,23.52,89.65

55,13:30-13:45,271.770000,4.180000,4.040000,111.760000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.850000,177.320000,19.68,0.000000,63.000000,15.030000,27.5,23.89,29.67,193,82,9.16,229.17,38,9.17,29.66,44,10.17,45.83,77,23.89,89.47

56,13:45-14:00,271.770000,4.180000,4.040000,111.760000,14.670000,101.210000,27.980000,30.920000,25.530000,14.670000,3.850000,177.320000,21.49,0.000000,63.000000,15.030000,27.5,24.24,29.67,193,82,9.16,229.17,38,9.17,29.66,42.5,10.11,45.83,76,24.24,88.32

57,14:00-14:15,271.770000,4.270000,4.120000,111.760000,14.300000,101.210000,30.880000,30.920000,25.530000,14.300000,4.000000,177.320000,22.12,0.000000,63.000000,14.660000,27.5,24.54,29.67,182,78,9.16,229.17,37,9.17,29.66,40.5,10.2,45.83,75,24.54,89.97

58,14:15-14:30,271.770000,4.270000,4.120000,111.760000,13.620000,101.210000,30.880000,30.920000,25.530000,13.620000,4.000000,177.320000,25.37,0.000000,63.000000,13.950000,27.5,24.78,29.67,175,75,9.16,229.17,35,9.17,29.66,39.5,10.07,45.83,71,24.78,88.68

59,14:30-14:45,271.770000,4.270000,4.120000,111.760000,13.190000,101.210000,30.880000,30.920000,23.350000,13.190000,4.000000,194.230000,28.52,0.000000,63.000000,13.520000,27.5,25,29.67,168,72,9.16,229.17,32,9.17,29.66,39.11,10.08,45.83,64,25,86.62

60,14:45-15:00,271.770000,4.270000,4.120000,111.760000,12.660000,101.210000,30.880000,30.920000,23.350000,12.660000,4.000000,194.230000,30.44,0.000000,63.000000,12.990000,27.5,25.23,29.67,161,69,9.16,229.17,32,9.17,29.66,37.21,10.32,45.83,65,25.23,84.69

61,15:00-15:15,271.770000,4.270000,4.270000,111.760000,11.860000,101.210000,30.880000,30.920000,23.350000,11.860000,4.000000,194.230000,32.08,0.000000,63.000000,12.160000,30.29,22.94,29.67,154,66,10.09,213.68,30,10.1,29.66,35.29,10.24,42.74,59,22.94,80.35

62,15:15-15:30,271.770000,4.270000,4.270000,111.760000,11.260000,101.210000,30.880000,30.920000,23.350000,11.260000,4.000000,194.230000,36.95,0.000000,63.000000,11.540000,30.18,23.26,29.67,144,61,10.05,200.23,27,10.06,29.66,33.11,10.25,40.04,53,23.26,75.53

63,15:30-15:45,271.770000,4.270000,4.270000,111.760000,10.420000,101.210000,30.880000,30.920000,23.350000,10.420000,4.000000,194.230000,37.41,0.000000,63.000000,10.680000,30.18,23.53,29.67,133,57,10.05,185.68,26,10.06,29.66,30.72,10.29,37.14,51,23.53,70.25

64,15:45-16:00,271.770000,4.270000,4.270000,111.760000,9.050000,101.210000,30.880000,30.920000,23.350000,9.050000,4.000000,194.230000,40.05,0.000000,71.510000,9.270000,30.18,23.87,29.67,123,52,10.05,170.48,23,10.06,29.66,28.14,10.16,34.09,45,23.87,64.28

65,16:00-16:15,271.770000,4.370000,4.440000,111.760000,7.760000,101.210000,31.850000,30.920000,23.350000,7.760000,4.220000,194.230000,39.06,0.000000,71.510000,7.960000,30.18,23.22,29.67,111,48,10.05,153.53,18,10.06,29.66,25.29,10.06,30.71,36,23.22,58.17

66,16:15-16:30,271.770000,4.370000,4.440000,111.760000,6.430000,101.210000,31.850000,30.920000,23.350000,6.430000,4.220000,194.230000,38.55,0.000000,71.510000,6.590000,30.18,22.54,29.67,98,42,10.05,136.09,17,10.06,29.66,23.12,10.1,27.22,33,22.54,51.74

67,16:30-16:45,271.770000,4.370000,4.440000,111.760000,4.990000,101.210000,31.850000,30.920000,23.350000,4.990000,4.220000,194.230000,37.21,0.000000,71.510000,5.120000,30.18,21.91,30.07,83,36,10.05,118.36,15,10.06,30.06,19.68,10.2,23.67,31,21.91,45.16

68,16:45-17:00,271.770000,4.370000,4.440000,111.760000,4.070000,101.210000,31.850000,30.920000,23.350000,4.070000,4.220000,194.230000,35.36,0.000000,71.510000,4.160000,30.18,21.26,33,73,31,10.05,99.91,12,10.06,33,15.94,10.17,19.98,25,21.26,38.22

69,17:00-17:15,271.770000,4.370000,4.440000,111.760000,2.930000,101.210000,31.850000,30.920000,23.350000,2.930000,4.220000,194.230000,34.34,0.000000,71.510000,3.000000,30.18,20.33,20.42,62,27,10.05,81.98,10,10.06,29.5,12,10.29,16.39,19,20.33,31.11

70,17:15-17:30,271.770000,4.370000,4.440000,111.760000,2.020000,101.210000,31.850000,30.920000,23.350000,2.020000,4.220000,194.230000,33.84,0.000000,71.510000,2.080000,30.18,19.58,10.45,49,21,10.05,63.24,9,10.06,15.84,9.82,10.14,12.65,18,19.58,24.18

71,17:30-17:45,271.770000,4.370000,4.440000,111.760000,1.250000,101.210000,31.850000,30.920000,23.350000,1.250000,4.220000,194.230000,34.24,0.000000,71.510000,1.290000,31.38,18.8,4.22,35,15,10.46,44.46,8,10.46,6.63,6.46,10.84,8.89,15,18.8,17.29

72,17:45-18:00,271.770000,4.370000,4.440000,111.760000,0.660000,101.210000,31.850000,30.920000,23.350000,0.660000,4.220000,194.230000,33.65,0.000000,71.510000,0.670000,31.57,18.04,0.65,25,10,10.53,28.91,6,10.52,1.12,3.79,11.12,5.78,11,18.04,11.14

73,18:00-18:15,271.770000,4.370000,4.440000,111.760000,0.240000,101.210000,31.850000,30.920000,0.000000,0.240000,4.450000,194.230000,33.32,0.000000,71.510000,0.240000,29.67,23.52,0,14,6,9.89,17.69,3,9.89,0,1.92,11.29,3.54,6,23.52,1.02

74,18:15-18:30,271.770000,4.370000,4.440000,111.760000,0.020000,101.210000,31.850000,30.920000,0.000000,0.020000,4.450000,194.230000,32.18,0.000000,71.510000,0.020000,29.04,22.86,0,7,3,9.68,8.92,2,9.68,0,0.6,11.51,1.78,3,22.86,0.34

75,18:30-18:45,271.770000,4.370000,4.440000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.450000,194.230000,30.42,0.000000,71.510000,0.000000,27.6,22.22,0,4,1,9.19,3.21,0,9.2,0,0,11.66,0.64,0,22.22,0

76,18:45-19:00,271.770000,4.370000,4.440000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.450000,194.230000,28.6,0.000000,71.510000,0.000000,26.47,21.6,0,0,0,8.82,0.26,0,8.82,0,0,11.82,0.05,0,21.6,0

77,19:00-19:15,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.450000,194.230000,26.92,0.000000,71.510000,0.000000,27.08,21.13,0,0,0,9.01,0,0,9.03,0,0,11.97,0,0,21.13,0

78,19:15-19:30,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.450000,194.230000,25.02,0.000000,71.510000,0.000000,26.88,20.65,0,0,0,8.96,0,0,8.96,0,0,12.17,0,0,20.65,0

79,19:30-19:45,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.450000,194.230000,23.17,0.000000,71.510000,0.000000,26.57,20.29,0,0,0,8.85,0,0,8.86,0,0,12.23,0,0,20.29,0

80,19:45-20:00,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.450000,194.230000,21.32,0.000000,71.510000,0.000000,25.84,19.81,0,0,0,8.62,0,0,8.61,0,0,12.27,0,0,19.81,0

81,20:00-20:15,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.220000,194.230000,21.21,0.000000,71.510000,0.000000,25.81,19.6,0,0,0,8.61,0,0,8.6,0,0,12.31,0,0,19.6,0

82,20:15-20:30,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.220000,194.230000,21.35,0.000000,71.510000,0.000000,26.02,19.4,0,0,0,8.68,0,0,8.67,0,0,12.36,0,0,19.4,0

83,20:30-20:45,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.220000,194.230000,20.65,0.000000,71.510000,0.000000,25.87,19.17,0,0,0,8.63,0,0,8.62,0,0,12.84,0,0,19.17,0

84,20:45-21:00,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,31.850000,30.920000,0.000000,0.000000,4.220000,194.230000,19.18,0.000000,71.510000,0.000000,25.65,18.99,0,0,0,8.54,0,0,8.55,0,0,13.34,0,0,18.99,0

85,21:00-21:15,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,30.880000,30.920000,0.000000,0.000000,4.000000,194.230000,18.36,0.000000,71.510000,0.000000,25.61,16.85,0,0,0,8.53,0,0,8.54,0,0,13.81,0,0,16.85,0

86,21:15-21:30,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,30.880000,30.920000,0.000000,0.000000,4.000000,194.230000,17.98,0.000000,71.510000,0.000000,25.81,17.1,0,0,0,8.61,0,0,8.6,0,0,14.36,0,0,17.1,0

87,21:30-21:45,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,30.880000,30.920000,0.000000,0.000000,4.000000,194.230000,16.39,0.000000,71.510000,0.000000,25.75,17.35,0,0,0,8.59,0,0,8.58,0,0,14.56,0,0,17.35,0

88,21:45-22:00,271.770000,4.460000,4.350000,111.760000,0.000000,101.210000,30.880000,30.920000,0.000000,0.000000,4.000000,194.230000,14.73,0.000000,71.510000,0.000000,25.08,17.52,0,0,0,8.35,0,0,8.36,0,0,14.75,0,0,17.52,0

89,22:00-22:15,271.770000,4.370000,4.350000,111.760000,0.000000,101.210000,29.920000,30.920000,0.000000,0.000000,4.000000,194.230000,13.86,0.000000,71.510000,0.000000,26.18,19.66,0,0,0,8.71,0,0,8.73,0,0,14.96,0,0,19.66,0

90,22:15-22:30,271.770000,4.370000,4.350000,111.760000,0.000000,101.210000,29.920000,30.920000,0.000000,0.000000,4.000000,194.230000,13.52,0.000000,71.510000,0.000000,28.01,20.18,0,0,0,9.32,0,0,9.34,0,0,15.16,0,0,20.18,0

91,22:30-22:45,271.770000,4.370000,4.190000,111.760000,0.000000,101.210000,29.920000,30.920000,0.000000,0.000000,4.000000,194.230000,14.05,0.000000,71.510000,0.000000,29.89,20.81,0,0,0,9.97,0,0,9.96,0,0,15.97,0,0,20.81,0

