Block,Time,L_NR_2019_07,L_NR_2021_14,L_NR_2021_12,L_NR_2021_15,L_NR_2019_19,L_NR_2022_08,L_NR_2020_05,L_NR_2021_17,L_NR_2022_10,L_NR_2021_13,L_NR_2019_06,L_NR_2022_09,L_NR_2020_07,L_NR_2018_61,L_NR_2021_16,L_NR_2019_05,L_NR_2020_06,LT-59,LT-36,LT-35,LT-05,L_NR_2023_04,L_NR_2019_11,SH-07,L_NR_2012_04,L_NR_2012_01,L_NR_2012_07,LT-31,SH-06,L_NR_2012_02,L_NR_2020_02
19,04:30-04:45,0,0,0,0,0,6.43,22.05,0,13.65,0,0,13.65,7.35,43.09,0,0,7.35,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.890000,271.520000,101.130000,64.870000,0.000000,25.510000,261.240000,11.880000

20,04:45-05:00,0,0,0,0,0,6.43,22.1,0,13.44,0,0,13.44,7.36,43.07,0,0,7.37,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.890000,271.520000,101.130000,64.870000,0.000000,25.510000,261.240000,11.880000

21,05:00-05:15,0,0,0,0,0,6.43,22.01,0,13.58,0,0,13.58,7.33,43.05,0,0,7.34,10.410000,0.000000,0.000000,94.680000,31.860000,0.000000,30.890000,271.520000,101.130000,64.870000,0.000000,25.510000,261.240000,11.880000

22,05:15-05:30,0,0,0,0,0,6.43,22.17,0,13.43,0,0,13.43,7.38,43.13,0,0,7.39,10.410000,0.000000,0.000000,66.270000,31.860000,0.000000,30.890000,271.520000,101.130000,64.870000,0.000000,25.510000,261.240000,11.880000

23,05:30-05:45,0,0.03,0,0,0,6.44,22.33,0,13.42,0,0,13.42,7.44,43.05,0,0,7.44,10.410000,0.000000,0.000000,66.270000,31.860000,0.000000,30.890000,271.520000,101.130000,64.870000,0.000000,25.510000,261.240000,11.880000

24,05:45-06:00,0,0.1,0.03,0,0.526824,6.45,22.45,0.33,13.51,0.01,0,13.51,7.49,43.14,0.67,0,7.48,10.410000,0.000000,0.000000,66.270000,31.860000,0.000000,30.890000,271.520000,101.130000,64.870000,0.000000,25.510000,261.240000,11.880000

25,06:00-06:15,1.46,1.27,0.69,0.12,2.087784,6.45,22.15,1,13.59,0.14,4.6,13.59,7.39,43.1,2,5,7.38,10.410000,0.000000,0.000000,66.270000,31.860000,0.000000,30.890000,271.520000,101.130000,74.030000,0.000000,25.510000,261.240000,11.880000

26,06:15-06:30,3.03,3,3.93,0.61,5.629212,6.46,22.42,1.33,13.41,0.79,10,13.41,7.47,43.08,2.67,10,7.47,10.410000,0.450000,0.440000,115.890000,31.860000,0.000000,30.890000,271.520000,101.130000,74.030000,0.440000,25.510000,261.240000,11.880000

27,06:30-06:45,8.08,0.3,9.03,1.75,10.43892,6.46,22.03,2,13.35,1.81,17,13.35,7.35,43.07,4,18,7.34,10.410000,0.930000,0.900000,115.890000,31.860000,0.000000,30.890000,271.520000,101.130000,74.030000,0.900000,25.510000,261.240000,11.880000

28,06:45-07:00,15.15,0.9,15.37,3.09,16.204716,6.49,22.27,3.67,13.45,3.07,32,13.45,7.43,43.19,7.33,28,7.42,10.410000,1.490000,1.450000,115.890000,31.860000,0.000000,30.890000,271.520000,101.130000,74.030000,1.450000,25.510000,261.240000,11.880000

29,07:00-07:15,22.22,3.6,23.1,5.09,22.6827,6.49,22.19,4.67,13.4,4.62,32.78,13.4,7.4,43.08,9.33,32.78,7.4,10.410000,2.210000,2.160000,107.360000,31.860000,0.000000,30.890000,271.520000,101.130000,59.030000,2.160000,25.510000,261.240000,11.880000

30,07:15-07:30,30.3,7.5,32.25,7.6,29.492388,6.49,22.13,5.67,13.56,6.45,30.32,13.56,7.37,43.19,11.33,30.33,7.38,10.410000,3.080000,3.000000,70.440000,31.860000,0.000000,30.890000,271.520000,101.130000,59.030000,3.000000,25.510000,261.240000,11.880000

31,07:30-07:45,30.5,12.12,44.17,9.51,37.648404,6.49,22.08,8.33,13.43,8.83,30.5,13.43,7.36,43.22,16.67,30.5,7.36,10.410000,4.050000,3.940000,70.440000,31.860000,0.000000,30.890000,271.520000,101.130000,49.890000,3.940000,25.510000,261.240000,11.880000

32,07:45:08:00,30.67,18.15,59.43,11.1,44.43858,6.51,22.41,10.33,13.47,11.89,30.66,13.47,7.47,43.21,20.67,30.67,7.47,10.410000,5.050000,4.930000,70.440000,31.860000,0.000000,30.890000,271.520000,101.130000,49.890000,4.930000,25.510000,261.240000,11.880000

33,08:00-08:15,32.17,26.58,83.64,21.22,51.238512,6.51,22.33,14.67,13.61,16.73,32.16,13.61,7.45,43.1,29.33,32.17,7.44,10.410000,6.050000,5.900000,70.440000,30.890000,0.000000,30.890000,271.520000,101.130000,49.890000,5.900000,25.510000,261.240000,11.880000

34,08:15-08:30,32.33,33.21,100.58,25.33,58.067712,6.53,22.22,16.33,13.52,20.12,32.34,13.52,7.39,43.16,32.67,32.33,7.41,10.410000,7.030000,6.860000,70.440000,30.890000,0.000000,30.890000,271.520000,101.130000,49.890000,6.860000,25.510000,261.240000,11.880000

35,08:30-08:45,32.33,40.74,119.76,28.84,65.355444,6.53,22.46,18.66,13.52,23.95,32.34,13.52,7.48,43.07,37.34,32.33,7.49,10.410000,8.000000,7.800000,70.440000,31.860000,0.000000,30.890000,271.520000,101.130000,49.890000,7.800000,25.510000,261.240000,11.880000

36,08:45:09:00,32.33,47.58,137.72,31.64,72.58464,6.53,22.1,22,13.54,27.54,32.34,13.54,7.37,44.02,44,32.33,7.37,10.410000,8.920000,8.700000,70.440000,31.860000,0.000000,30.890000,271.520000,101.130000,49.890000,8.700000,25.510000,261.240000,11.880000

37,09:00:09:15,32.5,53.31,154.25,34.07,75.667536,5.18,22.25,26,13.4,30.85,32.5,13.4,7.42,44.02,52,32.5,7.42,10.410000,9.820000,9.580000,70.440000,30.890000,0.000000,30.890000,271.520000,101.130000,49.890000,9.580000,25.510000,261.240000,11.880000

38,09:15-09:30,32.5,57.78,173.97,35.91,82.516248,5.33,22.35,31,13.42,34.79,32.5,13.42,7.46,44.02,62,32.5,7.45,10.410000,10.680000,10.410000,70.440000,30.890000,0.000000,30.890000,271.520000,101.130000,64.870000,10.410000,25.510000,261.240000,11.880000

39,09:30-09:45,32.5,70.13,189.34,38.79,88.906428,8.98,27.67,33,16.78,37.87,32.5,16.78,9.24,44.02,66,32.5,9.22,10.410000,11.400000,11.130000,78.960000,29.930000,0.000000,30.890000,271.520000,101.130000,64.870000,11.130000,25.510000,261.240000,11.880000

40,09:45-10:00,32.5,75.54,203.44,40.66,94.896612,8.88,27.61,35.66,17.34,40.69,32.5,17.34,9.22,44.02,71.34,32.5,9.2,10.410000,11.980000,11.690000,87.480000,29.930000,0.000000,30.890000,271.520000,101.130000,64.870000,11.690000,25.510000,261.240000,11.880000

41,10:00-10:15,32.5,80.09,216.42,41.71,99.550224,8.77,27.31,38,18.45,43.28,32.5,18.45,9.11,44.02,76,32.5,9.1,10.410000,12.700000,12.390000,96.000000,29.930000,0.000000,30.890000,271.520000,101.130000,64.870000,12.390000,25.510000,261.240000,11.880000

42,10:15-10:30,32.5,84.38,225,41.9,102.477024,8.71,26.81,37.33,19.21,45,32.5,19.21,8.93,44.02,74.67,32.5,8.94,10.410000,13.250000,12.920000,115.890000,29.930000,0.000000,30.890000,271.520000,101.130000,64.870000,12.920000,25.510000,261.240000,11.880000

43,10:30-10:45,32.5,87.32,225,42.76,104.359932,8.64,27.31,36.33,20.12,45,32.5,20.12,9.11,44.02,72.67,32.5,9.1,10.410000,13.660000,13.320000,115.890000,29.930000,0.000000,30.890000,271.520000,101.130000,64.870000,13.320000,25.510000,261.240000,11.880000

44,10:45-11:00,32.5,88.74,225,43.28,107.02332,8.58,27.9,34.33,23.54,45,32.5,23.54,9.3,44.02,68.67,32.5,9.3,10.410000,14.190000,13.850000,115.890000,29.930000,0.000000,30.890000,271.520000,101.130000,64.870000,13.850000,25.510000,261.240000,11.880000

45,11:00-11:15,32.5,89.76,225,45.75,109.179396,14.54,42.67,33.33,25.12,45,32.5,25.12,14.22,44.02,66.67,32.5,14.23,10.410000,14.570000,14.220000,115.890000,29.930000,0.000000,30.890000,271.520000,101.130000,64.870000,14.220000,25.510000,261.240000,11.880000

46,11:15-11:30,32.5,90.29,225,46.82,110.847672,14.12,45.31,33,26.78,45,32.5,26.78,15.11,44.02,66,32.5,15.1,10.410000,14.850000,14.490000,115.890000,28.960000,0.000000,30.890000,271.520000,101.130000,64.870000,14.490000,25.510000,261.240000,11.880000

47,11:30-11:45,32.5,90.35,225,47.4,110.837916,14.54,49.31,32.66,27.89,45,32.5,27.89,16.43,44.02,65.34,32.5,16.44,10.410000,15.060000,14.690000,115.890000,29.930000,0.000000,26.060000,271.520000,72.160000,64.870000,14.690000,26.060000,261.240000,11.880000

48,11:45-12:00,32.5,90.35,225,47.56,109.9989,15.17,52.85,32.66,30.05,45,32.5,30.05,17.61,44.02,65.34,32.5,17.62,10.410000,15.060000,14.690000,115.890000,29.930000,0.000000,26.060000,271.520000,50.200000,64.870000,14.690000,26.060000,261.240000,11.880000

49,12:00-12:15,32.5,90.35,225,47.14,114.037884,15.87,60.08,32.66,32.05,45,32.5,32.05,20.03,44.02,65.34,32.5,20.02,10.410000,15.060000,14.690000,115.890000,30.890000,0.000000,26.060000,271.520000,50.200000,64.870000,14.690000,26.060000,261.240000,11.880000

50,12:15-12:30,32.5,90.35,225,46.54,110.984256,16.78,67.52,32.66,33.82,45,32.5,33.82,22.5,44.02,65.34,32.5,22.51,10.410000,15.060000,14.690000,115.890000,30.890000,0.000000,26.060000,271.520000,50.200000,64.870000,14.690000,26.060000,261.240000,11.880000

51,12:30-12:45,32.5,66.67,225,45.61,109.36476,13.45,45.17,32.66,26.72,45,32.5,26.72,15.06,44.02,65.34,32.5,15.06,10.410000,15.060000,14.690000,115.890000,30.890000,0.000000,26.060000,271.520000,50.200000,64.870000,14.690000,26.060000,261.240000,11.880000

52,12:45-13:00,32.5,70,225,43.96,107.21844,14.54,47.67,32.66,28.71,45,32.5,28.71,15.9,44.02,65.34,32.5,15.89,10.410000,10.090000,9.850000,115.890000,30.890000,0.000000,26.060000,271.520000,50.200000,64.870000,9.850000,26.060000,261.240000,11.880000

53,13:00-13:15,32.5,73.33,225,41.63,105.179436,16.21,50.19,35,31.78,45,32.5,31.78,16.73,44.02,70,32.5,16.73,10.410000,10.490000,10.230000,115.890000,30.890000,0.000000,26.060000,271.520000,50.200000,64.870000,10.230000,26.060000,227.140000,11.880000

54,13:15-13:30,32.5,76.67,225,39.09,103.257504,17.45,55.14,36.33,35.12,45,32.5,35.12,18.38,44.02,72.67,32.5,18.38,10.410000,10.880000,10.610000,115.890000,30.890000,0.000000,26.060000,271.520000,50.200000,64.870000,10.610000,26.060000,227.140000,11.880000

55,13:30-13:45,32.5,81.2,221.3,39.28,105.3648,8.17,35.66,36.33,24.17,44.26,32.5,24.17,11.88,44.02,72.67,32.5,11.89,10.410000,11.330000,11.050000,115.890000,31.860000,0.000000,26.060000,271.520000,50.200000,64.870000,11.050000,26.060000,227.140000,11.880000

56,13:45-14:00,32.5,80.99,217.13,18.2,106.135524,8.84,37.91,38.66,25.51,43.43,32.5,25.51,12.63,44.02,77.34,32.5,12.64,10.410000,11.660000,11.370000,115.890000,31.860000,0.000000,23.650000,271.520000,50.200000,64.870000,11.370000,23.650000,227.140000,11.880000

57,14:00-14:15,32.5,46.67,190.03,17.64,106.164792,9.17,40.17,30,26.72,38,32.5,26.72,13.39,44.02,61,32.5,13.39,10.410000,6.370000,6.220000,115.890000,31.860000,0.000000,30.890000,271.520000,79.160000,64.870000,6.220000,22.190000,261.240000,11.880000

58,14:15-14:30,32.5,48.33,184.14,17.33,105.423336,9.51,44.63,29,27.38,36.83,32.5,27.38,14.86,44.02,57,32.5,14.88,10.410000,6.760000,6.600000,115.890000,31.860000,0.000000,30.890000,271.520000,101.130000,64.870000,6.600000,22.190000,261.240000,11.880000

59,14:30-14:45,32.5,50,178.96,17,100.594116,9.84,49.13,18.66,28.04,35.79,32.5,28.04,16.37,44.02,37.34,32.5,16.38,10.410000,7.150000,6.980000,115.890000,31.860000,0.000000,30.890000,271.520000,72.160000,64.910000,6.980000,22.190000,261.240000,11.880000

60,14:45-15:00,32.5,53.33,172.45,16.53,95.491728,10.17,55.91,18.66,29.15,34.49,32.5,29.15,18.63,44.02,37.34,32.5,18.64,10.410000,12.180000,11.880000,115.890000,31.860000,0.000000,30.890000,271.520000,50.200000,64.910000,11.880000,22.190000,261.240000,11.880000

61,15:00-15:15,32.5,56.67,173.43,15.9,90.301536,10.51,56.31,22.33,28.62,34.68,32.5,28.62,18.78,44.02,44.67,32.5,18.77,10.410000,11.770000,11.480000,115.890000,30.890000,0.000000,30.890000,271.520000,50.200000,65.260000,11.480000,4.610000,261.240000,11.880000

62,15:15-15:30,32.5,61.64,166.68,15.19,84.77964,14.78,57.31,24.33,27.73,33.34,32.5,27.73,19.12,44.02,48.67,32.5,19.1,10.410000,11.040000,10.760000,115.890000,30.890000,0.000000,30.890000,271.520000,50.200000,65.260000,10.760000,4.610000,261.240000,11.880000

63,15:30-15:45,32.5,58.16,162.9,18.36,79.70652,15.1,57.99,26.33,36.07,32.58,32.5,36.07,19.34,44.02,52.67,32.5,19.33,10.410000,10.290000,10.040000,115.890000,31.860000,0.000000,30.890000,271.520000,50.200000,65.260000,10.040000,4.610000,261.240000,11.880000

64,15:45-16:00,32.5,53.59,157.3,18.07,74.360232,15.28,58.98,30.33,36.43,31.46,32.5,36.43,19.66,44.02,60.67,32.5,19.66,10.410000,9.600000,9.360000,115.890000,31.860000,0.000000,30.890000,271.520000,50.200000,65.260000,9.360000,4.610000,261.240000,11.880000

65,16:00-16:15,32.5,48.81,90.51,29.21,68.0481,15.43,59.73,29,36.81,18.1,32.5,36.81,19.91,44.02,58,32.5,19.91,10.410000,8.800000,8.590000,115.890000,31.860000,0.000000,17.750000,271.520000,79.160000,65.260000,8.590000,17.750000,261.240000,11.880000

66,16:15-16:30,32.5,43.78,81.73,27.71,60.955488,15.82,60.56,25.33,36.52,16.34,32.5,36.52,20.19,44.02,50.67,32.5,20.18,10.410000,7.960000,7.770000,115.890000,31.860000,0.000000,17.750000,271.520000,101.130000,65.260000,7.770000,17.750000,261.240000,11.880000

67,16:30-16:45,32.5,38.68,75.57,23.65,47.75562,16.05,75.21,24.33,51.78,15.11,32.5,51.78,25.08,44.02,48.67,32.5,25.07,10.410000,6.940000,6.770000,115.890000,29.930000,0.000000,17.750000,271.520000,101.130000,65.260000,6.770000,17.750000,261.240000,11.880000

68,16:45-17:00,25.25,33.6,66.73,19.55,39.95082,17.45,74.69,22.66,52.12,13.34,33,52.12,24.9,44.04,45.34,33,24.9,10.410000,6.080000,5.930000,115.890000,29.930000,0.000000,17.750000,271.520000,101.130000,65.260000,5.930000,17.750000,261.240000,11.880000

69,17:00-17:15,20.2,26.94,57.28,15.58,32.6826,16.78,74.74,21,52.95,11.45,33,52.95,24.91,44.48,42,33,24.91,10.410000,5.150000,5.020000,115.890000,30.890000,0.000000,23.650000,271.520000,101.130000,74.030000,5.020000,23.650000,261.240000,11.880000

70,17:15-17:30,15.15,22.1,49.66,5,26.009496,16.78,74.76,19.66,53.97,9.93,33,53.97,24.92,44.41,39.34,25,24.92,10.410000,4.240000,4.140000,115.890000,30.890000,0.000000,23.650000,271.520000,101.130000,74.030000,4.140000,23.650000,261.240000,11.880000

71,17:30-17:45,8.83,16.2,42.08,5,19.570536,16.54,73.16,8,54.41,8.41,21.16,54.41,24.38,44.48,17,15,24.39,10.410000,3.420000,3.330000,115.890000,30.890000,0.000000,17.750000,271.520000,101.130000,74.030000,3.330000,17.750000,261.240000,11.880000

72,17:45-18:00,2.73,8.98,33.84,5,13.863276,16.25,71.82,9,54.57,6.77,11.04,54.57,23.94,44.42,17,10,23.94,10.410000,2.550000,2.480000,115.890000,29.930000,0.000000,17.750000,271.520000,101.130000,74.030000,2.480000,17.750000,261.240000,11.880000

73,18:00-18:15,0,5.99,25.57,5,9.980388,15.02,69.25,9,53.57,5.11,0,53.57,23.08,44.39,19,0,23.08,10.410000,1.760000,1.710000,115.890000,30.890000,0.000000,17.750000,271.520000,101.130000,74.030000,1.710000,17.750000,261.240000,11.880000

74,18:15-18:30,0,1.6,19.19,5,5.882868,13.84,67.12,9,54.7,3.84,0,54.7,22.38,44.41,17,0,22.37,10.410000,1.300000,1.270000,115.890000,29.930000,0.000000,17.750000,271.520000,101.130000,74.030000,1.270000,17.750000,261.240000,11.880000

75,18:30-18:45,0,0.8,14.38,4.32,2.321928,12.7,70.7,7,57.1,2.88,0,57.1,23.56,44.4,14,0,23.57,10.410000,0.630000,0.620000,115.890000,29.930000,0.000000,10.510000,271.520000,101.130000,74.030000,0.620000,10.510000,261.240000,11.880000

76,18:45-19:00,0,0.27,9.59,2.81,0.234144,12.34,68.96,4.33,56.53,1.92,0,56.53,22.99,44.41,8.67,0,22.99,10.410000,0.140000,0.130000,115.890000,29.930000,0.000000,10.510000,271.520000,101.130000,74.030000,0.130000,10.510000,261.240000,11.880000

77,19:00-19:15,0,0.03,5.4,1.39,0,11.83,67.82,3,55.88,1.08,0,55.88,22.61,44.47,6,0,22.6,10.410000,0.080000,0.080000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.080000,30.180000,261.240000,11.880000

78,19:15-19:30,0,0,2.4,0.2,0,11.24,66.82,1.67,55.21,0.48,0,55.21,22.27,44.48,3.33,0,22.27,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.000000,30.180000,261.240000,11.880000

79,19:30-19:45,0,0,0.6,0,0,10.56,65.61,0.33,53.88,0.12,0,53.88,21.87,44.41,0.67,0,21.87,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.000000,30.180000,261.240000,11.880000

80,19:45-20:00,0,0,0,0,0,14.54,63.12,0,51.9,0,0,51.9,21.03,44.43,0,0,21.04,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.000000,30.180000,261.240000,11.880000

81,20:00-20:15,0,0,0,0,0,14.18,60.74,0,50.89,0,0,50.89,20.23,44.48,0,0,20.25,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.000000,30.180000,261.240000,11.880000

82,20:15-20:30,0,0,0,0,0,13.88,58.31,0,49.46,0,0,49.46,19.44,44.48,0,0,19.44,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.000000,30.180000,261.240000,11.880000

83,20:30-20:45,0,0,0,0,0,13.21,56.76,0,48.57,0,0,48.57,18.91,44.49,0,0,18.92,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.000000,30.180000,261.240000,11.880000

84,20:45-21:00,0,0,0,0,0,12.88,55.43,0,46.35,0,0,46.35,18.47,44.39,0,0,18.48,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.180000,271.520000,101.130000,74.030000,0.000000,30.180000,261.240000,11.880000

85,21:00-21:15,0,0,0,0,0,12.54,55.04,0,45.88,0,0,45.88,18.35,44.47,0,0,18.35,10.410000,0.000000,0.000000,115.890000,30.890000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

86,21:15-21:30,0,0,0,0,0,10.54,54.76,0,45.21,0,0,45.21,18.27,44.47,0,0,18.25,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

87,21:30-21:45,0,0,0,0,0,9.93,49.87,0,37.54,0,0,37.54,16.62,44.48,0,0,16.62,10.410000,0.000000,0.000000,115.890000,29.930000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

88,21:45-22:00,0,0,0,0,0,9.93,49.97,0,36.88,0,0,36.88,16.66,44.38,0,0,16.66,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

89,22:00-22:15,0,0,0,0,0,9.93,50.1,0,36.21,0,0,36.21,16.69,44.49,0,0,16.7,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

90,22:15-22:30,0,0,0,0,0,8.59,44.6,0,32.32,0,0,32.32,14.86,44.45,0,0,14.87,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

91,22:30-22:45,0,0,0,0,0,8.78,44.61,0,32.85,0,0,32.85,14.87,44.44,0,0,14.87,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

92,22:45-23:00,0,0,0,0,0,8.78,44.63,0,32.87,0,0,32.87,14.86,44.44,0,0,14.88,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

93,23:00-23:15,0,0,0,0,0,8.78,44.77,0,33.13,0,0,33.13,14.93,44.46,0,0,14.92,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

94,23:15-23:30,0,0,0,0,0,8.9,44.77,0,33.22,0,0,33.22,14.93,44.43,0,0,14.92,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

95,23:30-23:45,0,0,0,0,0,9.11,46.57,0,33.59,0,0,33.59,15.53,44.38,0,0,15.52,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

96,23:45-24:00,0,0,0,0,0,9.18,47.2,0,34.28,0,0,34.28,15.74,44.44,0,0,15.73,10.410000,0.000000,0.000000,115.890000,31.860000,0.000000,30.670000,271.520000,101.130000,74.030000,0.000000,30.670000,261.240000,11.880000

