Time,Block,NR/2023/11343/F,NR/2023/11097/F,NR/2023/11099/F,NR/2023/11678/C,NR/2023/11221/F,NR/2023/11367/F,NR/2023/11369/F,NR/2023/10433/A,NR/2023/11102/F,NR/2023/11154/F,NR/2023/10197/A,NR/2023/10181/A,NR/2023/10486/A,NR/2023/11681/C,NR/2023/11166/F,NR/2023/11676/C,NR/2023/11096/F,NR/2023/11368/F,NR/2023/11683/C,NR/2023/10182/A,NR/2023/11693/C,NR/2023/11682/C,NR/2023/11104/F,NR/2023/11100/F,NR/2023/11685/C,NR/2023/11687/C,NR/2023/11341/F,NR/2023/11095/F,NR/2023/11665/D,NR/2023/11662/D,NR/2023/11664/D,Total
75,18:30-18:45,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.560000,0.300000,0.000000,49.830000,0.000000,8.000000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,1.5,0,3.5,502.63

76,18:45-19:00,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.560000,0.300000,0.000000,49.830000,0.000000,8.000000,0.440000,0.560000,34.660000,0.000000,115.550000,2.890000,0,0,0,532.29

77,19:00-19:15,48.140000,0.410000,0.410000,0.000000,17.330000,0.340000,0.720000,24.070000,0.690000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.660000,0.360000,0.000000,49.830000,0.000000,8.090000,0.520000,0.660000,28.890000,0.000000,115.550000,2.890000,0,0,0,527.31

78,19:15-19:30,48.140000,0.410000,0.410000,0.000000,17.330000,0.340000,0.720000,24.070000,0.690000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.660000,0.360000,0.000000,49.830000,0.000000,8.090000,0.520000,0.660000,28.890000,0.000000,115.550000,2.890000,0,0,0,527.31

79,19:30-19:45,48.140000,0.410000,0.410000,0.000000,17.330000,0.340000,0.720000,24.070000,0.690000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.660000,0.360000,0.000000,49.830000,0.000000,8.090000,0.520000,0.660000,14.440000,0.000000,115.550000,2.890000,0,0,0,512.86

80,19:45-20:00,48.140000,0.410000,0.410000,0.000000,17.330000,0.340000,0.720000,24.070000,0.690000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.660000,0.360000,0.000000,49.830000,0.000000,8.090000,0.520000,0.660000,14.440000,0.000000,115.550000,2.890000,0,0,0,512.86

81,20:00-20:15,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.090000,0.530000,0.620000,9.630000,0.000000,115.550000,2.890000,0,0,0,508.06

82,20:15-20:30,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.090000,0.530000,0.620000,0.000000,0.000000,115.550000,2.890000,0,0,0,498.43

83,20:30-20:45,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.090000,0.530000,0.620000,0.000000,0.000000,115.550000,2.890000,0,0,0,498.43

84,20:45-21:00,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.090000,0.530000,0.620000,14.440000,44.290000,115.550000,2.890000,0,0,0,557.16

85,21:00-21:15,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,24.070000,80.880000,115.550000,2.890000,0,0,0,603.47

86,21:15-21:30,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,38.520000,126.140000,115.550000,2.890000,0,0,0,663.18

87,21:30-21:45,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,52.960000,154.060000,115.550000,2.890000,0,0,0,705.54

88,21:45-22:00,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,63.550000,176.210000,115.550000,2.890000,0,0,0,738.28

89,22:00-22:15,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,210.880000,115.550000,2.890000,0,0,0,736.25

90,22:15-22:30,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,238.800000,115.550000,2.890000,0,0,0,764.17

91,22:30-22:45,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,240.720000,115.550000,2.890000,0,0,0,766.09

92,22:45-23:00,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,240.720000,115.550000,2.890000,0,0,0,766.09

93,23:00-23:15,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,61.630000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,240.720000,115.550000,2.890000,0,0,0,827.72

94,23:15-23:30,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,61.630000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,240.720000,115.550000,2.890000,0,0,0,827.72

95,23:30-23:45,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,61.630000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,240.720000,115.550000,2.890000,0,0,0,827.72

96,23:45-24:00,48.140000,0.420000,0.420000,0.000000,17.330000,0.340000,0.720000,24.070000,0.710000,9.630000,49.830000,99.660000,20.560000,61.630000,14.440000,31.590000,0.620000,0.400000,0.000000,49.830000,0.000000,8.180000,0.530000,0.620000,28.890000,240.720000,115.550000,2.890000,0,0,0,827.72

