Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA2,CHAMERA3,UNCHAHAR3,UNCHAHAR1,UNCHAHAR2,SASAN,TALST2,TANAKPUR,TEHRIPSP,SIMHST1,TALA,SEWA2,SIMHST2,TEHRI,SINGRAULI,TelanganaSTPP,TANDA2,SINGRAULI_HYDRO,RSTPSU7,SALAL,RIHAND3,RSTPSU1TO6,ANTA_CRF,ANTA_GF,RIHAND1,NLCIIST1,RAPPB,NJPC,NLCIIST2,NLCTS2EXP,RAPPD,NNTPP,RAMPUR,NTPL,PARBATI3,RAPPC,PARBATI2,RIHAND2,NLCEXP,MAPS,NAPP,BRBCL,CHAMERA1,BSIUL,KKNP,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,UNCHAHAR4,URI,URI2,VALLURNTECL,KGSU1AND2,KGSU3AND4,KHSTPP-II,JHAJJAR,KISHANGANGA,KHSTPP-I,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,20,53.24,8.1,45.3,32.63,21.54,16.45,35.26,329.88,0,12.56,0,0,17.75,0,0,57.22,142.09,0,5.34,0.92,0,80.99,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,10.45,40.52,12.54,0,0,39,0,8.29,3.1,25.47,23.98,0,0,0,142.58,131.78,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,20,53.24,8.1,45.3,32.63,21.54,16.45,35.26,329.88,0,12.56,0,0,17.75,0,0,57.22,142.09,0,5.34,0.92,0,80.99,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,10.09,40.52,12.54,0,0,39,0,8.29,3.1,38.22,22.48,0,0,0,142.58,131.78,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,20,53.24,8.1,45.3,32.63,21.54,16.45,35.26,329.88,0,12.56,0,0,17.75,0,0,57.22,142.09,0,5.34,0.92,0,80.99,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,11.35,40.52,12.54,0,0,39,0,8.29,3.1,38.22,22.48,0,0,0,142.58,131.78,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,15.54,53.24,8.1,45.3,32.63,16.09,12.55,28.8,329.88,0,12.56,0,0,17.75,0,0,57.22,124.7,0,4.18,0.92,0,80.99,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,9.87,40.52,12.54,0,0,39,0,8.29,2.22,50.34,37.47,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,15.54,53.24,8.1,45.3,32.63,16.09,12.55,28.8,329.88,0,12.56,0,0,17.75,0,0,57.22,124.7,0,4.18,0.92,0,80.99,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,10.57,40.52,12.54,0,0,39,0,8.29,2.22,50.34,37.47,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,15.54,53.24,8.1,45.3,32.63,14.64,11.85,23.79,329.88,0,12.56,0,0,17.75,0,0,57.22,124.7,0,4.18,0.92,0,80.99,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,11.77,40.52,12.54,0,0,39,0,8.29,2.22,50.34,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,15.54,53.24,8.1,45.3,32.63,14.64,11.85,23.79,329.88,0,12.56,0,0,17.75,0,0,57.22,124.7,0,4.18,0.92,0,80.99,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,12.27,40.52,12.54,0,0,39,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,15.54,53.24,73,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.2,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,12.98,40.52,12.54,0,0,39,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.2,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,13.94,40.52,12.54,0,0,39,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.2,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,14.09,40.52,12.54,0,0,39,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.2,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,13.71,40.52,12.54,0,0,39,0,8.29,2.22,50.34,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.3,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,14.55,40.52,12.54,0,0,39,0,8.29,2.22,50.34,37.47,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.3,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,16.33,40.52,12.54,0,0,39,0,8.29,2.22,50.34,37.47,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.2,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,18.3,40.52,6.27,0,0,39,0,8.29,2.22,25.47,37.47,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18.09,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,20.83,40.52,6.27,0,0,39,0,8.29,2.22,25.47,37.47,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,18,0,0,57.22,124.7,0,4.18,0.92,0,77.64,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,22.94,40.52,6.27,0,0,29.26,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,17.81,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,22.05,40.52,6.27,0,0,19.72,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,15.54,53.24,8.13,45.3,32.63,17.15,13.21,28.18,329.88,0,11.45,0,0,17.64,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,21.89,40.52,6.27,0,0,19.51,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,15.54,53.24,8.13,45.3,32.63,17.15,13.21,28.18,329.88,0,11.45,0,0,17.53,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,22.1,40.52,6.27,0,0,19.51,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,15.54,53.24,8.13,45.3,32.63,17.15,13.21,28.18,329.88,0,11.45,0,0,17.41,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,24.03,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,15.54,53.24,8.13,45.3,32.63,17.15,13.21,28.18,329.88,0,11.45,0,0,17.19,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,24.03,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,15.54,53.24,9.35,45.3,32.63,17.15,13.21,28.18,329.88,0,11.45,0,0,16.96,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,24.03,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,15.54,53.24,8.13,45.3,32.63,17.15,13.21,28.18,329.88,0,11.45,0,0,16.96,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,24.03,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,15.54,53.24,8.13,45.3,32.63,16.41,12.53,25.69,329.88,0,11.45,0,0,16.96,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,22.83,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,15.54,53.24,8.13,45.3,32.63,14.64,11.85,23.79,329.88,0,11.45,0,0,16.96,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,22.36,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,15.54,53.24,8.13,45.3,32.63,16.42,12.08,28.43,329.88,0,11.45,0,0,16.96,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,22.13,40.52,6.27,0,0,9.75,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,12.38,53.24,8.13,45.3,32.63,16.42,12.08,28.43,329.88,0,11.45,0,0,16.96,0,0,57.22,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,22.09,40.52,6.27,0,0,9.75,0,8.29,2.22,25.47,22.48,0,0,0,113.61,124.09,6.78,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,10.94,53.24,8.13,45.3,32.63,16.42,13.05,30.23,329.88,0,11.45,0,0,17.21,0,0,42.92,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,19.07,40.52,6.27,0,0,9.75,0,8.29,2.22,25.47,20.98,0,0,0,113.61,124.09,6.78,28.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,10.94,53.24,8.13,45.3,32.63,16.42,13.05,30.23,329.88,0,11.45,0,0,17.5,0,0,28.61,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,19.33,40.52,6.27,0,0,9.75,0,8.29,2.22,25.47,20.98,0,0,0,113.61,124.09,6.78,28.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,10.94,53.24,8.13,45.3,32.63,16.42,13.05,30.23,329.88,0,11.45,0,0,17.53,0,0,14.31,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,21.38,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,37.47,0,0,0,113.61,124.09,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,10.94,53.24,8.13,45.3,32.63,16.42,13.05,30.23,329.88,0,11.45,0,0,17.53,0,0,0,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,19.72,40.52,6.27,0,0,9.75,0,4.71,2.22,29.72,37.47,0,0,0,113.61,124.09,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,10.94,53.24,8.13,45.3,32.63,16.42,13.05,30.23,329.88,0,11.45,0,0,17.53,0,0,0,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,18.25,40.52,6.27,0,0,9.75,0,3.13,2.22,29.72,20.98,0,0,0,113.61,124.09,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,10.94,53.24,8.13,45.3,21.73,16.42,13.05,30.23,329.88,0,11.45,0,0,17.53,0,0,0,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,35.74,62.89,0,96.54,0,0,23.54,18.16,27.02,6.27,0,0,9.75,0,1.57,2.22,29.72,20.98,0,0,0,113.61,124.09,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,12.38,53.24,8.13,45.3,21.73,16.42,13.05,30.23,329.88,0,11.45,0,0,18.09,0,0,0,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,19.16,13.51,6.27,0,0,9.75,0,1.57,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,12.38,53.24,8.13,45.3,21.73,16.42,13.05,30.23,329.88,0,11.45,0,0,18.09,0,0,0,124.7,0,4.18,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,19.91,0,6.27,0,0,9.75,0,1.57,2.22,29.72,22.48,0,0,0,113.61,124.09,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,12.38,53.24,8.13,45.3,21.73,16.42,13.05,30.23,329.88,0,11.45,0,0,18.09,0,0,0,124.7,0,4.4,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,18.58,0,12.54,0,0,9.75,0,0,2.22,40.33,37.47,0,0,0,113.61,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,12.38,53.24,8.13,45.3,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,18.09,0,0,0,124.7,0,4.4,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,17.56,0,12.54,0,0,9.75,0,0,2.22,40.33,37.47,0,0,0,113.61,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,12.38,53.24,8.13,45.3,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,16.98,0,0,0,124.7,0,4.4,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,15.17,0,12.54,0,0,9.75,0,0,2.22,33.97,26.98,0,0,0,113.61,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,12.38,53.24,8.13,45.3,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.02,0,0,0,124.7,0,4.4,0.92,0,77.64,92.6,0,0,0,57.97,0,0,169,0,0,23.39,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,13.71,0,12.54,0,0,9.75,0,0,2.22,33.97,26.98,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,12.38,53.24,8.13,45.3,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.05,0,0,0,124.7,0,4.4,0.92,0,51.39,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,15.98,0,12.54,0,0,9.75,0,0,2.22,33.97,26.98,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,12.38,53.24,8.13,45.3,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.07,0,0,0,124.7,0,4.4,0.92,0,51.39,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,96.54,0,0,23.54,15.3,0,12.54,0,0,9.75,0,0,2.22,33.97,26.98,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.09,0,0,0,124.7,0,4.4,0.92,0,78.76,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,16.29,0,12.54,0,0,9.75,0,0,2.22,36.08,26.98,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.16,0,0,0,124.7,0,4.4,0.92,0,78.76,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,19.78,0,12.54,0,0,9.75,0,1.57,2.22,36.08,26.98,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.21,0,0,0,126.72,0,4.4,0.92,0,78.76,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,21.05,0,12.54,0,0,9.75,0,1.57,2.22,50.34,29.97,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.28,0,0,0,126.72,0,4.4,0.92,0,78.76,92.6,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,96.54,0,0,23.54,22.62,0,12.54,0,0,9.75,0,3.13,2.22,50.34,29.97,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.28,0,0,0,126.72,0,4.4,0.92,0,78.76,125.79,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,17.06,0,12.54,0,0,9.75,0,4.71,2.22,29.72,26.98,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,11.45,0,0,17.28,0,0,0,126.72,0,4.4,0.92,0,78.76,125.79,0,0,0,57.97,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,19.64,0,12.54,0,0,9.75,0,8.29,2.22,29.72,26.98,0,0,0,96.62,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,9.6,0,0,16.14,0,0,0,108.5,0,4.4,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,104.63,0,0,23.54,21.75,0,12.54,0,0,9.75,0,8.29,2.22,31.84,22.48,0,0,0,96.38,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,12.38,53.24,8.13,30.19,21.73,17.45,13.59,30.23,329.88,0,9.6,0,0,16.14,0,0,0,108.5,0,4.4,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,104.63,0,0,23.54,19.38,0,12.54,0,0,9.75,0,8.29,2.22,31.84,22.48,0,0,0,96.38,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

