Column1,Time,GNA/NR/2025/06/01/9719,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/04/01/8510,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/10/8283,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/4973,GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/7786,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/10/4813,GNA/NR/2025/06/01/7762,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/07/5932
6,01:15-01:30,24.16,8.9,130.74,9.35,24.16,11.9,29.16,19.83,50,50,16.67,0,19.83,59.51,0,0,0,0,0,25.61,0,0,0,0,0,0,0,15.35,133.35,32,0,62.81,0,105.33,57.96,48.32,11.91,48.32,7.09,48.32,87.16,32,0,0,24.16,100.67,10.02,0,10.34,14.06,30.27,-0

7,01:30-01:45,24.16,8.9,130.74,9.35,24.16,11.9,29.16,16.67,50,50,17,0,16.67,49.99,0,0,0,0,0,28.81,0,0,0,0,0,0,0,15.35,133.35,32,0,62.81,0,108.23,57.96,48.32,11.91,48.32,7.09,48.32,87.16,32,0,0,24.16,100.67,10.02,0,10.34,14.06,30.27,-0

8,01:45-02:00,24.16,8.9,130.74,9.35,24.16,11.9,29.16,17,50,50,17,0,17,51,0,0,0,0,0,28.61,0,0,0,0,0,0,0,15.35,133.35,32,0,62.81,0,110.16,57.96,48.32,11.91,48.32,7.09,48.32,87.16,32,0,0,24.16,100.67,10.02,0,10.34,14.06,30.27,-0

9,02:00-02:15,24.16,8.44,130.74,6.23,24.16,11.9,29.16,17.67,50,50,15,0,17.67,52.99,0,0,0,0,0,31.61,0,0,0,0,0,0,0,15.35,133.35,32,0,62.81,193.26,110.16,57.96,48.32,11.91,48.32,7.09,48.32,87.16,9.39,0,0,24.16,100.67,10.02,0,10.34,13.78,30.27,-0

10,02:15-02:30,24.16,8.44,130.74,6.62,24.16,11.9,29.16,18.17,50,50,15,0,18.17,54.49,0,0,0,0,0,31.01,0,0,0,0,0,0,0,15.35,133.35,32,0,62.81,193.26,111.12,57.96,48.32,11.91,48.32,7.09,48.32,87.16,9.39,0,0,24.16,100.67,10.02,0,10.34,13.78,29.27,-0

11,02:30-02:45,24.16,8.44,130.74,7.4,24.16,11.9,29.16,18.67,50,50,15,0,18.67,55.99,0,0,0,0,0,28.61,0,0,0,0,0,0,0,15.35,133.35,19.7,0,62.81,193.26,112.09,57.96,48.32,11.91,48.32,7.09,48.32,87.16,19.7,0,0,24.16,100.67,10.02,0,10.34,13.78,29.27,-0

12,02:45-03:00,24.16,8.44,130.74,7.4,24.16,11.9,29.16,19,50,50,15,0,19,57,0,0,0,0,0,28.2,0,0,0,0,0,0,0,15.35,133.35,19.7,0,62.81,193.26,114.02,57.96,48.32,11.91,48.32,7.09,48.32,87.16,19.7,0,0,24.16,100.67,10.02,0,10.34,13.78,29.27,-0

13,03:00-03:15,24.16,7.96,130.74,7.4,24.16,11.9,29.16,19.33,50,50,17.67,0,19.33,58.01,0,0,0,0,0,27.65,0,0,0,0,0,0,0,15.35,133.35,19.7,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,19.7,0,0,24.16,100.67,9.63,0,10.34,13.5,29.27,-0

14,03:15-03:30,24.16,7.96,130.74,7.4,24.16,11.9,29.16,19.67,50,50,17.33,0,19.67,58.99,0,0,0,0,0,26.94,0,0,0,0,0,0,0,15.35,133.35,22.7,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,22.7,0,0,24.16,100.67,9.63,0,10.34,13.5,29.27,-0

15,03:30-03:45,24.16,7.96,130.74,6.62,24.16,11.9,29.16,19.67,50,50,16.67,0,19.67,58.99,0,0,0,0,0,29.01,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,9.63,0,10.34,13.5,29.27,-0

16,03:45-04:00,24.16,7.96,130.74,6.62,24.16,11.9,29.16,19.83,50,50,16.33,0,19.83,59.51,0,0,0,0,0,28.41,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,9.63,0,10.34,13.5,30.27,-0

17,04:00-04:15,24.16,7.5,130.74,6.62,24.16,11.9,29.16,17.67,50,50,16.33,0,17.67,52.99,0,0,0,0,0,32.01,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,9.25,0,10.34,13.23,30.27,-0

18,04:15-04:30,24.16,7.5,130.74,6.62,24.16,11.9,29.16,17.67,50,50,16,0,17.67,52.99,0,0,0,0,0,31.61,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,9.25,0,10.34,13.23,29.27,-0

19,04:30-04:45,24.16,7.5,130.74,6.62,24.16,11.9,29.16,17.67,50,50,15.67,0,17.67,52.99,0,0,0,0,0,35.81,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,8.47,0,10.34,13.23,29.27,-0

20,04:45-05:00,24.16,7.5,130.74,6.62,24.16,11.9,29.16,17.5,50,50,15.33,0,17.5,52.5,0,0,0,0,0,34.81,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,8.47,0,10.34,13.23,29.27,-0

21,05:00-05:15,24.16,7.03,130.74,6.08,24.16,11.9,29.16,17.17,50,50,16.01,0,17.17,51.49,0,0,0,0,0,36.62,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,8.47,0,10.34,13.23,28.25,-0

22,05:15-05:30,24.16,7.03,130.74,6.08,24.16,11.9,29.16,16.83,50,50,15.87,0,16.83,50.51,0,0,0,0,0,34.61,0,0,0,0,0,0,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,8.47,0,10.34,13.23,28.25,-0

23,05:30-05:45,24.16,7.03,130.74,6.08,24.16,11.9,29.16,18.75,50,50,15.75,0,18.75,56.24,0,0,0,0,0,36.42,0,0,0,0,0,1.6,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,8.47,0,10.34,13.23,28.25,-0

24,05:45-06:00,24.16,7.03,130.74,6.08,24.16,11.9,29.16,18.97,50,50,15.65,0,18.97,56.93,0,0,0,0,0,35.61,0,0,0,0,0,4.36,0,15.35,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,7.09,48.32,87.16,26.5,0,0,24.16,100.67,8.47,0,10.34,13.23,28.26,-0

25,06:00-06:15,24.16,6.56,100.68,6.08,24.16,11.9,29.16,19.12,50,50,15.45,0,19.12,57.37,0.3,9.51,1,0,9.79,35.01,1,3.5,1,0,1,6.86,0.7,11.07,133.35,26.5,0,62.81,193.26,0,57.96,48.32,11.91,48.32,5.3,48.32,69.17,26.5,0,0,24.16,100.67,8.24,0,10.34,13.04,28.26,-0

26,06:15-06:30,24.16,6.56,100.68,6.08,24.16,11.9,29.16,19.69,50,50,15.47,0,19.69,59.04,0.3,25.48,2,1,23.84,32.01,2,8.33,2,0,2,10.31,1.67,11.07,133.35,26.5,1.1,62.81,193.26,0,57.96,48.32,11.91,48.32,5.3,48.32,69.17,26.5,1.1,0,24.16,100.67,8.24,0.85,7.77,13.04,28.26,-0

27,06:30-06:45,24.16,6.56,100.68,6.08,24.16,11.9,29.16,20.13,0,0,15.52,3,20.13,60.41,6.35,33,3,2,33,33.01,3,13.85,4,0,3,15.28,2.77,11.07,133.35,26.5,2.33,62.81,193.26,0,53.7,48.32,11.91,48.32,5.3,48.32,69.17,26.5,2.33,0,24.16,100.67,8.24,1.8,7.77,13.04,27.26,-0

28,06:45-07:00,24.16,6.56,100.68,6.08,24.16,11.9,29.16,20.81,0,0,15.62,6,20.81,62.4,9.36,33,7,3,33,31.01,5,20.58,7,0,6,21.66,4.12,11.07,133.35,26.5,3.26,62.81,193.26,0,49.44,48.32,11.91,48.32,5.3,48.32,69.17,26.5,3.26,0,24.16,100.67,8.24,2.51,7.77,13.04,26.24,-0

29,07:00-07:15,24.16,6.09,82.46,5.85,24.16,11.9,29.16,22.13,0,0,13.33,10,22.13,66.39,13.25,33,15,7,33,29.01,7,29.61,12,0,9,29.15,5.92,7.77,133.35,26.5,3.83,62.81,193.26,0,45.17,48.32,11.91,48.32,3.96,48.32,49.19,26.5,3.83,0,24.16,100.67,8.63,2.95,4.73,12.95,26.24,-0

30,07:15-07:30,24.16,6.09,82.46,5.85,24.16,11.9,29.16,23.25,0,0,14,16,23.25,69.73,18.18,33,19,9,33,26.01,9,40.64,18,0,13,37.89,8.13,7.77,133.35,26.5,4.82,62.81,193.26,0,40.91,48.32,11.91,48.32,3.96,48.32,49.19,26.5,4.82,0,24.16,100.67,8.63,3.72,4.73,12.95,27.26,-0

31,07:30-07:45,24.16,6.09,62.81,7.02,24.16,11.9,29.16,23.33,0,0,15,26,23.33,70.01,24.66,33,30,15,33,22.01,14,54.07,22,0,24,47.74,10.81,7.77,133.35,26.5,5.83,62.81,193.26,0,36.65,48.32,11.91,48.32,3.96,48.32,37.69,26.5,5.83,0,24.16,53.15,8.63,4.5,4.73,12.95,27.26,-0

32,07:45-08:00,24.16,6.09,62.81,7.02,24.16,11.9,29.16,23.67,0,0,16,32.6,23.67,70.99,30.84,32.6,37,18,32.6,21.61,18,69.12,28,0,30,57.55,13.83,7.77,133.35,26.5,6.82,62.81,193.26,0,35.23,48.32,11.91,48.32,3.96,48.32,37.69,26.5,6.82,0,24.16,53.15,8.63,5.27,4.73,12.95,28.26,-0

33,08:00-08:15,24.16,5.95,62.81,7.02,24.16,11.9,29.16,24.17,0,0,16.67,33,24.17,72.49,37.81,33,43,22,33,21.43,21,85.22,36,0,37,66.89,17.05,8.13,133.35,26.5,7.96,62.81,193.26,0,35.23,48.32,11.91,48.32,3.96,48.32,37.69,26.5,7.96,0,24.16,53.15,8.63,6.14,3.24,12.76,28.26,-0

34,08:15-08:30,24.16,5.95,62.81,7.02,24.16,11.9,29.16,24.67,0,0,17.33,33,24.67,73.99,44.82,33,50,25,33,20.29,25,101.54,42,0,43,76.35,20.31,8.13,133.35,26.5,9.09,62.81,193.26,0,35.23,48.32,11.91,48.32,3.96,48.32,37.69,26.5,9.09,0,24.16,53.15,8.63,7.02,3.24,12.76,28.25,-0

35,08:30-08:45,24.16,6.56,62.81,7.02,24.16,11.9,29.16,25,0,0,18.33,33,25,75,51.84,33,57,28,33,20.51,27,118.04,48,0,49,86.4,23.61,8.32,133.35,26.5,10.22,62.81,193.26,0,35.23,48.32,11.91,48.32,3.96,48.32,37.69,26.5,10.22,0,24.16,53.15,8.63,7.9,3.24,12.76,29.27,-0

36,08:45-09:00,24.16,6.56,62.81,7.02,24.16,11.9,29.16,25.83,0,0,20,33,25.83,77.51,58.6,33,63,32,33,20.51,30,134.12,52,0,57,87.39,26.82,8.32,133.35,26.5,11.35,62.81,193.26,0,35.23,48.32,11.91,48.32,3.96,48.32,37.69,26.5,11.35,0,24.16,53.15,8.63,8.78,3.24,12.76,29.27,-0

37,09:00-09:15,24.16,6.37,62.81,6.78,24.16,11.9,29.16,26.67,0,0,21.67,33,26.67,79.99,65.43,33,67,33,33,21.14,32,149.57,58,0,63,95.68,29.91,4.35,133.35,26.61,12.2,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,12.2,0,24.16,53.15,8.47,9.44,3.24,12.67,29.27,-77.48

38,09:15-09:30,24.16,6.37,62.81,6.78,24.16,11.9,29.16,27.5,0,0,23.33,33,27.5,82.5,71.28,33,73,37,33,21.33,34,164.59,63,0,66,103.28,32.92,4.35,133.35,26.61,12.93,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,12.93,0,24.16,53.15,8.47,10,3.24,12.67,28.26,-77.48

39,09:30-09:45,24.16,6.37,62.81,6.78,24.16,11.9,29.16,28.33,0,0,25,33,28.33,85.01,76.62,33,78,39,33,25.01,36,187.5,67,0,74,110.4,37.5,4.35,133.35,26.61,13.66,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,13.66,0,24.16,53.15,8.47,10.55,3.24,12.67,28.26,-77.48

40,09:45-10:00,24.16,6.37,62.81,6.78,24.16,11.9,29.16,29.17,0,0,26.67,33,29.17,87.49,81.7,33,83,41,33,24.81,38,200,72,0,79,116.45,40,4.35,133.35,26.61,14.37,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,14.37,0,24.16,53.15,8.47,11.1,3.24,12.67,28.26,-77.48

41,10:00-10:15,24.16,6.18,62.81,6.78,24.16,11.9,29.16,30,0,0,27.6,33,30,90,86.42,33,87,43,33,27.01,40,208.33,75,0,83,121.91,41.67,4.35,133.35,26.61,14.86,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,14.86,0,24.16,53.15,8.47,11.48,3.24,12.58,28.26,-77.48

42,10:15-10:30,24.16,6.18,62.81,6.78,24.16,11.9,29.16,30.83,0,0,27.91,33,30.83,92.51,90.68,33,91,45,33,26.81,41,220.83,78,0,87,135.3,44.17,4.35,133.35,26.61,15.3,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,15.3,0,24.16,53.15,8.01,11.82,3.24,12.58,28.26,-77.48

43,10:30-10:45,24.16,6.18,62.81,6.78,24.16,11.9,29.16,31.67,0,0,28.23,33,31.67,94.99,94.42,33,93,47,33,26.61,42,233.33,81,0,91,138.88,46.67,4.35,133.35,26.61,15.81,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,15.81,0,24.16,53.15,8.01,12.21,3.24,12.58,28.26,-77.48

44,10:45-11:00,24.16,6.18,62.81,6.78,24.16,11.9,29.16,32.38,0,0,28.57,33,32.38,97.11,97.13,33,96,48,33,26.41,43,241.67,84,0,93,141.89,48.33,4.35,133.35,26.61,16.32,62.81,193.26,0,35.23,48.32,11.91,48.32,2.17,48.32,37.69,26.61,16.32,0,24.16,53.15,8.01,12.62,3.24,12.58,28.26,-77.48

45,11:00-11:15,24.16,5.15,62.81,6.62,24.16,11.9,29.16,32.7,0,0,28.91,33,32.7,98.07,100,33,98,49,33,24.41,45,250,87,0,96,144.34,50,11.07,133.35,26.61,16.56,62.81,193.26,0,35.23,48.32,11.91,48.32,5.3,48.32,37.69,26.61,16.56,0,24.16,53.15,8.01,12.8,7.77,12.48,28.26,-77.48

46,11:15-11:30,24.16,5.15,62.81,6.62,24.16,11.9,29.16,33.02,0,0,29.46,33,33.02,99.05,100,33,98,49,33,24.41,46,250,88,0,97,144.34,50,11.07,133.35,26.61,16.82,62.81,193.26,0,35.23,48.32,11.91,48.32,5.3,48.32,37.69,26.61,16.82,0,24.16,53.15,8.01,13,7.77,12.48,28.26,-77.48

47,11:30-11:45,24.16,5.15,62.81,6.62,24.16,11.9,29.16,31.32,0,0,29.79,33,31.32,93.96,100,33,98,49,33,23.01,46,250,88,0,98,144.34,50,11.07,133.35,26.61,17.09,62.81,193.26,0,35.23,48.32,11.91,48.32,5.3,48.32,37.69,26.61,17.09,0,24.16,53.15,8.01,13.21,7.77,12.48,27.25,-77.48

48,11:45-12:00,24.16,5.15,62.81,6.62,24.16,11.9,29.16,31.97,0,0,30.37,33,31.97,95.93,100,33,98,49,33,23.41,46,250,90,0,98,144.34,50,11.07,133.35,26.61,17.39,62.81,193.26,0,35.23,48.32,11.91,48.32,5.3,48.32,37.69,26.61,17.39,0,24.16,53.15,8.01,13.44,7.77,12.48,27.25,-77.48

49,12:00-12:15,24.16,6.09,62.81,4.68,24.16,11.9,29.16,32.54,0,0,29.36,33,32.54,97.59,100,33,98,49,33,24.01,46,250,90,0,98,144.34,50,11.07,133.35,26.7,17.38,62.81,193.26,0,35.23,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.38,0,24.16,53.15,8.17,13.44,7.77,12.3,27.25,-77.48

50,12:15-12:30,24.16,6.09,62.81,6.08,24.16,11.9,29.16,33.36,0,0,29.68,33,33.36,100.05,100,33,98,49,33,24.61,46,250,90,0,98,144.34,50,11.07,133.35,26.7,17.41,62.81,193.26,0,35.23,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.41,0,24.16,53.15,8.17,13.45,7.77,12.3,27.25,-77.48

51,12:30-12:45,24.16,6.09,62.81,6.08,24.16,11.9,29.16,33.46,0,0,30.17,33,33.46,100.39,100,33,98,49,33,25.01,46,250,90,0,98,142.13,50,11.07,133.35,26.7,17.46,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.46,0,24.16,53.15,8.17,13.48,7.77,12.3,27.25,-77.48

52,12:45-13:00,24.16,6.09,62.81,6.08,24.16,11.9,29.16,33.69,0,0,30.34,33,33.69,101.06,100,33,98,49,33,25.41,46,250,90,0,98,138.56,50,11.07,133.35,26.7,17.54,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.54,0,24.16,53.15,8.17,13.56,7.77,12.3,28.26,-77.48

53,13:00-13:15,24.16,6.23,62.81,6.39,24.16,11.9,29.16,33.98,0,0,30.47,33,33.98,101.93,100,33,98,49,33,26.01,45,250,90,0,97,137.04,50,11.07,133.35,26.7,17.35,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.35,0,24.16,53.15,8.86,13.41,7.77,12.3,28.26,-77.48

54,13:15-13:30,24.16,6.23,62.81,6.39,24.16,11.9,29.16,34.25,0,0,30.64,33,34.25,102.72,100,33,96,48,33,27.01,44,250,90,0,96,135.65,50,11.07,133.35,26.7,17.22,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.22,0,24.16,53.15,8.86,13.31,7.77,12.3,27.25,-77.48

55,13:30-13:45,24.16,6.23,62.81,6.39,24.16,11.9,29.16,34.66,0,0,30.89,33,34.66,103.95,100,33,95,48,33,33.01,43,245.78,88,0,95,133.14,49.16,11.07,133.35,26.7,17.15,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.15,0,24.16,53.15,8.86,13.26,7.77,12.3,27.25,-77.48

56,13:45-14:00,24.16,6.23,62.81,6.39,24.16,11.9,29.16,34.67,0,0,31.04,33,34.67,103.99,100,33,92,46,33,32.81,42,244.26,87,0,93,129.99,48.85,11.07,133.35,26.7,17.13,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,17.13,0,24.16,53.15,8.86,13.24,7.77,12.3,27.25,-77.48

57,14:00-14:15,24.16,6.37,62.81,6.62,24.16,11.9,29.16,34.99,0,0,30.47,33,34.99,104.96,100,33,90,45,33,40.02,41,240.1,82,0,92,126.83,48.02,11.07,133.35,26.7,16.85,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,16.85,0,24.16,53.15,9.63,13.02,7.77,12.3,27.25,-77.48

58,14:15-14:30,24.16,6.37,62.81,6.62,24.16,11.9,29.16,35.2,0,0,30.47,33,35.2,105.57,97.8,33,87,44,33,40.02,41,233.08,81,0,90,123.1,46.62,11.07,133.35,26.7,16.61,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,16.61,0,24.16,53.15,9.63,12.84,7.77,12.3,28.25,-77.48

59,14:30-14:45,24.16,5.62,82.46,6.86,24.16,11.9,29.16,34.95,0,0,30.64,33,34.95,104.85,95.14,33,87,43,33,40.02,39,225.43,78,0,89,118.03,45.09,11.07,133.35,26.7,16.42,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,16.42,0,24.16,86.97,9.63,12.68,7.77,12.3,29.27,-77.48

60,14:45-15:00,24.16,5.62,82.46,6.86,24.16,11.9,29.16,34.6,0,0,30.77,33,34.6,103.82,92.04,33,83,42,33,40.02,38,217.06,75,0,87,111.6,43.41,11.07,133.35,26.7,16.26,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,37.69,26.7,16.26,0,24.16,100.67,9.63,12.57,7.77,12.3,29.27,-77.48

61,15:00-15:15,24.16,6.09,100.68,7.4,24.16,11.9,29.16,34.49,0,0,30.74,33,34.49,103.46,88.5,33,79,39,33,40.02,37,206.37,72,0,85,105.24,41.27,11.07,133.35,26.7,15.81,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,15.81,0,24.16,100.67,10.4,12.22,7.77,12.58,28.26,-77.48

62,15:15-15:30,24.16,6.09,100.68,7.4,24.16,11.9,29.16,34.14,0,0,30.68,33,34.14,102.44,84.04,33,75,37,33,40.02,36,196.86,67,0,79,99.27,39.37,11.07,133.35,26.7,14.84,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,14.84,0,24.16,100.67,10.4,11.47,7.77,12.58,29.27,-77.48

63,15:30-15:45,24.16,6.56,100.68,7.79,24.16,11.9,29.16,35.18,0,0,30.57,33,35.18,105.55,79.33,33,70,35,33,40.02,33,185.35,63,0,71,92.66,37.07,15.35,133.35,26.7,13.87,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,13.87,0,24.16,100.67,10.4,10.72,10.34,12.58,29.27,-77.48

64,15:45-16:00,24.16,6.56,100.68,7.79,24.16,11.9,29.16,34.86,0,0,30.55,33,34.86,104.58,74.53,33,63,32,33,40.02,32,172.21,58,0,66,85.11,34.44,15.35,133.35,26.7,12.89,62.81,193.26,0,33.14,48.32,11.91,48.32,5.3,48.32,69.17,26.7,12.89,0,24.16,100.67,10.4,9.96,10.34,12.58,29.27,-77.48

