Block,Time Block,RIHAND1,RIHAND2,MAPS,KOTESHWR,KUDGI,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,DHAULIGNGA,KHSTPP-I,CHAMERA2,CHAMERA3,CHAMERA1,DADRT2,BRBCL,BSIUL,RAPPD,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SEWA2,SINGRAULI,TEHRI,SALAL,RIHAND3,TANDA2,NLCEXP,NLCIIST1,RAPPB,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,NAPP,NNTPP,NTPL,PARBATI3,PARBATI2,RAPPC,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,KHSTPP-II,ANTA_LF,ANTA_CRF,ANTA_GF,FSTPP I & II,DULHASTI,KGSU3AND4,JHAJJAR,KGSU1AND2,UNCHAHAR4,URI2,URI,VALLURNTECL,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,44.75,119.86,0,10.03,0,0,0,0,8.28,0,43.81,46.94,22.44,12.77,434.76,18.07,18.82,28.37,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,23.31,76.39,125.84,5.29,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,195.81,0,1.64,35.85,48.34,0,16.67,21.3,33.84,0,0,0,0,0

19,04:30-04:45,44.75,119.86,0,10.03,0,0,0,0,8.28,0,40.27,46.94,22.44,12.16,434.76,19.25,18.82,28.37,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,23.62,76.39,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,318.5,0,1.43,35.85,48.34,0,16.67,21.3,33.84,0,0,0,0,0

20,04:45-05:00,44.75,119.86,0,10.03,0,0,0,0,8.28,0,40.27,46.94,22.44,0,434.76,19.25,18.82,28.37,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,76.39,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,395.49,0,1.43,35.85,48.34,0,16.67,21.3,33.84,0,0,0,0,0

21,05:00-05:15,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,40.27,46.94,22.44,0,434.76,19.25,18.82,28.37,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,385.86,0,1.34,35.85,50.39,0,16.67,21.3,33.84,0,0,0,0,0

22,05:15-05:30,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,40.27,46.94,22.44,0,434.61,19.25,18.82,28.37,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,385.86,0,1.34,35.85,50.39,0,16.67,21.3,33.84,0,0,0,0,0

23,05:30-05:45,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,40.27,46.94,22.44,0,434.61,19.25,18.82,28.37,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,415.81,0,1.34,35.85,50.39,0,16.67,21.3,33.84,0,0,0,0,0

24,05:45-06:00,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,40.27,46.94,22.44,0,434.76,19.25,18.82,28.37,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,415.81,0,1.34,35.85,50.39,0,16.67,21.3,33.84,0,0,0,0,0

25,06:00-06:15,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,40.27,46.94,22.44,0,434.61,19.25,18.82,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,450.14,0,1.34,35.85,50.39,0,16.67,21.3,33.84,0,0,0,0,0

26,06:15-06:30,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,40.27,46.94,22.44,0,434.61,19.25,18.82,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,450.14,0,1.34,35.85,50.39,0,16.67,21.3,33.84,0,0,0,0,0

27,06:30-06:45,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,40.02,46.94,22.44,0,434.61,19.25,18.82,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,450.14,0,1.34,35.85,48.34,0,16.67,21.3,33.84,0,0,0,0,0

28,06:45-07:00,41.67,119.86,0,10.03,0,0,0,0,8.28,10.53,40.02,46.94,22.44,0,434.61,19.25,18.82,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.02,125.84,4.35,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,123.21,0,0,0,17.51,57.24,0,450.14,0,1.34,35.85,48.34,0,16.67,21.3,33.84,0,0,0,0,0

29,07:00-07:15,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,35.15,46.94,22.44,0,364.36,19.25,18.82,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,130.06,24.24,50.31,92.34,3.94,0,0,0,53.22,0,0,2.11,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,114.5,0,0,0,16.05,57.24,0,582.38,0,1.34,35.85,48.34,0,16.67,21.3,33.84,0,0,0,0,0

30,07:15-07:30,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,35.15,31.29,22.44,0,364.36,19.25,18.82,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,130.06,24.24,50.31,92.34,3.94,0,0,0,79.82,0,0,3.17,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,114.5,0,0,0,16.05,57.24,0,476.82,0,1.34,35.85,48.34,0,12.54,16.76,26.62,0,0,0,0,0

31,07:30-07:45,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,35.15,31.29,22.44,0,364.36,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,130.06,24.24,50.31,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,114.5,0,0,0,16.05,57.24,0,369.3,0,1.8,35.85,48.34,0,12.11,15.61,24.55,0,0,0,0,0

32,07:45-08:00,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.1,31.29,22.44,0,364.36,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,130.06,11.65,50.31,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,94.8,0,0,0,11.71,57.24,0,356.99,0,1.34,35.85,48.34,0,11.87,14.65,23.81,0,0,0,0,0

33,08:00-08:15,43.75,80.05,0,10.03,0,0,0,0,8.28,10.53,24.56,31.29,22.44,0,364.36,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,111.49,0,50.31,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,94.8,0,0,0,10.18,57.24,0,356.99,0,1.34,35.85,48.34,0,11.87,14.65,23.81,0,0,0,0,0

34,08:15-08:30,43.75,80.05,0,10.03,0,0,0,0,8.28,10.53,24.56,31.29,22.44,0,364.36,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,111.49,0,50.31,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,78.49,0,0,0,10.18,57.24,0,265.58,0,1.34,35.85,48.34,0,11.87,14.65,23.81,0,0,0,0,0

35,08:30-08:45,43.75,80.05,0,10.03,0,0,0,0,8.28,10.53,24.56,31.29,22.44,0,364.36,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,111.49,0,50.31,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,78.49,0,0,0,10.18,57.24,0,265.58,0,1.34,35.85,48.34,0,11.87,14.65,23.81,0,0,0,0,0

36,08:45-09:00,43.75,80.05,0,10.03,0,0,0,0,8.28,10.05,24.56,31.29,22.44,0,364.36,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,11.2,111.49,0,50.31,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,78.49,0,0,0,10.18,57.24,0,265.58,0,1.34,35.85,48.34,0,11.87,14.65,23.81,0,0,0,0,0

37,09:00-09:15,43.75,80.05,0,10.03,0,0,0,0,8.28,0,24.56,31.29,22.44,0,287.8,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,11.03,111.49,0,51.43,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,78.49,0,0,0,10.18,57.24,0,265.58,0,1.34,38.17,48.34,0,11.87,16.01,23.81,0,0,0,0,0

38,09:15-09:30,43.75,80.05,0,10.03,0,0,0,0,8.28,0,24.56,31.29,22.44,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,5.99,111.49,0,51.43,92.34,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,78.49,0,0,0,10.18,57.24,0,174.16,0,1.34,38.17,48.34,0,11.87,16.01,23.81,0,0,0,0,0

39,09:30-09:45,43.75,80.05,0,10.03,0,0,0,0,8.28,0,24.56,31.29,22.44,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,111.49,0,51.43,125.84,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,78.49,0,0,0,10.18,57.24,0,174.16,0,1.34,38.17,48.34,0,11.87,16.01,23.81,0,0,0,0,0

40,09:45-10:00,43.75,95.84,0,10.03,0,0,0,0,8.28,0,24.56,31.29,22.44,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.05,0,51.43,125.84,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,10.18,57.24,0,174.16,0,1.34,38.17,48.34,0,11.87,16.01,23.81,0,0,0,0,0

41,10:00-10:15,43.75,95.84,0,10.03,0,0,0,0,8.28,0,24.56,15.65,2.95,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,10.18,57.24,0,174.16,0,1.34,35.85,47.81,0,11.87,16.01,24.21,0,0,0,0,0

42,10:15-10:30,43.75,95.84,0,10.03,0,0,0,0,8.28,0,24.56,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,10.18,57.24,0,145.29,0,1.34,35.85,47.81,0,11.87,16.01,24.21,0,0,0,0,0

43,10:30-10:45,43.75,95.84,0,10.03,0,0,0,0,8.28,0,27.93,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,10.18,57.24,0,145.29,0,1.34,35.85,47.81,0,12.98,16.01,24.21,0,0,0,0,0

44,10:45-11:00,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,27.93,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,10.18,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,24.21,0,0,0,0,0

45,11:00-11:15,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,27.93,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,10.18,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

46,11:15-11:30,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

47,11:30-11:45,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

48,11:45-12:00,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

49,12:00-12:15,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,16.23,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

50,12:15-12:30,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,16.23,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

51,12:30-12:45,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

52,12:45-13:00,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

53,13:00-13:15,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,27.93,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,93.59,0,0,0,10.18,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

54,13:15-13:30,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,27.93,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,93.59,0,0,0,10.18,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

