Block,Time,FSTPP I & II,KHSTPP-II,NLCTS2EXP,NNTPP,RAPPB,SIMHST1,SIMHST2,TANDA2,DADRI_RF,CHAMERA3,KGSU3AND4,KKNP,NLCIIST2,RAPPD,SALAL,SEWA2,UNCHAHAR4,URI2,AURY_RF,JHAJJAR,KHSTPP-I,KUDGI,NLCIIST1,RSTPSU7,ANTA_LF,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,MAPS,PARBATI3,RAPPC,RIHAND2,RIHAND3,SINGRAULI,TALST2,TANAKPUR,ANTA_RF,KGSU1AND2,NLCEXP,PARBATI2,SASAN,AURY_GF,BRBCL,KKNPPU2,NAPP,NTPL,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,UNCHAHAR2,VALLURNTECL,AURY_CRF,DADRI_GF,DADRI_LF,KOTESHWR,NJPC,RIHAND1,TEHRI,TelanganaSTPP,UNCHAHAR1,URI,ANTA_CRF,AURY_LF,BSIUL,CHAMERA1,CHAMERA2,KOLDAM,TALA,TEHRIPSP,UNCHAHAR3,ANTA_GF,DADRI_CRF
13,03:00-03:15,19.6,148.3,0,0,0,0,0,6.62,71.89,35.09,0,0,0,25.15,83.08,0,2.4,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.95,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.1,0,0,0,0,10.44,181.16,64.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,5.39,0,27.99,0,0

14,03:15-03:30,19.6,148.3,0,0,0,0,0,6.61,71.89,35.09,0,0,0,25.15,83.08,0,2.4,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.95,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.11,0,0,0,0,10.44,181.16,64.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,5.39,0,27.99,0,0

15,03:30-03:45,19.6,148.3,0,0,0,0,0,6.62,71.89,35.09,0,0,0,25.15,83.08,0,2.4,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.95,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.1,0,0,0,0,10.44,181.16,64.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,3.91,0,27.99,0,0

16,03:45-04:00,19.6,148.3,0,0,0,0,0,6.61,71.89,35.09,0,0,0,25.15,83.08,0,2.39,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.95,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.1,0,0,0,0,10.44,181.16,64.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,3.91,0,27.99,0,0

17,04:00-04:15,19.6,148.3,0,0,0,0,0,4.17,71.9,35.09,0,0,0,25.15,83.08,0,2.01,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.95,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,44.5,0,0,0,0,10.44,181.16,64.81,29.2,0,21.51,50.79,0,0,13.04,42.15,48.9,10.65,3.91,0,27.44,0,0

18,04:15-04:30,19.6,148.3,0,0,0,0,0,4.17,71.9,35.09,0,0,0,25.15,83.08,0,2.01,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.95,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,44.5,0,0,0,0,10.44,181.16,64.81,29.2,0,21.51,50.79,0,0,13.04,42.15,48.9,10.65,3.91,0,27.43,0,0

19,04:30-04:45,19.6,148.3,0,0,0,0,0,4.17,71.9,35.09,0,0,0,25.15,83.08,0,2.01,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,44.5,0,0,0,0,10.44,181.16,64.81,29.2,0,21.5,50.79,0,0,13.04,42.15,48.9,10.65,3.91,0,27.44,0,0

20,04:45-05:00,19.6,148.3,0,0,0,0,0,5.91,71.9,35.09,0,0,0,25.15,83.08,0,2.01,38.16,78.22,427.95,45.83,0,0,0,0,550.85,43.85,39.74,8.71,0,78.39,68.22,96.8,92.37,153.28,0,5.64,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,64.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,3.27,0,27.99,0,0

21,05:00-05:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,78.39,68.22,126.8,132.37,153.28,0,5.64,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,3.27,0,27.99,0,0

22,05:15-05:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,78.39,68.22,126.8,132.37,153.28,0,5.64,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,3.27,0,27.99,0,0

23,05:30-05:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,78.39,68.22,126.8,132.37,153.28,0,5.64,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,2.53,0,27.99,0,0

24,05:45-06:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,78.39,68.22,126.8,132.37,153.28,0,5.64,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,2.53,0,27.99,0,0

25,06:00-06:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,78.39,68.22,126.8,132.37,153.28,0,7.68,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,1.35,0,27.99,0,0

26,06:15-06:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,78.39,68.22,126.8,132.37,153.28,0,7.68,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,1.53,0,27.99,0,0

27,06:30-06:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,1.53,0,27.99,0,0

28,06:45-07:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,427.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.91,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,1.53,0,27.99,0,0

29,07:00-07:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,579.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.91,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,0,0,27.99,0,0

30,07:15-07:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,579.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.91,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,0,0,27.99,0,0

31,07:30-07:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,579.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.91,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,0,0,27.99,0,0

32,07:45-08:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,579.95,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.91,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,0,0,27.99,0,0

33,08:00-08:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.91,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,29.2,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,0.88,0,27.99,0,0

34,08:15-08:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.91,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,24.13,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,1.35,0,27.99,0,0

35,08:30-08:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,49.43,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,9.73,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,1.35,0,27.99,0,0

36,08:45-09:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,2.88,0,27.99,0,0

37,09:00-09:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,49.04,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,2.88,0,27.99,0,0

38,09:15-09:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.77,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,2.88,0,27.99,0,0

39,09:30-09:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.64,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,2.88,0,27.99,0,0

40,09:45-10:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,48.38,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,2.88,0,27.99,0,0

41,10:00-10:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,48.25,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,5.23,0,27.99,0,0

42,10:15-10:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,47.99,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,5.23,0,27.99,0,0

43,10:30-10:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,47.86,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,5.53,0,27.99,0,0

44,10:45-11:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,43.85,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,47.6,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,50.79,0,0,13.04,42.15,48.9,10.65,5.53,0,27.99,0,0

45,11:00-11:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,47.32,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,52.99,0,0,13.04,28.1,48.9,10.65,9.82,0,27.99,0,0

46,11:15-11:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,69.16,68.22,126.8,132.37,153.28,0,7.68,47.32,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,10.44,181.16,99.81,0,0,21.83,52.99,0,0,13.04,28.1,48.9,10.65,9.82,0,27.99,0,0

47,11:30-11:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,47.19,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,14.05,48.9,10.65,5.53,0,27.99,0,0

48,11:45-12:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,47.06,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,4.49,0,27.99,0,0

49,12:00-12:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.93,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,9.41,0,27.99,0,0

50,12:15-12:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,9.41,0,27.99,0,0

51,12:30-12:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,9.47,0,27.99,0,0

52,12:45-13:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.54,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,9.47,0,27.99,0,0

53,13:00-13:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.54,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,10.49,0,27.99,0,0

