Column1,Time,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/16/1676,GNA/SR/2025/02/01/6460,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/01/4863,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/16/1380,GNA/NR/2025/02/01/9969,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/SR/2025/02/01/7432,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/01/5886,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/2143,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/8625,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10
56,13:45-14:00,23.07,0,75,26.24,7.27,7.21,26.96,100.15,170.8,0,23.07,230.71,26.96,0,10.77,8.65,13.93,23.07,56.63,13.93,0,0.62,0,35.06,0,0,0,90.94,32.66,18.33,53,32.67,32.67,28.01,93,47,18.33,82,44,44.36,18,119.52,221.82,85,55.01,193,53

57,14:00-14:15,23.07,0,75,26.24,7.27,7.21,26.96,100.15,170.8,0,23.07,271.81,26.96,0,10.43,8.65,13.5,23.07,56.63,13.5,0,0.86,0,35.06,0,0,0,97.35,32.66,15.67,45.67,32.67,32.67,27.01,93,47,15.67,82,43,40.89,17.67,117.49,204.47,86,46.99,193,45.66

58,14:15-14:30,23.07,0,75,26.24,7.27,7.21,26.96,100.15,170.8,0,23.07,271.81,26.96,0,12.66,8.65,16.38,23.07,56.63,16.38,0,0.86,0,35.06,0,0,0,96.63,32.66,15.67,45.67,32.67,32.67,26.01,93,47,15.67,81,42,40.78,17.67,114.21,203.87,86,46.99,189,45.66

59,14:30-14:45,23.07,0,75,26.24,7.27,7.21,26.96,100.15,170.8,0,23.07,271.81,26.96,0,12.54,8.65,16.24,23.07,56.63,16.24,0,0.62,0,35.06,0,0,0,96,32.66,15.5,45.33,32.67,32.67,21.61,92,46,15.5,79,41,40.22,17.33,111.02,201.07,88,46.5,186,45.34

60,14:45-15:00,23.07,0,75,26.24,7.27,7.21,26.96,100.15,170.8,0,23.07,271.81,26.96,0,12.14,8.65,15.71,23.07,56.63,15.71,0,0.62,0,35.06,0,0,0,92.05,32.66,15.5,45.67,32.67,32.67,21.21,89,44,15.5,78,40,40.09,17.33,119.61,200.42,86,46.5,182,45.66

61,15:00-15:15,23.07,0,75,26.24,7.27,7.21,26.96,100.15,170.8,0,23.07,271.81,26.96,0,11.51,8.65,14.9,23.07,68.17,14.9,0,0.62,0,35.06,0,0.92,0,86.57,32.66,15.5,46.33,32.67,32.67,20.81,85,43,15.5,79,36,39.4,15,112.51,197,81,46.5,186,46.34

62,15:15-15:30,23.07,0,75,26.24,7.27,7.21,26.96,100.15,170.8,0,23.07,271.81,26.96,0,10.77,8.65,13.95,23.07,68.17,13.95,0,0.86,0,35.06,0,0.92,0,80.69,32.66,15.5,46.67,32.67,32.67,21.01,79,39,15.5,73,34,37.69,14,104.47,188.46,77,46.5,172,46.66

63,15:30-15:45,23.07,0,75,26.74,7.27,7.21,26.96,100.15,205.11,0,23.07,271.81,26.96,0,9.84,8.65,12.73,23.07,68.17,12.73,0,0.86,0,35.06,0,0,0,74.33,32.66,20,51.33,32.67,32.67,20.41,72,36,20,67,31,35.1,13.67,95.52,175.5,67,60,158,51.34

64,15:45-16:00,23.07,0,75,26.74,7.27,7.21,26.96,100.15,205.11,0,23.07,271.81,26.96,0,8.78,8.65,11.35,23.07,68.17,11.35,0,0.86,0,35.06,0,0,0,67.82,32.66,19.83,51.67,32.67,32.67,20.01,65,33,19.83,61,28,34.65,13.67,85.76,173.25,62,59.51,144,51.66

65,16:00-16:15,23.07,0,75,26.74,7.27,7.21,26.96,100.15,212.06,0,23.07,271.81,26.96,0,7.67,8.65,9.93,23.07,68.17,9.93,0,0.62,0,32.99,0,0,0,60.77,32.66,18.33,53.33,32.67,32.67,25.41,47,23,18.33,43,24,31.04,13.33,75.55,155.18,53,55.01,102,53.34

66,16:15-16:30,23.07,0,75,26.74,7.27,7.21,26.96,100.15,205.11,0,23.07,271.81,26.96,0,6.68,8.65,8.64,23.07,68.17,8.64,0,0.62,0,32.99,0,0,0,54.5,32.66,18,53.33,32.67,32.67,24.81,40,20,18,36,21,27.31,13.33,58.14,136.56,47,54,84,53.34

67,16:30-16:45,36.53,0,75,26.74,7.27,7.21,26.96,100.15,223.68,0,43.26,271.81,26.96,0,5.6,13.46,7.25,36.53,73.57,7.25,0,0.62,0,32.99,0,0,0,46.5,32.66,17.83,53.33,32.67,32.67,21.01,32,16,17.83,30,19,23.49,13.33,49.76,117.47,42,53.51,70,53.34

68,16:45-17:00,36.53,0,75,27.25,7.27,7.21,26.96,100.15,206.68,0,43.26,271.81,26.96,0,4.58,13.46,5.93,36.53,73.57,5.93,0,0.62,0,32.99,0,0,0,38.29,32.66,17.5,53.33,32.67,32.67,20.61,23,12,17.5,22,14,19.63,13.33,40.59,98.17,37,52.5,53,53.34

69,17:00-17:15,36.53,0,75,27.25,7.27,7.21,26.96,100.15,211.49,0,43.26,271.81,26.96,0,3.61,13.46,4.68,36.53,73.57,4.68,0,0.62,0,32.99,0,0.92,0,31.31,29.16,19.17,53.33,33,33,20.21,17,8,19.17,15,9,15.95,8.67,31.52,79.72,28,57.49,35,53.34

70,17:15-17:30,36.53,0,75,27.25,7.27,7.21,26.96,100.15,211.49,0,43.26,271.81,26.96,0,2.7,13.46,3.5,36.53,73.57,3.5,0,0.62,0,32.99,0,0.92,0,24.42,17.71,19,53.33,18,22.52,19.81,13,7,19,12,6,12.35,8.67,22.78,61.72,22,57,28,53.34

71,17:30-17:45,36.53,0,75,27.25,8.65,7.21,32,100.15,221.1,0,43.26,271.81,26.14,0,1.91,13.46,2.46,36.53,73.57,2.46,0,0.62,0,32.99,0,0,0,17.54,10.63,18.83,44.67,8,12.11,19.41,10,5,18.83,10,3,9.32,8.67,14.08,46.58,15,56.51,25,44.66

72,17:45-18:00,36.53,0,75,27.25,8.65,7.21,32,100.15,257.32,0,43.26,271.81,26.14,0,1.2,13.46,1.56,36.53,85.1,1.56,0,0.62,0,57.69,0,0,0,10.99,5.37,18.5,42.67,1,4.93,19.01,5,3,18.5,6,2,5.43,8.67,6.93,27.17,10,55.5,14,42.66

73,18:00-18:15,36.53,0,75,27.25,8.65,7.21,32,100.15,257.32,0,43.26,271.81,32,0,0.44,13.46,0.57,36.53,85.1,0.57,50,0.62,200,57.69,0.92,0,0,0.29,0,14.5,40,0,0,27.21,2,1,14.5,4,1,2.45,14.67,1,12.25,5,43.5,11,40

74,18:15-18:30,36.53,0,75,27.25,8.65,7.21,32,100.15,257.32,0,43.26,271.81,32,0,0.09,13.46,0.11,36.53,85.1,0.11,50,0.62,200,57.69,0.92,0,0,0.29,0,14.34,39.33,0,0,27.41,1,0,14.33,1,1,1.57,14.67,0,7.82,2,43,2,39.33

75,18:30-18:45,36.53,0,75,27.25,8.65,7.21,32,100.15,257.32,0,43.26,271.81,32,50,0,13.46,0,36.53,85.1,0,50,0.93,200,57.69,0.92,0,0,0.29,0,14.16,38.33,0,0,27.21,0,0,14.17,0,0,0.72,12,0,3.57,0,42.5,0,38.33

76,18:45-19:00,36.53,0,75,28.26,8.65,7.21,32,100.15,257.32,0,43.26,271.81,32,50,0,13.46,0,36.53,85.1,0,50,0.93,200,57.69,0.92,0,0,0.29,0,14.16,38.33,0,0,27.21,0,0,14.17,0,0,0,12,0,0,0,42.5,0,38.33

