Block,Time Block,KHSTPP-I,RSTPSU7,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,RSTPSU1TO6,URI2,VALLURNTECL,ANTA_CRF,KGSU3AND4,KGSU1AND2,UNCHAHAR3,TEHRIPSP,UNCHAHAR2,URI,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,NLCEXP,TANDA2,TALST2,TANAKPUR,SINGRAULI_HYDRO,TALA,JHAJJAR,FSTPP I & II,RIHAND2,RIHAND1,RIHAND3,NNTPP,NTPL,PARBATI3,PARBATI2,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPD,RAPPC,RAPPB,KHSTPP-II,KKNP,KISHANGANGA,DADRT2,DULHASTI,DHAULIGNGA,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,KUDGI,KKNPPU2,MAPS,NAPP,KOTESHWR,NJPC,KOLDAM,SASAN,SIMHST1,SIMHST2,SINGRAULI,SEWA2,SALAL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,31.71,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,23.42,50.3,32.04,35.77,28.71,0,17.89,2.31,0,6.17,0,9.3,1.13,16.78,378.29,16.95,122.67,96.56,89.36,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,143.47,0,8.47,95.4,56.87,42.42,40.78,12.61,33.95,47.31,12.63,0,0,0,24.21,20.2,148.12,10.3,397.23,0,0,148.85,0,82.63,0,0,0,0,0

7,01:30-01:45,31.71,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,23.42,0,32.04,35.77,28.71,0,17.89,2.31,0,6.17,0,9.3,1.13,22.47,358.94,16.95,122.67,96.56,89.36,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,143.47,0,8.47,95.4,56.87,42.42,40.78,12.61,33.95,47.31,11.05,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,148.85,0,82.63,0,0,0,0,0

8,01:45-02:00,31.71,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,23.42,0,32.04,35.77,28.71,0,17.89,2.31,0,6.17,0,11.65,1.13,22.47,358.94,16.95,122.67,96.56,89.36,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,143.47,0,8.47,95.4,56.87,42.42,40.78,12.61,33.95,47.31,10.51,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,148.85,0,82.63,0,0,0,0,0

9,02:00-02:15,25.44,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.89,0,27.68,35.77,28.71,0,12.04,0.97,0,3.65,0,11.65,1.13,22.47,350.81,12.96,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,95.4,56.87,42.42,40.78,12.61,33.95,47.31,9.5,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,82.63,0,0,0,0,0

10,02:15-02:30,25.44,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.89,0,27.68,35.77,28.71,0,12.04,0.97,0,3.65,0,8.06,1.13,22.47,350.81,12.96,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,95.4,56.87,42.42,40.78,12.61,33.95,47.31,10.41,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,82.63,0,0,0,0,0

11,02:30-02:45,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,8.06,1.13,22.47,324.78,12.96,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,25.27,56.87,42.42,40.78,12.61,33.95,47.31,9.66,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,82.63,0,0,0,0,0

12,02:45-03:00,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,8.06,1.13,22.47,324.78,10.18,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,10.8,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,82.63,0,0,0,0,0

13,03:00-03:15,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,8.06,1.13,23.46,324.78,10.18,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,11.59,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,80.37,0,0,0,0,0

14,03:15-03:30,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,8.06,1.13,23.46,324.78,10.18,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,12.45,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,80.37,0,0,0,0,0

15,03:30-03:45,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,23.46,324.78,10.18,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,15.17,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,80.37,0,0,0,0,0

16,03:45-04:00,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,23.46,324.78,10.18,120.21,94.32,86.67,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,15.41,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,144.28,0,80.37,0,0,0,0,0

17,04:00-04:15,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,23.19,324.78,10.18,120.21,94.32,86.63,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,17.5,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

18,04:15-04:30,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,23.19,324.78,10.18,120.21,94.32,86.63,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,18.98,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

19,04:30-04:45,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,22.89,324.78,10.18,120.21,94.32,86.63,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,18.93,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

20,04:45-05:00,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,22.89,324.78,10.18,120.21,94.32,86.63,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.37,56.87,42.42,40.78,12.61,33.95,47.31,19.55,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

21,05:00-05:15,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,22.89,324.78,10.18,120.21,94.32,125.34,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,72.67,56.87,42.42,40.78,12.61,33.95,47.31,22.36,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

22,05:15-05:30,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,22.62,324.78,10.18,120.21,94.32,125.34,0,0,76.42,56.16,0,0,0,5.68,24.9,66.32,0,115.11,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,22.44,0,0,0,24.21,10.1,148.12,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

23,05:30-05:45,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,28.01,324.78,10.18,95.63,64.49,125.34,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,98.28,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,22.93,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

24,05:45-06:00,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,27.74,324.78,10.18,95.63,64.49,125.34,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,98.28,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,16.99,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

25,06:00-06:15,19.54,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,27.74,324.78,10.18,95.63,64.49,90.21,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,101.93,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,18.91,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

26,06:15-06:30,19.54,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,27.74,324.78,10.18,95.63,64.49,90.21,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,24.18,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

27,06:30-06:45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,28.78,324.78,10.18,95.63,64.49,90.21,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,23.59,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

28,06:45-07:00,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.65,0,9.3,1.13,28.78,324.78,10.18,95.63,64.49,90.21,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,16.85,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

29,07:00-07:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.22,0,9.3,1.13,29.49,324.78,10.18,95.63,64.49,90.21,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,7.39,56.87,31.82,40.78,12.61,33.95,47.31,19.3,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

30,07:15-07:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.22,0,9.3,1.13,29.92,324.78,10.18,95.63,64.49,90.21,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,7.39,56.87,31.82,40.78,12.61,33.95,47.31,19.32,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

31,07:30-07:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.22,0,6.82,1.13,29.92,324.78,10.18,95.63,64.49,90.21,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,7.39,56.87,31.82,40.78,12.61,33.95,47.31,20.67,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

32,07:45-08:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,14.43,0,23.99,35.77,28.71,0,10.85,0.97,0,3.22,0,6.82,1.13,29.92,324.78,10.18,95.63,64.49,90.21,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,7.39,56.87,42.42,40.78,12.61,33.95,47.31,19.73,0,0,0,24.21,10.1,175.25,10.3,397.23,0,0,128.82,0,80.37,0,0,0,0,0

33,08:00-08:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,28.71,0,10.53,0.59,0,2.8,0,6.82,1.13,29.92,220.32,10.18,95.63,64.49,90.21,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,20.25,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,129.84,0,80.37,0,0,0,0,0

34,08:15-08:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,19.14,0,10.53,0.59,0,2.12,0,6.82,1.13,29.92,220.32,10.18,95.63,64.49,90.21,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,18.41,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,129.84,0,80.37,0,0,0,0,0

35,08:30-08:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,9.57,0,10.53,0.59,0,2.08,0,6.82,1.13,30.2,220.32,10.18,95.63,64.49,90.21,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,15.87,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,129.84,0,80.37,0,0,0,0,0

36,08:45-09:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,6.82,1.13,30.2,220.32,10.18,95.63,64.49,90.21,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,17.56,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,129.84,0,80.37,0,0,0,0,0

37,09:00-09:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,6.82,1.13,30.2,220.32,10.18,80.44,64.49,83.57,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,17.36,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.31,0,80.37,0,0,0,0,0

38,09:15-09:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,6.82,1.13,30.2,123.58,10.18,80.44,64.49,83.57,0,0,66.91,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,17.84,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.31,0,80.37,0,0,0,0,0

39,09:30-09:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,7.43,1.13,31.34,123.58,10.18,80.44,64.49,83.57,0,0,57.99,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,17.46,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.97,0,80.37,0,0,0,0,0

40,09:45-10:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,7.43,1.13,31.34,123.58,10.18,80.44,64.49,83.57,0,0,57.99,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,18.42,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.97,0,80.37,0,0,0,0,0

41,10:00-10:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,11.65,1.13,31.34,123.58,10.18,80.44,64.49,90.21,0,0,57.99,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,17.28,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.97,0,80.37,0,0,0,0,0

42,10:15-10:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,11.65,1.13,31.34,123.58,10.18,95.63,64.49,90.21,0,0,57.99,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,15.18,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.97,0,80.37,0,0,0,0,0

43,10:30-10:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,11.65,1.13,31.34,123.58,10.18,95.63,64.49,90.21,0,0,57.99,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,14.72,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.97,0,80.37,0,0,0,0,0

44,10:45-11:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,11.65,1.13,31.34,123.58,10.18,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,15.74,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.97,0,80.37,0,0,0,0,0

45,11:00-11:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,9.92,1.13,30.71,123.58,10.18,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,13.97,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.97,0,80.37,0,0,0,0,0

46,11:15-11:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,9.92,1.13,30.71,123.58,12.96,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,13.65,0,0,0,24.21,10.1,175.25,10.3,405.12,0,0,103.31,0,80.37,0,0,0,0,0

47,11:30-11:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,11.65,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,14.93,0,0,0,24.21,10.1,175.25,10.3,378.9,0,0,129.84,0,80.37,0,0,0,0,0

48,11:45-12:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,9.92,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,42.42,40.78,12.61,33.95,47.31,19.95,0,0,0,24.21,10.1,175.25,10.3,378.9,0,0,129.84,0,80.37,0,0,0,0,0

49,12:00-12:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,9.92,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,12.61,33.95,47.31,19.94,0,0,0,24.21,10.1,175.25,10.3,378.9,0,0,129.84,0,80.37,0,0,0,0,0

50,12:15-12:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,17.45,0,28.44,35.77,0,0,13.33,0.59,0,2.08,0,9.92,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,12.61,33.95,47.31,22.22,0,0,0,24.21,10.1,175.25,10.3,378.9,0,0,129.84,0,80.37,0,0,0,0,0

51,12:30-12:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,17.45,0,28.44,35.77,0,0,13.33,0.59,0,2.08,0,9.92,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,57.25,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,19.83,0,0,0,24.21,10.1,175.25,10.3,378.9,0,0,116.76,0,80.37,0,0,0,0,0

52,12:45-13:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,17.45,0,28.44,35.77,0,0,13.33,0.59,0,2.08,0,9.92,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,62.45,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,21.87,0,0,0,24.21,10.1,175.25,10.3,378.9,0,0,116.76,0,80.37,0,0,0,0,0

