Block,Time Block,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_GF,AURY_RF,AURY_LF,URI,VALLURNTECL,UNCHAHAR4,URI2,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,TANDA2,TALST2,UNCHAHAR3,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,SIMHST2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,NNTPP,RAMPUR,NTPL,PARBATI3,SEWA2,RIHAND1,SASAN,RAPPC,RSTPSU1TO6,RSTPSU7,SALAL,RIHAND3,RAPPB,RIHAND2,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,KOLDAM,KUDGI,MAPS,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NJPC,NLCEXP,JHAJJAR,DHAULIGNGA,DULHASTI,FSTPP I & II,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,DADRT2,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,14.29,0,0,3.7,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,31.6,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,15.85,13.45,0,0,0,0,257.74,13.05,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,14.29,0,0,3.7,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,31.6,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,251,13,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,14.29,0,0,3.7,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,31.6,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,243.31,13.58,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,14.29,0,0,3.7,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,31.6,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,229.85,13.18,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,14.29,0,0,3.7,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,31.6,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,222.15,15.34,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,1.6,0,0,18.11,0,0,0,0,0,0,14.05,0,0,8.01,0,11.2,0,0,83.29,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,216.38,15.39,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,1.6,0,0,18.11,0,0,0,0,0,0,14.05,0,0,3.7,0,11.2,0,0,83.29,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,211.57,16.38,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,1.6,0,0,18.11,0,0,0,0,0,0,14.05,0,0,3.7,0,11.2,0,0,88.1,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,210.61,16.5,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,1.6,0,0,18.11,0,0,0,0,0,0,14.05,0,0,3.7,0,11.2,0,0,92.91,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,214.46,15.78,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,1.6,0,0,18.11,0,0,0,0,0,0,14.05,0,0,8.01,0,11.2,0,0,102.53,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,210.61,16.45,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,1.6,0,0,18.11,0,0,0,0,0,0,14.05,0,0,3.7,0,11.2,0,0,102.53,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,219.27,19.23,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,14.05,0,0,3.7,0,11.2,0,0,107.94,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,239.46,19.23,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,14.05,0,0,3.7,0,11.2,0,0,107.94,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,83.85,24.54,0,0,65.8,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,261.74,19.23,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.05,0,0,8.01,0,11.2,0,0,107.94,0,11.55,0,0,0,0,0,38.13,402.73,51.5,0,0,1.35,116.03,0,98.43,24.54,0,0,65.36,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,9.63,0,0,0,0,293.32,19.23,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.05,0,0,1.72,0,11.2,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,38.21,0,0,82.03,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,293.32,19.23,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.05,0,0,1.72,0,11.2,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,38.21,0,0,94.34,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,297.17,19.23,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.05,0,0,1.72,0,11.2,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,297.17,19.23,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,17.55,0,0,1.72,0,13.94,0,0,107.94,0,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,18.21,0,285.37,0,15.85,15.94,0,0,0,0,297.17,19.23,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,17.55,0,0,1.72,0,13.94,0,0,107.94,14.96,11.55,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,36.43,0,347.04,0,15.85,17.5,0,0,0,0,297.17,19.23,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.72,0,20.38,0,0,107.94,29.94,19.28,0,0,0,3.67,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,72.86,0,404.34,7.75,15.85,17.5,0,0,1.06,3.2,317.36,19.23,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.72,0,20.38,0,0,107.94,44.9,19.77,0,0,0,15.92,5.07,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,91.07,0,426.46,7.75,31.7,17.5,0,9.31,6.27,11.54,423.15,19.23,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.72,0,20.38,0,0,107.94,59.86,19.77,0,0,0,15.92,10.14,44.24,402.73,51.5,0,0,8.93,116.03,0,114.21,43.49,0,0,95.08,0,19.34,0,0,0,0,0,0,0,41.9,0,134.96,0,426.46,16,31.7,17.5,11.55,27.95,12.54,25.33,455.85,19.23,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,2.13,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.72,0,20.38,0,0,107.94,59.86,19.77,0,0,0,15.92,10.14,44.24,402.73,51.5,0,0,40.23,116.03,0,114.21,43.49,0,0,95.08,0,19.34,0,0,0,0,0,0,0,41.9,0,134.96,0,426.46,35.15,31.7,17.5,26.98,27.95,12.54,25.33,479.89,19.23,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,25.48,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.72,0,20.38,0,0,107.94,59.86,19.77,0,0,0,15.92,10.14,44.24,402.73,51.5,0,0,40.23,116.03,0,114.21,43.49,0,0,95.08,0,19.34,0,0,0,0,0,0,0,41.9,0,134.96,0,426.46,35.15,31.7,17.5,40.54,27.95,12.54,25.33,523.16,19.23,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,25.48,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.72,0,20.38,0,0,107.94,59.86,19.77,0,0,0,15.92,10.14,44.24,402.73,51.5,0,0,40.23,116.03,0,114.21,43.49,0,0,95.08,0,19.34,0,0,0,0,0,0,0,41.9,0,134.96,0,426.46,35.15,31.7,17.5,40.54,27.95,12.54,25.33,554.09,19.23,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,25.48,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,59.86,19.77,0,0,0,15.92,10.14,44.24,402.73,51.5,0,0,40.23,116.03,0,114.21,43.49,0,0,95.08,0,19.34,0,0,0,0,0,0,0,41.9,0,134.96,0,422.96,35.15,31.7,17.5,26.98,27.95,12.54,25.33,534.77,19.23,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,3.18,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,59.86,19.77,0,0,0,3.42,5.07,44.24,402.73,51.5,0,0,8.93,116.03,0,114.21,43.49,0,0,95.08,0,19.34,0,0,0,0,0,0,0,41.9,0,134.96,0,423.15,35.15,31.7,17.5,13.51,27.95,12.54,25.33,577.09,19.23,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,44.9,19.77,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,91.07,0,426.46,16.51,31.7,17.5,13.51,9.31,6.27,25.33,580.87,19.23,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,29.94,19.77,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,59.2,0,423.15,7.75,31.7,17.5,0,0,1.06,25.33,547.21,19.23,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,29.94,19.77,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,38.26,0,426.46,0,31.7,17.5,0,0,0,25.33,568.36,19.23,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,29.94,19.77,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,22.49,0,426.46,0,31.7,17.5,0,0,0,12.67,526.05,19.23,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,25.38,0,0,6.03,0,20.38,0,0,107.94,14.96,19.77,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,426.46,0,15.85,17.5,0,0,0,0,523.16,19.23,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,25.38,0,0,6.03,0,20.38,0,0,107.94,0,19.77,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,426.46,0,15.85,17.5,0,0,0,0,525.09,19.23,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,25.48,0,0,10.35,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,0,19.77,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,426.46,0,15.85,17.5,0,0,0,0,569.33,19.23,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,25.48,0,0,10.35,0,0,0,0,0,0,21.88,0,0,0.74,0,17.57,0,0,107.94,0,17.04,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,374.52,0,15.85,17.5,0,0,0,0,574.13,19.23,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,25.48,0,0,10.35,0,0,0,0,0,0,21.88,0,0,0.74,0,17.57,0,0,107.94,0,17.04,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,315.86,0,15.85,17.5,0,0,0,0,545.28,19.23,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,3.18,0,0,10.35,0,0,0,0,0,0,21.88,0,0,2.71,0,17.57,0,0,107.94,0,17.04,0,0,0,0,0,44.24,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,257.2,0,15.85,17.5,0,0,0,0,528.94,19.23,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,1.6,0,0,10.35,0,0,0,0,0,0,21.88,0,0,2.71,0,17.57,0,0,107.94,0,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,257.2,0,15.85,17.5,0,0,0,0,486.62,19.23,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,1.6,0,0,10.35,0,0,0,0,0,0,21.88,0,0,2.71,0,17.57,0,0,107.94,0,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,257.2,0,15.85,17.5,0,0,0,0,554.54,19.23,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,21.88,0,0,2.71,0,17.57,0,0,107.94,0,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,257.2,0,15.85,15.02,0,0,0,0,500.57,19.23,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,21.88,0,0,2.71,0,17.57,0,0,107.94,0,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,257.2,0,15.85,15.02,0,0,0,0,420.26,19.23,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,19.28,0,0,2.71,0,15.28,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,15.85,15.02,0,0,0,0,420.26,19.23,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,19.28,0,0,2.71,0,15.28,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,15.85,15.02,0,0,0,0,408.72,19.23,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,19.28,0,0,2.71,0,15.28,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,15.85,15.02,0,0,0,0,384.68,19.23,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,1.6,0,0,4.27,0,0,0,0,0,0,19.28,0,0,2.71,0,15.28,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,15.85,15.02,0,0,0,0,360.64,19.23,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,19.28,0,0,2.71,0,15.28,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,15.85,15.02,0,0,0,0,312.55,19.23,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,19.28,0,0,2.71,0,15.28,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,15.85,15.02,0,0,0,0,293.32,19.23,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,2.71,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,15.85,15.02,0,0,0,0,264.47,19.23,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,2.71,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,8.93,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,15.85,13.45,0,0,0,0,240.42,19.23,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,2.71,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,216.38,19.23,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,8.01,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,216.38,19.23,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,8.01,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,216.38,19.23,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,2.71,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,232.73,19.23,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,2.71,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,8.93,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,264.47,19.23,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,14.39,0,0,2.71,0,11.33,0,0,107.94,0,11.55,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,230.81,0,0,13.45,0,0,0,0,288.51,19.23,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,18.44,0,0,2.71,0,16.54,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,0,15.94,0,0,0,0,312.55,19.23,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,22.61,0,0,2.71,0,18.09,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,38.21,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,235.08,0,0,15.94,0,0,0,0,336.6,19.23,0,0,0,0,0

