Block,Time,KGSU3AND4,KHSTPP-I,KKNP,NAPP,NLCIIST1,NLCIIST2,RAPPD,RSTPSU1TO6,MAPS,NLCEXP,SASAN,TelanganaSTPP,UNCHAHAR2,DADRI_CRF,DADRI_LF,CHAMERA2,KUDGI,RIHAND3,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,ANTA_GF,DADRI_GF,CHAMERA1,DHAULIGNGA,KGSU1AND2,NNTPP,RAPPC,SALAL,URI,URI2,AURY_CRF,KOLDAM,KOTESHWR,RIHAND2,SIMHST2,UNCHAHAR1,ANTA_LF,BSIUL,JHAJJAR,KKNPPU2,NJPC,RAMPUR,RAPPB,SIMHST1,TANDA2,TEHRI,UNCHAHAR4,ANTA_RF,AURY_RF,CHAMERA3,DADRT2,KHSTPP-II,KISHANGANGA,NTPL,PARBATI3,RIHAND1,SEWA2,TALA,ANTA_CRF,AURY_GF,BRBCL,DULHASTI,FSTPP I & II,NLCTS2EXP,PARBATI2,RSTPSU7,TALST2,TEHRIPSP,VALLURNTECL,AURY_LF,DADRI_RF
6,01:15-01:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,13.06,27.69,0,0,42.15,42.46,0,0,65.42,72.05,41.95,38.97,0,8.62,40.57,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,79.74,33.94,549.38,98.87,7.05,0,60.21,47.02,12.22,10.84,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

7,01:30-01:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,13.06,27.69,0,0,42.15,42.46,0,0,65.42,72.05,41.95,28.06,0,8.62,40.57,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,79.74,33.94,549.38,98.87,7.05,0,60.21,47.02,12.22,10.84,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

8,01:45-02:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,13.06,27.69,0,0,42.15,42.46,0,0,65.42,72.05,41.95,28.06,0,8.62,40.57,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,79.74,33.94,549.38,98.87,7.05,0,60.21,47.02,12.22,10.82,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

9,02:00-02:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,13.06,27.69,0,0,42.15,42.46,0,0,65.42,72.05,52.36,38.97,0,8.62,40.57,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,80,33.94,549.38,98.87,7.05,0,60.21,47.02,12.22,10.73,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

10,02:15-02:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,13.06,27.69,0,0,42.15,42.46,0,0,65.42,72.05,52.36,38.97,0,8.62,40.57,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,80,33.94,549.38,98.87,7.05,0,60.21,47.02,12.22,10.64,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

11,02:30-02:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,13.06,27.69,0,0,42.15,42.46,0,0,65.42,72.05,52.36,38.97,0,8.62,40.57,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,80,33.94,549.38,98.87,7.05,0,60.21,47.02,12.22,10.56,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

12,02:45-03:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,13.06,27.69,0,0,42.15,42.46,0,0,65.42,72.05,41.95,38.97,0,8.62,40.57,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,80,33.94,549.38,98.87,7.05,0,60.21,47.02,12.22,10.53,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

13,03:00-03:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,44.16,38.97,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,10.41,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

14,03:15-03:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,44.16,38.97,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,10.32,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

15,03:30-03:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,44.16,32.74,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,13.29,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

16,03:45-04:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,44.16,32.74,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,13.23,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

17,04:00-04:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,52.36,32.74,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,13.15,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

18,04:15-04:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,52.36,32.74,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,13.05,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

19,04:30-04:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,52.36,34.3,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.96,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

20,04:45-05:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.78,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,46.37,34.3,0,8.62,30.43,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.84,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

21,05:00-05:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,52.36,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.99,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

22,05:15-05:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,52.36,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.79,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

23,05:30-05:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,52.36,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.61,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

24,05:45-06:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,52.36,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.47,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

25,06:00-06:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.37,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

26,06:15-06:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.23,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

27,06:30-06:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.17,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

28,06:45-07:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,52.59,80,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,12.17,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

29,07:00-07:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,79.48,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,13.29,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

30,07:15-07:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,45.11,3.22,51.96,79.48,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,13.31,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

31,07:30-07:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,47.8,3.22,51.96,79.48,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,13.94,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

32,07:45-08:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,3.22,51.96,79.48,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,13.97,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

33,08:00-08:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,45.11,3.22,51.33,79.22,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,14.05,0,0,24.99,55.38,17.12,0,10.55,0,0,0,0,0,79.04

34,08:15-08:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,30.07,3.22,51.33,79.22,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,14.05,0,0,24.99,55.38,20.35,0,10.55,0,0,0,0,0,79.04

35,08:30-08:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,15.04,3.22,51.33,79.22,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,14.09,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

36,08:45-09:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,0,3.22,51.33,79.22,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,14.11,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

37,09:00-09:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,79.22,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,14.14,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

38,09:15-09:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.7,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,79.22,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,14.14,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

39,09:30-09:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,19.56,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,79.22,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,13.9,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

40,09:45-10:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,79.22,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,13.94,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

41,10:00-10:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,78.44,33.94,689.38,98.87,7.05,0,41.62,47.02,12.22,15.38,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

42,10:15-10:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,78.44,33.94,689.38,98.87,7.05,0,41.62,47.02,12.22,15.41,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

43,10:30-10:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,77.66,33.94,689.38,98.87,7.05,0,41.62,47.02,12.22,15.46,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

44,10:45-11:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,50.06,77.66,33.94,689.38,98.87,7.05,0,41.62,47.02,12.22,15.46,0,0,24.99,55.38,20.8,0,10.55,0,0,0,0,0,79.04

45,11:00-11:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,49.43,77.66,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.46,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

46,11:15-11:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,49.43,77.66,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.46,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

47,11:30-11:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,49.43,76.62,33.94,689.38,98.87,7.05,0,41.62,47.02,12.22,15.46,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

48,11:45-12:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,49.43,76.62,33.94,689.38,98.87,7.05,0,41.62,47.02,12.22,15.46,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

49,12:00-12:15,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.8,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

50,12:15-12:30,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.8,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

51,12:30-12:45,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.8,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

52,12:45-13:00,0,45.83,0,24.62,0,0,24.8,0,0,0,348.98,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.8,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

53,13:00-13:15,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.8,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

