Block,Time,JHAJJAR,KHSTPP-I,KOTESHWR,SASAN,SIMHST2,SINGRAULI,TANAKPUR,UNCHAHAR2,AURY_RF,DADRI_LF,NJPC,AURY_CRF,DADRI_RF,KGSU3AND4,KOLDAM,NLCIIST1,RAMPUR,RAPPB,RIHAND3,RSTPSU1TO6,SALAL,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,AURY_LF,CHAMERA3,DADRT2,KISHANGANGA,MAPS,NTPL,TALA,URI2,ANTA_LF,DADRI_CRF,BSIUL,DULHASTI,KUDGI,NLCIIST2,NNTPP,RAPPC,TANDA2,UNCHAHAR4,ANTA_GF,BRBCL,CHAMERA1,KGSU1AND2,KKNPPU2,RSTPSU7,ANTA_CRF,DADRI_GF,CHAMERA2,FSTPP I & II,NLCEXP,NLCTS2EXP,PARBATI3,RIHAND2,SEWA2,SIMHST1,URI,DHAULIGNGA,KHSTPP-II,KKNP,NAPP,RIHAND1,SINGRAULI_HYDRO,TALST2,TEHRI,VALLURNTECL,ANTA_RF,AURY_GF
10,02:15-02:30,436.2,45.22,8.88,339.75,0,125.96,7.81,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

11,02:30-02:45,436.2,45.22,8.88,339.75,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

12,02:45-03:00,436.2,45.22,8.88,339.75,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

13,03:00-03:15,436.2,45.22,8.88,339.75,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,12.78,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

14,03:15-03:30,436.2,45.22,8.88,339.75,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,55.77,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

15,03:30-03:45,436.2,45.22,8.88,360,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,55.77,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

16,03:45-04:00,436.2,45.22,8.88,380.25,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,55.77,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

17,04:00-04:15,436.2,45.22,8.88,388.12,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,55.77,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

18,04:15-04:30,436.2,45.22,8.88,396,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,41.83,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

19,04:30-04:45,436.2,45.22,8.88,405,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,41.83,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.25,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

20,04:45-05:00,436.2,45.22,8.88,405,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,12.78,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.25,0,0,18.2,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

21,05:00-05:15,436.2,45.22,8.88,405,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.25,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

22,05:15-05:30,436.2,45.22,8.88,405,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.25,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

23,05:30-05:45,436.2,45.22,8.88,405,0,125.96,7.81,42.39,0,23.57,20.83,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.25,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

24,05:45-06:00,436.2,45.22,8.88,405,0,125.96,7.81,42.39,0,23.57,46.79,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,15.99,0,0,0,118.75,0,0,1.11,9.14,148.3,0,43.57,92,0,0,15.56,0,0,0

25,06:00-06:15,436.2,45.22,17.75,405,0,125.96,7.81,42.39,0,23.57,70.17,71.46,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.25,0,3.33,15.99,0,0,3.82,118.75,0,0,1.11,18.27,148.3,0,43.57,92,0,0,31.12,0,0,0

26,06:15-06:30,436.2,45.22,26.63,405,0,125.96,7.81,42.39,0,23.57,93.56,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,6.52,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.25,0,13.17,15.99,0,0,16.55,118.75,5.27,0,1.11,18.27,148.3,0,43.57,92,0,0,46.68,0,0,0

27,06:30-06:45,436.2,45.22,39.83,405,0,125.96,2.56,42.39,0,23.57,113.64,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,19.38,683.14,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,14.05,0,0,0,45.25,0,26.34,15.99,0,0,16.55,118.75,10.53,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

28,06:45-07:00,436.2,45.22,39.83,405,0,125.96,2.56,42.39,0,23.57,113.64,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,19.38,683.14,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,14.05,0,0,0,45.47,0,26.34,15.99,0,0,16.55,118.75,15.81,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

29,07:00-07:15,436.2,45.22,39.83,405,0,125.96,2.56,42.39,0,23.57,113.64,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,19.38,682.78,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,14.05,0,0,0,45.47,0,26.34,15.99,0,0,16.55,118.75,15.81,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

30,07:15-07:30,436.2,45.22,39.83,405,0,125.96,2.56,42.39,0,23.57,113.64,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,19.38,682.78,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,14.05,0,0,0,45.47,0,26.34,15.99,0,0,16.55,118.75,15.81,0,26.49,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

31,07:30-07:45,436.2,45.22,39.83,405,0,125.96,3.59,42.39,0,23.57,140.35,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,19.38,682.78,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,14.05,0,0,0,45.47,0,26.34,15.99,0,0,16.55,118.75,15.81,0,26.49,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

32,07:45-08:00,436.2,45.22,39.83,405,0,125.96,3.59,42.39,0,23.57,140.35,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,26.39,0,19.38,682.78,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,14.05,0,0,0,45.67,0,26.34,15.99,0,0,3.56,118.75,10.53,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

33,08:00-08:15,436.2,45.22,19.72,405,0,125.96,3.59,42.39,0,23.57,94.7,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,9.67,682.78,0,0,0,0,4.31,0,41.65,6.52,16.48,0,0,0,53.43,0,0,0,20,14.05,0,0,0,45.67,0,13.17,15.99,0,0,0,118.75,5.27,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

34,08:15-08:30,436.2,45.22,17.75,405,0,125.96,3.59,42.39,0,23.57,75.76,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,9.67,682.78,0,0,0,0,4.31,0,41.65,6.52,16.48,0,0,0,53.43,0,0,0,20,13.99,0,0,0,45.47,0,13.17,15.99,0,0,0,118.75,0,0,1.11,17.57,148.3,0,43.57,92,0,0,62.24,0,0,0

35,08:30-08:45,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,75.76,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,9.67,682.78,0,0,0,0,4.31,0,41.65,6.52,16.48,0,0,0,53.43,0,0,0,20,13.99,0,0,0,45.25,0,13.17,15.99,0,0,0,118.75,0,0,1.11,9.14,148.3,0,43.57,92,0,0,62.24,0,0,0

36,08:45-09:00,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,63.36,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,9.67,682.78,0,0,0,0,4.31,0,41.65,6.52,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,3.73,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

37,09:00-09:15,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,41.67,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,9.67,682.78,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,3.73,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

38,09:15-09:30,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,22.72,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,682.78,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,3.73,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

39,09:30-09:45,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,682.78,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.63,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

40,09:45-10:00,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,682.78,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.41,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

41,10:00-10:15,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,682.78,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.31,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

42,10:15-10:30,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,682.78,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,44.31,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

43,10:30-10:45,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,682.78,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,44.1,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,46.68,0,0,0

44,10:45-11:00,436.2,45.22,17.75,416.25,0,125.96,3.59,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.89,0,0,15.99,0,0,0,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,46.68,0,0,0

45,11:00-11:15,436.2,45.22,17.75,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.68,0,0,15.99,0,0,0,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,46.68,0,0,0

46,11:15-11:30,436.2,45.22,17.75,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,1.4,0,20.56,0,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.68,0,0,15.99,0,0,0,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,31.12,0,0,0

47,11:30-11:45,436.2,45.22,17.75,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,0,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.47,0,0,15.99,0,0,0,118.75,0,0,4.41,0,148.3,0,43.57,92,0,0,31.12,0,0,0

48,11:45-12:00,436.2,45.22,17.75,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,0,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.47,0,0,15.99,0,0,0,118.75,0,0,2.21,0,148.3,0,43.57,92,0,0,15.56,0,0,0

49,12:00-12:15,436.2,45.22,8.88,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,0,0,0,683.14,0,0,0,0,8.07,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.36,0,0,15.99,0,0,0,118.75,0,0,1.66,0,148.3,0,43.57,92,0,0,0,0,0,0

50,12:15-12:30,436.2,45.22,8.88,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,0,0,0,683.14,0,0,0,0,8.07,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.16,0,0,15.99,0,0,0,118.75,0,0,1.66,0,148.3,0,43.57,92,0,0,0,0,0,0

51,12:30-12:45,436.2,45.22,8.88,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,4.14,0,0,683.14,0,0,0,0,8.07,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,43.16,0,0,15.99,0,0,0,118.75,0,0,1.66,0,148.3,0,43.57,92,0,0,0,0,0,0

52,12:45-13:00,436.2,45.22,8.88,416.25,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,6.9,0,0,683.14,0,0,0,0,8.07,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.94,0,0,15.99,0,0,0,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,0,0,0,0

53,13:00-13:15,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,6.9,0,0,683.14,0,0,0,0,8.07,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.94,0,0,15.99,0,0,0,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,0,0,0,0

54,13:15-13:30,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,9.67,0,0,683.14,0,0,0,0,8.07,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.94,0,0,15.99,0,0,0,118.75,0,0,3.31,0,148.3,0,43.57,92,0,0,0,0,0,0

55,13:30-13:45,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,9.67,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.94,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

56,13:45-14:00,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,12.43,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

57,14:00-14:15,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,12.43,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.94,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

58,14:15-14:30,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,15.2,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

59,14:30-14:45,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,15.2,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

60,14:45-15:00,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,18.65,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,0,0,0,0

61,15:00-15:15,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,22.1,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,3.31,0,148.3,0,43.57,92,0,0,0,0,0,0

62,15:15-15:30,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,25.55,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,3.31,0,148.3,0,43.57,92,0,0,0,0,0,0

63,15:30-15:45,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,6.63,0,148.3,0,43.57,92,0,0,0,0,0,0

