Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/IEPL01,NR/01102023/06022042/L_NR_2012_07,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/30042040/GNA_LT_36,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/R2,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06)
11,02:30-02:45,262.210000,0.000000,7.01,24.140000,9.520000,38.630000,87.120000,14.660000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,8.860000,0.000000,16.100000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,16.100000,7.290000,273.080000,38.630000,24.140000,28.260000,0,0,0,0,51.33,51.33,21.67,0,0,0,21.66,0,0,0,0,0,65,0,16.66,0

12,02:45-03:00,262.210000,0.000000,7.01,24.140000,9.520000,38.630000,87.120000,14.660000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,8.860000,0.000000,16.100000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,16.100000,7.290000,273.080000,38.630000,24.140000,28.260000,0,0,0,0,52.67,52.67,22.5,0,0,0,22.5,0,0,0,0,0,67.5,0,16.66,0

13,03:00-03:15,262.210000,0.000000,7.01,24.140000,9.520000,38.630000,87.120000,14.380000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,8.550000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.150000,273.080000,0.000000,24.140000,27.750000,0,0,0,0,52.67,52.67,21.67,0,0,0,21.66,0,0,0,0,0,65,0,19,0

14,03:15-03:30,262.210000,0.000000,7.01,24.140000,9.520000,38.630000,87.120000,14.380000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,8.550000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.150000,273.080000,0.000000,24.140000,27.750000,0,0,0,0,52.67,52.67,22,0,0,0,22,0,0,0,0,0,66,0,19.34,0

15,03:30-03:45,262.210000,0.000000,7.01,24.140000,9.520000,38.630000,87.120000,14.380000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,8.550000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.150000,273.080000,0.000000,24.140000,27.750000,0,0,0,0,55.33,55.33,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,20,0

16,03:45-04:00,262.210000,0.000000,7.01,24.140000,9.520000,38.630000,87.120000,14.380000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,85.180000,8.550000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.150000,273.080000,0.000000,24.140000,28.260000,0,0,0,0,55.33,55.33,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,20,0

17,04:00-04:15,262.210000,0.000000,7.01,24.140000,9.370000,38.630000,68.120000,14.110000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.240000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.010000,273.080000,0.000000,24.140000,28.260000,0,0,0,0,55.33,55.33,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,20,0

18,04:15-04:30,225.560000,0.000000,7.01,24.140000,9.370000,38.630000,68.120000,14.110000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.240000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.010000,273.080000,0.000000,24.140000,28.260000,0,0,0,0,55.33,55.33,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,20,0

19,04:30-04:45,206.250000,0.000000,12.01,24.140000,9.370000,38.630000,68.120000,14.110000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.240000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.010000,273.080000,0.000000,24.140000,28.260000,0,0,0,0,55.33,55.33,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,20,0

20,04:45-05:00,206.250000,0.000000,12.01,24.140000,9.370000,38.630000,68.120000,14.110000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.240000,0.000000,22.180000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,22.180000,7.010000,251.110000,0.000000,24.140000,27.750000,0,0,0,0,55.33,55.33,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,20,0

21,05:00-05:15,206.250000,0.000000,13,24.140000,9.210000,38.630000,57.660000,13.930000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.010000,0.000000,30.910000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,13.470000,6.880000,273.080000,0.000000,24.140000,27.250000,0,0,0,0,55.33,55.33,21.83,0,0,0,21.84,0,0,0,0,0,65.5,0,20,0

22,05:15-05:30,206.250000,0.000000,13,24.140000,9.210000,38.630000,68.120000,13.930000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.010000,0.000000,30.910000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,13.470000,6.880000,231.790000,0.000000,24.140000,27.250000,0,0,0,0,55,55,21.83,0,0,0,21.84,0,0,0,0,0,65.5,0,19.34,0

23,05:30-05:45,206.250000,0.000000,13,24.140000,9.070000,38.630000,68.120000,13.930000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.010000,0.000000,30.910000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,13.470000,6.880000,212.480000,0.000000,24.140000,27.250000,0,0,0,0,55.33,55.33,23.17,0,0,1.188524,23.16,0,0,0,0,0,69.5,0,20.66,0

24,05:45-06:00,206.250000,0.000000,12.6,24.140000,9.070000,38.630000,57.660000,13.930000,90.790000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,8.010000,0.000000,30.910000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,13.470000,6.880000,173.840000,0.000000,24.140000,27.250000,0,0,0,0.2,55.33,55.33,23.17,0.5,0,2.601114,23.16,0,0,0.1,0.17,0,69.5,0,20.66,0

25,06:00-06:15,206.250000,0.000000,12.21,24.140000,8.840000,38.630000,57.660000,13.730000,90.790000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,66.250000,7.770000,0.000000,30.910000,24.690000,0.000000,48.290000,15.820000,48.290000,24.140000,13.470000,6.680000,150.190000,0.000000,24.140000,27.250000,0,1,0,1,55.67,55.67,23.17,2.07,1,4.052672,23.16,0,6.94,0.41,1.58,1,69.5,0,20.66,11.5

26,06:15-06:30,206.250000,0.000000,11.81,24.140000,8.840000,38.630000,57.660000,13.730000,90.790000,48.290000,24.140000,24.140000,24.140000,0.140000,0.000000,66.250000,7.770000,0.140000,30.910000,24.690000,0.140000,48.290000,15.820000,48.290000,24.140000,13.470000,6.680000,150.190000,0.000000,24.140000,26.740000,0,2,1,2,55.67,55.67,23.17,4.65,4,7.74489,23.16,2,10.1,0.93,3.6,1,69.5,0,20.34,26.14

27,06:30-06:45,206.250000,0.000000,11.61,24.140000,8.840000,38.630000,57.660000,13.730000,81.130000,48.290000,24.140000,24.140000,24.140000,0.620000,0.000000,66.250000,7.770000,0.600000,30.910000,24.690000,0.600000,48.290000,15.820000,48.290000,24.140000,13.470000,6.680000,193.160000,0.000000,24.140000,26.740000,0,5,3,5,54,54,23.17,8.27,7,12.450276,23.16,5,14.55,1.65,6.2,3,69.5,0,20,33

28,06:45-07:00,179.560000,0.000000,11.21,24.140000,8.840000,38.630000,57.660000,13.730000,81.130000,48.290000,24.140000,24.140000,24.140000,0.960000,0.000000,66.250000,7.770000,0.950000,30.910000,24.690000,0.950000,48.290000,16.110000,48.290000,24.140000,13.470000,6.680000,231.790000,0.000000,24.140000,26.240000,0,8,4,6,54.33,54.33,23.17,12.92,14,18.207798,23.16,10,20.72,2.58,9.01,6,69.5,0,20,31.91

29,07:00-07:15,169.900000,0.000000,10.61,24.140000,8.610000,38.630000,57.660000,13.550000,53.120000,48.290000,24.140000,24.140000,24.140000,1.390000,0.000000,66.250000,7.380000,1.360000,30.910000,24.690000,1.360000,48.290000,12.210000,48.290000,24.140000,13.470000,6.500000,273.080000,0.000000,24.140000,26.240000,0,11,5,8,57.67,57.67,23.17,18.59,21,24.98823,23.16,17.99,28.98,3.72,10,9,69.5,0,19.34,28.98

30,07:15-07:30,140.930000,0.000000,10.21,24.140000,8.610000,38.630000,57.660000,13.550000,53.120000,48.290000,24.140000,24.140000,24.140000,1.890000,0.000000,66.250000,7.380000,1.850000,30.910000,24.690000,1.850000,48.290000,12.210000,48.290000,24.140000,13.470000,6.500000,231.790000,0.000000,24.140000,26.240000,0,16,8,12.86,57.67,57.67,23.17,30.81,35,32.499312,23.16,25.31,25.32,6.16,13.33,15,69.5,0,19.34,25.32

31,07:30-07:45,140.930000,0.000000,17,24.140000,7.910000,38.630000,57.660000,13.550000,53.120000,48.290000,24.140000,24.140000,24.140000,2.470000,0.000000,66.250000,7.380000,2.420000,30.910000,24.690000,2.420000,48.290000,12.210000,48.290000,24.140000,13.470000,6.500000,193.160000,0.000000,24.140000,26.240000,0,20,10,16.18,57.67,57.67,19.17,45.27,49,37.759992,19.16,26.49,26.48,9.05,16.67,21,57.5,0,18.34,26.48

32,07:45:08:00,140.930000,0.000000,17,24.140000,7.910000,38.630000,57.660000,13.550000,53.120000,48.290000,24.140000,24.140000,24.140000,3.570000,0.000000,66.250000,7.380000,3.490000,30.910000,24.690000,3.490000,48.290000,12.210000,48.290000,24.140000,13.470000,6.500000,150.190000,0.000000,24.140000,26.240000,0,27,14,19.59,56.67,56.67,19.5,61.09,63,44.608618,19.5,26.65,26.65,12.22,20,27,58.5,0,18.34,26.65

33,08:00-08:15,106.240000,0.000000,16.8,24.140000,7.680000,38.630000,57.660000,13.370000,53.120000,48.290000,24.140000,24.140000,24.140000,4.680000,0.000000,70.420000,6.990000,4.560000,22.180000,24.690000,4.560000,48.290000,12.210000,48.290000,24.140000,22.180000,6.320000,150.190000,0.000000,24.140000,25.240000,0,27,13,22.69,33.33,33.33,14.17,77.13,56,51.574148,14.16,28.19,28.18,15.42,25,24,42.5,0,10.66,28.18

34,08:15-08:30,106.240000,0.000000,16.8,24.140000,7.680000,38.630000,57.660000,13.370000,53.120000,48.290000,24.140000,24.140000,24.140000,5.810000,0.000000,70.420000,6.990000,5.660000,22.180000,24.690000,5.660000,48.290000,12.210000,48.290000,24.140000,22.180000,6.320000,150.190000,0.000000,24.140000,26.240000,0,33,17,25.41,34.33,34.33,14.67,93.55,70,58.59813,14.66,28.19,28.18,18.71,30,30,44,0,11.34,28.18

35,08:30-08:45,106.240000,0.000000,16.6,24.140000,7.680000,38.630000,57.660000,13.370000,53.120000,48.290000,24.140000,24.140000,24.140000,6.860000,0.000000,70.420000,6.990000,6.690000,22.180000,24.690000,6.690000,48.290000,3.770000,48.290000,24.140000,22.180000,6.320000,150.190000,0.000000,24.140000,26.240000,0,33,17,26.39,26.67,26.67,15,112.14,70,65.32011,15,29.01,29.02,22.43,35,30,45,0,12,29.02

36,08:45:09:00,111.070000,0.000000,16.6,24.140000,7.680000,38.630000,57.660000,13.370000,53.120000,48.290000,24.140000,24.140000,24.140000,7.860000,0.000000,70.420000,6.990000,7.670000,22.180000,24.690000,7.670000,48.290000,3.770000,48.290000,24.140000,22.180000,6.320000,150.190000,0.000000,24.140000,26.740000,0,40,20,28.9,26,26,15.33,125.98,84,71.905702,15.34,29.35,29.35,25.19,40,36,46,0,12.66,29.35

37,09:00:09:15,111.070000,0.000000,16.4,24.140000,7.520000,0.000000,57.660000,13.180000,53.120000,48.290000,24.140000,24.140000,24.140000,8.850000,0.000000,66.250000,6.610000,8.630000,22.180000,24.690000,8.630000,0.000000,3.770000,0.000000,0.000000,22.180000,6.170000,150.190000,0.000000,24.140000,26.740000,0,50,25,30.38,24.67,24.67,8.33,139.23,98,78.13084,8.34,29.35,29.35,27.85,46.67,42,25,0,7.34,29.35

38,09:15-09:30,115.900000,0.000000,16.4,24.140000,7.520000,0.000000,57.660000,13.180000,53.120000,48.290000,24.140000,24.140000,24.140000,9.740000,0.000000,66.250000,6.610000,9.500000,22.180000,24.690000,9.500000,0.000000,3.770000,0.000000,0.000000,22.180000,6.170000,150.190000,0.000000,24.140000,26.740000,0,60,30,33.28,24,24,8.17,152.68,112,84.36572,8.16,29.35,29.35,30.53,55,48,24.5,0,7.34,29.35

39,09:30-09:45,115.900000,0.000000,16.2,24.140000,7.520000,0.000000,57.660000,13.180000,53.120000,48.290000,24.140000,24.140000,24.140000,10.550000,0.000000,66.250000,6.610000,10.290000,22.180000,24.690000,10.290000,0.000000,3.770000,0.000000,0.000000,22.180000,6.170000,150.190000,0.000000,24.140000,27.250000,0,55,28,35.16,16,16,8,179.46,118,90.386276,8,30.7,30.7,35.89,63.33,50,24,0,7.34,30.7

40,09:45-10:00,130.380000,0.000000,16.2,24.140000,7.520000,0.000000,57.660000,13.180000,53.120000,48.290000,24.140000,24.140000,24.140000,11.340000,0.000000,66.250000,6.610000,11.060000,22.180000,24.690000,11.060000,0.000000,3.770000,0.000000,0.000000,22.180000,6.170000,150.190000,0.000000,24.140000,28.260000,0,62,31,37.08,15.33,15.33,7.83,201.27,132,96.05612,7.84,30.7,30.7,40.25,70,56,23.5,0,7.34,30.7

41,10:00-10:15,130.380000,0.000000,16.2,24.140000,7.300000,0.000000,57.660000,13.180000,53.120000,48.290000,24.140000,24.140000,24.140000,12.040000,0.000000,66.250000,6.370000,11.750000,22.180000,24.690000,11.750000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.220000,0,65,33,38.66,14.67,14.67,7.67,214.08,139,101.131702,7.66,30.7,30.7,42.81,80.19,59,23,0,7.34,30.7

42,10:15-10:30,140.930000,0.000000,16.2,24.140000,7.300000,0.000000,57.660000,13.180000,67.610000,48.290000,24.140000,24.140000,24.140000,12.650000,0.000000,66.250000,6.370000,12.350000,22.180000,24.690000,12.350000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.720000,0,70,35,40.08,14.67,14.67,7.5,225.75,148,105.544828,7.5,30.7,30.7,45.15,84.15,64,22.5,0,7.34,30.7

43,10:30-10:45,140.930000,0.000000,16.2,24.140000,7.300000,0.000000,57.660000,13.180000,67.610000,48.290000,24.140000,24.140000,24.140000,14.930000,0.000000,66.250000,6.370000,14.550000,22.180000,24.690000,14.550000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.720000,0,83,42,41.06,14.67,14.67,7.33,227.5,172,108.652526,7.34,30.7,30.7,45.5,89.81,73,22,0,7.34,30.7

44,10:45-11:00,140.930000,0.000000,16.2,24.140000,7.300000,0.000000,57.660000,13.180000,72.440000,48.290000,24.140000,24.140000,24.140000,15.430000,0.000000,66.250000,6.370000,15.060000,22.180000,24.690000,15.060000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.720000,0,87,43,41.51,14.67,14.67,7.33,230,179,111.068542,7.34,30.66,30.67,46,90.64,76,22,0,7.34,30.67

45,11:00-11:15,140.930000,0.000000,16.2,24.140000,7.300000,0.000000,57.660000,13.180000,72.440000,48.290000,24.140000,24.140000,24.140000,15.820000,0.000000,66.250000,6.220000,15.430000,22.180000,24.690000,15.430000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.720000,0,88,44,40,14.67,14.67,7.33,233.33,182,113.036426,7.34,30.66,30.67,46.67,90.74,78,22,0,7.34,30.67

46,11:15-11:30,140.930000,0.000000,16.2,24.140000,7.300000,0.000000,57.660000,13.180000,62.780000,48.290000,24.140000,24.140000,24.140000,16.180000,0.000000,66.250000,6.220000,15.780000,22.180000,24.690000,15.780000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.720000,0,88,44,40,14.67,14.67,7.33,233.33,182,114.507468,7.34,30.66,30.67,46.67,90.71,78,22,0,7.34,30.67

47,11:30-11:45,140.930000,0.000000,16.6,24.140000,7.300000,0.000000,57.660000,13.180000,91.750000,48.290000,24.140000,24.140000,24.140000,16.430000,0.000000,66.250000,6.990000,16.020000,22.180000,24.690000,16.020000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.720000,0,88,44,41,25,25,9.17,233.33,182,117.332648,9.16,30.66,30.67,46.67,90.79,78,27.5,0,7.34,30.67

48,11:45-12:00,140.930000,0.000000,17,24.140000,7.300000,0.000000,57.660000,13.180000,100.620000,48.290000,24.140000,24.140000,24.140000,16.590000,0.000000,66.250000,6.990000,16.190000,22.180000,24.690000,16.190000,0.000000,3.770000,0.000000,0.000000,22.180000,6.040000,150.190000,0.000000,24.140000,24.720000,0,88,44,42,25.67,25.67,9.67,233.33,182,119.816858,9.66,30.66,30.67,46.67,90.96,78,29,0,7.34,30.67

49,12:00-12:15,140.930000,0.000000,17.4,24.140000,7.300000,0.000000,57.660000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,13.810000,0.000000,66.250000,6.990000,13.480000,22.180000,24.690000,13.480000,0.000000,3.860000,0.000000,0.000000,22.180000,5.900000,150.190000,0.000000,24.140000,23.220000,0,91,45,43,26.33,26.33,10.17,233.33,186,115.082246,10.16,30.66,30.67,46.67,91.06,79,30.5,0,10.5,30.67

50,12:15-12:30,140.930000,0.000000,17.6,24.140000,7.300000,0.000000,57.660000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,14.400000,0.000000,66.250000,6.990000,14.050000,22.180000,24.690000,14.050000,0.000000,3.860000,0.000000,0.000000,22.180000,5.900000,150.190000,0.000000,24.140000,23.220000,0,91,45,43,27.33,27.33,10.67,233.33,186,118.793948,10.66,30.5,30.5,46.67,91.02,79,32,0,11.65,30.5

51,12:30-12:45,189.220000,0.000000,16.8,24.140000,7.300000,0.000000,57.660000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,14.980000,0.000000,66.250000,6.990000,14.620000,22.180000,24.690000,14.620000,0.000000,7.670000,0.000000,0.000000,22.180000,5.900000,193.160000,0.000000,24.140000,23.220000,0,93,47,43,47.05,47.05,14.96,233.33,186,119.368726,14.95,30.5,30.5,46.67,90.97,79,44.87,0,12.95,30.5

52,12:45-13:00,206.250000,0.000000,17,24.140000,7.300000,0.000000,57.660000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,15.580000,0.000000,66.250000,6.990000,15.190000,22.180000,24.690000,15.190000,0.000000,7.670000,0.000000,0.000000,22.180000,5.900000,193.160000,0.000000,24.140000,23.220000,0,93,47,43,48.54,48.54,16.39,233.33,186,118.004846,16.38,30.5,30.5,46.67,90.92,79,49.16,0,14.38,30.5

