Block,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01012024/31012024/HP-26,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/52,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/06012024/31012024/NVVN/OA/16855,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/22012024/22012024/HPX-TAMCTG-210124-05859,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/HP-28,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/22012024/22012024/IEX_240121_06149,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31012024/HP-27,NR/01102023/31052040/LT-31,NR/22012024/22012024/DD20240122NR22307,NR/01102023/23072042/L_NR_2012_04,NR/22012024/22012024/DD20240122NR22313,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00502,NR/20122023/29022024/IEX_LDC_231218_00501,NR/22012024/22012024/HPX-TAMCTG-210124-05860,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_02
14,03:15-03:30,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.33,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,148.680000,0.000000,0.000000,22.480000,32.680000,0.690000,22.480000,1.380000,70.070000,11.530000,8.170000,0.000000,1.370000,110.540000

15,03:30-03:45,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.21,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,148.680000,0.000000,0.000000,22.480000,32.680000,0.690000,22.480000,1.380000,70.070000,11.530000,8.170000,0.000000,1.370000,110.540000

16,03:45-04:00,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.21,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,148.680000,0.000000,0.000000,22.480000,32.680000,0.690000,22.480000,1.380000,70.070000,11.530000,8.170000,0.000000,1.370000,110.540000

17,04:00-04:15,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,9.52,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,148.680000,0.000000,0.000000,22.480000,32.680000,0.690000,22.480000,1.380000,70.070000,11.530000,8.170000,0.000000,1.290000,139.370000

18,04:15-04:30,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,9.23,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,148.680000,0.000000,0.000000,22.480000,32.680000,0.690000,22.480000,1.380000,70.070000,11.530000,8.170000,0.000000,1.290000,170.350000

19,04:30-04:45,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.81,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,148.680000,0.000000,0.000000,22.480000,32.680000,0.690000,22.480000,1.380000,65.930000,11.530000,8.170000,0.000000,1.290000,170.350000

20,04:45-05:00,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.61,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,148.680000,0.000000,0.000000,22.480000,32.680000,0.690000,22.480000,1.380000,65.930000,11.530000,8.170000,0.000000,1.290000,170.350000

21,05:00-05:15,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,192.240000,0.000000,0.000000,22.480000,56.350000,0.690000,22.480000,1.340000,65.930000,11.530000,8.170000,0.000000,1.290000,170.350000

22,05:15-05:30,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,230.690000,0.000000,0.000000,22.480000,56.350000,0.690000,22.480000,1.340000,65.930000,11.530000,8.170000,0.000000,1.290000,170.350000

23,05:30-05:45,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,152.330000,0.950000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,270.340000,0.000000,0.000000,22.480000,67.790000,0.690000,22.480000,1.340000,65.930000,11.530000,8.170000,0.000000,1.290000,233.490000

24,05:45-06:00,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,152.330000,0.950000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,24.030000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,230.690000,0.000000,0.000000,22.480000,67.790000,0.690000,22.480000,1.340000,84.770000,11.530000,8.170000,0.000000,1.290000,233.490000

25,06:00-06:15,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,24.030000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

26,06:15-06:30,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,24.030000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

27,06:30-06:45,0,5,0,0,0,10.67,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,24.030000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

28,06:45-07:00,0,5,0,0,2,10.67,0,0,4,0.89,0,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,24.030000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

29,07:00-07:15,0.01,5,2.55,0,7,10.67,0.349884,0,4,3.45,0.03,0,0,4,0,0,0,12,0,0,0,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,50.940000,270.340000,76.900000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

30,07:15-07:30,0.05,5,7.45,0,14,10.67,3.537716,0,4,10.42,0.25,0,0,4,1,0,0,12,0,0,0,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,22.110000,0.000000,100.930000,18.260000,0.000000,0.000000,42.290000,270.340000,76.900000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

31,07:30-07:45,0.04,5,15.48,2,20,10.67,8.951199,1,4,20.13,0.18,0.33,0,4,3,0,0,12,0,0,1,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.040000,48.060000,6.730000,48.060000,48.060000,0.000000,22.110000,0.040000,100.930000,18.260000,0.000000,0.040000,35.560000,270.340000,76.900000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

32,07:45:08:00,1.79,5,25.49,7,27,10.67,14.597938,3,4,31.42,8.95,1,0,4,5,0,0,12,5,0,3,10.67,7.41,5.770000,77.520000,0.950000,96.120000,100.680000,0.170000,48.060000,6.730000,48.060000,48.060000,0.000000,22.110000,0.170000,100.930000,18.260000,0.000000,0.170000,42.290000,270.340000,76.900000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

33,08:00-08:15,4.03,5,28.84,11,28.83,10.67,21.099949,4,4,28.83,20.14,6.14,0,4,7,0,0,12,5,0,3,10.67,7.41,5.770000,77.520000,0.950000,48.060000,100.680000,0.460000,48.060000,6.730000,144.180000,48.060000,0.000000,22.110000,0.450000,100.930000,18.260000,0.000000,0.450000,46.140000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

34,08:15-08:30,7.16,5,28.84,14,28.83,10.67,29.808173,6,4,28.83,35.82,14.53,0,4,9,0,0,12,5,0,5,10.67,7.41,5.770000,77.520000,0.950000,48.060000,100.680000,0.860000,48.060000,6.730000,144.180000,48.060000,0.000000,23.070000,0.840000,100.930000,18.260000,0.000000,0.840000,50.940000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

35,08:30-08:45,11.69,5,30.5,18,30.5,10.67,40.897552,7,4,30.5,58.43,22.85,0,4,12,0,0,12,6,0,6,10.67,7.41,5.770000,77.520000,0.950000,48.060000,100.680000,1.550000,48.060000,6.730000,144.180000,48.060000,0.000000,23.070000,1.510000,100.930000,18.260000,0.000000,1.510000,51.900000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

36,08:45:09:00,15.85,5,30.5,21,30.5,10.67,53.211525,9,4,30.5,79.27,29.72,0,4,15,0,0,12,9,0,8,10.67,7.41,5.770000,77.520000,0.950000,48.060000,100.680000,4.920000,48.060000,6.730000,144.180000,48.060000,0.000000,23.070000,4.800000,100.930000,18.260000,0.000000,4.800000,59.590000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

37,09:00:09:15,19.88,5,30.5,35,30.5,10.67,66.57515,15,4,30.5,99.42,37.17,0,4,17,0,0,12,15,0,8,10.67,9.01,5.770000,77.520000,0.950000,48.060000,100.680000,6.500000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,6.340000,100.930000,18.260000,0.000000,6.340000,63.440000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

38,09:15-09:30,23.88,4,30.5,39,30.5,10.67,79.005751,16,4,30.5,119.43,45.36,0,4,19,0,0,12,22,0,10,10.67,9.2,5.770000,77.520000,0.950000,48.060000,100.680000,7.950000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,7.750000,100.930000,18.260000,0.000000,7.750000,64.400000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

39,09:30-09:45,28.27,4,30.5,46,30.5,8.33,91.16422,19,4,30.5,141.35,52.56,0,4,22,0,0,12,29,0,11,8.33,7.61,5.770000,77.520000,0.000000,48.060000,100.680000,9.220000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,9.000000,100.930000,18.260000,0.000000,9.000000,65.360000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

40,09:45-10:00,33.1,4,31,53,31,8.33,102.895053,22,4,31,165.49,58.43,0,4,25,0,0,12,32,0,12,8.33,7.61,5.770000,77.520000,0.000000,48.060000,100.680000,10.290000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,10.050000,100.930000,18.260000,0.000000,10.050000,63.440000,270.340000,96.120000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

41,10:00-10:15,36.51,4,31,74,31,8.33,113.488763,31,4,31,182.54,66.18,0,4,37,0,0,12,35,0,18,8.33,7.61,5.770000,77.520000,0.950000,48.060000,100.680000,11.330000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,11.050000,100.930000,18.260000,0.000000,11.050000,0.000000,270.340000,96.120000,0.000000,30.760000,86.700000,0.540000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

42,10:15-10:30,39.77,4,31,91,31,8.33,122.148392,39,4,31,198.83,71.72,0,4,47,0,0,12,37.5,0,23,8.33,7.61,5.770000,77.520000,0.950000,48.060000,100.680000,12.210000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,11.910000,100.930000,18.260000,0.000000,11.910000,0.000000,270.340000,96.120000,0.000000,30.760000,86.700000,0.540000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

43,10:30-10:45,42.96,4,31,95,31,8.33,134.141638,40,4,31,214.79,76.85,0,4,65,0,0,12,38.95,0,33,8.33,7.61,5.770000,77.520000,0.950000,48.060000,100.680000,12.980000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,12.660000,100.930000,18.260000,0.000000,12.660000,0.000000,270.340000,96.120000,0.000000,30.760000,86.700000,0.620000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

44,10:45-11:00,45.49,4,31,130,31,8.33,139.457931,55,4,31,227.47,81.71,0,4,79,0,0,12,40.28,0,39,8.33,7.61,5.770000,77.520000,0.950000,48.060000,100.680000,13.680000,48.060000,6.730000,144.180000,48.060000,0.000000,0.000000,13.340000,100.930000,18.260000,0.000000,13.340000,0.000000,270.340000,96.120000,0.000000,30.760000,86.700000,0.620000,30.760000,1.340000,114.910000,11.530000,8.170000,96.120000,1.370000,260.100000

45,11:00-11:15,47.66,4,31,179,31,4.27,143.530192,76,4,31,238.29,85.65,0,4,83,0,0,12,41.45,0,42,4.27,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,14.280000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,13.930000,0.000000,18.260000,0.000000,13.930000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

46,11:15-11:30,47.66,4,31,186,31,4.27,147.252569,79,4,31,238.29,88.19,0,4,89,11.92,14.03,12,42.44,0,44,4.27,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,14.780000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,14.430000,0.000000,18.260000,0.000000,14.430000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

47,11:30-11:45,47.66,4,31,182,31,9.33,151.072136,78,4,31,238.29,90.21,0,4,90,11.92,14.03,12,43.29,0,45,9.33,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,15.210000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,14.840000,0.000000,18.260000,0.000000,14.840000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

48,11:45-12:00,47.66,4,31,186,31,9.33,154.036431,79,4,31,238.29,90.31,0,4,93,11.92,14.03,12,44.03,0,47,9.33,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,15.530000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,15.160000,0.000000,18.260000,0.000000,15.160000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.340000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

49,12:00-12:15,47.66,4,31,189,31,9.33,155.533157,81,4,31,238.29,90.32,0,4,92,11.92,14.03,12,45,0,46,9.33,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,16.920000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,16.500000,0.000000,18.260000,0.000000,16.500000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

50,12:15-12:30,47.66,4,31,189,31,9.33,156.28152,81,4,31,238.29,90.29,0,4,92,11.92,14.03,12,45,0,46,9.33,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,17.130000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,16.710000,0.000000,18.260000,0.000000,16.710000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

