Block,Time Block,FSTPP I & II,JHAJJAR,DHAULIGNGA,DULHASTI,KGSU1AND2,KGSU3AND4,ANTA_RF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_LF,URI2,AURY_GF,UNCHAHAR3,ANTA_GF,AURY_CRF,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,DADRT2,TALST2,SASAN,SINGRAULI_HYDRO,SIMHST1,SALAL,SIMHST2,SEWA2,TALA,SINGRAULI,TEHRI,TANDA2,TANAKPUR,TEHRIPSP,RAPPC,RIHAND2,RSTPSU1TO6,RSTPSU7,RIHAND1,RAPPB,RAPPD,RAMPUR,RIHAND3,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,NLCEXP,NJPC,NLCIIST1,NTPL,NLCIIST2,PARBATI2,NAPP,NLCTS2EXP,NNTPP,PARBATI3,MAPS,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,18.13,122.73,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,32.01,0,430.05,0,334.32,1.12,0,82.54,0,0,28.98,150.35,30.55,3.74,11.76,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,13.1,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

7,01:30-01:45,18.13,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,32.01,0,406.08,0,334.32,1.12,0,82.54,0,0,28.98,150.35,30.55,3.74,11.76,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,12.52,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

8,01:45-02:00,18.13,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,32.01,0,406.08,0,334.32,1.12,0,82.54,0,0,28.98,150.35,30.55,3.74,11.76,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,13.14,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

9,02:00-02:15,17.8,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,32.01,0,391.39,0,334.32,1.12,0,82.54,0,0,28.98,150.35,30.55,3.74,11.76,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,12.69,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,38.65,0,0,0,0,0,0

10,02:15-02:30,17.8,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,32.01,0,352.74,0,334.32,1.12,0,82.54,0,0,28.98,150.35,30.55,3.74,11.76,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,12.28,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,38.23,0,0,0,0,0,0

11,02:30-02:45,16.43,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,35.21,0,314.08,0,334.32,1.12,0,82.54,0,0,28.98,150.35,30.55,3.09,11.76,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,13.19,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,38.23,0,0,0,0,0,0

12,02:45-03:00,16.43,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,35.21,0,294.75,0,334.32,1.12,0,82.54,0,0,28.98,150.35,30.55,3.09,11.76,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,13.47,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,38.23,0,0,0,0,0,0

13,03:00-03:15,16.43,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,35.21,0,256.1,0,334.32,1.12,0,79.17,0,0,28.98,150.35,30.55,3.09,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,15.82,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,38.23,0,0,0,0,0,0

14,03:15-03:30,16.43,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,35.21,0,227.1,0,334.32,1.12,0,79.17,0,0,28.98,150.35,30.55,3.09,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,17.57,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,142.83,8.47,38.23,0,0,0,0,0,0

15,03:30-03:45,16.43,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,35.21,0,198.11,0,334.32,1.12,0,79.17,0,0,28.98,150.35,30.55,3.09,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,16.81,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,141.87,8.47,38.23,0,0,0,0,0,0

16,03:45-04:00,16.43,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,35.21,0,159.46,0,334.32,1.12,0,79.17,0,0,28.92,150.35,30.55,3.09,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,16.71,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,140.9,8.47,38.23,0,0,0,0,0,0

17,04:00-04:15,20.09,116.93,42.38,56.22,0,0,0,17.54,1.93,0,0,31.1,0,22.86,0,0,0,37.27,35.21,0,140.13,0,334.32,1.12,0,79.17,0,0,28.81,150.35,30.55,3.09,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,19.13,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

18,04:15-04:30,20.09,116.93,42.38,56.22,0,0,0,17.54,1.93,0,0,31.1,0,21.72,0,0,0,37.27,35.21,0,120.8,0,334.32,1.12,0,79.17,0,0,28.75,150.35,30.55,3.09,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,19.76,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

19,04:30-04:45,20.09,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,36.27,0,62.82,0,334.32,1.12,0,79.17,0,0,28.64,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,21.08,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

20,04:45-05:00,20.09,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,31.1,0,18.82,0,0,0,31.29,36.27,0,4.98,0,334.32,1.12,0,79.17,0,0,28.53,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,22.28,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

21,05:00-05:15,20.09,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,27.99,0,18.82,0,0,0,31.29,36.27,0,8.84,0,334.32,1.12,0,79.17,0,0,27.84,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,24.15,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

22,05:15-05:30,17.79,116.93,42.38,56.22,0,0,0,15.16,1.93,0,0,27.99,0,18.82,0,0,0,31.29,36.27,0,4.98,0,334.32,1.12,0,79.17,0,0,27.62,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,21.7,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,38.23,0,0,0,0,0,0

23,05:30-05:45,19.72,116.93,42.38,56.22,0,0,0,12.56,0.75,0,0,27.99,0,16.27,0,0,0,25.92,36.27,0,4.98,0,334.32,1.12,0,79.17,0,0,27.45,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,21.36,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,41.5,0,0,0,0,0,0

24,05:45-06:00,19.72,116.93,42.38,56.22,0,0,0,12.29,0.7,0,0,27.99,0,16.13,0,0,0,25.82,36.27,0,4.98,0,334.32,1.12,0,79.17,0,0,27.27,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,20.84,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

25,06:00-06:15,19.72,116.93,42.38,56.22,0,0,0,14.18,0.7,0,0,27.99,0,17.05,0,0,0,28.15,50.6,0,4.98,0,334.32,1.12,0,79.17,0,0,27.07,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,17.24,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

26,06:15-06:30,19.72,116.93,42.38,56.22,0,0,0,14.18,0.7,0,0,27.99,0,17.05,0,0,0,28.15,50.6,0,4.98,0,334.32,1.12,0,79.17,0,0,26.99,150.35,30.55,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,23.33,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

27,06:30-06:45,17.79,116.93,42.38,56.22,0,0,0,14.18,0.7,0,0,27.99,0,17.05,0,0,0,28.15,36.27,0,4.98,0,334.32,1.12,0,78.05,0,0,27.42,150.35,20.37,3.74,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,21.01,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,129.3,8.47,38.23,0,0,0,0,0,0

28,06:45-07:00,13.82,116.93,42.38,56.22,0,0,0,14.18,0.7,0,0,27.99,0,17.05,0,0,0,28.15,36.27,0,4.98,0,334.32,1.12,0,78.05,0,0,27.42,135.19,10.18,1.67,11.51,0,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,19.15,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,95.18,8.47,34.82,0,0,0,0,0,0

29,07:00-07:15,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,36.27,0,4.98,0,334.32,1.12,0,77.49,0,0,27.73,130.29,0,1.67,11.51,0,66.26,118.58,0,0,60.23,0,24.78,6.8,124.91,12.6,33.91,21.45,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,107.74,8.47,29.53,0,0,0,0,0,0

30,07:15-07:30,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,36.27,0,4.98,0,334.32,1.12,0,77.49,0,0,27.71,130.29,0,1.67,11.51,0,66.26,118.58,0,0,60.23,0,24.78,6.8,124.91,12.6,33.91,21.67,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,113.54,8.47,29.53,0,0,0,0,0,0

31,07:30-07:45,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,36.27,0,4.98,0,334.32,1.12,0,77.49,0,0,27.68,130.29,0,1.67,11.51,0,66.26,94.48,0,0,60.23,0,24.78,6.8,108.64,6.3,33.91,21.47,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,114.51,8.47,29.53,0,0,0,0,0,0

32,07:45-08:00,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,36.27,0,4.98,0,334.32,1.12,0,77.49,0,0,30.11,130.29,0,1.67,11.51,0,66.26,94.48,0,0,60.23,0,24.78,6.8,91.15,6.3,33.91,18.06,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,114.51,8.47,29.53,0,0,0,0,0,0

33,08:00-08:15,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,50.6,0,4.98,0,337.25,1.12,0,77.49,0,0,30.11,130.62,0,1.67,11.51,0,66.26,118.58,0,0,60.23,0,24.78,6.8,91.15,6.3,33.91,19.66,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,114.99,8.47,29.53,0,0,0,0,0,0

34,08:15-08:30,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,50.6,0,4.98,0,337.25,1.12,0,77.49,0,0,30.09,130.29,0,1.67,11.51,0,66.26,118.58,0,0,60.23,0,24.78,6.8,124.91,6.3,33.91,21.15,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,114.99,8.47,29.53,0,0,0,0,0,0

35,08:30-08:45,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,50.6,0,4.98,0,337.25,1.12,0,77.49,0,0,30.09,130.29,0,1.67,11.51,0,66.26,118.58,0,0,60.23,0,24.78,6.8,124.91,6.3,33.91,20.26,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,114.99,8.47,29.53,0,0,0,0,0,0

36,08:45-09:00,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,50.6,0,4.98,0,337.25,1.12,0,77.49,0,0,30.06,130.29,0,1.67,11.51,0,66.26,118.58,0,0,60.14,0,24.78,6.8,124.91,6.3,33.91,20.57,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,114.99,8.47,29.53,0,0,0,0,0,0

37,09:00-09:15,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,38.41,0,4.98,0,337.25,1.12,0,77.49,0,0,29.76,145.45,0,1.67,11.51,0,66.26,118.58,0,0,87.94,0,24.78,6.8,124.91,6.3,33.91,21.32,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,29.53,0,0,0,0,0,0

38,09:15-09:30,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,38.41,0,4.98,0,337.25,1.12,0,77.49,0,0,29.76,144.49,0,1.67,11.51,0,66.26,118.58,0,0,87.94,0,24.78,6.8,124.91,6.3,33.91,22.33,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,29.53,0,0,0,0,0,0

39,09:30-09:45,13.82,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,38.41,0,4.98,0,337.25,1.12,0,77.49,0,0,29.72,145.78,0,1.67,11.51,0,66.26,118.58,0,0,87.94,0,24.78,6.8,124.91,6.3,33.91,20.4,47.26,40.73,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,29.53,0,0,0,0,0,0

40,09:45-10:00,15.75,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,27.99,0,13.39,0,0,0,23.38,38.41,0,4.98,0,337.25,1.12,0,77.49,0,0,29.72,145.78,0,1.67,11.51,0,66.26,118.58,0,0,87.94,0,24.78,6.8,124.91,6.3,33.91,21.99,47.26,40.73,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,35.3,0,0,0,0,0,0

41,10:00-10:15,15.75,106.3,42.38,56.22,0,0,0,12.17,0.7,0,0,38.88,0,17.43,0,0,0,28.41,38.41,0,4.98,0,337.25,1.12,0,77.49,0,0,29.83,145.78,0,1.67,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,22.42,47.26,40.73,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,35.3,0,0,0,0,0,0

42,10:15-10:30,15.75,106.3,42.38,56.22,0,0,0,13.32,0.7,0,0,38.88,0,17.43,0,0,0,28.41,38.41,0,4.98,0,337.25,1.12,0,77.49,0,0,29.83,145.78,0,1.67,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,19.98,47.26,40.73,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,35.3,0,0,0,0,0,0

43,10:30-10:45,15.75,106.3,42.38,56.22,0,0,0,13.32,0.7,0,0,38.88,0,17.43,0,0,0,28.41,42.68,0,4.98,0,337.25,1.12,0,76.36,0,0,29.83,145.78,0,1.67,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,15.38,47.26,40.73,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,35.3,0,0,0,0,0,0

44,10:45-11:00,15.75,106.3,42.38,56.22,0,0,0,13.32,0.7,0,0,38.88,0,17.43,0,0,0,28.41,42.68,0,4.98,0,337.25,1.12,0,76.36,0,0,29.83,145.78,0,1.67,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,14.08,47.26,38.94,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,35.3,0,0,0,0,0,0

45,11:00-11:15,19.73,106.3,42.38,56.22,0,0,0,11.25,0.7,0,0,38.88,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,76.36,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,12.94,47.26,38.94,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

46,11:15-11:30,19.73,106.3,42.38,56.22,0,0,0,10.95,0.7,0,0,38.88,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,76.36,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,13.2,47.26,38.94,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

47,11:30-11:45,16.56,117.9,42.38,56.22,0,0,0,10.95,1.93,0,0,38.88,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,31.12,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,14.58,47.26,38.94,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

48,11:45-12:00,16.56,117.9,42.38,56.22,0,0,0,10.95,1.93,0,0,38.88,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,31.12,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,17.34,47.26,38.94,0,175.07,0,0,0,42.26,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

49,12:00-12:15,16.56,117.9,42.38,56.22,0,0,0,10.95,0.7,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,21.31,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

50,12:15-12:30,16.56,117.9,42.38,56.22,0,0,0,10.95,0.7,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,21.71,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

51,12:30-12:45,16.56,117.9,42.38,38.4,0,0,0,10.95,0.7,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,17.53,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

52,12:45-13:00,16.56,117.9,42.38,38.4,0,0,0,10.95,0.7,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,19.02,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

