Block,Time,NR/01102023/30042040/GNA_LT_36,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-10,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,L_NR_2019_19,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/08032047/L_NR_2021_14,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31102037/L_NR_2019_11,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25122043/GNA_MEJA_DELHI
9,02:00-02:15,0.000000,48.200000,98.350000,48.200000,76.640000,0,14.47,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,38.19,1.610000,9.21,0,0,43.4,0,96.410000,109.910000,0,15.91,14.45,38.19,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

10,02:15-02:30,0.000000,48.200000,98.350000,48.200000,76.640000,0,14.44,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,38.31,1.610000,9.25,0,0,43.31,0,96.410000,109.910000,0,15.81,14.43,38.31,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

11,02:30-02:45,0.000000,48.200000,98.350000,48.200000,76.640000,0,14.18,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,37.91,1.610000,9.35,0,0,42.55,0,96.410000,109.910000,0,17.91,14.18,37.91,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

12,02:45-03:00,0.000000,48.200000,98.350000,48.200000,76.640000,0,13.97,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,38.5,1.610000,9.67,0,0,41.92,0,96.410000,109.910000,0,17.85,13.97,38.5,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

13,03:00-03:15,0.000000,48.200000,98.350000,48.200000,76.640000,0,13.97,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,38.87,1.610000,9.84,0,0,41.92,0,96.410000,109.910000,0,17.81,13.97,38.87,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

14,03:15-03:30,0.000000,48.200000,98.350000,48.200000,76.640000,0,13.86,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,38.79,1.610000,9.7,0,0,41.59,0,96.410000,109.910000,0,17.46,13.87,38.79,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

15,03:30-03:45,0.000000,48.200000,98.350000,48.200000,76.640000,0,11.09,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,39.36,1.610000,9.81,0,0,33.27,0,96.410000,109.910000,0,17.36,11.09,39.36,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

16,03:45-04:00,0.000000,48.200000,98.350000,48.200000,76.640000,0,10.93,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,39.36,1.610000,9.58,0,0,32.78,0,96.410000,109.910000,0,17.3,10.93,39.36,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

17,04:00-04:15,0.000000,48.200000,98.350000,48.200000,76.640000,0,10.58,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,37.66,1.530000,9.05,0,0,31.74,0,96.410000,109.910000,0,19.83,10.58,37.66,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

18,04:15-04:30,0.000000,48.200000,98.350000,48.200000,76.640000,0,10.27,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,37.22,1.530000,8.36,0,0,30.81,0,96.410000,109.910000,0,19.79,10.26,37.22,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

19,04:30-04:45,0.000000,48.200000,98.350000,48.200000,76.640000,0,9.94,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,35.52,1.530000,8.12,0,0,29.83,0,96.410000,109.910000,0,19.66,9.95,35.52,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

20,04:45-05:00,0.000000,48.200000,98.350000,48.200000,76.640000,0,9.51,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,35.37,1.530000,8.08,0,0,28.53,0,96.410000,109.910000,0,19.46,9.51,35.37,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

21,05:00-05:15,0.000000,48.200000,98.350000,48.200000,76.640000,0,14.28,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,42.22,1.530000,8.86,0,0,42.83,0,96.410000,137.870000,0,17.15,14.26,42.22,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

22,05:15-05:30,0.000000,48.200000,98.350000,48.200000,76.640000,0,14.42,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,33.11,1.530000,8.95,0,0,43.27,0,96.410000,137.870000,0,17.11,14.43,33.11,26.020000,26.020000,149.130000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

23,05:30-05:45,0.000000,48.200000,98.350000,48.200000,76.640000,0,14.58,0,31.820000,0.000000,0,24.100000,0,71.730000,0.000000,69.11,1.530000,9.07,0,0,43.74,0,96.410000,145.270000,0,14.12,14.58,69.11,26.020000,26.020000,192.820000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

24,05:45-06:00,0.000000,48.200000,98.350000,48.200000,76.640000,0,14.94,0,31.820000,0.000000,0,24.100000,0.18,71.730000,0.000000,68.33,1.530000,9.23,0,0,44.83,0,96.410000,174.190000,0,13.77,14.94,68.33,26.020000,26.020000,231.380000,48.200000,0,0,2.040000,1.320000,144.62,0,0,0.000000

25,06:00-06:15,0.000000,48.200000,176.100000,48.200000,0.000000,0,21.89,0,44.260000,0.000000,0,24.100000,1.66,71.730000,0.000000,67.11,1.530000,13.4,0,0,65.66,0,96.410000,145.270000,0,16.06,21.88,67.11,26.020000,26.020000,192.820000,67.490000,0,0,2.040000,1.320000,144.62,0,0,0.000000

26,06:15-06:30,0.000000,48.200000,176.100000,48.200000,0.000000,0,21.61,0,44.260000,0.000000,0,24.100000,3.79,71.730000,0.000000,65.55,1.530000,13.31,2.04,0,64.82,0,96.410000,145.270000,0,15.95,21.61,65.55,26.020000,26.020000,231.380000,77.130000,0.32,0,2.040000,1.320000,144.62,0,0,0.000000

27,06:30-06:45,0.000000,48.200000,176.100000,48.200000,0.000000,0,21.27,0,44.260000,0.000000,0,22.170000,6.53,71.730000,0.000000,80.64,1.530000,12.9,5.85,0,63.83,0,96.410000,145.270000,2,15.98,21.28,80.64,26.020000,26.020000,271.150000,100.980000,3.63,0,2.040000,1.320000,144.62,0,0,0.000000

28,06:45-07:00,0.000000,48.200000,176.100000,48.200000,0.000000,0,21.11,0,44.260000,0.000000,1.031062,22.170000,9.75,71.730000,0.000000,78.98,1.530000,12.55,13.04,0,63.33,0,96.410000,174.190000,7,15.95,21.11,78.98,26.020000,26.020000,271.150000,100.980000,9.13,0,2.040000,1.320000,144.62,0,0,0.000000

29,07:00-07:15,0.040000,48.200000,176.100000,48.200000,0.000000,0,21.08,0.7,44.260000,0.040000,5.165037,22.170000,0,71.730000,0.040000,61.97,1.530000,15.49,19.7,0.3,63.25,0,96.410000,205.270000,14,16.27,21.09,61.97,26.020000,26.020000,271.150000,100.980000,17.47,0.02,2.000000,1.320000,144.62,0,0.02,0.000000

30,07:15-07:30,0.200000,48.200000,176.100000,48.200000,0.000000,0.58,20.66,2.1,44.260000,0.200000,10.398163,22.170000,0.33,71.730000,0.200000,61.22,1.530000,15.31,21.18,0.9,61.99,1,96.410000,205.270000,21.19,16.48,20.67,61.22,26.020000,26.020000,271.150000,100.980000,21.18,0.45,2.000000,1.320000,144.62,0,2.88,0.000000

31,07:30-07:45,0.530000,48.200000,176.100000,48.200000,0.000000,1.83,20.51,5.6,68.000000,0.520000,16.059277,22.170000,1.67,71.730000,0.520000,60.17,1.530000,15.14,22.68,2.4,61.54,2,96.410000,234.190000,22.69,16.09,20.52,60.17,26.020000,26.020000,271.150000,100.980000,22.68,1.46,2.000000,1.320000,144.62,1,9.18,0.000000

32,07:45:08:00,1.020000,48.200000,176.100000,48.200000,0.000000,2.67,20.5,11.2,68.000000,1.000000,22.66391,22.170000,8.32,71.730000,1.000000,59.02,1.530000,14.67,23.02,4.8,61.51,5,96.410000,260.890000,23.01,15.95,20.51,59.02,26.020000,26.020000,271.150000,100.980000,23.02,2.88,2.000000,1.320000,144.62,2,13.33,0.000000

33,08:00-08:15,1.680000,48.200000,176.100000,48.200000,0.000000,3.61,20.48,21,68.000000,1.640000,30.212062,21.210000,16.02,71.730000,1.640000,58.57,1.530000,14.28,25.02,9,61.44,10,96.410000,260.890000,25.01,15.24,20.47,58.57,26.020000,26.020000,271.150000,100.980000,25.02,4.67,2.000000,1.480000,144.62,5,18.06,0.000000

34,08:15-08:30,2.500000,48.200000,176.100000,48.200000,0.000000,4.64,19.99,28,68.000000,2.440000,38.548101,21.210000,23.72,71.730000,2.440000,56.35,1.530000,14.18,26.85,12,59.97,12,96.410000,260.890000,26.85,14.89,20,56.35,26.020000,26.020000,271.150000,100.980000,26.85,6.85,2.000000,1.480000,144.62,6,23.18,0.000000

35,08:30-08:45,3.830000,48.200000,176.100000,48.200000,0.000000,8.99,19.93,35,86.960000,3.740000,46.767416,21.210000,31.42,67.490000,3.740000,52.17,1.530000,14.12,27.68,15,59.79,15,96.410000,260.890000,27.69,14.24,19.93,52.17,26.020000,26.020000,271.150000,100.980000,27.68,7.5,2.000000,1.480000,144.62,7,44.94,0.000000

36,08:45:09:00,4.870000,48.200000,176.100000,48.200000,0.000000,10.04,19.23,45.5,86.960000,4.760000,54.247479,20.250000,38.38,67.490000,4.760000,49.77,1.530000,14.11,28.65,19.5,57.7,17,96.410000,260.890000,28.65,13.61,19.24,49.77,26.020000,26.020000,271.150000,100.980000,28.65,8.5,2.000000,1.480000,144.62,9,50.21,0.000000

37,09:00:09:15,5.870000,48.200000,176.100000,48.200000,0.000000,9.8,19.18,56,86.960000,5.730000,65.151446,20.250000,45.5,76.160000,5.730000,58.4,1.530000,17.49,28.65,24,57.54,21,96.410000,260.890000,28.65,13.8,19.19,58.4,26.020000,26.020000,271.150000,100.980000,28.65,10,2.000000,1.480000,144.62,10,48.98,0.000000

38,09:15-09:30,4.060000,48.200000,176.100000,48.200000,0.000000,11.18,18.92,63,86.960000,3.960000,73.312399,20.250000,51.48,84.840000,3.960000,56.22,1.530000,17.21,30.65,27,56.77,24,96.410000,260.890000,30.65,13.22,18.93,56.22,26.020000,26.020000,271.150000,100.980000,30.65,11,2.000000,1.480000,144.62,12,55.93,0.000000

39,09:30-09:45,4.250000,48.200000,176.100000,48.200000,0.000000,12.72,27.57,84,86.960000,4.140000,81.979156,20.250000,56.79,93.520000,4.140000,61.28,1.530000,21.81,30.65,36,82.72,30,96.410000,260.890000,30.65,13.07,27.59,61.28,26.020000,26.020000,271.150000,100.980000,30.65,13,2.000000,1.480000,144.62,15,63.63,0.000000

40,09:45-10:00,4.440000,48.200000,176.100000,48.200000,0.000000,13.97,27.5,94.5,86.960000,4.340000,89.09932,20.250000,62.27,118.010000,4.340000,61.83,1.530000,21.66,30.65,40.5,82.49,34,96.410000,260.890000,30.65,12.94,27.49,61.83,26.020000,26.020000,271.150000,100.980000,30.65,15,2.000000,1.480000,144.62,17,69.84,0.000000

41,10:00-10:15,4.780000,48.200000,176.100000,48.200000,0.000000,12.84,27.22,91,86.960000,4.660000,94.867431,20.250000,48.33,118.010000,4.660000,57.87,1.530000,21.1,30.65,39,81.66,37,96.410000,260.890000,30.65,12.53,27.22,57.87,25.470000,30.850000,271.150000,100.980000,30.65,13,2.000000,1.400000,144.62,19,64.21,0.000000

42,10:15-10:30,5.110000,48.200000,176.100000,48.200000,0.000000,14.74,26.7,98,86.960000,4.990000,99.390486,21.210000,51.67,118.010000,4.990000,77.66,1.530000,30,30.65,42,80.11,38,96.410000,260.890000,30.65,12.4,26.7,77.66,25.470000,30.850000,271.150000,100.980000,30.65,16,2.000000,1.400000,144.62,19,73.72,0.000000

43,10:30-10:45,5.440000,48.200000,176.100000,48.200000,0.000000,14.79,35.41,105,86.960000,5.310000,99.341851,21.210000,55,118.010000,5.310000,76.99,1.530000,30.15,30.65,45,106.22,40,96.410000,260.890000,30.65,12.53,35.41,76.99,25.470000,30.850000,271.150000,100.980000,30.65,15,2.000000,1.400000,144.62,20,73.94,0.000000

44,10:45-11:00,5.750000,48.200000,176.100000,48.200000,0.000000,16.2,34.96,112,86.960000,5.620000,102.610123,21.210000,58.33,118.010000,5.620000,76.55,1.530000,29.49,30.65,48,104.87,40,96.410000,260.890000,30.65,12.67,34.95,76.55,25.470000,30.850000,271.150000,100.980000,30.65,16,2.000000,1.400000,144.62,20,81.01,0.000000

45,11:00-11:15,6.900000,48.200000,176.100000,48.200000,0.000000,16.46,33.22,98,86.960000,6.730000,104.925149,21.210000,36.67,118.010000,6.730000,76.15,1.610000,28.77,31.32,42,99.67,40,96.410000,260.890000,31.31,12.8,33.22,76.15,25.470000,30.850000,271.150000,100.980000,31.32,17,2.000000,1.400000,144.62,20,82.32,0.000000

46,11:15-11:30,7.970000,48.200000,176.100000,48.200000,0.000000,16.69,31.07,98,86.960000,7.780000,107.726525,21.210000,39.33,118.010000,7.780000,75.88,1.610000,28.07,31.32,42,93.22,40,96.410000,260.890000,31.31,12.96,31.08,75.88,25.470000,30.850000,271.150000,100.980000,31.32,18,2.000000,1.400000,144.62,20,83.46,0.000000

47,11:30-11:45,3.180000,48.200000,176.100000,48.200000,0.000000,16.87,35,84,86.960000,3.100000,109.847011,21.210000,42,118.010000,3.100000,74.07,1.530000,35,31.32,36,105,33,96.410000,260.890000,31.31,13.18,35,74.07,25.470000,30.850000,271.150000,100.980000,31.32,14,2.000000,1.400000,144.62,17,84.34,0.000000

48,11:45-12:00,3.570000,48.200000,176.100000,48.200000,0.000000,17.01,34.17,84,86.960000,3.490000,111.199064,21.210000,45,118.010000,3.490000,71.88,1.530000,35,31.32,36,102.5,32,96.410000,260.890000,31.31,13.4,34.16,71.88,25.470000,30.850000,271.150000,100.980000,31.32,13,2.000000,1.400000,144.62,16,85.03,0.000000

49,12:00-12:15,3.770000,48.200000,176.100000,48.200000,0.000000,14.15,33.41,87.5,86.960000,3.680000,122.258663,22.170000,47.67,118.010000,3.680000,66.99,1.530000,35,31.32,37.5,100.22,37,96.410000,260.890000,31.31,14.55,33.41,66.99,25.470000,30.850000,271.150000,100.980000,31.32,10,2.000000,1.480000,144.62,18,70.75,0.000000

50,12:15-12:30,3.960000,48.200000,176.100000,48.200000,0.000000,14.53,32.61,87.5,86.960000,3.870000,121.052515,22.170000,50,118.010000,3.870000,63.33,1.530000,35,31.32,37.5,97.82,35,96.410000,260.890000,31.31,14.78,32.61,63.33,25.470000,30.850000,271.150000,100.980000,31.32,10,2.000000,1.480000,144.62,17,72.67,0.000000

51,12:30-12:45,4.160000,48.200000,176.100000,48.200000,0.000000,11.67,31.7,70,86.960000,4.060000,118.620765,22.170000,53,118.010000,4.060000,75,1.530000,35,31.32,30,95.1,33,96.410000,260.890000,31.31,14.44,31.7,75,25.470000,30.850000,271.150000,100.980000,31.32,10,2.000000,1.480000,144.62,17,58.33,0.000000

52,12:45-13:00,4.350000,48.200000,176.100000,48.200000,0.000000,11.67,30,70,86.960000,4.250000,116.480825,22.170000,56,118.010000,4.250000,74,1.530000,34.66,31.32,30,90,33,96.410000,260.890000,31.31,14.13,30,74,25.470000,30.850000,271.150000,100.980000,31.32,10,2.000000,1.480000,144.62,16,58.33,0.000000

53,13:00-13:15,4.560000,48.200000,176.100000,48.200000,0.000000,11.67,28.33,70,86.960000,4.440000,113.31955,22.170000,41.67,86.770000,4.440000,71.67,1.530000,34.34,31.32,30,85,29,96.410000,260.890000,31.31,15.31,28.34,71.67,25.470000,30.850000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,14,58.33,0.000000

54,13:15-13:30,4.750000,48.200000,176.100000,48.200000,0.000000,11.67,26.67,67.2,86.960000,4.630000,108.212875,22.170000,42.67,67.490000,4.630000,69.33,1.530000,34,31.32,28.8,80,27,96.410000,260.890000,31.31,15.01,26.66,69.33,25.470000,30.850000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,14,58.33,0.000000

55,13:30-13:45,4.770000,48.200000,176.100000,48.200000,0.000000,11.67,35,80.5,86.960000,4.650000,96.355662,22.170000,43.33,67.490000,4.650000,80,1.530000,35,31.32,34.5,105,33,96.410000,260.890000,31.31,16.21,35,80,26.020000,26.020000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,17,58.33,0.000000

56,13:45-14:00,4.800000,48.200000,176.100000,48.200000,0.000000,11.67,35,79.8,86.960000,4.680000,90.16929,22.170000,45,67.490000,4.680000,80,1.530000,35,31.32,34.2,105,32,96.410000,260.890000,31.31,15.65,35,80,26.020000,26.020000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,16,58.33,0.000000

57,14:00-14:15,4.760000,48.200000,176.100000,48.200000,0.000000,10,35,84,86.960000,4.640000,84.109369,22.170000,33.33,67.490000,4.640000,80,1.610000,35,31.32,36,105,32,96.410000,260.890000,31.31,15.53,35,80,25.470000,30.850000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,16,50,0.000000

58,14:15-14:30,4.510000,48.200000,176.100000,48.200000,0.000000,10,35,84,86.960000,4.390000,78.175899,21.210000,34.33,86.770000,4.390000,80,1.610000,35,31.32,36,105,29,96.410000,260.890000,31.31,15.22,35,80,25.470000,30.850000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,14,50,0.000000

59,14:30-14:45,4.490000,48.200000,176.100000,48.200000,0.000000,10,34.17,56,86.960000,4.380000,71.571266,21.210000,35,65.610000,4.380000,78.33,1.610000,35,31.32,24,102.5,26,96.410000,260.890000,31.31,17.61,34.16,78.33,25.470000,30.850000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,13,50,0.000000

60,14:45-15:00,4.200000,48.200000,176.100000,48.200000,0.000000,10,33.33,51.8,86.960000,4.100000,64.383013,21.210000,35.67,65.610000,4.100000,76.67,1.610000,35,31.32,22.2,100,23,96.410000,260.890000,31.31,17.21,33.34,76.67,25.470000,30.850000,271.150000,100.980000,31.32,10,2.040000,1.550000,144.62,12,50,0.000000

61,15:00-15:15,3.930000,48.200000,176.100000,48.200000,0.000000,10,31.67,42,86.960000,3.840000,53.410957,21.210000,36.67,65.610000,3.840000,80,1.690000,35,31.32,18,95,19,96.410000,260.890000,31.31,16.51,31.66,80,25.470000,30.850000,271.150000,100.980000,31.32,10,2.080000,1.630000,144.62,9,50,0.000000

62,15:15-15:30,3.960000,48.200000,176.100000,48.200000,0.000000,10,30,36.4,86.960000,3.870000,45.853078,21.210000,36.33,65.610000,3.870000,78.55,1.690000,33.34,31.32,15.6,90,17,96.410000,260.890000,31.31,16.2,30,78.55,25.470000,30.850000,271.150000,100.980000,31.32,10,2.080000,1.630000,144.62,8,50,0.000000

63,15:30-15:45,3.990000,48.200000,176.100000,48.200000,0.000000,10,28.33,28,86.960000,3.900000,36.982054,21.210000,36.04,65.610000,3.900000,77.88,1.690000,31.66,31.48,12,85,14,96.410000,260.890000,31.49,15.81,28.34,77.88,25.470000,30.850000,271.150000,100.980000,31.48,8.5,2.080000,1.630000,144.62,7,50,0.000000

64,15:45-16:00,3.560000,48.200000,176.100000,48.200000,0.000000,10,27.5,24.5,86.960000,3.480000,29.37554,21.210000,31.36,65.610000,3.480000,73.61,1.690000,30,31.48,10.5,82.5,11,96.410000,260.890000,31.49,15.61,27.5,73.61,25.470000,30.850000,271.150000,100.980000,31.48,8.5,2.080000,1.630000,144.62,6,50,0.000000

65,16:00-16:15,2.990000,48.200000,176.100000,48.200000,0.000000,7.5,35,21,86.960000,2.920000,21.671756,21.210000,25.85,117.620000,2.920000,80,1.760000,25.79,32.23,9,105,10,96.410000,260.890000,29.99,15.21,35,80,25.470000,30.850000,271.150000,100.980000,32.23,8.5,2.080000,1.710000,144.62,5,37.5,0.000000

66,16:15-16:30,2.350000,48.200000,176.100000,48.200000,0.000000,7.5,35,21,86.960000,2.290000,14.327871,22.170000,20.31,117.620000,2.290000,78.55,1.760000,25.16,33,9,105,9,96.410000,260.890000,15,14.81,35,78.55,25.470000,30.850000,271.150000,100.980000,23.15,8.5,2.080000,1.710000,144.62,5,37.5,0.000000

67,16:30-16:45,1.710000,48.200000,176.100000,48.200000,0.000000,5.71,28.33,16.8,86.960000,1.660000,6.166918,23.140000,13.99,117.620000,1.660000,78.33,1.760000,24.75,20.87,7.2,85,7,96.410000,260.890000,7,14.41,28.34,78.33,25.470000,30.850000,271.150000,100.980000,13.28,7.5,2.080000,1.710000,144.62,3,28.57,0.000000

68,16:45-17:00,1.110000,48.200000,176.100000,48.200000,0.000000,3.66,27.89,15.4,86.960000,1.080000,3.277999,23.140000,7.72,117.620000,1.080000,77.88,1.760000,24.12,10.97,6.6,83.68,4,96.410000,260.890000,1,14.11,27.89,77.88,23.300000,30.850000,271.150000,100.980000,5.97,7.5,2.080000,1.710000,144.62,2,18.3,0.000000

69,17:00-17:15,0.730000,48.200000,176.100000,48.200000,0.000000,2.6,27.06,12.6,86.960000,0.710000,1.313145,23.140000,1.32,117.620000,0.710000,76.67,1.840000,19.75,4.08,5.4,81.18,3,96.410000,260.890000,0,13.85,27.05,76.67,23.300000,30.850000,271.150000,100.980000,1.37,5,2.080000,1.710000,144.62,1,13.01,0.000000

70,17:15-17:30,0.480000,48.200000,176.100000,48.200000,0.000000,1.68,26.17,7,86.960000,0.470000,0.340445,24.100000,0.26,117.620000,0.470000,73.61,1.840000,19.27,0.58,3,78.5,2,96.410000,260.890000,0,13.21,26.16,73.61,23.300000,30.850000,271.150000,100.980000,1.14,4,2.080000,1.710000,144.62,1,8.39,0.000000

