Column1,Time,GNA/NR/2024/08/16/9423,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/APL-Raigarh_august,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,GNA/NR/2024/08/16/6265,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/jitpl,NR/16082024/31082024/MPL/24-25/STOA/128,GNA/NR/2024/08/16/8581,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/08/16/7438,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05
7,01:30-01:45,48.08,38.47,96.17,86.75,26.8708,0,0,70.08,7.91,0,0,261.1,89.77,26.8708,133.29,30.27,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,13.59,56.74,5.55,0,0,6.8,0,0,0,8.34,25,0,0,31,0,0,0,0,0,31,0,11.66,8.33,0

8,01:45-02:00,48.08,38.47,96.17,86.75,26.8708,0,0,70.08,7.91,0,0,261.1,89.77,26.8708,133.29,30.27,12.39,96.17,24.04,48.08,11.93,21.16,37.22,96.17,13.59,56.74,5.55,0,0,6.8,0,0,0,8.66,26,0,0,31,0,0,0,0,0,31,0,11,8.67,0

9,02:00-02:15,48.08,38.47,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,4.94,0,0,6.8,0,0,0,12.16,36.5,0,0,30.33,0,0,0,0,0,30.33,0,10.34,12.17,0

10,02:15-02:30,48.08,38.47,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,4.94,0,0,6.8,0,0,0,11.84,35.5,0,0,28.33,0,0,0,0,0,28.33,0,9.66,11.83,0

11,02:30-02:45,48.08,38.47,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,4.94,0,0,6.8,0,0,0,11.34,34,0,0,26,0,0,0,0,0,26,0,9.34,11.33,0

12,02:45-03:00,48.08,38.47,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,4.94,0,0,6.8,0,0,0,10.84,32.5,0,0,25,0,0,0,0,0,25,0,9,10.83,0

13,03:00-03:15,48.08,0,96.17,67.83,26.9071,0,0,70.08,7.91,0,0,205.37,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,4.81,0,0,6.8,0,0,0,10.84,32.5,0,0,23.67,0,0,0,0,0,23.67,0,9,10.83,0

14,03:15-03:30,48.08,0,96.17,67.83,26.9071,0,0,70.08,7.91,0,0,205.37,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,4.81,0,0,6.8,0,0,0,10.34,31,0,0,22.33,0,0,0,0,0,22.33,0,9.34,10.33,0

15,03:30-03:45,48.08,0,96.17,67.83,26.9071,0,0,70.08,7.91,0,0,205.37,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,5.37,0,0,6.8,0,0,0,9.5,28.5,0,0,21,0,0,0,0,0,21,0,9.66,9.5,0

16,03:45-04:00,48.08,0,96.17,67.83,26.9071,0,0,70.08,7.91,0,0,205.37,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,5.37,0,0,6.8,0,0,0,8.84,26.5,0,0,19.67,0,0,0,0,0,19.67,0,10,8.83,0

17,04:00-04:15,48.08,0,96.17,67.83,26.9071,0,0,70.08,7.91,0,0,205.37,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,5.27,0,0,6.8,0,0,0,8.16,24.5,0,0,31.67,0,0,0,0,0,31.67,0,11,8.17,0

18,04:15-04:30,48.08,0,96.17,67.83,26.9071,0,0,70.08,7.91,0,0,205.37,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,5.27,0,0,6.8,0,0,0,7.66,23,0,0,32,0,0,0,0,0,32,0,11,7.67,0

19,04:30-04:45,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,5.27,0,0,6.8,0,0,0,7.34,22,0,0,32,0,0,0,0,0,32,0,11.34,7.33,0

20,04:45-05:00,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,17.71,0,5.27,0,0,6.8,0,0,0,7,21,0,0,32.33,0,0,0,0,0,32.33,0,11.66,7,0

21,05:00-05:15,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.52,0,5.18,0,0,6.8,0,0,0,11.5,34.5,0,0,33,0,0,0,0,0,33,0,12,11.5,0

22,05:15-05:30,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.52,0,5.18,0,0,6.8,0,0,0,11,33,0,0,32.67,0,0,0,0,0,32.67,0,12.66,11,0

23,05:30-05:45,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.26,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.52,0,5.18,0,0,6.8,0,0,0,10.66,32,0,0,32.33,0,0,0,0,0,32.33,0,14.66,10.67,0

24,05:45-06:00,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.52,0,5.18,0,0,6.8,0,0,0,10.5,31.5,0,0,32,0,0,0,0,0,32,0,15.34,10.5,0

25,06:00-06:15,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.09,1.63,0.06,6.8,0,0,0.32,9.66,29,0.82,1,31.67,1,1,0,0,9.74,31.67,1,12,9.67,9.44

26,06:15-06:30,48.08,0,96.17,86.75,26.9071,0,0,70.08,7.91,0,0,261.1,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.09,4.49,0.56,6.8,0,0,2.79,9.16,27.5,2.92,4,31,1,2,1,1,15.33,31,2,12.34,9.17,14.85

27,06:30-06:45,48.08,0,96.17,76.25,26.9071,0.39,0.4,70.08,7.91,0,0.39,260.49,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.09,8.05,0.47,6.8,0,0,2.35,12.5,37.5,4.94,7,30.33,3,5,5,3,25.15,30.33,3,12.34,12.5,24.37

28,06:45-07:00,48.08,0,96.17,76.25,26.9071,1.13,1.15,70.08,7.91,0,1.13,260.49,89.77,26.9071,133.29,29.77,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.09,12.48,0.8,6.8,0,0,4,12.16,36.5,7.94,14,29.67,6,8,12,4,30.92,29.67,5,12.34,12.17,30.92

29,07:00-07:15,48.08,0,96.17,76.25,26.9071,1.64,1.69,70.08,7.91,0,1.64,260.49,89.77,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,4.99,17.74,1.23,6.8,0,0,6.18,11.66,35,10,21,29.33,9,10,20,5,28.6,29.33,7,12.66,11.67,28.6

30,07:15-07:30,48.08,0,96.17,62.19,26.9071,1.49,1.53,70.08,7.91,0,1.49,212.4,89.77,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,4.99,23.68,1.78,6.8,0,0,8.89,11.34,34,13,28,28.67,12,12,26.4,6,26.4,28.67,8,13,11.33,26.4

31,07:30-07:45,48.08,0,96.17,57.41,26.9071,1.96,2.02,70.08,7.91,0,1.96,164.32,60.92,26.9071,133.29,30.78,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,4.99,23.73,3.09,6.8,0,0,15.47,11,33,17,39,28,16,15,28.73,7,28.73,28,8,13.34,11,28.74

32,07:45-08:00,48.08,0,96.17,57.41,26.9071,2.44,2.51,70.08,7.91,0,2.44,116.23,52.89,26.9071,133.29,30.78,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,4.99,29.24,5,6.8,0,0,25,10.84,32.5,18,49,27.33,21,17,29.4,8,29.4,27.33,8,13.66,10.83,29.4

33,08:00-08:15,48.08,0,96.17,57.41,26.9071,2.76,2.83,70.08,7.91,0,2.76,109.63,52.89,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.07,0,4.9,35.06,5,6.8,0,0,25,11.66,35,18,32,26.67,13,15,30.07,7,30.07,26.67,9,14.66,11.67,30.06

34,08:15-08:30,48.08,0,96.17,57.41,26.9071,2.76,2.83,70.08,7.91,0,2.76,109.63,52.89,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.07,0,4.9,41.09,5,6.8,0,0,25,12.5,37.5,20,32,28.33,13,15,31.73,7,31.73,28.33,10,14,12.5,31.74

35,08:30-08:45,48.08,0,96.17,57.41,26.9071,2.76,2.83,70.08,7.91,0,2.76,109.63,52.89,26.9071,133.29,30.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.07,0,4.9,46.79,5.56,6.8,0,0,27.8,13.34,40,15,25,30.33,10,15,32.67,7,32.67,30.33,8,13.34,13.33,32.66

36,08:45-09:00,48.08,0,96.17,57.41,26.9071,2.76,2.83,70.08,7.91,0,2.76,109.63,52.89,26.9071,133.29,30.28,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.07,0,4.9,52.54,6.37,6.8,0,0,31.86,14.34,43,15,28,32.67,12,15,32.67,7,32.67,32.67,8,12.66,14.33,32.66

37,09:00-09:15,48.08,0,0,57.41,26.9071,3.13,3.2,70.08,0,0,3.13,109.63,52.89,26.9071,133.29,30.28,12.39,0,0,0,11.93,0,0,0,16.07,0,4.81,65.9,7.23,6.8,0,0,36.16,16.34,49,17,32,38.33,13,17,33,8,33,38.33,9,12,16.33,33

38,09:15-09:30,48.08,0,0,57.41,26.9071,3.47,3.57,70.08,0,0,3.47,109.63,72.13,26.9071,133.29,28.26,12.39,0,0,0,11.93,0,0,0,16.07,0,4.81,71.03,8.06,6.8,0,0,40.29,17.5,52.5,18,35,39,15,17,33,8,33,39,9,11.34,17.5,33

39,09:30-09:45,48.08,0,0,59.82,26.9071,3.81,3.9,70.08,0,0,3.81,157.72,67.32,26.9071,133.29,28.26,12.39,0,0,0,11.93,0,0,0,16.07,0,4.81,70.17,8.9,6,0,0,44.52,18.16,54.5,18,70,39.67,30,39,33,18,33,39.67,9,10.66,18.17,33

40,09:45-10:00,48.08,0,0,59.82,26.9071,4.88,5,70.08,0,0,4.88,169.87,52.89,26.9071,133.29,28.26,12.39,0,0,0,11.93,0,0,0,16.07,0,4.81,68.41,9.68,6,0,0,48.41,18.84,56.5,18,75,35.67,32,44,33,21,33,35.67,9,10,18.83,33

41,10:00-10:15,48.08,0,0,59.82,26.9071,5.96,6.11,70.08,0,0,5.96,169.87,76.94,26.9071,133.29,29.27,12.39,0,0,0,11.93,0,0,0,14.05,0,4.71,65.42,10.83,6,0,0,54.17,15.84,47.5,23,98,36,42,54,33,26,33,36,9,16.34,15.83,33

42,10:15-10:30,48.08,0,0,59.82,26.9071,7.27,7.45,70.08,0,0,7.27,169.87,76.94,26.9071,133.29,28.26,12.39,0,0,0,11.93,0,0,0,14.05,0,4.71,61.03,11.67,6,0,0,58.33,16.66,50,25,102,36.33,43,54,33,26,33,36.33,9,16.66,16.67,33

43,10:30-10:45,48.08,0,0,59.82,26.9071,3.72,3.81,70.08,0,0,3.72,169.87,76.94,26.9071,148.1,28.26,12.39,0,0,0,11.93,0,0,0,14.05,0,4.71,67.91,12.5,6,0,0,62.5,16.66,50,28,91,36.67,39,58,33,27,33,36.67,11,17.34,16.67,33

44,10:45-11:00,48.08,0,0,59.82,26.9071,3.72,3.81,70.08,0,0,3.72,169.87,76.94,26.9071,155.8,29.27,12.39,0,0,0,11.93,0,0,0,14.05,0,4.71,74.34,13.33,6,0,0,66.67,16.66,50,32,98,37,42,58,33,27,33,37,11,17.66,16.67,33

45,11:00-11:15,48.08,0,0,59.82,26.9071,3.72,3.81,70.08,0,0,3.72,169.87,52.89,26.9071,163.49,29.27,12.39,0,0,0,11.93,0,0,0,14.05,0,4.63,80.15,25.8,6,0,0,129,14.16,42.5,42,70,37.33,30,41,33,19,33,37.33,20,12.34,14.17,33

46,11:15-11:30,48.08,0,0,59.82,26.9071,3.74,3.83,70.08,0,0,3.74,169.87,52.89,26.9071,171.18,29.27,12.39,0,0,0,11.93,0,0,0,14.05,0,4.63,85.69,26.28,6,0,0,131.38,14.5,43.5,43,74,37.67,31,41,33,19,33,37.67,20,12.34,14.5,33

47,11:30-11:45,48.08,0,0,59.82,26.9071,3.74,3.83,70.08,0,0,3.74,169.87,100.19,26.9071,178.88,29.27,12.39,0,0,0,11.93,0,0,0,14.05,0,4.63,86.34,26.44,6,0,0,132.19,15.16,45.5,37,70,38,30,54,33,26,33,38,17,12.66,15.17,33

48,11:45-12:00,48.08,0,0,59.82,26.9071,3.72,3.81,70.08,0,0,3.72,169.87,100.19,26.9071,186.57,29.27,12.39,0,0,0,11.93,0,0,0,14.05,0,4.63,86.78,26.39,6,0,0,131.98,15.84,47.5,37,74,38.67,31,54,33,26,33,38.67,17,13,15.83,33

49,12:00-12:15,48.08,0,0,57.41,26.9071,3.74,3.83,70.08,0,0,3.74,169.87,100.19,26.9071,194.26,29.27,12.39,0,0,0,11.93,0,0,0,15.89,0,4.63,88.48,26.36,6,0,0,131.82,16.34,49,25,91,40.33,39,47,33,23,33,40.33,11,13,16.33,33

50,12:15-12:30,48.08,0,0,57.41,26.9071,3.72,3.81,70.08,0,0,3.72,169.87,100.19,26.9071,203.88,29.27,12.39,0,0,0,11.93,0,0,0,15.89,0,4.63,87.93,26.41,6,0,0,132.08,16.66,50,27,95,42,40,47,33,23,33,42,12,13.34,16.67,33

51,12:30-12:45,48.08,0,0,57.41,26.9071,3.72,3.81,65.94,0,0,3.72,169.87,100.19,26.9071,212.54,29.27,12.39,0,0,0,11.93,0,0,0,15.89,0,4.63,86.63,26.5,6,0,0,132.52,21.34,64,28,88,47.67,37,44,33,21,33,47.67,14,13.34,21.33,33

52,12:45-13:00,48.08,0,0,57.41,26.9071,3.72,3.81,65.94,0,0,3.72,169.87,100.19,26.9071,212.54,29.27,12.39,0,0,0,11.93,0,0,0,15.89,0,4.63,84.94,26.6,6,0,0,132.99,21.84,65.5,29,88,49.33,37,44,33,21,33,49.33,15,13.66,21.83,33

53,13:00-13:15,48.08,0,0,57.41,26.9071,3.72,3.81,65.94,0,0,3.72,169.87,52.89,26.9071,212.54,29.27,12.39,0,0,0,11.93,0,0,0,15.89,0,4.71,83.49,26.69,6.4,0,0,133.46,22.16,66.5,25,105,49.67,45,51,33,24,33,49.67,14,14.34,22.17,33

54,13:15-13:30,48.08,0,0,57.41,26.9071,3.74,3.83,65.94,0,0,3.74,169.87,52.89,26.9071,212.54,29.27,12.39,0,0,0,11.93,0,0,0,15.89,0,4.71,82.46,26.59,6.8,0,0,132.93,22.34,67,23,106,50.33,46,51,33,24,33,50.33,15,19,22.33,33

55,13:30-13:45,48.08,0,0,57.41,24.0835,3.74,3.83,65.94,0,0,3.74,169.87,62.51,24.0835,212.54,28.26,12.39,0,0,0,11.93,0,0,0,15.89,0,4.71,62.45,26.48,7.2,0,0,132.43,19.16,57.5,23,112,42.67,48,54,33,26,33,42.67,14,19.34,19.17,33

56,13:45-14:00,48.08,0,0,75.81,24.0835,3.74,3.83,65.94,0,0,3.74,225.6,100.19,24.0835,212.54,27.25,12.39,0,0,0,11.93,0,0,0,15.89,0,4.71,68.56,26.38,7.4,0,0,131.9,19.66,59,23,112,44,48,54,33,26,33,44,15,19.34,19.67,33

57,14:00-14:15,48.08,0,0,75.81,24.0835,3.74,3.83,65.94,0,0,3.74,225.6,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,4.9,73.81,15.91,10.4,0,0,79.58,20,60,25,70,42.84,30,37,33,18,33,42.84,14,19.34,20,33

58,14:15-14:30,48.08,0,0,75.81,24.0835,3.74,3.83,65.94,0,0,3.74,225.6,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,4.9,78.11,15.74,11,0,0,78.71,20.84,62.5,25,74,44.41,31,37,33,18,33,44.41,15,19.34,20.83,33

59,14:30-14:45,48.08,0,0,75.81,24.0835,3.74,3.83,65.94,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,4.9,73.08,10.83,11.61,0,0,54.17,18.34,55,28,42,46.31,18,20,33,10,33,46.31,14,19.34,18.33,33

60,14:45-15:00,48.08,0,0,75.81,24.0835,3.74,3.83,65.94,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,4.9,67.87,10.83,12.01,0,0,54.17,19.16,57.5,28,42,48.56,18,20,33,10,33,48.56,15,20,19.17,33

61,15:00-15:15,48.08,0,0,86.75,24.0835,3.74,3.83,65.94,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,5.09,69.2,10.83,16,0,0,54.17,19.5,58.5,28,74,48.77,31,37,33,18,33,48.77,14,20,19.5,33

62,15:15-15:30,48.08,0,0,86.75,24.0835,3.74,3.83,65.94,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,5.09,62.3,10.83,15.8,0,0,54.17,19.84,59.5,28,70,50.68,30,35,33,17,33,50.68,15,21,19.83,33

63,15:30-15:45,48.08,0,0,76.94,24.0835,3.74,3.83,65.94,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,5.09,59.78,10.83,8.01,0,0,54.17,25.34,76,25,84,52.54,36,51,33,24,33,52.54,14,21.66,25.33,33

64,15:45-16:00,48.08,0,0,76.94,24.0835,3.74,3.83,65.94,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,15.89,0,5.09,56.91,10.83,9.01,0,0,54.17,25.84,77.5,25,78,53.6,33,47,33,23,33,53.6,15,22.34,25.83,33

65,16:00-16:15,48.08,0,0,76.94,24.0835,3.74,3.83,70.08,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,16.16,0,5.37,53.35,10.83,11.01,0,0,54.17,20.72,62.13,22,91,36.67,39,44,33,21,33,36.67,14,17.66,20.71,33

66,16:15-16:30,48.08,0,0,76.94,24.0835,3.74,3.83,70.08,0,0,3.74,261.1,100.19,24.0835,212.54,28.76,12.39,0,0,0,11.93,0,0,0,16.16,0,5.37,48.8,10.83,12.41,0,0,54.17,20.84,62.5,22,81,38,34,39,33,19,33,38,13,17.34,20.83,33

67,16:30-16:45,48.08,0,0,76.94,24.0835,3.67,3.77,70.08,0,0,3.67,261.1,100.19,24.0835,212.54,29.27,12.39,0,0,0,11.93,0,0,0,16.16,0,5.37,47.04,10,12.8,0,0,50,19.84,59.5,20,77,39.33,33,39,22,19,33,39.33,11,17,19.83,33

68,16:45-17:00,48.08,0,0,76.94,24.0835,3.49,3.57,70.08,0,0,3.49,261.1,100.19,24.0835,212.54,29.27,12.39,0,0,0,11.93,0,0,0,16.16,0,5.37,39.29,9.95,12.6,0,0,49.77,19.66,59,18,67,40.33,28,34,12,16,33,40.33,10,16.66,19.67,33

69,17:00-17:15,48.08,0,96.17,76.94,24.0835,3.03,3.11,114.92,0,0,3.03,261.1,100.19,24.0835,238.5,29.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.65,31.91,8.54,7.2,0,0,42.68,19.5,58.5,17,60,41.67,25,29,7,14,33,41.67,9,16.66,19.5,33

70,17:15-17:30,48.08,0,96.17,72.13,24.0835,2.57,2.64,70.08,0,0,2.57,205.37,100.19,24.0835,238.5,29.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.65,24.96,7.13,7.2,0,0,35.67,19.16,57.5,15,49,42.67,21,24,1,11,31.14,42.67,8,16,19.17,30.17

71,17:30-17:45,48.08,0,96.17,76.94,24.0835,2.12,2.15,70.08,0,0,2.12,261.1,100.19,24.0835,238.5,29.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.65,18.62,5.75,7.2,0,0,28.78,18.66,56,13,39,47,16,18,0,8,24.82,47,8,19.44,18.67,24.02

72,17:45-18:00,48.08,0,96.17,76.94,24.0835,1.65,1.69,70.08,0,0,1.65,261.1,100.19,24.0835,238.5,29.27,12.39,0,24.04,48.08,11.93,21.16,0,96.17,16.34,0,5.65,12.72,4.76,7.2,0,0,23.79,18.66,56,12,28,47.67,12,12,0,6,19.29,47.67,7,19.62,18.67,18.68

73,18:00-18:15,48.08,0,96.17,76.94,24.0835,1.3,1.33,78.56,7.91,0,1.3,261.1,90.84,24.0835,238.5,30.28,12.39,0,24.04,48.08,11.93,21.16,37.22,96.17,16.62,56.74,5.91,7.74,3.89,7.2,0,0,19.44,18.66,56,10,18,52,7,7,0,3,0,52,7,20.21,18.67,0

