Block,Time Block,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ANTA_CRF,CHAMERA3,KGSU1AND2,BSIUL,DHAULIGNGA,FSTPP I & II,JHAJJAR,CHAMERA2,DULHASTI,DADRT2,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,NLCTS2EXP,NLCEXP,NNTPP,NTPL,PARBATI3,NJPC,NAPP,NLCIIST1,NLCIIST2,RAMPUR,RIHAND1,TALA,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,TALST2,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,263.6078,42.58,51.79,657.78,14.44,40.59,0,30.81,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,10.1,0,0.92,0,57.86,0,0,0,80.57,16.73,123.01,122.87,0,117.19,368.31,0,21.34,24.7914,6.66,0,39.6035,29.76,63.83,19.3801,0,2.7,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,215.9746,42.58,51.79,642.2034,14.44,40.59,0,30.81,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,10.25,0,0.92,0,57.86,0,0,0,80.57,16.73,123.01,122.87,0,117.19,368.31,0,21.34,25.4154,6.66,0,39.6035,29.76,63.83,19.8018,0,2.7,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.64,181.99,42.58,51.79,559.6806,14.44,40.59,0,30.81,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,80.57,16.73,123.01,122.8699,0,117.19,368.31,0,23.48,22.8097,10.36,0,35.3279,29.76,63.83,17.6607,0,2.7,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.64,153.1,42.58,51.79,470.2106,14.44,40.59,0,30.81,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,80.57,16.73,123.01,122.8699,0,117.19,368.31,0,23.48,22.8097,6.66,0,35.3279,29.76,63.83,17.6607,0,2.7,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.64,133.04,42.58,51.79,469.8906,14.44,40.59,0,30.81,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,80.57,16.73,123.01,122.8699,0,117.19,368.31,0,23.48,22.8097,6.66,0,35.3279,37.74,63.83,17.6607,0,2.7,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.64,110.84,42.58,51.79,447.55,14.44,40.59,0,30.81,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,80.57,11.29,123.01,122.8699,0,117.19,368.31,0,23.48,22.8097,10.36,0,35.3279,37.74,63.83,17.6607,0,2.7,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.64,110.84,42.58,51.79,480.28,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,77.21,0,123.01,122.8699,0,117.19,368.31,0,23.48,22.6697,6.66,0,36.0186,29.76,63.83,17.5507,0,2.7,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.64,110.84,42.58,51.79,478.36,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,77.21,0,123.01,122.8699,0,117.19,368.31,0,23.48,22.6697,6.66,0,36.0186,29.76,63.83,17.5507,0,2.7,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,478.36,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,77.21,0,114.76,122.8699,0,117.19,368.31,0,23.48,19.0536,10.36,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,479.32,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.97,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,6.66,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,475.47,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.34,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,8.63,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,464.88,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.34,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,12.33,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,461.99,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.34,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,8.63,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,459.1,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,17.32,160.9,43.43,0,0,3.41,91.1398,9.2,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,8.63,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,444.98,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.06,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,12.33,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,430.54,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.06,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,8.63,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,415.14,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,10.82,160.9,43.43,0,0,3.41,91.1398,9.06,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,19.0536,8.63,0,30.1805,29.76,63.83,14.7517,0,2.7,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,384.32,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,35.18,160.9,43.43,0,0,3.41,91.1398,8.77,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,23.48,22.6697,12.33,0,36.0186,29.76,63.83,17.5507,0,2.7,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,423.15,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,35.18,160.9,43.43,0,0,3.41,91.1398,8.77,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,34.71,25.4154,8.63,0,39.6035,37.74,63.83,19.4918,0,2.7,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,420.91,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,35.18,160.9,43.43,0,0,3.41,91.1398,8.49,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,34.71,22.8097,8.63,0,35.3279,37.74,63.83,17.6607,0,2.7,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,406.47,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,35.18,160.9,43.43,0,0,3.41,91.1398,8.49,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,34.71,22.8097,12.33,0,35.3279,29.76,63.83,17.6607,0,2.7,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,387.21,14.44,40.59,0,30.81,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,35.18,160.9,43.43,0,0,3.41,91.1398,8.49,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,34.71,22.8097,8.63,0,35.3279,29.76,48.28,17.6607,0,2.7,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,368.92,14.44,40.59,0,30.81,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,35.18,160.9,43.43,0,0,3.41,91.1398,8.63,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,34.71,25.4154,8.63,0,39.6035,29.76,48.28,19.8018,0,2.7,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,363.34,14.44,40.59,0,30.81,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,6.77,160.9,43.43,0,0,3.41,91.1398,8.63,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,34.71,22.6697,12.33,0,36.0186,29.76,32.19,17.5507,0,2.7,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,363.34,14.44,40.59,0,30.81,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,6.77,160.9,43.43,0,0,3.41,91.1398,8.63,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,28.46,20.0061,8.88,0,32.1081,29.76,32.19,15.239,0,2.7,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.64,110.84,42.58,51.79,363.34,14.44,40.59,0,30.81,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,6.77,160.9,43.43,0,0,3.41,91.1398,8.63,0,0.92,0,57.86,0,0,0,77.21,0,106.51,122.8699,0,117.19,368.31,0,28.46,17.6461,8.88,0,27.9481,29.76,16.09,13.639,0,2.7,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,363.34,14.44,40.59,0,30.81,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,77.21,0,113,122.8699,0,117.19,368.31,0,28.46,17.6461,12.33,0,27.9481,29.76,16.09,13.639,0,2.7,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,363.34,14.44,40.59,0,30.81,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,77.21,0,121.27,122.8699,0,117.19,368.31,0,28.46,17.6461,8.88,0,27.9481,29.76,0,13.639,0,2.7,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,28.16,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,77.21,0,123.01,122.8699,0,117.19,368.31,0,28.46,14.33,8.88,0,23.15,29.76,0,11.79,0,2.7,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,77.21,0,123.01,122.8699,0,117.19,368.31,0,28.46,14.33,12.33,0,23.15,29.76,0,11.79,0,2.7,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,77.21,0,123.01,122.8699,0,117.19,368.31,0,28.46,14.33,8.02,0,23.15,37.74,0,11.79,0,2.7,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,77.21,0,123.01,122.8699,0,117.19,368.31,0,28.46,14.33,10.49,0,23.15,37.74,0,11.79,0,2.7,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,28.46,14.33,10.49,0,23.15,29.76,0,11.79,0,2.7,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,28.46,14.33,10.49,0,23.15,29.76,0,11.79,0,2.7,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.48,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,28.46,14.33,10.49,0,23.15,29.76,0,11.79,0,2.7,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.48,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,25.61,14.33,10.49,0,23.15,29.76,0,11.79,0,2.7,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.48,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,14.33,10.49,0,23.15,29.76,0,11.79,0,2.7,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,363.34,14.44,40.59,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.48,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,14.33,10.49,0,23.15,31.89,16.09,11.79,0,2.7,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,363.34,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,29.77,160.9,43.43,0,0,3.41,91.1398,9.48,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,14.33,9.87,0,23.15,31.89,16.09,11.79,0,2.7,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,363.34,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.48,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,14.33,9.87,0,23.15,31.89,32.19,11.79,0,2.7,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,363.34,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.91,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,14.33,10.24,0,23.15,31.89,48.28,11.79,0,2.7,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,363.34,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.91,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,14.33,10.24,0,23.15,31.89,48.28,11.79,0,2.7,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,409.36,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,9.91,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,19.0536,10.24,0,36.0186,37.74,48.28,14.7517,0,2.7,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,457.5,14.44,41.08,0,27.74,0,18.6,115.57,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,9.91,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,19.0536,10.24,0,36.0186,37.74,48.28,14.7517,0,2.7,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,505.65,14.44,41.08,0,27.74,0,18.6,115.57,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,12.66,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,19.0536,10.24,0,36.0186,31.89,48.28,14.7517,0,2.7,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,553.79,14.44,41.08,0,27.74,0,18.6,115.57,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,12.66,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,19.0536,10.24,0,36.0186,31.89,48.28,14.7517,0,2.7,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,582.3028,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,11.98,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,19.0536,10.24,0,31.8905,31.89,48.28,14.7517,0,2.7,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,10.23,110.84,42.58,51.79,582.3028,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,11.98,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,19.0536,10.24,0,30.1805,31.89,48.28,14.7517,0,2.7,0,0,0,0,0

