Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/20/5216,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/20/4698,GNA/WR/2024/11/01/4200,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/20/4168,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/9046,GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3514,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3733,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/20/2470,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/3925,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/01/01/6528,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/7459,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6775,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02
19,04:30-04:45,14.01,42.49,0,0,0,14.17,0,14.17,29,0,9,29,0,0,0,0,52.84,0,0,0,0,149.4,48.04,0,24.22,0,25.94,59.4,0,65.33,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,0,0,0,0,0,8.65,0.99,25.94,0,25.94,0,1.34

20,04:45-05:00,13.21,43.5,0,0,0,14.5,0,14.5,31,0,9,31,0,0,0,0,52.84,0,0,0,0,192.14,48.04,0,24.22,0,25.94,59.4,0,65.33,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,0,0,0,0,0,8.65,0.99,25.94,0,25.94,0,1.34

21,05:00-05:15,14.21,44.51,0,0,0,14.83,0,14.83,30,0,9,30,0,0,0,0,52.84,0,0,0,0,230.57,48.04,0,24.22,0,25.94,59.4,0,65.33,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,25.94,0,25.94,0,1.34

22,05:15-05:30,14.21,46.5,0,0,0,15.5,0,15.5,32,0,9,32,0,0,0,0,52.84,0,0,0,0,271.64,48.04,0,24.22,0,25.94,59.4,0,65.33,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,25.94,0,25.94,0,1.3

23,05:30-05:45,14.41,46.99,0,0,0,15.67,0,15.67,34.33,0,9,34.34,0,0,0,0,52.84,0,0,0,0,271.64,48.04,0,24.22,0,25.94,59.4,0,65.33,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,25.94,0,25.94,0,1.3

24,05:45-06:00,14.61,48.49,0,0,0,16.17,0,16.17,36.33,0,9,36.34,0,0,0,0,81.66,0,0,0,0,271.64,48.04,0,24.22,0,25.94,64,0,89.35,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,25.94,0,25.94,0,1.3

25,06:00-06:15,14.81,53.51,0,0,0,17.83,0.48,17.83,36.67,0,9,36.66,0,0,0,0,100.09,0,0,0,0,271.64,48.04,0,24.22,0,43.23,86.66,0,113.36,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

26,06:15-06:30,15.01,54.49,0,0,0,18.17,0.87,18.17,37.33,0,8.67,37.34,0,0,0,0.05,100.09,0,0,0,0,271.64,48.04,0,23.72,0,43.23,86.66,0,130.42,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

27,06:30-06:45,15.21,55.01,0,0,0.09,18.33,1.25,18.33,38.33,0,8.67,38.34,0,0,0,0.59,100.09,0,0,0,0,271.64,48.04,0,23.72,0,43.23,86.66,0,130.42,19.21,0,37.2,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

28,06:45-07:00,15.41,56.51,0,1,0.14,18.83,2.49,18.83,39,0,8.67,39,0,0,0,2.34,100.09,0,0,0,0,271.64,48.04,0,23.21,0,43.23,86.66,0,130.42,19.21,0,41.43,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

29,07:00-07:15,15.81,58.5,0,3,0.45,19.5,5.31,19.5,36.67,0,8.67,36.66,2,0,1,6.05,100.09,9.61,0,7.69,0,271.64,48.04,5.76,23.21,90.31,43.23,86.66,0,130.42,19.21,0,45.67,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

30,07:15-07:30,16.41,58.5,4.17,7,1.11,19.5,9.76,19.5,33.67,0,8.67,33.66,3,0,2,11.74,100.09,9.61,0,7.69,0,271.64,48.04,5.76,23.21,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,1,0.06,0.06,1,14.41,0.99,36.51,0.06,36.51,0,1.34

31,07:30-07:45,17.01,55.99,12.16,10,3.33,18.67,16.57,18.67,33,0.7,8.67,33,5,1,3,19.78,100.09,9.61,0,7.69,0,271.64,48.04,5.76,23.21,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0.14,4,0.24,0.24,2,14.41,0.99,36.51,0.24,36.51,1,1.34

32,07:45-08:00,17.41,53.51,21.73,18,4.62,17.83,26.7,17.83,32.67,20.83,9,32.66,7,3,5,29.36,100.09,9.61,0,7.69,0,271.64,48.04,5.76,23.21,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,4.17,7,0.54,0.53,2,14.41,0.99,36.51,0.53,36.51,2,1.34

33,08:00-08:15,18.01,49.99,31.32,25,5.46,16.67,30.85,16.67,28.33,25,8.33,28.34,9,4,10,30.85,100.09,9.61,0,7.69,0,271.64,48.04,5.76,23.21,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,5,11,1.59,1.56,5,14.41,0.99,36.51,1.56,36.51,3,1.38

34,08:15-08:30,17.61,45,41.4,29.24,7.12,15,29.23,15,24.33,29.37,7.67,24.34,11,6,12,29.23,100.09,9.61,0,7.69,0,271.64,48.04,5.76,23.21,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,5.88,14,2.75,2.68,6,14.41,0.99,36.51,2.68,36.51,5,1.38

35,08:30-08:45,17.61,41.51,50.85,29.74,14.11,13.83,29.73,13.83,20.67,49.57,8.33,20.66,20,21,25,29.73,100.09,9.61,0,7.69,0,271.64,48.04,5.76,23.21,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,9.92,49,3.82,3.72,13,14.41,0.99,36.51,3.72,36.51,8,1.38

36,08:45-09:00,17.61,39.49,60.27,30.14,21.12,13.17,30.13,13.17,17,69.42,8,17,27,28,33,30.13,100.09,9.61,0,7.69,0,271.64,48.04,5.76,22.2,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,13.89,67,4.94,4.81,17,14.41,0.99,36.51,4.81,36.51,16,1.38

37,09:00-09:15,13.61,37.5,69.61,30.14,29.84,12.5,30.13,12.5,23.67,88.61,7.67,23.66,41,36,43,30.13,100.09,9.61,0,7.69,0,271.64,48.04,5.76,21.7,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,0,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,17.72,84,6.29,6.14,22,14.41,0.99,36.51,6.14,36.51,21,1.38

38,09:15-09:30,14.01,36,78.4,30.14,39.37,12,30.13,12,23,110.95,7.33,23,49,43,50,30.13,100.09,9.61,0,7.69,0,271.64,48.04,5.76,21.7,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,0,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,22.19,102,7.59,7.41,25,14.41,0.99,36.51,7.41,36.51,25,1.38

39,09:30-09:45,13.01,50.51,86.6,30.14,47.75,16.83,30.13,16.83,21.67,131.12,10.33,21.66,58,49,58,30.13,100.09,9.61,0,7.69,0,271.64,48.04,5.76,21.19,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,0,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,26.23,116,8.77,8.56,29,14.41,0.99,36.51,8.56,36.51,28,1.38

40,09:45-10:00,13.21,48.49,94.48,30.14,55.5,16.17,30.13,16.17,20.67,149.42,9.33,20.66,65,55,65,30.13,100.09,9.61,0,7.69,0,271.64,48.04,5.76,21.19,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,0,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,29.88,130,9.97,9.72,32,14.41,0.99,36.51,9.72,36.51,31,1.38

41,10:00-10:15,13.41,45,101.13,30.14,62.26,15,30.13,15,21,167.81,9,21,72,63,67,30.13,100.09,0,0,0,0,271.64,48.04,0,20.69,0,43.23,86.66,0,130.42,19.21,0,53.4,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,33.56,147,11.09,10.82,33,8.65,0.99,36.51,10.82,36.51,34,1.43

42,10:15-10:30,13.61,42.49,106.46,30.14,68.88,14.17,30.13,14.17,21.67,184.28,8.67,21.66,78,67,73,30.13,100.09,0,0,0,0,271.64,48.04,0,20.69,0,43.23,86.66,0,130.42,19.21,0,49.16,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,36.86,158,12.07,11.78,37,8.65,0.99,36.51,11.78,36.51,36,1.43

43,10:30-10:45,13.61,42.49,98.54,30.14,77.12,14.17,30.13,14.17,23,209.27,8.67,23,87,72,80,30.13,100.09,0,0,0,0,271.64,48.04,0,20.69,0,43.23,86.66,0,130.42,19.21,0,44.92,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,41.86,168,12.89,12.58,40,8.65,0.99,36.51,12.58,36.51,39,1.43

44,10:45-11:00,13.61,42.49,103.47,30.14,83.2,14.17,30.13,14.17,24.67,221.84,8.67,24.66,90,75,85,30.13,100.09,0,0,0,0,271.64,48.04,0,20.69,0,43.23,86.66,0,130.42,19.21,0,40.69,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,44.37,175,14.04,13.69,43,8.65,0.99,36.51,13.69,36.51,40,1.43

45,11:00-11:15,13.61,42.49,108.03,30.14,86,14.17,30.13,14.17,26.67,233.65,9.33,26.66,92,78,90,30.13,100.09,0,0,0,0,271.64,48.04,0,20.18,0,36.51,86.66,0,130.42,19.21,0,36.45,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,46.73,182,14.69,14.33,45,8.65,1.03,36.51,14.33,36.51,42,1.48

46,11:15-11:30,13.61,42.49,112.21,30.14,86.68,14.17,30.13,14.17,30,235,10.67,30,93,84,92,30.13,100.09,0,0,0,0,271.64,48.04,0,20.18,0,36.51,86.66,0,130.42,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,46,8.65,1.03,36.51,14.33,36.51,44,1.48

47,11:30-11:45,13.61,48,116.09,30.14,86.68,16,30.13,16,31.67,235,12.67,31.66,93,84,93,30.13,100.09,0,0,0,0,271.64,48.04,0,20.18,0,36.51,76.17,0,120.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,47,8.65,1.03,36.51,14.33,36.51,43,1.48

48,11:45-12:00,13.61,55.01,119.5,30.14,86.68,18.33,30.13,18.33,32.67,235,15,32.66,95,84,93,30.13,81.66,0,0,0,0,271.64,48.04,0,20.18,0,36.51,59.4,0,112.68,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,47,8.65,1.03,36.51,14.33,36.51,45,1.48

49,12:00-12:15,13.61,64.99,114.44,30.14,86.68,21.67,30.13,21.67,38.33,235,22.67,38.34,95,84,93,30.13,52.84,0,0,0,0,271.64,48.04,0,19.68,0,36.51,59.4,0,112.68,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,47,8.65,1.03,36.51,14.33,36.51,46,1.48

50,12:15-12:30,13.61,65.51,116.56,30.14,86.68,21.83,30.13,21.83,39.33,235,24,39.34,95,84,93,30.13,52.84,0,0,0,0,271.64,48.04,0,19.68,0,36.51,59.4,0,112.68,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,47,8.65,1.03,36.51,14.33,36.51,45,1.48

51,12:30-12:45,14.41,79.99,118.06,30.14,86.68,26.67,30.13,26.67,41.67,235,28.33,41.66,95,84,90,30.13,52.84,0,0,0,0,271.64,48.04,0,19.68,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,45,8.65,1.03,36.51,14.33,36.51,46,1.48

52,12:45-13:00,14.61,79.99,119.03,30.14,86.68,26.67,30.13,26.67,43.33,235,28.33,43.34,95,84,90,30.13,52.84,0,0,0,0,271.64,48.04,0,19.68,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,45,8.65,1.03,36.51,14.33,36.51,47,1.48

53,13:00-13:15,14.61,70.01,119.05,30.14,86.68,23.33,30.13,23.33,45,235,28.33,45,95,84,90,30.13,52.84,0,0,0,0,230.57,48.04,0,19.68,0,36.51,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,45,8.65,1.07,36.51,14.33,36.51,45,1.53

54,13:15-13:30,14.61,70.01,118.24,30.14,86.68,23.33,30.13,23.33,47.33,235,28.33,47.34,93,84,87,30.13,52.84,0,0,0,0,192.14,48.04,0,19.68,0,36.51,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,196,14.69,14.33,43,8.65,1.07,36.51,14.33,36.51,45,1.53

55,13:30-13:45,14.41,79.99,114.37,30.14,86.68,26.67,30.13,26.67,53.33,235,28.33,53.34,92,82,87,30.13,52.84,0,0,0,0,149.4,48.04,0,19.68,0,36.51,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,193,14.69,14.33,43,8.65,1.07,36.51,14.33,36.51,44,1.53

56,13:45-14:00,14.01,79.99,110.79,30.14,86.68,26.67,30.13,26.67,53.33,235,28.33,53.34,92,81,85,30.13,52.84,0,0,0,0,149.4,48.04,0,19.68,0,36.51,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,189,14.69,14.33,43,8.65,1.07,36.51,14.33,36.51,43,1.53

57,14:00-14:15,13.81,79.99,106.8,30.14,86.68,26.67,30.13,26.67,60,235,28.33,60,91,79,85,30.13,52.84,0,0,0,0,149.4,48.04,0,20.69,0,36.51,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,186,14.69,14.33,42,8.65,1.07,36.51,14.33,36.51,43,1.53

58,14:15-14:30,13.61,79.99,102.45,30.14,86.68,26.67,30.13,26.67,59.67,235,28.33,59.66,89,76,81,30.13,52.84,0,0,0,0,192.14,48.04,0,20.69,0,36.51,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,47,179,14.35,14.01,41,8.65,1.07,36.51,14.01,36.51,42,1.53

59,14:30-14:45,12.81,92.51,96.28,30.14,86.68,30.83,30.13,30.83,66.67,234.82,35,66.66,85,69,79,30.13,52.84,0,0,0,0,230.57,48.04,0,20.69,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,46.96,161,16.65,16.24,39,8.65,1.07,36.51,16.24,36.51,40,1.53

60,14:45-15:00,12.01,92.51,89.85,30.14,85.84,30.83,30.13,30.83,66.67,223.9,35,66.66,82,66,75,30.13,52.84,0,0,0,0,271.64,48.04,0,20.69,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,44.78,154,16.65,16.24,37,8.65,1.07,36.51,16.24,36.51,38,1.53

61,15:00-15:15,12.01,75,83.14,30.64,84.3,25,30.63,25,66.67,211.36,33.96,66.66,77,60,69,30.63,52.84,0,0,0,0,271.64,48.04,0,21.19,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,42.27,140,16.65,16.24,34,8.65,1.14,36.51,16.24,36.51,36,1.57

62,15:15-15:30,12.01,75,48,30.64,78.27,25,30.63,25,66.67,197.21,33.39,66.66,71,55,63,30.63,52.84,0,0,0,0,271.64,48.04,0,21.19,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,39.44,130,14.43,14.09,31,8.65,1.14,36.51,14.09,36.51,34,1.57

63,15:30-15:45,12.01,75,44.48,27,72.87,25,32.45,25,66.67,183.35,32.85,66.66,65,49,55,32.45,52.84,0,0,0,0,271.64,48.04,0,21.19,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,36.67,116,13.09,12.78,27,8.65,1.14,36.51,12.78,36.51,31,1.57

64,15:45-16:00,12.01,75,40.53,19,66.74,25,32.77,25,66,167.52,32.33,66,58,42,47,32.77,52.84,0,0,0,0,271.64,48.04,0,21.19,0,36.51,59.4,0,82.59,19.21,0,35.04,20.17,0,28.82,48.04,0,0,1.29,0,26.9,48.04,33.5,98,11.76,11.47,23,8.65,1.14,36.51,11.47,36.51,28,1.57

