Block,Time,CHAMERA3,DULHASTI,NAPP,NJPC,PARBATI2,TALA,UNCHAHAR3,ANTA_LF,DADRI_GF,DADRT2,KGSU3AND4,KKNPPU2,KOLDAM,KOTESHWR,NTPL,PARBATI3,RIHAND1,SASAN,UNCHAHAR2,URI,ANTA_CRF,DADRI_RF,CHAMERA1,RAMPUR,RIHAND2,SIMHST1,TALST2,UNCHAHAR1,VALLURNTECL,BRBCL,BSIUL,MAPS,RSTPSU1TO6,SIMHST2,SINGRAULI,TEHRI,UNCHAHAR4,ANTA_GF,AURY_LF,KISHANGANGA,NLCEXP,NLCTS2EXP,RAPPB,SINGRAULI_HYDRO,TANAKPUR,AURY_RF,KHSTPP-I,NLCIIST1,NLCIIST2,RAPPD,RSTPSU7,TelanganaSTPP,URI2,ANTA_RF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,KHSTPP-II,KKNP,NNTPP,RAPPC,RIHAND3,TANDA2,AURY_CRF,CHAMERA2,KGSU1AND2,KUDGI,SALAL,SEWA2,AURY_GF,DADRI_CRF
6,01:15-01:30,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,52.36,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,51.83,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,51.13,18.9,0,0

7,01:30-01:45,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,52.36,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,51.83,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,51.13,18.9,0,0

8,01:45-02:00,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,52.36,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,23.11,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,51.83,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,51.13,18.9,0,0

9,02:00-02:15,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,52.36,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,23.11,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,51.13,18.9,0,0

10,02:15-02:30,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,11.8,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,51.13,12.61,0,0

11,02:30-02:45,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,11.8,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,51.13,12.61,0,0

12,02:45-03:00,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,11.56,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,51.13,12.61,0,0

13,03:00-03:15,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,51.13,12.61,0,0

14,03:15-03:30,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,51.13,12.61,0,0

15,03:30-03:45,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,51.13,12.61,0,0

16,03:45-04:00,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,51.13,12.61,0,0

17,04:00-04:15,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,28.1,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,51.13,12.61,0,0

18,04:15-04:30,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,51.13,12.61,0,0

19,04:30-04:45,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,40.09,12.61,0,0

20,04:45-05:00,23.33,59.5,25.64,53.76,18.78,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,40.09,12.61,0,0

21,05:00-05:15,23.33,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,51.13,6.3,0,0

22,05:15-05:30,23.33,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,11.8,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,79.38,0,0,0

23,05:30-05:45,23.33,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,23.59,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,79.38,0,0,0

24,05:45-06:00,23.33,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,23.59,2.3,0,0,8.63,0,0,0,0.98,0,80.77,45.53,0,0,30,0,0,38.1,52.22,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,79.38,0,0,0

25,06:00-06:15,23.33,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,13.99,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,23.59,2.3,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,52.22,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,79.38,0,0,0

26,06:15-06:30,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,49.68,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,23.59,2.3,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,52.22,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,79.38,0,0,0

27,06:30-06:45,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,23.59,2.3,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,52.22,0,10.95,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,79.38,0,0,0

28,06:45-07:00,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.62,0,0,0,10.43,0,19.64,97.23,347.62,44.5,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,23.59,2.3,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,52.22,0,10.95,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,40.09,0,0,0

29,07:00-07:15,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,44.5,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,11.8,2.3,0,0,8.63,0,0,0,0.98,8.33,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,40.09,0,0,0

30,07:15-07:30,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,11.8,3.2,0,0,8.63,0,0,0,0.98,8.33,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,40.09,0,0,0

31,07:30-07:45,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,11.8,3.2,0,0,8.63,0,0,0,0.98,8.33,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

32,07:45-08:00,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,11.56,3.2,0,0,8.63,0,0,0,0.98,8.33,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

33,08:00-08:15,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

34,08:15-08:30,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

35,08:30-08:45,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

36,08:45-09:00,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.83,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

37,09:00-09:15,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

38,09:15-09:30,11.67,59.5,25.64,53.76,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,347.62,45,50.23,0,98.41,0,2.14,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,10.95,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

39,09:30-09:45,11.67,59.5,25.64,54.99,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,2.18,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

40,09:45-10:00,11.67,59.5,25.64,55.33,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,0,20.8,438.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

41,10:00-10:15,11.67,59.5,25.64,27.66,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,1.1,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

42,10:15-10:30,11.67,59.5,25.64,0,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

43,10:30-10:45,11.67,59.5,25.64,0,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

44,10:45-11:00,11.67,59.5,25.64,0,22.54,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,51.17,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

45,11:00-11:15,11.67,59.5,25.64,0,6.02,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,50.51,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

46,11:15-11:30,11.67,59.5,25.64,0,0,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,50.51,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

47,11:30-11:45,11.67,59.5,25.64,0,0,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,50.51,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

48,11:45-12:00,11.67,59.5,25.64,0,0,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,50.51,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

49,12:00-12:15,11.67,59.5,25.64,0,0,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,49.86,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

50,12:15-12:30,11.67,59.5,25.64,24.75,0,0,27.68,0,0,688.92,0,0,0,10.43,0,19.64,97.23,348.98,45,50.23,0,98.41,0,0.98,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,49.86,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

51,12:30-12:45,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,4.29,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,49.86,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

52,12:45-13:00,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,49.86,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

53,13:00-13:15,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,49.86,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

54,13:15-13:30,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,49.86,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

55,13:30-13:45,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,48.55,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

56,13:45-14:00,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,48.55,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

57,14:00-14:15,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,48.55,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

