Column1,Block,NR/2024/23811/C,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9061,NR/2024/23420/A/42100,NR/2024/23808/C,NR/2024/23769/A/42181,WR/2024/24788/A/42171,GNA/NR/2024/11/01/5474,NR/2024/23789/A/42067,NR/2024/23814/C,NR/2024/23815/C,Total
13,03:00-03:15,0,0,0,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.17

14,03:15-03:30,0,0,0,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.17

15,03:30-03:45,0,0,0,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.17

16,03:45-04:00,0,0,0,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.17

17,04:00-04:15,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

18,04:15-04:30,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

19,04:30-04:45,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

20,04:45-05:00,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

21,05:00-05:15,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

22,05:15-05:30,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

23,05:30-05:45,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

24,05:45-06:00,0,0,0,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,285.39,2.9,0,0,566.08

25,06:00-06:15,0,0,0,26.87,3.78,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,0,2.9,0,0,185.57000000000002

26,06:15-06:30,0,0,0,26.87,3.78,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,0,2.9,0,0,185.57000000000002

27,06:30-06:45,0.05,0,0,26.87,3.78,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,0,2.9,0,0,185.62000000000003

28,06:45-07:00,0.33,0,0,26.87,3.78,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.43,4.83,5.79,0,0,2.9,0,0,185.9

29,07:00-07:15,0.71,0,0,26.87,3.78,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.58,4.83,5.79,0,0,2.9,0,0,186.43

30,07:15-07:30,1.07,0,0,26.87,3.78,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.58,4.83,5.79,0,0,2.9,0,0,186.79000000000002

31,07:30-07:45,1.54,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.58,4.83,5.79,0,0,2.9,0,0,217.67000000000004

32,07:45-08:00,2.08,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.58,4.83,5.79,0,0,2.9,0,0,218.21000000000006

33,08:00-08:15,2.62,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,0,0,219.14000000000001

34,08:15-08:30,3.16,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,0,0,219.68000000000004

35,08:30-08:45,3.7,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,0,0,220.22000000000006

36,08:45-09:00,4.24,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,0,0,220.76000000000002

37,09:00-09:15,4.77,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,274.30000000000007

38,09:15-09:30,5.29,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,274.82000000000005

39,09:30-09:45,5.75,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,275.28

40,09:45-10:00,6.21,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,275.74

41,10:00-10:15,6.58,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,276.11

42,10:15-10:30,6.88,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,276.40999999999997

43,10:30-10:45,7.12,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,276.65

44,10:45-11:00,7.29,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,28.97,276.82000000000005

45,11:00-11:15,7.42,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,23.65,271.63

46,11:15-11:30,7.14,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,23.75,271.45000000000005

47,11:30-11:45,7.98,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,23.94,272.48

48,11:45-12:00,4.92,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,24.14,269.62

49,12:00-12:15,7.64,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,24.23,272.43000000000006

50,12:15-12:30,7.51,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,24.14,272.21000000000004

51,12:30-12:45,6.68,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,24.14,271.38

52,12:45-13:00,5.18,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,23.94,269.68

53,13:00-13:15,5.15,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,24.14,23.56,269.1700000000001

54,13:15-13:30,6.22,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,24.14,23.37,270.05000000000007

55,13:30-13:45,6.11,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,24.14,23.17,269.74000000000007

56,13:45-14:00,6.86,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,24.14,22.98,270.30000000000007

57,14:00-14:15,3.16,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,24.14,23.17,266.99000000000007

58,14:15-14:30,5.96,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,24.14,23.17,269.7900000000001

59,14:30-14:45,5.46,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,24.14,23.08,269.20000000000005

60,14:45-15:00,6.02,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.97,4.83,5.79,0,0,2.9,24.14,22.79,269.4700000000001

61,15:00-15:15,3.96,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,22.3,266.82000000000005

62,15:15-15:30,2.6,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,21.63,264.79

63,15:30-15:45,1.99,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,21.14,263.69

64,15:45-16:00,0.92,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.87,4.83,5.79,0,0,2.9,24.14,21.14,262.62

65,16:00-16:15,0.83,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,26.55,19.6,263.30000000000007

66,16:15-16:30,1.32,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,29.93,16.22,263.7900000000001

67,16:30-16:45,1.49,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,23.37,12.94,254.12000000000003

68,16:45-17:00,1.12,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.77,4.83,5.79,0,0,2.9,16.03,9.75,243.22000000000003

69,17:00-17:15,0.59,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.58,4.83,5.79,0,0,2.9,0,0,216.72000000000006

70,17:15-17:30,0.33,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.58,4.83,5.79,0,0,2.9,0,0,216.46000000000006

71,17:30-17:45,0.19,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.58,4.83,5.79,0,0,2.9,0,0,216.32000000000002

72,17:45-18:00,0.06,0,0,26.87,3.78,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.58,4.83,5.79,0,0,2.9,0,0,216.19000000000003

73,18:00-18:15,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

74,18:15-18:30,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

75,18:30-18:45,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

76,18:45-19:00,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

77,19:00-19:15,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

78,19:15-19:30,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

79,19:30-19:45,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

80,19:45-20:00,0,50,150,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,454.8900000000001

81,20:00-20:15,0,50,200,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,504.8900000000001

82,20:15-20:30,0,50,200,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,504.8900000000001

83,20:30-20:45,0,50,200,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,504.8900000000001

84,20:45-21:00,0,50,200,26.87,3.87,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.63,4.83,5.79,38.62,0,2.9,0,0,504.8900000000001

85,21:00-21:15,0,50,200,26.87,3.87,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,0,2.9,0,0,474.4799999999999

86,21:15-21:30,0,50,200,26.87,3.87,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,0,2.9,0,0,474.4799999999999

87,21:30-21:45,0,50,200,26.87,3.87,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,0,2.9,0,0,474.4799999999999

88,21:45-22:00,0,50,200,26.87,3.87,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,0,2.9,0,0,474.4799999999999

89,22:00-22:15,0,50,200,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.9899999999999

90,22:15-22:30,0,50,200,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.9899999999999

91,22:30-22:45,0,50,200,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.9899999999999

92,22:45-23:00,0,50,200,26.87,3.87,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.9899999999999

93,23:00-23:15,0,50,200,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.8999999999999

94,23:15-23:30,0,50,200,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.8999999999999

95,23:30-23:45,0,50,200,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.8999999999999

96,23:45-24:00,0,50,200,26.87,3.78,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0.63,4.83,5.79,38.62,285.39,2.9,0,0,854.8999999999999

