Time,Block,NR/2023/12592/A,NR/2023/15309/F,NR/2023/14895/A,NR/2023/15730/D,NR/2023/15733/D,NR/2023/15753/C,NR/2023/14746/A,NR/2023/12148/A,NR/2023/15306/F,NR/2023/13862/A,NR/2023/13635/A,NR/2023/15735/C,NR/2023/14898/A,NR/2023/15304/F,NR/2023/15738/C,NR/2023/15057/F,NR/2023/12052/A,NR/2023/15296/F,NR/2023/15412/F,NR/2023/12167/A,NR/2023/15402/F,NR/2023/15751/C,NR/2023/12422/A,NR/2023/12347/A,NR/2023/14745/A,NR/2023/15755/C,NR/2023/14737/A,NR/2023/12168/A,NR/2023/15303/F,NR/2023/12053/A,NR/2023/15754/C,NR/2023/15734/D,NR/2023/12431/A,NR/2023/12591/A,Total
13,03:00-03:15,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

14,03:15-03:30,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

15,03:30-03:45,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

16,03:45-04:00,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

17,04:00-04:15,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

18,04:15-04:30,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

19,04:30-04:45,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

20,04:45-05:00,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,98.710000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1185.52

21,05:00-05:15,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,1055.79

22,05:15-05:30,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,1055.79

23,05:30-05:45,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,1055.79

24,05:45-06:00,85.140000,4.840000,95.800000,0,12.580000,18.720000,77.900000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.530000,63.140000,0.970000,193.540000,24.190000,0.000000,0,33.390000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,1055.79

25,06:00-06:15,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,0.000000,108.870000,42.570000,893.36

26,06:15-06:30,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,0.000000,108.870000,42.570000,893.36

27,06:30-06:45,85.140000,4.840000,95.800000,0,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,0.000000,108.870000,42.570000,893.36

28,06:45-07:00,85.140000,4.840000,95.800000,0.39,0.000000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,0.000000,108.870000,42.570000,893.75

29,07:00-07:15,85.140000,4.840000,95.800000,0.56,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,945.21

30,07:15-07:30,85.140000,4.840000,95.800000,1.02,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,945.67

31,07:30-07:45,85.140000,4.840000,95.800000,1.53,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,946.18

32,07:45:08:00,85.140000,4.840000,95.800000,2.12,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.680000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,0.000000,38.710000,108.870000,42.570000,946.77

33,08:00-08:15,85.140000,4.840000,95.800000,2.08,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,5.040000,0.970000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,938.31

34,08:15-08:30,85.140000,4.840000,95.800000,2.13,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.970000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,939.38

35,08:30-08:45,85.140000,4.840000,95.800000,3.1,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.970000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,940.35

36,08:45:09:00,85.140000,4.840000,95.800000,4.34,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,0.000000,70.160000,0.580000,6.060000,0.970000,63.140000,0.970000,193.540000,24.190000,0.000000,0,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,941.59

37,09:00:09:15,85.140000,4.840000,95.800000,4.63,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,6.060000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,995.1

38,09:15-09:30,85.140000,4.840000,95.800000,5.46,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,997.94

39,09:30-09:45,85.140000,4.840000,95.800000,4.82,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,997.3

40,09:45-10:00,85.140000,4.840000,95.800000,5.43,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,0.000000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,997.91

41,10:00-10:15,85.140000,4.840000,95.800000,4.33,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1087.77

42,10:15-10:30,85.140000,4.840000,95.800000,4.54,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1087.98

43,10:30-10:45,85.140000,4.840000,95.800000,4.98,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1088.42

44,10:45-11:00,85.140000,4.840000,95.800000,3.77,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1087.21

45,11:00-11:15,85.140000,4.840000,95.800000,4.61,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1088.05

46,11:15-11:30,85.140000,4.840000,95.800000,5.48,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1088.92

47,11:30-11:45,85.140000,4.840000,95.800000,5.83,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1089.27

48,11:45-12:00,85.140000,4.840000,95.800000,7.03,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1090.47

49,12:00-12:15,85.140000,4.840000,95.800000,6.72,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1090.16

50,12:15-12:30,85.140000,4.840000,95.800000,6.12,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1089.56

51,12:30-12:45,85.140000,4.840000,95.800000,6.24,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1089.68

52,12:45-13:00,85.140000,4.840000,95.800000,7,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1090.44

53,13:00-13:15,85.140000,4.840000,95.800000,6.46,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1089.9

54,13:15-13:30,85.140000,4.840000,95.800000,6.51,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1089.95

55,13:30-13:45,85.140000,4.840000,95.800000,4.96,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1088.4

56,13:45-14:00,85.140000,4.840000,95.800000,5.18,12.580000,18.720000,0.000000,22.260000,0.930000,0.000000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,90.960000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1088.62

57,14:00-14:15,85.140000,4.840000,95.800000,5.84,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1127.93

58,14:15-14:30,85.140000,4.840000,95.800000,6.57,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1128.66

59,14:30-14:45,85.140000,4.840000,95.800000,7.33,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1129.42

60,14:45-15:00,85.140000,4.840000,95.800000,6.44,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.970000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,0.000000,108.870000,42.570000,1128.53

61,15:00-15:15,85.140000,4.840000,95.800000,4.93,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1165.68

62,15:15-15:30,85.140000,4.840000,95.800000,5.91,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1166.66

63,15:30-15:45,85.140000,4.840000,95.800000,2.08,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1162.83

64,15:45-16:00,85.140000,4.840000,95.800000,2.65,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.920000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1163.4

65,16:00-16:15,85.140000,4.840000,95.800000,3.04,12.580000,18.720000,0.000000,22.260000,0.930000,23.160000,21.290000,29.030000,70.160000,0.580000,8.070000,0.820000,63.140000,0.970000,193.540000,24.190000,6.770000,17.42,0.000000,106.450000,24.190000,0.000000,62.900000,46.640000,0.910000,0.000000,30.000000,38.710000,108.870000,42.570000,1163.69

