Block,Time,NR/01112023/30112023/HP-09,NR/01112023/30112023/HP-10,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/03112023/30112023/IEX-231101-05680,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08
71,17:30-17:45,0.000000,203.700000,114.730000,0.010000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.370000,1.860000,100.980000,0.010000,2.280000,144.62,1.920000,0.010000,7.21,0,1,1.06,0.91,36.24,0,0.1,0,6,0,12.09,12.08,0,5.33,1,35.22,3,35.22,4,14.6

72,17:45-18:00,0.000000,203.700000,114.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.370000,1.860000,100.980000,0.000000,2.280000,144.62,1.920000,0.000000,7.21,0,0,0.19,0.69,37.31,0,0,0,1,0,12.43,12.44,0,0.95,0,35.88,1,35.88,1,14.99

73,18:00-18:15,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,26.030000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.780000,100.980000,0.000000,2.280000,144.62,1.920000,0.000000,7.21,0,0,0.21,0,38.33,0,0,0,0,0,12.76,12.78,0,1.06,0,36.82,0,36.82,0,15.55

74,18:15-18:30,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,26.030000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.780000,100.980000,0.000000,2.280000,144.62,1.920000,0.000000,7.21,0,0,0,0,39.46,0,0,0,0,0,13.16,13.15,0,0,0,38.55,0,38.55,0,16.19

75,18:30-18:45,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,26.030000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.780000,100.980000,0.000000,2.280000,144.62,1.920000,0.000000,7.21,0,0,0,0,40.83,0,0,0,0,0,13.6,13.61,0,0,0,39.02,0,39.02,0,16.55

76,18:45-19:00,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,26.030000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.780000,100.980000,0.000000,2.280000,144.62,1.920000,0.000000,7.21,0,0,0,0,43.73,0,0,0,0,0,14.57,14.58,0,0,0,42.47,0,42.47,0,16.88

77,19:00-19:15,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,24.100000,30.850000,1.780000,100.980000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,55.48,0,0,0,0,0,18.5,18.49,0,0,0,53.58,0,53.58,0,17.21

78,19:15-19:30,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,24.100000,30.850000,1.780000,100.980000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,57.66,0,0,0,0,0,19.22,19.22,0,0,0,52.67,0,52.67,0,18.21

79,19:30-19:45,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,24.100000,24.100000,1.780000,100.980000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,59.81,0,0,0,0,0,19.93,19.94,0,0,0,69.57,0,69.57,0,13.97

80,19:45-20:00,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,24.100000,24.100000,1.780000,100.980000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,62.13,0,0,0,0,0,20.71,20.71,0,0,0,69.54,0,69.54,0,14.25

81,20:00-20:15,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.710000,100.980000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,63.83,0,0,0,0,0,21.28,21.27,0,0,0,69.45,0,69.45,0,14.12

82,20:15-20:30,0.000000,73.760000,114.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.710000,100.980000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,65.47,0,0,0,0,0,21.84,21.82,0,0,0,70.37,0,70.37,0,13.97

83,20:30-20:45,0.000000,73.760000,106.050000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.710000,72.060000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,56.22,0,0,0,0,0,18.73,18.74,0,0,0,70.46,0,70.46,0,14.18

84,20:45-21:00,0.000000,73.760000,97.370000,0.000000,236.860000,48.200000,25.070000,271.150000,74.750000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.280000,144.62,1.840000,0.000000,7.21,0,0,0,0,57.63,0,0,0,0,0,19.22,19.21,0,0,0,69.6,0,69.6,0,15.06

85,21:00-21:15,0.000000,73.760000,88.700000,0.000000,212.760000,48.200000,25.070000,271.150000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,7.21,0,0,0,0,58.85,0,0,0,0,0,19.62,19.61,0,0,0,76.22,0,76.22,0,15.4

86,21:15-21:30,0.000000,73.760000,80.020000,0.000000,197.640000,48.200000,25.070000,271.150000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,7.21,0,0,0,0,73.27,0,0,0,0,0,24.43,24.42,0,0,0,75.85,0,75.85,0,15.47

87,21:30-21:45,0.000000,73.760000,71.730000,0.000000,183.180000,48.200000,25.070000,271.150000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,10.12,0,0,0,0,73.75,0,0,0,0,0,24.58,24.58,0,0,0,75.36,0,75.36,0,16.05

88,21:45-22:00,0.000000,73.760000,71.730000,0.000000,177.390000,48.200000,25.070000,271.150000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,9.95,0,0,0,0,73.11,0,0,0,0,0,24.38,24.37,0,0,0,73.62,0,73.62,0,16.79

89,22:00-22:15,172.710000,73.760000,71.730000,0.000000,212.760000,48.200000,25.070000,271.150000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,9.74,0,0,0,0,72.69,0,0,0,0,0,24.24,24.23,0,0,0,69.69,0,69.69,0,16.95

90,22:15-22:30,172.710000,73.760000,71.730000,0.000000,197.640000,48.200000,25.070000,271.150000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,9.57,0,0,0,0,72,0,0,0,0,0,23.99,24,0,0,0,68.09,0,68.09,0,16.99

91,22:30-22:45,172.710000,73.760000,71.730000,0.000000,192.820000,48.200000,25.070000,271.150000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,9.22,0,0,0,0,71.67,0,0,0,0,0,23.89,23.89,0,0,0,65.77,0,65.77,0,16.99

92,22:45-23:00,172.710000,73.760000,71.730000,0.000000,188.000000,48.200000,25.070000,241.020000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.840000,0.000000,8.99,0,0,0,0,71.29,0,0,0,0,0,23.77,23.76,0,0,0,65.01,0,65.01,0,16.96

93,23:00-23:15,172.710000,73.760000,71.730000,0.000000,176.350000,48.200000,25.070000,212.100000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.760000,0.000000,8.79,0,0,0,0,70.76,0,0,0,0,0,23.59,23.59,0,0,0,63.65,0,63.65,0,16.75

94,23:15-23:30,172.710000,73.760000,71.730000,0.000000,176.350000,48.200000,25.070000,212.100000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.760000,0.000000,8.41,0,0,0,0,70.24,0,0,0,0,0,23.42,23.41,0,0,0,63.44,0,63.44,0,16.79

95,23:30-23:45,172.710000,73.760000,71.730000,0.000000,176.350000,48.200000,25.070000,212.100000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.760000,0.000000,8.41,0,0,0,0,69.54,0,0,0,0,0,23.19,23.18,0,0,0,62.15,0,62.15,0,17.01

96,23:45-24:00,172.710000,73.760000,71.730000,0.000000,176.350000,48.200000,25.070000,212.100000,54.590000,48.200000,0.000000,26.020000,26.020000,1.710000,48.200000,0.000000,2.230000,144.62,1.760000,0.000000,8.41,0,0,0,0,69.26,0,0,0,0,0,23.08,23.09,0,0,0,58.59,0,58.59,0,16.83

