Column1,Time,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/8090,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/6566,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/25/9437,GNA/NR/2024/09/25/7488,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/2171,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/7908,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/16/2535,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/7119,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05
53,13:00-13:15,0,0,116.33,38.02,43,90,30.78,22.97,100.81,24.19,15.28,22.97,66.36,7.96,4.93,0,0,96.77,2.42,5.68,0,21.77,150.49,15.28,0,67.28,24.78,9.06,15.66,176.64,33,193,15,7.5,33,231.67,7.5,45,7,33,46.33,15,82,91,22.5

54,13:15-13:30,0,0,111.08,38.42,43,90,30.78,22.97,100.81,24.19,15.28,22.97,66.36,7.96,4.93,0,0,96.77,2.42,5.68,0,21.77,193.54,15.28,0,75.03,24.78,9.06,15.66,196,33,193,15,7.5,33,231.67,7.5,45,7,33,46.33,15,82,91,22.5

55,13:30-13:45,0,0,110.54,38.62,43,90,30.78,22.97,100.81,24.19,15.28,22.97,66.36,7.96,4.93,0,0,96.77,2.42,5.68,0,21.77,232.25,15.28,0,86.64,24.78,9.06,15.66,220.64,33,193,15,7.5,33,231.67,7.5,44,7,33,46.33,15,82,91,22.5

56,13:45-14:00,0,0,105.88,39.42,43,89,30.78,22.97,100.81,24.19,15.01,22.97,66.36,7.96,4.93,0,0,96.77,2.42,5.68,0,21.77,273.62,15.01,0,86.64,24.78,9.06,15.39,220.64,33,189,15,7.5,33,231.67,7.5,43,7,33,46.33,15,81,91,22.5

57,14:00-14:15,0,0,100.16,40.02,41,87,30.78,22.97,100.81,24.19,14.82,22.97,66.36,7.96,4.93,0,0,96.77,2.42,6.62,0,21.77,273.62,14.82,0,86.64,24.78,9.14,15.19,220.64,33,182,15,7.5,33,231.67,7.5,41,7,33,46.33,15,78,90,22.5

58,14:15-14:30,0,0,93.46,40.42,40,84,30.78,16.67,100.81,24.19,14.32,16.67,66.36,7.96,4.93,0,0,96.77,2.42,6.62,0,21.77,273.62,14.32,0,86.64,24.78,9.14,14.67,220.64,33,175,15,7.5,33,223.28,7.5,40,7,33,44.66,15,75,88,22.5

59,14:30-14:45,0,0,86.15,42.02,38,80,30.78,16.67,100.81,24.19,13.93,16.67,66.36,7.96,4.93,0,0,96.77,2.42,6.62,0,21.77,273.62,13.93,0,86.64,24.78,9.14,14.28,220.64,33,168,15,7.5,33,217.1,7.5,39,7,33,43.42,15,72,80,22.5

60,14:45-15:00,0,0,78.11,43.02,37,76,31.29,16.67,100.81,24.19,13.27,16.67,66.36,7.96,4.93,0,0,96.77,2.42,6.62,0,21.77,273.62,13.27,0,86.64,24.78,9.14,13.6,220.64,33,161,15,7.66,33,206.74,7.67,37,7,33,41.35,15,69,77,23

61,15:00-15:15,0,0,74.02,40.42,34,72,31.29,16.67,100.81,24.19,12.36,16.67,66.36,7.96,5.08,0,0,96.77,2.42,6.85,0,21.77,273.62,12.36,0,86.64,24.78,9.33,12.67,220.64,33,154,15,8.16,33,193.29,8.17,35,7,33,38.66,15,66,71,24.5

62,15:15-15:30,0,0,65.35,41.02,31,66,30.28,16.67,100.81,24.19,11.45,16.67,66.36,7.96,5.08,0,0,96.77,2.42,6.85,0,21.77,273.62,11.45,0,86.64,24.78,9.33,11.74,220.64,33,144,15,8.5,33,180.75,8.5,33,7,33,36.15,15,61,66,25.5

63,15:30-15:45,0,0,56.85,42.02,28,60,30.28,16.67,100.81,24.19,10.53,16.67,66.36,7.96,5.7,0,0,96.77,2.42,6.85,0,21.77,273.62,10.53,0,86.64,24.78,9.33,10.8,220.64,33,130,15,7.5,33,151.28,7.5,30,7,33,30.25,15,55,63,22.5

64,15:45-16:00,0,0,48.81,43.02,25,53,30.28,16.67,100.81,24.19,9.63,16.67,66.36,7.96,5.7,0,0,96.77,2.42,6.85,0,21.77,273.62,9.63,0,86.64,24.78,9.33,9.87,220.64,33,119,15,7.5,33,138.9,7.5,28,7,33,27.78,15,51,57,22.5

65,16:00-16:15,0,0,41.58,43.02,22,46,30.28,16.67,100.81,24.19,8.55,16.67,66.36,7.96,5.7,0,0,96.77,2.42,6.85,0,21.77,273.62,8.55,0,86.64,24.78,9.51,8.77,220.64,33,105,15,7.5,33,124.76,7.5,24,7,33,24.95,15,45,52,22.5

66,16:15-16:30,0,0,34.92,43.02,19,39,30.28,16.67,100.81,24.19,7.69,16.67,66.36,7.96,5.7,0,0,96.77,2.42,6.85,0,21.77,273.62,7.69,0,86.64,24.78,9.51,7.88,220.64,33,91,15,7.5,33,110.32,7.5,20,8,33,22.06,15,39,45,22.5

67,16:30-16:45,0,0,28.58,43.02,15,30,30.28,16.67,100.81,24.19,6.77,16.67,66.36,7.96,5.7,0,0,96.77,2.42,6.85,0,21.77,273.62,6.77,0,86.64,24.78,9.51,6.94,220.64,33,77,26.67,8.84,33,95.58,8.83,17,8.66,33,19.11,26.67,33,40,26.5

68,16:45-17:00,0,0,21.45,43.02,11,24,30.28,16.67,100.81,24.19,5.77,16.67,66.36,7.96,5.7,0,0,96.77,2.42,6.85,0,21.77,273.62,5.77,0,86.64,24.78,9.51,5.91,220.64,33,67,28.33,9.16,33,80.63,9.17,13,9,33,16.13,28.33,28,37,27.5

69,17:00-17:15,0,0,14.72,43.02,9,19,30.28,32,100.81,24.19,4.8,1.35,85.32,7.96,5.84,0,0,96.77,2.42,6.85,0,21.77,273.62,4.8,0,86.64,24.78,9.79,4.92,220.64,33,49,29.33,9.84,30,66.44,9.83,11,9.34,33,13.29,29.33,21,28,29.5

70,17:15-17:30,0,0,8.96,43.02,7,15,30.28,32,100.81,24.19,3.92,1.35,115.66,7.96,5.84,0,0,96.77,2.42,6.85,0,21.77,273.62,3.92,0,86.64,24.78,9.79,4.01,220.64,33,32,30.67,10.5,17,52.38,10.5,8,13.34,33,10.47,30.67,13,23,31.5

71,17:30-17:45,0,0,5.24,43.02,6,14,30.28,32,89.25,24.19,2.99,1.35,115.66,7.96,5.84,0,0,96.77,2.42,7.47,0,21.77,273.62,2.99,0,86.64,24.78,9.79,3.07,262.73,33,21,40,13.34,7,38.53,13.33,7,14,32.22,7.71,40,9,18,40

72,17:45-18:00,0,0,3.27,43.02,5,11,30.78,32,89.25,24.19,2.15,1.35,115.66,7.96,5.84,0,0,96.77,2.42,7.47,0,21.77,273.62,2.15,0,86.64,24.78,9.79,2.21,262.73,24.48,11,41,13.84,1,25.15,13.83,5,15,21.78,5.03,41,4,15,41.5

73,18:00-18:15,0,0,1.21,43.02,3,7,30.78,32,89.25,24.19,1.64,1.35,115.66,7.96,6,62.9,193.54,96.77,2.42,7.47,0,21.77,273.62,1.64,0,86.64,24.78,9.98,1.68,262.73,0,5,41.67,14.16,0,17.18,14.17,3,15.66,0,3.43,41.67,2,12,42.5

74,18:15-18:30,0,0,0,43.02,2,3,30.78,32,89.25,24.19,1.17,1.35,115.66,7.96,6,62.9,193.54,96.77,2.42,7.47,0,21.77,273.62,1.17,0,86.64,24.78,9.98,1.19,262.73,0,1,44,15,0,10.48,15,2,16.34,0,2.1,44,0,8,45

75,18:30-18:45,0,0,0,43.02,1,1,30.78,32,89.25,24.19,0.59,1.35,115.66,7.96,6.31,62.9,193.54,96.77,2.42,7.78,0,21.77,273.62,0.59,0,86.64,24.78,9.98,0.61,262.73,0,0,48.33,18,0,5.21,18,0,19.34,0,1.04,48.33,0,6,54

76,18:45-19:00,0,0,0,43.02,0,0,30.78,32,89.25,24.19,0.22,1.35,115.66,7.96,6.31,62.9,193.54,96.77,2.42,7.78,0,21.77,273.62,0.22,0,86.64,24.78,9.98,0.22,262.73,0,0,49,18,0,1.18,18,0,19.66,0,0.24,49,0,4,54

77,19:00-19:15,0,0,0,43.02,0,0,30.28,32,89.25,24.19,0,1.35,115.66,7.96,6.31,62.9,193.54,96.77,2.42,7.78,0,21.77,273.62,0,0,86.64,24.78,9.98,0,262.73,0,0,52.67,21.34,0,0.36,21.33,0,22.34,0,0.07,52.67,0,2,64

78,19:15-19:30,0,0,0,43.02,0,0,30.28,32,89.25,24.19,0,1.35,115.66,7.96,6.31,62.9,193.54,96.77,2.42,7.78,0,21.77,273.62,0,0,86.64,24.78,9.98,0,262.73,0,0,53.33,21.34,0,0.01,21.33,0,22.66,0,0,53.33,0,0,64

79,19:30-19:45,0,0,0,43.02,0,0,30.28,32,89.25,24.19,0,32,115.66,7.96,6.31,62.9,193.54,96.77,2.42,7.78,0,21.77,273.62,0,0,86.64,24.78,9.98,0,239.22,0,0,54.33,21.34,0,0,21.33,0,22.34,0,0,54.33,0,0,64

