Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/06012024/31012024/NVVN/OA/16855,NR/16012024/16012024/DD20240116NR22219,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/16012024/16012024/HPX-TAMCTG-150124-05780,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/HP-27,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31012024/HP-28,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01012024/31012024/HP-26,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,SR/01102023/07102043/L_NR_2018_61,NR/01012024/31012024/52,NR/20122023/29022024/IEX_LDC_231218_00502,NR/30092023/31122025/SH-07,NR/01012024/31032024/ ChanjuII,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00501,NR/16012024/16012024/IEX_240115_06101,NR/01102023/30042040/GNA_LT_35,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342
6,01:15-01:30,55.310000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,181.640000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,9.44,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,7.34,0,0,21.27,0,0,0,21.27,0,0,0,0,6.66,0,0,0,7.33,22,0,0

7,01:30-01:45,31.100000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,181.640000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,8.45,0,0,20.44,0,0,0,20.44,0,0,0,0,6.66,0,0,0,8.44,25.33,0,0

8,01:45-02:00,31.100000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,157.420000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,9.04,0,0,19.87,0,0,0,19.87,0,0,0,0,6.66,0,0,0,9.05,27.15,0,0

9,02:00-02:15,31.100000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,140.150000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,9.04,0,0,19.22,0,0,0,19.22,0,0,0,0,6.66,0,0,0,9.06,27.17,0,0

10,02:15-02:30,31.100000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,127.670000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,9.01,0,0,18.77,0,0,0,18.77,0,0,0,0,6.66,0,0,0,9,27,0,0

11,02:30-02:45,31.100000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,121.910000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,9.01,0,0,17.75,0,0,0,17.75,0,0,0,0,6.66,0,0,0,9,27,0,0

12,02:45-03:00,31.100000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,121.910000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,9.01,0,0,17.21,0,0,0,17.21,0,0,0,0,6.66,0,0,0,9.02,27.05,0,0

13,03:00-03:15,31.100000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,121.910000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,10.25,0,0,23.14,0,0,0,23.14,0,0,0,0,6.66,0,0,0,10.24,30.73,0,0

14,03:15-03:30,31.100000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,121.910000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,10.35,0,0,22.66,0,0,0,22.66,0,0,0,0,6.66,0,0,0,10.34,31.03,0,0

15,03:30-03:45,31.100000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,121.910000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,11.1,0,0,22.27,0,0,0,22.27,0,0,0,0,6.66,0,0,0,11.1,33.3,0,0

16,03:45-04:00,31.100000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,121.910000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,7.01,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,11,0,0,21.44,0,0,0,21.44,0,0,0,0,6.66,0,0,0,11.01,33.01,0,0

17,04:00-04:15,31.680000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,181.640000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,8.26,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,8.92,0,0,15.29,0,0,0,15.29,0,0,0,0,6.66,0,0,0,8.92,26.76,0,0

18,04:15-04:30,31.680000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,181.640000,24.470000,24.000000,69.980000,148.480000,6.720000,152.120000,18.240000,8.73,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,8.76,0,0,14.87,0,0,0,14.87,0,0,0,0,6.66,0,0,0,8.77,26.31,0,0

19,04:30-04:45,55.310000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,181.640000,24.470000,24.000000,65.840000,191.980000,6.720000,152.120000,18.240000,9.38,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,8.58,0,0,14.21,0,0,0,14.21,0,0,0,0,6.66,0,0,0,8.57,25.73,0,0

20,04:45-05:00,55.310000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,181.640000,24.470000,24.000000,65.840000,230.380000,6.720000,152.120000,18.240000,10.14,0.000000,11.520000,25.660000,1.370000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,8.12,0,0,13.44,0,0,0,13.44,0,0,0,0,6.66,0,0,0,8.12,24.36,0,0

21,05:00-05:15,74.190000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,57.590000,57.160000,0.000000,1.430000,48.000000,259.750000,24.470000,24.000000,65.840000,269.970000,6.720000,152.120000,18.240000,10.17,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,7.87,0,0,12.88,0,0,0,12.88,0,0,0,0,6.66,0,0,0,7.89,23.66,0,0

22,05:15-05:30,74.190000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,57.590000,57.160000,0.000000,1.430000,48.000000,259.750000,24.470000,24.000000,65.840000,269.970000,6.720000,152.120000,18.240000,10.21,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,7.74,0,0,12.22,0,0,0,12.22,0,0,0,0,6.66,0,0,0,7.72,23.17,0,0

23,05:30-05:45,74.190000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,62.390000,57.160000,0.000000,1.430000,48.000000,259.750000,24.470000,24.000000,65.840000,269.970000,6.720000,152.120000,18.240000,10.21,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,7.58,0,0,11.67,0,0,0,11.67,0,0,0,0,6.66,0,0,0,7.59,22.76,0,0

24,05:45-06:00,74.190000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,62.390000,57.160000,0.000000,1.430000,48.000000,259.750000,24.470000,24.000000,65.840000,269.970000,6.720000,152.120000,18.240000,10.21,0.000000,11.520000,25.660000,1.470000,25.660000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,7.49,0,0,11.67,0,0,0,11.67,0,0,0,0,6.66,0,0,0,7.47,22.42,0,0

25,06:00-06:15,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,94.060000,269.970000,6.720000,77.420000,18.240000,10.21,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,7.21,0,0,11.67,0,0,0,11.67,0,0,0,0,6.66,0,0,0,7.21,21.63,0,0

26,06:15-06:30,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,115.130000,269.970000,6.720000,77.420000,18.240000,10.21,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,7.19,0,0,11.67,0,0,0,11.67,0,0,0,0,6.66,0,0,0,7.18,21.55,0,0

27,06:30-06:45,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,115.130000,269.970000,6.720000,77.420000,18.240000,10.21,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,6.88,0,0,11.67,0,0,0,11.67,0,0.5,0,0,6.66,0,0,0,6.87,20.61,0,0

28,06:45-07:00,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,115.130000,269.970000,6.720000,77.420000,18.240000,10.11,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.000000,8.160000,0.000000,0.000000,0,0,6.86,0,0,11.67,0,0,0,11.67,0,2,0,0.89,6.66,0,0,0,6.85,20.56,0,0

29,07:00-07:15,86.580000,0.990000,48.000000,0.000000,5.760000,176.620000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,115.130000,269.970000,6.720000,77.420000,18.240000,7.41,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.000000,8.160000,0.000000,0.000000,0.24295,0.02,6.61,0,0.12,11.67,0,2.55,0,11.67,0,7,0,3.45,5.66,0,0,0,6.62,19.85,0,0

30,07:15-07:30,86.580000,0.990000,48.000000,17.280000,5.760000,176.620000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,115.130000,269.970000,6.720000,77.420000,18.240000,7.41,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.000000,8.160000,0.000000,0.000000,2.76963,0.2,6.51,0,1.02,11.67,0,7.45,0,11.67,1,13,0,10.42,5.66,0,0,0,6.5,19.51,0,0

31,07:30-07:45,86.580000,0.990000,48.000000,93.110000,5.760000,176.620000,0.050000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,115.130000,269.970000,6.720000,77.420000,18.240000,7.41,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.050000,8.160000,0.000000,0.050000,7.04555,0.51,5,1,2.54,10,0,15.48,0,10,3,20,0,20.31,5.66,2,0,1,5,15,0,0

32,07:45:08:00,86.580000,0.990000,48.000000,99.830000,5.760000,176.620000,0.150000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,115.130000,269.970000,6.720000,77.420000,18.240000,7.41,95.990000,11.520000,30.720000,1.470000,30.720000,0.730000,0.150000,8.160000,0.000000,0.150000,11.749062,1.67,5,3,8.38,10,0,25.49,0,10,5,28,0.33,32.43,5.66,7,5,3,5,15,0,0

33,08:00-08:15,86.580000,0.990000,48.000000,103.670000,5.760000,176.620000,0.640000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,77.420000,18.240000,7.01,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,0.660000,8.160000,100.790000,0.640000,17.074526,3.71,5,6,18.55,10,0,30.34,0,10,8,30.33,0.38,30.33,5.66,14,5,4,5,15,0,0

34,08:15-08:30,86.580000,0.990000,48.000000,102.710000,5.760000,176.620000,2.080000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,77.420000,18.240000,6.69,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,2.130000,8.160000,100.790000,2.080000,23.886844,7.15,5,7,35.77,10,0,30.34,0,10,10,30.33,9.81,30.33,5.66,18,5,5,5,15,0,0

35,08:30-08:45,86.580000,0.990000,48.000000,106.550000,5.760000,176.620000,3.310000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,77.420000,18.240000,5.96,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,3.390000,8.160000,100.790000,3.310000,32.45812,11.87,5,15,59.37,10,0,32,0,10,18,32,20.92,32,5.66,35,9,9,5,15,0,0

36,08:45:09:00,86.580000,0.990000,48.000000,102.710000,5.760000,176.620000,5.300000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,77.420000,18.240000,5.34,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,5.430000,8.160000,100.790000,5.300000,42.448224,15.7,5,22,78.51,10,0,32,0,10,28,32,30.25,32,5.66,53,13,14,5,15,0,0

37,09:00:09:15,86.580000,0.990000,48.000000,57.590000,5.760000,176.620000,7.190000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.61,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,7.370000,8.160000,100.790000,7.190000,53.59477,19.49,5,31,97.44,10,0,32,0,10,42,32,38.68,32,5.66,74,19,21,5,15,0,0

38,09:15-09:30,86.580000,0.990000,48.000000,71.990000,5.760000,176.620000,8.600000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.61,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,8.810000,8.160000,100.790000,8.600000,65.023138,23.6,5,39,118.02,10,0,32,0,10,50,32,46.56,32,5.66,91,25,25,5,15,0,0

39,09:30-09:45,86.580000,0.990000,48.000000,53.750000,5.760000,176.620000,8.930000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.61,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,9.150000,8.160000,100.790000,8.930000,76.159966,27.38,4.66,45,136.9,10,0,32,0,10,58,32,54.04,32,4,105,31.61,29,4.67,14,0,0

40,09:45-10:00,86.580000,0.990000,48.000000,35.520000,5.760000,176.620000,10.770000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.61,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,11.050000,8.160000,100.790000,10.770000,87.26764,30.71,4.66,52,153.55,10,0,32.5,0,10,65,32.5,60.34,32.5,4,123,34.49,32,4.67,14,0,0

41,10:00-10:15,86.580000,0.990000,48.000000,10.560000,5.760000,176.620000,11.450000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.61,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,11.740000,8.160000,100.790000,11.450000,97.772798,33.69,4.66,58,168.45,10,0,32.5,0,10,69,32.5,66.18,32.5,4,137,36.96,35,4.67,14,0,0

42,10:15-10:30,86.580000,0.990000,48.000000,13.440000,5.760000,176.620000,12.610000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.61,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,12.920000,8.160000,100.790000,12.610000,106.84941,37.62,4.66,64,188.13,10,0,32.5,0,10,75,32.5,71.72,32.5,4,148,38.93,37,4.67,14,0,0

43,10:30-10:45,86.580000,0.990000,48.000000,0.000000,5.760000,176.620000,13.500000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,13.850000,8.160000,100.790000,13.500000,122.174696,40.91,4.66,68,204.56,10,0,32.5,0,10,79,32.5,76.85,32.5,4,160,33.17,39,4.67,14,0,0

44,10:45-11:00,86.580000,0.990000,48.000000,0.000000,5.760000,176.620000,14.240000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,48.000000,11.520000,30.720000,1.470000,30.720000,0.690000,14.590000,8.160000,100.790000,14.240000,127.820854,45.83,4.66,72,229.17,10,0,32.5,0,10,83,32.5,81.71,32.5,4,168,35.3,42,4.67,14,0,0

45,11:00-11:15,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,14.800000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,30.720000,1.370000,30.720000,0.690000,15.170000,8.160000,0.000000,14.800000,132.300852,45.83,4.66,75,229.17,10,0,32.5,0,10,87,32.5,85.65,32.5,3.34,175,35.99,43,4.67,14,20.16,23.04

46,11:15-11:30,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,15.130000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,30.720000,1.370000,30.720000,0.690000,15.500000,8.160000,0.000000,15.130000,135.925666,45.83,4.66,78,229.17,10,0,32.5,0,10,89,32.5,88.19,32.5,3.34,182,37.86,44,4.67,14,20.16,23.04

47,11:30-11:45,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,15.540000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,30.720000,1.370000,30.720000,0.690000,15.920000,8.160000,0.000000,15.540000,139.40471,45.83,4.66,82,229.17,10,0,32.5,0,10,92,32.5,90.21,32.5,3.34,193,43,46,4.67,14,20.16,23.04

48,11:45-12:00,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,14.550000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,30.720000,1.370000,30.720000,0.690000,14.920000,8.160000,0.000000,14.550000,141.600978,45.83,4.66,82,229.17,10,0,32.5,0,10,93,32.5,90.31,32.5,3.34,193,45,47,4.67,14,20.16,23.04

49,12:00-12:15,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,14.810000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,10.100000,1.370000,30.720000,0.690000,15.180000,8.160000,0.000000,14.810000,141.484362,45.83,4.66,82,229.17,10,0,32.5,0,10,93,32.5,90.32,32.5,3.34,193,46.44,47,4.67,14,20.16,23.04

50,12:15-12:30,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,14.870000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,10.100000,1.370000,30.720000,0.690000,15.240000,8.160000,0.000000,14.870000,142.41729,45.83,4.66,82,229.17,10,0,32.5,0,10,93,32.5,90.29,32.5,3.34,193,46.55,47,4.67,14,20.16,23.04

51,12:30-12:45,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,14.840000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,10.100000,1.370000,30.720000,0.690000,15.210000,8.160000,0.000000,14.840000,141.824492,44.67,4.66,82,223.33,10,0,32.5,0,10,93,32.5,90.3,32.5,3.34,193,46,47,4.67,14,20.16,23.04

52,12:45-13:00,86.580000,0.990000,48.000000,0.000000,5.760000,0.000000,14.850000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,115.130000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,24.220000,1.370000,30.720000,0.690000,15.220000,8.160000,0.000000,14.850000,139.74484,44.67,4.66,82,223.33,10,0,32.5,0,10,93,32.5,90.85,32.5,3.34,193,46,47,4.67,14,20.16,23.04

