Column1,Time,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNA/NR/2025/08/01/4125,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4452,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/5784,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/2414,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/5126,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8128,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/1196,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/6475
27,06:30-06:45,6.67,44.02,6.66,1.67,0,6.79,4,2,3,0,4.11,5,0.82,3.26,4,29.23,15.48,3,0,0,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.23,102.57,35.14,0,56.48,0,81.9,0,0.49,29.45,94.42,25.74,0.37,20.47,0.49,6.97,-0,3.87,19.27,19.18,270.98,20.79

28,06:45-07:00,6.67,44.02,6.66,1.67,0,12.42,7,4,4,0,16.05,7,3.21,4.44,7,33,25.33,5,0,0,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.23,102.57,35.14,0,56.48,0,81.9,0,0.87,29.45,79.97,25.74,0.68,20.47,0.87,6.97,-0,3.87,19.27,19.18,270.98,20.79

29,07:00-07:15,6.67,44.02,6.66,1.67,0,19.57,11,6,5,0,19.33,11,3.86,7.34,9,32.36,32.36,7.99,0,0,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.24,83.38,35.14,0,56.48,0,81.9,0,1.42,29.45,52.99,25.23,1.09,20.47,1.42,6.73,-0,3.87,19.27,19.18,270.98,20.79

30,07:15-07:30,6.67,44.02,6.66,1.67,0,27.62,13,8,7,0,25.23,16,5.04,10.24,12,33,33,13,0,0,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.2,83.38,35.14,0,38.54,0,81.9,0,2.06,29.45,52.99,24.22,1.59,20.47,2.06,6.73,-0,3.87,19.27,19.18,270.98,20.79

31,07:30-07:45,6.67,44.02,6.66,1.67,0,36.04,17,11,8,0,36.03,21,7.21,13.13,18,33,33,20,0,0,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,2.77,29.45,52.99,25.22,2.15,20.47,2.77,6.73,-0,3.87,19.27,19.18,270.98,20.79

32,07:45-08:00,6.67,44.02,6.66,1.67,0,44.62,21,14,10,0,49.79,28,9.96,16.03,22,32.83,32.83,26,0,0,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,3.17,29.45,52.99,24.22,2.45,20.47,3.17,6.75,-0,3.87,19.27,19.18,270.98,20.79

33,08:00-08:15,6.67,44.02,6.66,1.67,6.67,53.15,27,17,12,0,66.17,33,13.23,28.55,25,31.89,31.89,31.9,6.67,19.99,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,3.78,38.08,52.99,24.22,2.92,20.47,3.78,6.75,-0,3.87,19.27,19.18,270.98,20.79

34,08:15-08:30,6.67,44.02,6.66,1.67,6.67,61.72,32,20,16,0,68.79,40,13.76,34.41,30,33,33,33,6.67,19.99,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,4.6,38.08,52.99,24.22,3.55,20.47,4.6,6.75,-0,3.87,19.27,19.18,270.98,20.79

35,08:30-08:45,6.67,44.02,6.66,1.67,6.67,70.35,37,22,18,0,84.84,45,16.97,40.26,33,33,33,33,6.67,19.99,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,5.21,38.08,52.99,24.22,4.03,20.47,5.21,6.75,-0,3.87,19.27,19.18,270.98,20.79

36,08:45-09:00,6.67,44.02,6.66,1.67,6.67,78.91,42,26,21,0,101.22,51,20.24,46.12,36,33,33,33,6.67,19.99,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,6.24,38.08,52.99,24.22,4.82,20.47,6.24,6.75,-0,3.87,19.27,19.18,270.98,20.79

37,09:00-09:15,6.67,44.02,6.66,1.67,0.83,83.03,48,29,25,0,116.42,58,23.28,52.26,48,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,7.26,38.08,52.99,23.22,5.6,20.47,7.26,6.75,-118.71,3.87,19.27,19.18,270.98,20.79

38,09:15-09:30,6.67,44.02,6.66,1.67,0.83,90.88,52,31,27,0,131.32,62,26.27,58.39,52,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,8.28,38.08,52.99,23.22,6.4,20.47,8.28,6.75,-237.42,3.87,19.27,19.18,270.98,20.79

39,09:30-09:45,6.67,44.02,6.66,1.67,0.83,97.67,58,33,30,0,150.47,67,30.09,64.53,57,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,9.3,38.08,52.99,23.22,7.19,20.47,9.3,6.81,-237.42,4.36,19.27,19.18,270.98,20.79

40,09:45-10:00,6.67,44.02,6.66,1.67,0.83,104.09,62,36,32,0,162.62,72,32.52,70.66,63,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,10.21,38.08,52.99,23.22,7.88,20.47,10.21,6.81,-237.42,4.36,19.27,19.18,270.98,20.79

41,10:00-10:15,0.33,44.02,0.34,0.33,0.83,109.63,64,40,34,0,177.22,80,35.45,75.1,69,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,11.7,38.08,52.99,22.71,9.04,20.47,11.7,6.81,-237.42,4.36,19.27,19.18,270.98,20.79

42,10:15-10:30,0.33,44.02,0.34,0.33,0.83,114.1,68,41,36,0,190.9,81,38.18,79.54,73,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,12.34,38.08,52.99,22.71,9.53,20.47,12.34,6.81,-237.42,4.36,19.27,19.18,270.98,20.79

43,10:30-10:45,0.33,44.02,0.34,0.33,0.83,90.6,81,42,38,0,200.16,83,40.03,90.51,76,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,13,38.08,52.99,22.21,10.05,20.47,13,6.81,-237.42,4.36,19.27,19.18,270.98,20.79

44,10:45-11:00,0.33,44.02,0.34,0.33,0.83,90.6,82,43,39,0,208.57,85,41.71,94.65,79,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,83.38,35.14,0,38.54,0,81.9,0,13.54,38.08,52.99,22.21,10.45,20.47,13.54,6.81,-237.42,4.36,19.27,19.18,270.98,20.79

45,11:00-11:15,0.33,44.02,0.34,0.33,0.83,97.42,91,46,39,0,229.57,92,45.92,98.33,82,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,13.77,38.08,52.99,21.2,10.64,20.47,13.77,6.9,-237.42,3.67,19.27,19.18,270.98,20.79

46,11:15-11:30,0.33,44.02,0.34,0.33,0.83,97.42,91,46,39,0,234.62,92,46.92,98.33,84,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,14.95,38.08,52.99,22.71,11.55,20.47,14.95,6.9,-237.42,3.67,19.27,19.18,270.98,20.79

47,11:30-11:45,0.33,44.02,0.34,0.33,0.83,107.16,91,46,39,0,245.83,92,49.17,98.33,84,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,15.17,38.08,52.99,22.71,11.73,20.47,15.17,6.9,-118.71,3.67,19.27,19.18,270.98,20.79

48,11:45-12:00,0.33,44.02,0.34,0.33,0.83,107.16,91,46,39,0,245.83,92,49.17,98.33,84,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,15.22,38.08,52.99,22.71,11.75,20.47,15.22,6.9,-118.71,3.67,19.27,19.18,270.98,20.79

49,12:00-12:15,0.33,44.02,0.34,0.33,0.83,114.96,85,47,41,0,245.83,93,49.17,98.33,84,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,14.81,38.08,52.99,22.71,11.45,20.47,14.81,6.9,-118.71,3.67,19.27,19.18,270.98,20.79

50,12:15-12:30,0.33,44.02,0.34,0.33,0.83,114.96,85,47,41,0,245.83,94,49.17,98.33,84,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,14.45,38.08,52.99,22.71,11.16,20.47,14.45,6.9,-0,3.67,19.27,19.18,270.98,20.79

51,12:30-12:45,0.33,44.02,0.34,0.33,0.83,114.96,91,45,41,0,245.83,90,49.17,98.33,84,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,14.16,38.08,52.99,22.71,10.94,20.47,14.16,6.73,-0,3.67,19.27,15.49,270.98,20.79

52,12:45-13:00,0.33,44.02,0.34,0.33,0.83,114.96,91,45,41,0,245.83,90,49.17,98.33,84,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,13.84,38.08,52.99,22.71,10.7,20.47,13.84,6.73,-0,3.67,19.27,15.49,270.98,20.79

53,13:00-13:15,0.33,44.02,0.34,0.33,0.83,114.96,91,43,41,0,245.83,87,49.17,98.33,79,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,13.66,38.08,52.99,22.71,10.56,20.47,13.66,6.73,-0,3.67,19.27,15.49,270.98,20.79

54,13:15-13:30,0.33,44.02,0.34,0.33,0.83,114.96,91,43,41,0,245.83,87,49.17,98.14,79,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,52.43,35.14,0,38.54,0,81.9,0,13.56,38.08,52.99,22.71,10.47,20.47,13.56,6.73,-0,3.67,19.27,15.49,270.98,20.79

55,13:30-13:45,0.33,44.02,0.34,0.33,0.83,117.88,85,42,40,0,244.59,83,48.92,96.47,76,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,15.96,38.08,52.99,22.71,12.33,20.47,15.96,6.73,-0,3.75,19.27,15.49,270.98,20.79

56,13:45-14:00,0.33,44.02,0.34,0.33,0.83,117.88,85,42,39,0,240.44,83,48.09,95.01,76,33,33,33,0.83,2.51,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,15.4,38.08,52.99,23.22,11.91,20.47,15.4,6.73,-0,3.75,19.27,15.49,270.98,20.79

57,14:00-14:15,9.87,44.02,9.87,0.33,5.44,114.96,73,40,38,0,231.35,80,46.27,90.28,75,33,33,33,5.44,16.3,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,15.23,38.08,52.99,22.21,11.77,20.47,15.23,6.47,-0,3.75,19.27,15.49,270.98,20.79

58,14:15-14:30,9.85,44.02,9.85,0.33,5.43,109.22,72,39,37,0,220.44,79,44.09,85.54,73,33,33,33,5.43,16.28,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,15.22,38.08,52.99,22.21,11.76,20.47,15.22,6.47,-0,3.75,19.27,15.49,270.98,20.79

59,14:30-14:45,9.86,44.02,9.85,0.33,5.47,72.74,73,38,36,0,201.27,76,40.26,80.8,72,33,33,33,5.47,16.41,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,14.59,38.08,52.99,22.21,11.27,20.47,14.59,6.47,-0,3.75,19.27,15.49,270.98,20.79

60,14:45-15:00,9.87,44.02,9.87,0.33,5.47,71.8,72,37,35,0,190.79,73,38.16,76.07,70,33,33,33,5.47,16.42,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,13.33,38.08,52.99,22.71,10.3,20.47,13.33,6.47,-0,3.69,19.27,15.49,270.98,20.79

61,15:00-15:15,9.91,44.02,9.9,0.33,5.46,80.42,68,33,34,0,182.88,67,36.58,70.56,63,33,33,33,5.46,16.36,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,12.46,38.08,52.99,22.71,9.64,20.47,12.46,6.25,-0,3.6,19.27,15.49,270.98,20.79

62,15:15-15:30,9.86,44.02,9.86,0.33,5.44,75.5,63,32,33,0,175.06,63,35.01,65.06,61,33,33,33,5.44,16.31,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,80.22,35.14,0,58.46,0,81.9,0,12.05,38.08,52.99,22.71,9.31,20.47,12.05,6.25,-0,3.6,19.27,15.49,270.98,20.79

63,15:30-15:45,9.91,44.02,9.92,0.33,5.44,70.65,57,30,30,0,165.87,60,33.17,59.55,54,33,33,33,5.44,16.31,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,99.42,35.14,0,58.03,0,81.9,0,11.31,38.08,81.9,23.21,8.74,20.47,11.31,6.25,-0,3.6,19.27,15.49,270.98,20.79

64,15:45-16:00,9.9,44.02,9.9,0.33,5.44,64.91,53,28,27,0,156.3,57,31.26,54.05,51,33,33,33,5.44,16.34,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,99.42,35.14,0,58.03,0,81.9,0,9.91,38.08,100.38,23.21,7.65,20.47,9.91,6.25,-0,3.6,19.27,15.49,270.98,20.79

65,16:00-16:15,1.67,44.02,1.66,0.33,2.5,58.33,49,22,25,0,143.26,43,28.65,48.37,42,33,33,24,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,75.97,0,81.9,0,9.28,38.08,100.38,24.22,7.18,20.47,9.28,6.25,-0,3.6,19.27,19.18,270.98,20.79

66,16:15-16:30,1.67,44.02,1.66,0.33,2.5,40.92,46,19,21,0,130.23,39,26.05,42.71,36,33,33,16,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,75.97,0,81.9,0,8.63,38.08,100.38,24.22,6.67,20.47,8.63,6.25,-0,3.6,19.27,19.18,270.98,20.79

67,16:30-16:45,1.67,44.02,1.66,0.33,2.5,34.1,42,17,18,0,92.92,33,18.59,41.21,31,33,33,8,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,75.97,0,81.9,0,7.19,38.08,100.38,23.71,5.56,20.47,7.19,6.2,-0,3.6,19.27,19.18,270.98,20.79

68,16:45-17:00,1.67,44.02,1.66,0.33,2.5,32.15,37,15,16,0,80.67,30,16.14,34.9,27,33,33,5,2.5,7.5,8.76,0,0,8.76,81.9,17.38,20.47,15.27,3.22,130.36,35.14,0,75.97,0,81.9,0,6.44,38.08,100.38,23.71,4.98,20.47,6.44,6.2,-0,3.6,19.27,19.18,270.98,20.79

