Block,Time Block,KGSU1AND2,KGSU3AND4,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,RIHAND3,RIHAND1,RAPPB,RAPPD,RAPPC,RSTPSU1TO6,RIHAND2,DHAULIGNGA,DADRT2,JHAJJAR,FSTPP I & II,DULHASTI,NTPL,PARBATI3,RAMPUR,PARBATI2,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,BRBCL,NLCEXP,ANTA_GF,ANTA_CRF,UNCHAHAR1,TALST2,UNCHAHAR4,VALLURNTECL,TANAKPUR,TEHRIPSP,TALA,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,MAPS,NAPP,NJPC,SEWA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,SALAL,SASAN,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0,0,42.88,38.99,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,357.94,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.61,0,0,0,18.04,0,3.09,0,12.55,79.94,22.88,37.45,26.61,60.17,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.45,69.25,324.37,0,0,0,0,0,0

9,02:00-02:15,0,0,42.88,29.25,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,269.52,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,0,0,0,18.04,0,3.09,0,12.55,79.94,22.84,37.45,26.61,60.17,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,69.25,324.37,0,0,0,0,0,0

10,02:15-02:30,0,0,42.88,29.25,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,183.02,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.22,0,0,0,18.04,0,3.09,0,12.55,79.94,22.84,37.45,26.61,60.17,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,69.25,324.37,0,0,0,0,0,0

11,02:30-02:45,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,75.38,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.99,0,0,0,18.04,0,3.09,0,12.55,79.94,22.84,37.45,26.61,60.17,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,69.25,324.37,0,0,0,0,0,0

12,02:45-03:00,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,75.38,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76,0,0,0,18.04,0,3.09,0,12.55,79.94,22.84,37.45,26.61,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,69.25,324.37,0,0,0,0,0,0

13,03:00-03:15,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,211.91,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.64,0,0,0,18.04,0,3.09,0,11.45,79.94,22.84,35.53,23.28,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,63.65,324.37,0,0,0,0,0,0

14,03:15-03:30,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,220.36,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,18.04,0,3.09,0,11.45,79.94,22.84,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,63.65,324.37,0,0,0,0,0,0

15,03:30-03:45,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,232.07,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.89,0,0,0,18.04,0,3.09,0,11.45,79.94,27.44,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,62.54,324.37,0,0,0,0,0,0

16,03:45-04:00,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,203.23,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78,0,0,0,18.04,0,3.09,0,11.45,79.94,27.41,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,62.54,324.37,0,0,0,0,0,0

17,04:00-04:15,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,244.08,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12,0,0,0,18.04,0,3.09,0,11.45,0,27.27,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,62.54,324.37,0,0,0,0,0,0

18,04:15-04:30,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,265.71,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,18.04,0,3.09,0,11.45,0,27.27,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,62.54,324.37,0,0,0,0,0,0

19,04:30-04:45,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,252.25,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45,0,0,0,18.04,0,3.09,0,11.45,0,27.15,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

20,04:45-05:00,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,256.09,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,0,0,0,18.04,0,3.09,0,11.45,0,27.1,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

21,05:00-05:15,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,252.25,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.88,0,0,0,18.04,0,3.09,0,11.45,0,26.87,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

22,05:15-05:30,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,280.12,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,26.45,35.53,26.61,60.17,0,5.33,37.64,45.62,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

23,05:30-05:45,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,331.13,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,26.16,35.53,26.61,60.17,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

24,05:45-06:00,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,386.94,352.71,18.03,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,0,0,18.04,0,3.09,0,11.45,0,25.9,35.53,26.61,60.17,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

25,06:00-06:15,0,0,42.88,19.5,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,425.38,352.71,18.03,53.23,0,0,0.86,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89,0,0,0,20.81,0,3.09,0,11.45,0,25.6,35.53,26.61,60.17,0,5.33,43.25,45.62,0,23.53,25.83,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

26,06:15-06:30,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,393.98,352.71,18.03,53.23,0,0,1.73,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,25.68,35.53,26.61,60.17,0,5.33,43.25,50.32,0,23.53,51.68,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

27,06:30-06:45,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,292.9,352.71,18.03,53.23,0,0,2.59,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,25.75,35.53,26.61,60.17,0,5.33,43.25,50.32,0,23.53,77.51,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

28,06:45-07:00,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,157.28,352.71,18.03,53.23,0,0,3.45,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87,0,0,0,18.04,0,3.09,0,11.45,0,25.82,35.53,23.11,60.17,0,5.33,37.64,50.32,0,23.53,103.36,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

29,07:00-07:15,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,67.72,352.71,18.03,53.23,0,0,4.32,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42,0,0,0,18.04,0,3.09,0,11.45,0,26.96,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,129.2,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

30,07:15-07:30,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,48.5,352.71,15.87,53.23,0,0,5.18,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,18.04,0,3.09,0,11.45,0,27.15,35.53,23.11,60.17,0,5.33,37.64,45.62,0,23.53,155.04,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

31,07:30-07:45,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,352.71,15.87,53.23,0,0,5.48,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,14.43,0,3.09,0,11.45,0,27.44,35.53,19.24,60.17,0,5.33,30.77,45.62,0,23.53,168.95,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

32,07:45-08:00,0,0,36.95,9.75,81.25,0,0,8.28,6.78,0,125.75,85.03,0,23.2,63.19,0,120.4,40.81,11.83,352.71,15.87,53.23,0,0,5.48,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67,0,0,0,14.43,0,3.09,0,11.45,0,27.49,35.53,18.74,45.12,0,5.33,30.71,45.62,0,23.53,168.95,11.74,0,0.63,0,94.28,61.43,324.37,0,0,0,0,0,0

33,08:00-08:15,0,0,36.95,9.75,93.75,0,0,8.28,6.78,0,125.75,93.75,0,23.2,63.19,0,120.4,40.81,11.83,352.71,15.87,53.23,0,0,5.48,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42,0,0,0,11.88,0,3.09,0,11.45,0,27.82,35.53,14.64,30.09,0,5.33,23.79,45.62,0,23.53,168.95,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

34,08:15-08:30,0,0,36.95,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,352.71,15.87,53.23,0,0,5.48,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,0,0,0,11.88,0,3.09,0,11.45,0,27.53,35.53,14.64,15.04,0,5.33,23.79,50.32,0,23.53,168.95,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

35,08:30-08:45,0,0,36.95,9.75,81.25,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.04,0,0,0,11.88,0,3.09,0,11.45,0,27.41,35.53,14.64,0,0,5.33,23.79,50.32,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

36,08:45-09:00,0,0,36.95,9.75,81.25,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,352.71,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36,0,0,0,13.28,0,3.09,0,11.45,0,27.47,35.53,14.64,0,0,5.33,23.79,50.32,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

37,09:00-09:15,0,0,36.95,9.75,84.13,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,338.09,15.87,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51,0,0,0,16.04,0,3.09,0,11.45,0,27.49,35.53,19.54,0,0,5.33,32.02,50.32,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

38,09:15-09:30,0,0,36.95,9.75,87.02,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,57.15,322.09,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.49,0,0,0,16.04,0,3.09,0,11.45,0,27.63,35.53,19.54,0,0,5.33,32.02,45.09,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

39,09:30-09:45,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,105.2,295.01,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,0,0,0,16.04,0,3.09,0,11.45,0,23.17,35.53,19.54,0,0,5.33,32.02,45.09,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

40,09:45-10:00,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,105.2,286.96,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62,0,0,0,16.04,0,3.09,0,11.45,0,23.17,35.53,19.54,0,0,5.33,32.02,45.09,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

41,10:00-10:15,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,105.2,284.44,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,14.8,0,3.09,0,11.45,0,24.02,35.53,19.43,0,0,5.33,32.02,45.09,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

42,10:15-10:30,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,105.2,282.61,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.82,0,0,0,14.8,0,3.09,0,11.45,0,24.02,35.53,19.43,0,0,5.33,32.02,45.09,0,23.53,0,11.74,0,0.63,0,107.86,61.43,324.37,0,0,0,0,0,0

43,10:30-10:45,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,153.26,272.41,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.81,0,0,0,14.8,0,3.09,0,11.45,0,24.02,35.53,19.43,0,0,5.33,32.02,34.48,0,23.53,0,11.74,0,0.63,0,107.86,61.43,328.88,0,0,0,0,0,0

44,10:45-11:00,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,153.26,263.8,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.57,0,0,0,14.8,0,3.09,0,11.45,0,24.02,35.53,19.43,0,0,5.33,32.02,45.09,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

45,11:00-11:15,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,105.2,255.76,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51,0,0,0,14.8,0,3.09,0,11.45,0,24.98,35.53,19.43,0,0,5.33,32.02,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

46,11:15-11:30,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,124.42,247.52,13.22,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,14.8,0,3.09,0,11.45,0,24.98,35.53,19.43,0,0,5.33,32.02,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

47,11:30-11:45,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,134.04,245.93,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85,0,0,0,14.8,0,3.09,0,11.45,0,24.41,35.53,19.43,0,0,5.33,32.02,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

48,11:45-12:00,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,134.04,244.71,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73,0,0,0,14.8,0,3.09,0,11.45,0,23.57,35.53,19.43,0,0,5.33,32.02,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

49,12:00-12:15,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,105.2,244.32,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,14.8,0,3.09,0,11.45,0,23.57,35.53,19.43,0,0,5.33,31.84,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

50,12:15-12:30,0,0,42.88,9.75,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,57.15,245.49,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.59,0,0,0,14.8,0,3.09,0,11.45,0,23.57,35.53,19.43,0,0,5.33,31.84,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

51,12:30-12:45,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,247.13,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.41,0,0,0,14.8,0,3.09,0,11.45,0,24.41,35.53,19.43,0,0,5.33,31.84,33.96,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

52,12:45-13:00,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,249.3,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63,0,0,0,14.8,0,3.09,0,11.45,0,24.41,35.53,19.43,0,0,5.33,31.84,33.96,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

53,13:00-13:15,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,250.75,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.04,0,0,0,14.8,0,2.96,0,11.45,0,24.41,35.53,19.43,0,0,5.19,31.74,33.96,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

54,13:15-13:30,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,251.83,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71,0,0,0,14.8,0,2.96,0,11.45,0,24.41,35.53,19.43,0,0,5.19,31.74,33.96,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

