Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/3109,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2236,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8154,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8139,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8128,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2997,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2952,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05
15,03:30-03:45,27.49,0,0,0,9.17,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.23,224.82,15.24,0,102.39,0,15,70.13,56.38,5.9,8.51,4.66,12.71,15,9.59,25.24,0,0,0,0,0,0,0,0,0,0,19.21,12.33,0,9.17,0

16,03:45-04:00,27.49,0,0,0,9.17,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.23,224.82,15.24,0,102.39,0,15,70.13,56.38,5.9,8.51,4.66,12.71,15,9.59,25.24,0,0,0,0,0,0,0,0,0,0,18.81,11.67,0,9.17,0

17,04:00-04:15,27.49,0,0,0,9.17,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,102.39,0,15,70.13,66.87,5.9,8.51,4.19,12.71,15,9.59,25.24,0,0,0,0,0,0,0,0,0,0,18.21,11.33,0,9.17,0

18,04:15-04:30,27.49,0,0,0,9.17,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,102.39,0,15,70.13,66.87,5.9,8.51,4.19,12.71,15,9.59,25.24,0,0,0,0,0,0,0,0,0,0,17.61,11.33,0,9.17,0

19,04:30-04:45,27.49,0,0,0,9.17,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,66.87,5.9,8.51,4.19,12.71,15,9.59,25.24,0,0,0,0,0,0,0,0,0,0,17.21,11.33,0,9.17,0

20,04:45-05:00,28.5,0,0,0,9.5,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,66.87,5.9,8.51,4.19,12.71,15,9.59,25.24,0,0,0,0,0,0,0,0,0,0,17.01,11.67,0,9.5,0

21,05:00-05:15,30,0,0,0,10,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,66.87,5.9,8.51,4.19,12.71,15,9.2,25.24,0,0,0,0,0,0,0,0,0,0,17.01,11.67,0,10,0

22,05:15-05:30,31.01,0,0,0,10.33,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,66.87,5.9,8.51,4.19,12.71,15,9.2,24.23,0,0,0,0,0,0,0,0,0,0,17.01,11.67,0,10.33,0

23,05:30-05:45,30.49,0,0,0,10.17,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,48.97,5.9,8.51,4.19,12.71,15,9.2,25.24,0.19,0,0,0,0,0,0,0,0,0,15.41,11.33,0,10.17,0

24,05:45-06:00,29.51,0,0,0,9.83,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,68.85,5.9,8.51,4.19,12.71,15,9.2,25.24,1.26,0,1,0,0,0,0.28,0.58,1.38,0,15.41,11.33,0,9.83,0

25,06:00-06:15,31.01,5.52,0,0,10.33,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,68.85,5.9,8.51,3.73,12.71,15,9.2,24.23,2.72,1,1,1,1,0,1.15,2.48,5.76,0,15.41,11,0,10.33,5.41

26,06:15-06:30,31.5,8.84,0,0,10.5,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,0,-0,6.33,10.08,224.82,15.24,0,130.13,0,15,70.13,68.85,5.9,8.51,3.73,12.71,15,9.2,24.23,5.63,2,3,2,2,1,2.19,4.93,10.95,0,15.41,10.67,0,10.5,8.66

27,06:30-06:45,40.01,13.52,3,0,13.33,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,1.09,-0,6.33,10.08,224.82,15.24,1.42,130.13,1.42,15,70.13,68.85,0,8.51,3.73,12.71,15,9.2,24.23,5.77,3,5,3,3,2,3.4,7.9,17,0,12.01,15,0,13.33,13.25

28,06:45-07:00,40.99,19.32,5,0,13.67,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,1.48,-0,6.33,10.08,224.82,15.24,1.93,100.21,1.93,15,70.13,68.85,0,8.51,3.73,12.71,15,9.2,24.23,9.54,6,7,7,4,3,4.78,11.45,23.91,0,12.01,15.67,0,13.67,18.93

29,07:00-07:15,34.99,26.49,8,0,11.67,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,2.14,-0,6.33,9.46,224.82,15.24,2.76,100.21,2.76,15,70.13,68.85,0,6.53,3.73,12.71,15,9.2,24.23,13.92,11,10,13,5,7,6.85,15.31,34.24,0,11,15,0,11.67,25.96

30,07:15-07:30,34.99,33,13,0,11.67,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,2.8,-0,6.33,9.46,224.82,15.24,3.61,100.21,3.61,15,70.13,68.85,0,6.53,3.73,12.71,15,9.2,24.23,18.58,14,13,17,6,8,9.18,19.29,45.89,0,10.8,14.67,0,11.67,33

31,07:30-07:45,36.49,33,20,0,12.17,43.71,19.24,132.73,81.75,0,20.75,67.33,134.89,3.47,-0,6.33,9.46,224.82,15.24,4.48,82.56,4.48,15,70.13,57.91,0,6.53,3.73,12.71,15,9.2,25.24,24.88,21,18,23,9,12,12.32,24.76,61.59,0,10.4,13.33,0,12.17,33

32,07:45-08:00,37.5,33,28,0,12.5,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,4.18,-0,6.33,9.46,224.82,15.24,5.4,82.56,5.4,15,70.13,38.03,0,6.53,3.73,12.71,15,9.2,25.24,30.48,25,24,30,12,15,15.02,28.68,75.07,0,10,13.67,0,12.5,33

33,08:00-08:15,38.51,33,33,0,12.83,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,5.02,-0,6.33,9.46,224.82,15.24,6.5,82.56,6.5,15,70.13,38.03,0,2.02,3.73,16.39,15,9.2,25.24,36.14,31,28,37,16,18,18.96,32.5,94.81,0,12.01,14,0,12.83,33

34,08:15-08:30,40.5,33,33,0,13.5,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,5.82,-0,6.33,9.46,224.82,15.24,7.53,82.56,7.53,15,70.13,38.03,0,4.68,3.73,16.39,15,9.2,25.24,41.92,36,33,43,19,22,21.93,36.28,109.62,0,11.61,14.33,0,13.5,33

35,08:30-08:45,40.5,33,33,0,13.5,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,6.59,-0,6.33,9.46,224.82,15.24,8.53,82.56,8.53,15,70.13,38.03,0,4.59,3.73,16.39,15,9.2,23.22,51.62,42,37,45,22,22,24.83,41.27,124.14,0,11.21,8.43,0,13.5,33

36,08:45-09:00,40.99,33,33,0,13.67,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,7.38,-0,6.33,9.46,224.82,15.24,9.55,82.56,9.55,15,70.13,38.03,0,3.56,3.73,16.39,15,9.2,23.22,58.37,47,42,51,25,26,27.89,46.31,139.44,0,10.8,8.72,0,13.67,33

37,09:00-09:15,42,33,33,0,14,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,8,-90.81,6.33,9.77,224.82,15.24,10.36,82.56,10.36,15,70.13,38.03,0,2.02,4.29,16.39,15,9.05,24.23,64.71,55,46,56,27,28,30.87,45.7,154.36,0,10.4,11.67,0,14,33

38,09:15-09:30,43.01,33,33,0,14.33,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,8.55,-181.62,6.33,9.77,224.82,15.24,11.07,82.56,11.07,15,70.13,38.03,0,2.02,4.29,16.39,15,9.05,24.23,70.75,60,51,62,30,31,33.67,51.2,168.33,0,10,12,0,14.33,33

39,09:30-09:45,43.99,33,33,0,14.67,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,9.19,-181.62,6.33,9.77,224.82,15.24,11.89,82.56,11.89,15,70.13,38.03,0,2.02,4.29,16.39,15,9.05,24.73,76.88,64,54,45,32,23,36.73,57.63,183.64,0,10,12,0,14.67,33

40,09:45-10:00,45,33,33,0,15,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,9.76,-181.62,6.33,9.77,224.82,15.24,12.64,82.56,12.64,15,70.13,57.91,0,2.02,4.29,16.39,15,9.05,25.24,83.16,67,57,49,34,24,39.82,64.25,199.09,0,10,12.33,0,15,33

41,10:00-10:15,45,33,33,0,15,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,10.13,-181.62,6.33,9.77,224.82,15.24,13.12,82.56,13.12,15,70.13,57.91,0,2.02,4.29,16.39,15,9.05,25.24,89.08,72,61,63,34,32,42.1,68.28,210.48,0,10,12.33,0,15,33

42,10:15-10:30,45,33,33,0,15,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,10.52,-181.62,6.33,9.77,224.82,15.24,13.61,82.56,13.61,15,70.13,57.91,0,2.02,4.29,16.39,15,9.05,25.24,92.38,77,64,65,35,33,43.76,79.95,218.79,0,10,12.33,0,15,33

43,10:30-10:45,45,33,33,0,15,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,10.89,-181.62,6.33,9.77,224.82,15.24,14.09,82.56,14.09,15,70.13,57.91,0,2.02,4.29,16.39,15,9.05,25.24,90,78,67,59,38,29,45.61,83.2,228.06,0,10,12.67,0,15,33

44,10:45-11:00,43.99,33,33,0,14.67,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.22,-181.62,6.33,9.77,224.82,15.24,14.52,82.56,14.52,15,70.13,57.91,0,2.02,4.29,16.39,15,9.05,25.24,90,80,70,62,39,31,45.83,80.33,229.17,0,10,12.67,0,14.67,33

45,11:00-11:15,43.5,33,33,0,14.5,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.4,-181.62,6.33,9.77,224.82,15.24,14.75,82.56,14.75,15,70.13,57.91,0,2.02,3.26,15,15,9.05,25.24,90,80,73,77,39,38,45.83,76.62,229.17,0,10,13,0,14.5,33

46,11:15-11:30,43.01,33,33,0,14.33,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.55,-181.62,6.33,9.77,224.82,15.24,14.94,82.56,14.94,15,70.13,57.91,0,2.02,3.26,15,15,9.05,25.24,90,80,73,77,39,38,45.83,72.84,229.17,0,10,13.33,0,14.33,33

47,11:30-11:45,42.49,33,33,0,14.17,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.65,-181.62,6.33,9.77,224.82,15.24,15.08,82.56,15.08,15,70.13,57.91,0,2.02,3.26,15,15,9.59,25.24,90,73,73,73,39,37,43.33,58.52,216.67,0,10,13.33,0,14.17,33

48,11:45-12:00,42.49,33,33,0,14.17,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.81,-181.62,6.33,9.77,224.82,15.24,15.29,82.56,15.29,15,70.13,57.91,0,2.02,3.26,15,15,9.59,25.24,90,73,73,73,39,37,43.33,58.52,216.67,0,10,13.67,0,14.17,33

49,12:00-12:15,34.99,33,33,0,11.67,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.7,-181.62,6.33,9.77,224.82,15.24,15.15,82.56,15.15,15,70.13,57.91,0,2.02,4.11,15,15,9.97,25.24,90,73,70,83,36,42,40.83,58.52,204.17,0,10,11.67,0,11.67,33

50,12:15-12:30,35.51,33,33,0,11.83,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.68,-181.62,6.33,9.77,224.82,15.24,15.11,82.56,15.11,15,70.13,57.91,0,2.02,4.11,15,15,9.97,25.24,90,73,70,83,36,42,40.83,58.52,204.17,0,10,12.33,0,11.83,33

51,12:30-12:45,36.49,33,33,0,12.17,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.57,-181.62,6.33,9.77,224.82,15.24,14.97,82.56,14.97,15,70.13,57.91,0,2.02,4.11,15,15,9.97,25.24,90,67,61,65,36,33,41.67,60.47,208.33,0,10,12.67,0,12.17,33

52,12:45-13:00,37.5,33,33,0,12.5,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,11.49,-181.62,6.33,9.77,224.82,15.24,14.86,82.56,14.86,15,70.13,57.91,0,2.02,4.11,15,15,9.97,25.24,90,67,61,63,36,32,41.67,60.47,208.33,0,10.6,13,0,12.5,33

53,13:00-13:15,38.51,33,33,0,12.83,43.71,19.24,113.49,81.75,0,20.75,52.9,134.89,11.27,-181.62,6.33,9.93,224.82,15.24,14.59,54.82,14.59,20,70.13,38.03,0,4.68,4.11,16.84,20,10.35,25.24,81,67,61,72,36,36,41.67,66.3,208.33,0,11.21,13.33,0,12.83,33

54,13:15-13:30,40.01,33,33,0,13.33,43.71,19.24,94.26,81.75,0,20.75,52.9,134.89,11.06,-181.62,6.33,9.93,224.82,15.24,14.32,54.82,14.32,20,70.13,38.03,0,4.59,4.11,16.84,20,10.35,25.24,81,67,61,70,36,35,41.67,61.72,208.33,0,11.81,14,0,13.33,33

55,13:30-13:45,34.99,33,33,0,11.67,43.71,19.24,94.26,81.75,0,20.75,52.9,134.89,10.81,-181.62,6.33,9.93,224.82,15.24,13.99,54.82,13.99,20,70.13,38.03,0,4.42,4.11,16.84,20,10.35,25.24,79.82,67,73,73,35,37,41.67,61.82,208.33,0,11,12,0,11.67,33

56,13:45-14:00,37.5,33,33,0,12.5,43.71,19.24,94.26,81.75,0,20.75,52.9,134.89,10.65,-181.62,6.33,9.93,224.82,15.24,13.8,54.82,13.8,20,70.13,38.03,0,4.42,4.11,16.84,20,10.35,25.24,77.23,67,73,72,35,36,41.67,51.94,208.33,0,11,12.67,0,12.5,33

57,14:00-14:15,40.01,33,33,0,13.33,43.71,19.24,74.4,81.75,0,20.75,52.9,134.89,9.44,-181.62,6.33,10.08,224.82,15.24,12.21,54.82,12.21,20,70.13,38.03,0.47,4.41,4.29,16.84,20,10.73,26.24,88.33,70,63,67,35,33,41.67,51.93,208.33,0,12.01,13.33,0,13.33,33

58,14:15-14:30,42.49,33,33,0,14.17,43.71,19.24,74.4,81.75,0,20.75,52.9,134.89,9.18,-181.62,6.33,10.08,224.82,15.24,11.89,54.82,11.89,20,70.13,38.03,0.94,4.41,4.29,16.84,20,10.73,26.24,88.33,70,63,65,35,33,41.56,51.73,207.77,0,13.01,13.67,0,14.17,33

59,14:30-14:45,49.99,33,33,0,16.67,43.71,19.24,74.4,81.75,0,20.75,52.9,134.89,8.94,-181.62,6.33,10.08,224.82,15.24,11.57,54.82,11.57,20,70.13,38.03,1.33,4.4,4.29,16.84,20,10.73,26.24,85,65,61,67,34,33,42.34,51.33,211.71,0,14.01,14,0,16.67,33

60,14:45-15:00,52.99,33,33,0,17.67,43.71,19.24,96.18,81.75,0,20.75,52.9,134.89,8.76,-181.62,6.33,10.08,224.82,15.24,11.32,54.82,11.32,20,70.13,38.03,1.33,4.4,4.29,16.84,20,10.73,26.24,80,60,60,63,33,32,41.26,36.09,206.32,0,15.01,14.33,0,17.67,33

61,15:00-15:15,56.51,33,33,0,18.83,43.71,19.24,115.42,81.75,0,20.75,52.9,134.89,8.49,-90.81,6.33,10.47,224.82,15.24,10.99,82.56,10.99,20,70.13,38.03,1.33,4.4,4.66,17.03,20,10.73,26.24,80,72,49,57,31,28,39.54,35.6,197.71,0,15.01,16.67,0,18.83,33

62,15:15-15:30,60.45,33,33,0,20.15,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,8.07,-0,6.33,10.47,224.82,15.24,10.43,82.56,10.43,20,70.13,38.03,1.33,4.4,4.66,17.03,20,10.73,26.24,76.67,70,46,55,30,27,37.49,42.65,187.46,0,16.01,16.67,0,20.15,33

63,15:30-15:45,69.91,33,33,0,23.31,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,7.66,-0,6.33,10.47,224.82,15.24,9.92,82.56,9.92,27,70.13,38.03,1.33,4.4,5.78,17.03,27,10.73,26.24,68.33,63,34,33,27,17,35.45,43.65,177.27,0,17.01,20,0,23.31,33

64,15:45-16:00,70.77,33,33,0,23.6,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,7.24,-0,6.33,10.47,224.82,15.24,9.37,82.56,9.37,27,70.13,38.03,1.33,4.4,5.78,17.03,27,10.73,26.24,64.37,60,30,32,25,16,33.68,44.2,168.39,0,17.01,20,0,23.6,33

65,16:00-16:15,63.96,33,24,0,21.32,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,6.73,-0,6.33,10.47,224.82,15.24,8.72,82.56,8.72,27,70.13,38.03,1.33,3.56,5.78,17.3,27,10.73,27.25,61.67,55,27,28,23,14,32.01,43.6,160.04,0,19.61,20,0,21.32,33

66,16:15-16:30,66.18,33,16,0,22.06,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,6.23,-0,6.33,10.47,224.82,15.24,8.06,82.56,8.06,27,70.13,38.03,1.33,3.56,5.78,17.3,27,10.73,27.25,58.31,49,24,23,21,12,29,48.77,144.97,0,21.01,19.33,0,22.06,33

67,16:30-16:45,68.81,33,8,0,22.93,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,5.6,-0,6.33,10.47,224.82,15.24,7.25,82.56,7.25,27,70.13,38.03,1.33,3.56,5.78,17.3,27,10.73,27.25,54.7,40,18,17,16,8,25.65,48.77,128.26,0,35.01,25,0,22.93,33

68,16:45-17:00,70.59,33,5,0,23.54,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,5.04,-0,6.33,10.47,224.82,15.24,6.52,82.56,6.52,27,70.13,38.03,1.33,3.56,5.78,17.3,27,10.73,27.25,50.71,33,15,15,15,7,22.15,29.3,110.74,0,37.02,24.67,0,23.54,33

69,17:00-17:15,67.91,33,2,0,22.64,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,4.38,-0,6.33,10.47,224.82,15.24,5.67,82.56,5.67,27,70.13,57.91,1.33,3.56,5.96,17.58,27,10.73,27.25,39.86,30,13,12,12,6,18.31,26.03,91.53,0,26.81,24,0,22.64,33

70,17:15-17:30,66.18,32.57,0,0,22.06,43.71,19.24,132.73,81.75,0,20.75,52.9,134.89,3.71,-0,6.33,10.47,224.82,15.24,4.79,82.56,4.79,27,70.13,57.91,1.33,3.56,5.96,17.58,27,10.73,27.25,34.14,23,12,10,8,5,15.56,22.5,77.78,0,27.01,23.33,0,22.06,31.92

71,17:30-17:45,65.47,24.57,0,0,21.82,43.71,19.24,132.73,81.75,0,20.75,72.14,134.89,3.03,-0,6.33,10.47,224.82,15.24,3.92,100.21,3.92,27,70.13,57.91,1.33,3.56,5.96,17.58,27,10.73,27.25,28.52,19,15,15,7,7,12.77,18.63,63.82,0,26.81,17.64,0,21.82,24.08

72,17:45-18:00,65.96,17.12,0,0,21.98,43.71,19.24,132.73,81.75,0,20.75,100.2,134.89,2.43,-0,6.33,10.47,224.82,15.24,3.15,100.21,3.15,27,99.09,57.91,1.33,3.56,5.96,17.58,27,10.73,27.25,23.39,13,12,10,7,5,10.31,14.84,51.52,0,26.61,17.01,0,21.98,16.78

73,18:00-18:15,49.99,0,0,0,16.67,43.71,0,132.73,81.75,0,20.75,100.2,134.89,1.93,-0,6.33,10.47,224.82,0,2.48,100.21,2.48,29,104.93,68.85,3.24,5.09,6.25,17.76,26.73,10.73,26.24,19.02,8,10,10,5,5,8.11,11.2,40.53,0,26.41,16.36,0,16.67,0

74,18:15-18:30,49.01,0,0,0,16.33,43.71,0,132.73,81.75,0,20.75,100.2,134.89,1.46,-0,6.33,10.47,224.82,0,1.88,100.21,1.88,29,115.38,68.85,3.24,6.41,6.25,17.76,26.73,10.73,26.24,14.3,5,9,7,3,3,6.17,7.8,30.85,0,26.21,15.68,0,16.33,0

