Block,Time Block,KGSU1AND2,DHAULIGNGA,FSTPP I & II,CHAMERA2,DULHASTI,KGSU3AND4,DADRT2,CHAMERA1,JHAJJAR,CHAMERA3,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KOTESHWR,KKNP,KHSTPP-II,KKNPPU2,KOLDAM,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_CRF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,RIHAND3,RIHAND2,SASAN,RIHAND1,SINGRAULI_HYDRO,SIMHST1,TALST2,SIMHST2,RSTPSU1TO6,TANAKPUR,RSTPSU7,SINGRAULI,SALAL,SEWA2,TALA,BRBCL,BSIUL,RAPPC,RAPPB,RAMPUR,NJPC,NAPP,NNTPP,NTPL,NLCEXP,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,8.78,20.05,2.31,31.77,0,289.02,0,264.17,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,0,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,8.78,20.05,2.31,31.77,0,305.4,0,264.17,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,0,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,8.78,20.05,2.31,31.77,0,305.4,0,350.93,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,0,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,8.78,20.05,2.31,31.77,0,326.69,0,408.77,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,0,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,8.78,20.05,2.31,47.65,0,326.69,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,3.19,0,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,8.78,20.05,2.31,47.65,0,326.69,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,3.19,0,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.57,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,8.78,20.05,2.31,47.65,0,326.69,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,3.19,0,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.43,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,8.78,20.05,2.31,47.65,0,326.69,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,3.19,14.39,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.13,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,8.78,20.05,2.31,47.65,0,326.69,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,2.24,14.58,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.13,13.78,0,49.92,0,0,38.35,40.15,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,8.78,20.05,3.21,47.65,0,329.27,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,2.24,29.15,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0,13.78,0,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,8.78,20.05,5.14,47.65,0,329.27,13.54,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,2.24,43.73,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0,13.78,0,49.92,0,0,90.19,40.15,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,17.57,20.05,7.71,47.65,0,329.27,27.09,455.31,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,2.24,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0,13.78,1.06,49.92,0,0,112.74,40.15,0,0,0,2.46,0,0,0,0,0,0,0,0

73,18:00-18:15,0,26.49,20.05,15.41,47.65,0,329.27,40.63,455.31,18.66,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,2.24,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,25.77,2.57,0,13.78,6.29,49.92,0,0,112.74,40.15,0,0,0,4.91,0,0,0,0,0,0,0,0

74,18:15-18:30,0,36.29,20.05,39.32,48.13,0,329.27,40.63,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,2.24,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,12.59,0,134.65,76.52,6.93,0,13.78,18.86,49.92,0,0,135.29,40.15,0,0,0,31.91,0,0,0,0,0,0,0,0

75,18:30-18:45,0,36.29,20.05,39.32,48.13,0,329.27,40.63,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,2.24,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,76.52,15.24,0,13.78,18.86,49.92,0,0,135.29,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

76,18:45-19:00,0,36.29,20.05,39.32,48.13,0,329.27,40.63,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,2.24,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,76.52,15.24,0,13.78,18.86,49.92,0,0,135.29,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

77,19:00-19:15,0,36.29,20.05,39.32,48.13,0,329.27,40.63,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,4.25,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,76.52,15.24,0,14.46,18.86,49.92,0,0,135.29,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

78,19:15-19:30,0,36.29,20.05,39.32,48.13,0,329.27,40.63,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,35.12,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,25.77,15.24,0,14.46,18.86,49.92,0,0,135.29,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

79,19:30-19:45,0,36.29,20.05,39.32,48.13,0,329.27,40.63,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,38.85,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,25.77,15.24,0,14.46,18.86,49.92,0,0,135.29,40.15,0,0,0,47.25,0,0,0,0,0,0,0,0

80,19:45-20:00,0,36.29,20.05,39.32,48.13,0,329.27,40.63,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,5.32,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,25.77,15.24,0,14.46,18.86,49.92,0,0,135.29,40.15,0,0,0,6.13,0,0,0,0,0,0,0,0

81,20:00-20:15,0,36.29,20.05,39.32,48.13,0,329.27,25.66,455.31,29.46,0,0,43.89,0,19.01,0,142.96,0,0,0,40.87,3.52,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,25.77,11.57,0.13,14.46,18.86,49.92,0,0,112.74,40.15,0,0,0,2.46,0,0,0,0,0,0,0,0

82,20:15-20:30,0,26.49,20.05,38.03,47.65,0,329.27,11.42,455.31,18.66,0,0,43.89,0,9.51,0,142.96,0,0,0,40.87,3.52,60,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,8.52,0.43,14.46,6.29,49.92,0,0,90.19,40.15,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,17.57,20.05,23.13,47.65,0,329.27,11.42,455.31,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,7.45,50.41,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,6.29,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,17.57,20.05,11.57,47.65,0,329.27,11.42,455.31,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,39.38,44.04,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,6.29,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,8.78,20.05,11.57,31.77,0,329.27,11.42,455.31,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,39.38,44.04,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,6.29,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,8.78,20.05,11.57,31.77,0,329.27,11.42,455.31,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,9.57,30.01,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,1.06,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,8.78,20.05,11.57,31.77,0,329.27,11.42,455.31,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,11.71,30.01,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,0,49.92,0,0,67.64,40.15,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,8.78,20.05,11.57,31.77,0,329.27,11.42,455.31,9.33,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,11.71,29.58,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,8.78,20.05,2.31,31.77,0,329.27,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,7.45,29.15,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,8.78,20.05,2.31,31.77,0,329.27,0,455.31,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,7.45,30.01,0,20,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,7.71,0.57,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,8.78,20.05,2.31,31.77,0,329.27,0,408.77,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,30.01,0,20,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,2.57,0.89,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,8.78,20.05,2.31,31.77,0,329.27,0,379.85,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,30.01,0,20,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.91,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,8.78,20.05,2.31,31.77,0,327.25,0,326.09,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,30.01,0,20,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0.99,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,8.78,20.05,2.31,31.77,0,327.25,0,283.45,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,4.25,30.01,0,20,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,57.22,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,1.04,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,8.78,20.05,2.31,31.77,0,327.25,0,322.01,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,6.39,14.58,0,20,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,57.22,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,8.78,20.05,2.31,31.77,0,327.25,0,317.19,0,0,0,43.89,0,8.55,0,142.96,0,0,0,40.87,6.39,14.58,0,20,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,57.22,114.48,328.06,88.69,0,0,0,0,0,9.88,0,134.65,12.32,0,0,14.46,0,49.92,0,0,43.81,40.15,0,0,0,0,0,0,0,0,0,0,0,0

