Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
55,13:30-13:45,0,42.392196,9.9925,0,0,10.7616,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,8.832,0,0,6.5208,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

56,13:45-14:00,0,42.392196,9.9925,0,0,10.7616,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,8.832,0,0,6.5208,25.564,6.405,0,37.8,0,0,0,32.88,43.292,6.028,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

57,14:00-14:15,0,42.392196,9.9925,0,0,11.4342,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,8.832,0,0,6.5208,25.564,6.405,0,36.75,0,0,0,32.88,43.292,6.028,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

58,14:15-14:30,0,42.392196,9.9925,0,0,11.4342,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,8.832,0,0,6.5208,25.564,6.405,0,36.75,0,0,0,32.88,43.292,6.028,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

59,14:30-14:45,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,17.664,0,0,6.5208,13.363,6.405,0,36.75,0,0,0,52.608,26.304,3.288,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

60,14:45-15:00,0,42.392196,9.9925,0,0,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,17.664,0,0,6.5208,13.363,6.405,0,36.75,0,0,0,52.608,26.304,3.288,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

61,15:00-15:15,0,42.392196,9.9925,0,15.561,14.7972,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,49.68,0,0,0,13.363,6.405,0,36.75,0,0,0,52.608,26.304,3.288,0,22.806,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

62,15:15-15:30,0,42.392196,9.9925,0,15.561,11.4342,26.39091,341.564563,16.478852,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,13.248,0,0,0,13.363,6.405,0,36.75,0,0,0,52.608,26.304,3.288,0,22.806001,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

63,15:30-15:45,0,42.392196,9.9925,0,31.122,10.089,26.39091,341.564563,32.957704,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,17.664,0,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,57.015,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

64,15:45-16:00,0,42.392196,9.9925,0,31.122,10.089,26.39091,341.564563,32.957704,0,20.834,26.2683,0,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,17.664,0,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,57.015,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

65,16:00-16:15,0,42.392196,9.9925,0,46.683,13.452,26.39091,341.564563,32.957704,0,20.834,26.2683,9.1149,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,17.664,0,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,57.015,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

66,16:15-16:30,0,42.392196,9.9925,0,46.683,13.452,26.39091,341.564563,32.957704,0,20.834,26.2683,9.1149,19.8648,0,0,653.1525,8.874,58.59,0,0,0,92,98.25,0,123.665625,0.61216,17.664,0,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,57.558,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

67,16:30-16:45,0,42.392196,9.9925,0,46.683,13.452,26.39091,341.564563,32.957704,0,20.834,26.2683,9.1149,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,123.665625,0.61216,17.664,0,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,57.558,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.94,348.975

68,16:45-17:00,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,32.957704,0,20.834,26.2683,9.1149,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,98.25,0,123.665625,0.61216,17.664,10.4912,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,57.558,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,2.94,348.975

69,17:00-17:15,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,32.957704,0,20.834,26.2683,9.1149,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.61216,17.664,13.3194,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,58.101,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,2.94,348.975

70,17:15-17:30,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,32.957704,0,42.615,26.2683,9.1149,19.8648,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.61216,17.664,28.09872,0,0,13.363,5.7645,0,36.75,0,0,0,52.608,26.304,3.288,0,58.101,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,2.94,348.975

71,17:30-17:45,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,32.957704,0,66.29,26.2683,18.2298,19.8648,0,0,653.1525,8.874,58.59,13.0634,3.1825,0,92,103.5,5.27868,123.665625,0.61216,17.664,28.09872,0,0,13.363,5.124,0,36.75,0,0,0,52.608,26.304,3.288,0,58.101,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,3.969,348.975

72,17:45-18:00,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,32.957704,0,85.23,26.2683,18.2298,19.8648,0,0,653.1525,17.748,58.59,13.0634,16.350412,0,92,103.5,10.55736,123.665625,0.61216,17.664,42.14808,0,0,13.363,5.124,0,36.75,0,0,0,52.608,26.304,3.288,0,58.101,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,3.969,348.975

73,18:00-18:15,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,108.905,26.2683,27.3447,19.8648,9.67784,0,653.1525,26.622,0,26.2601,32.700824,0,92,103.5,10.55736,123.665625,0.61216,17.664,42.14808,0,3.3,13.363,5.124,0,36.75,0,0,0,52.608,26.304,3.288,0,58.644,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,3.969,348.975

74,18:15-18:30,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.61216,17.664,42.14808,0,19.5624,13.363,5.124,0,36.75,0,0,0,52.608,26.304,3.288,0,58.644,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,3.969,348.975

75,18:30-18:45,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.61216,17.664,42.14808,0,19.5624,13.363,5.124,0,36.75,0,0,0,52.608,26.304,3.288,0,58.644,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,2.205,348.975

76,18:45-19:00,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.61216,19.872,42.14808,0,19.5624,13.363,5.124,0,37.8,0,0,0,52.608,26.304,3.288,0,58.644,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,2.205,348.975

77,19:00-19:15,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.61216,19.872,38.631,0,19.5624,13.363,5.124,0,37.8,0,0,0,52.608,26.304,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,2.205,348.975

78,19:15-19:30,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,3.1825,0,92,103.5,15.804048,123.665625,0.61216,19.872,31.6,0,19.5624,13.363,5.124,0,37.8,0,0,0,52.608,26.304,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,43.704,18.140334,20.0018,2.205,348.975

79,19:30-19:45,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,0,0,92,103.5,15.804048,123.665625,0.61216,19.872,28.0924,0,19.5624,13.363,5.124,0,37.8,0,0,0,52.608,26.304,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.205,348.975

80,19:45-20:00,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,0,0,92,103.5,15.804048,123.665625,0.61216,19.872,28.09872,0,6.5208,13.363,5.124,0,37.8,0,0,0,52.608,26.304,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.205,348.975

81,20:00-20:15,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,19.8648,19.374781,0,653.1525,39.44,0,39.51012,0,0,92,103.5,15.804048,123.665625,0.61216,23.184,28.09872,0,6.5208,13.363,12.1695,0,37.8,0,0,0,52.608,27.4,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.205,348.975

82,20:15-20:30,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,49.436556,0,94.7,26.2683,27.3447,19.8648,9.67784,0,653.1525,26.622,0,26.2601,0,0,92,103.5,15.804048,123.665625,0.61216,23.184,28.09872,0,0,13.363,12.1695,0,37.8,0,0,0,52.608,27.4,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.205,348.975

83,20:30-20:45,0,42.392196,9.9925,0,62.244,15.4698,26.39091,341.564563,32.957704,0,66.29,26.2683,18.2298,19.8648,0,0,653.1525,17.748,0,13.0634,0,0,92,103.5,15.804048,123.665625,0.61216,23.184,13.983,0,0,13.363,12.1695,0,37.8,0,0,0,52.608,27.4,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.205,348.975

84,20:45-21:00,0,42.392196,9.9925,0,62.244,15.4698,26.39091,341.564563,32.957704,0,37.88,26.2683,9.1149,19.8648,0,0,653.1525,17.748,0,13.0634,0,0,92,103.5,10.55736,123.665625,0.61216,23.184,13.983,0,0,13.363,5.124,0,37.8,0,0,0,52.608,27.4,3.288,0,59.187,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,18.140334,20.0018,2.205,348.975

85,21:00-21:15,0,42.392196,9.9925,0,62.244,15.4698,26.39091,341.564563,32.957704,0,28.41,26.2683,9.1149,19.8648,0,0,653.1525,17.748,0,13.0634,0,0,92,103.5,10.55736,123.665625,0.61216,23.184,13.983,0,0,13.363,5.124,0,37.8,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,2.205,348.975

86,21:15-21:30,0,42.392196,9.9925,0,62.244,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,9.1149,19.8648,0,0,653.1525,17.748,0,13.0634,0,0,92,103.5,10.55736,123.665625,0.61216,23.184,0,0,0,13.363,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,2.205,348.975

87,21:30-21:45,0,42.392196,9.9925,0,60.039,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,8.1902,19.8648,0,0,653.1525,17.748,0,13.0634,0,0,92,103.5,5.27868,123.665625,0.61216,23.184,0,0,0,13.363,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,2.205,348.975

88,21:45-22:00,0,42.392196,9.9925,0,46.62,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,13.0634,0,0,92,103.5,5.27868,123.665625,0.61216,23.184,0,0,0,13.363,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,2.205,348.975

89,22:00-22:15,0,42.392196,9.9925,0,46.62,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,13.0634,0,0,92,103.5,5.27868,123.665625,0.61216,19.872,0,0,0,25.564,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,3.528,348.975

90,22:15-22:30,0,42.392196,9.9925,0,46.62,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,13.0634,0,0,92,103.5,5.27868,123.665625,0.61216,19.872,0,0,0,70.882,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,3.528,348.975

91,22:30-22:45,0,42.392196,9.9925,0,34.02,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,0,0,0,92,103.5,5.27868,123.665625,0.61216,19.872,0,0,0,70.882,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,3.528,371.25

92,22:45-23:00,0,42.392196,9.9925,0,31.122,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,0,0,0,92,103.5,5.27868,123.665625,0.61216,19.872,0,0,0,70.882,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,3.528,376.875

93,23:00-23:15,0,42.392196,9.9925,0,31.122,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,0,0,0,92,103.5,5.27868,123.665625,0.61216,19.872,0,0,0,70.882,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,4.41,382.5

94,23:15-23:30,0,42.392196,9.9925,0,31.122,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,0,0,0,92,103.5,5.27868,123.665625,0.61216,19.872,0,0,0,25.564,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,4.41,388.125

95,23:30-23:45,0,42.392196,9.9925,0,31.122,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,0,0,0,92,103.5,0,123.665625,0.61216,13.248,0,0,0,13.363,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,4.41,393.75

96,23:45-24:00,0,42.392196,9.9925,0,31.122,15.4698,26.39091,341.564563,32.957704,0,20.834,26.2683,1.321,19.8648,0,0,653.1525,8.874,0,0,0,0,92,103.5,0,123.665625,0.61216,13.248,0,0,0,13.363,5.124,0,38.85,0,0,0,52.608,27.4,3.288,0,60.816,0,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,16.7495,20.0018,4.41,405

