Time,Block,NR/2024/19115/A/14455,NR/2024/19143/A/14452,NR/2024/19172/A/15069,NR/2024/19030/A/14475,NR/2024/18996/A/14927,NR/2024/19290/A/15068,NR/2024/19075/A/14459,NR/2024/18919/A/14958,NR/2024/19043/A/14466,NR/2024/18934/A/14398,NR/2024/19245/A/14514,NR/2024/18936/A/14400,NR/2024/18977/A/14409,NR/2024/18976/A/14408,NR/2024/18978/A/14410,NR/2024/18855/A/14694,NR/2024/19121/A/14690,NR/2024/18935/A/14399,NR/2024/19385/C,NR/2024/19024/A/14512,NR/2024/19337/A/14702,NR/2024/18986/A/14444,NR/2024/19388/C,Total
6,01:15-01:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

7,01:30-01:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

8,01:45-02:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

9,02:00-02:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

10,02:15-02:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

11,02:30-02:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

12,02:45-03:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

13,03:00-03:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

14,03:15-03:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

15,03:30-03:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

16,03:45-04:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

17,04:00-04:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

18,04:15-04:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

19,04:30-04:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

20,04:45-05:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.480000,0,322.06

21,05:00-05:15,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.480000,0,320.06

22,05:15-05:30,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.480000,0,320.06

23,05:30-05:45,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.480000,0,320.06

24,05:45-06:00,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.480000,0,320.06

25,06:00-06:15,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.530000,0,310.44

26,06:15-06:30,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.530000,0.33,310.77

27,06:30-06:45,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.530000,0.88,311.32

28,06:45-07:00,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.530000,1.08,311.52

29,07:00-07:15,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.630000,1.37,311.91

30,07:15-07:30,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.630000,1.95,312.49

31,07:30-07:45,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.630000,3.06,313.6

32,07:45:08:00,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.630000,3.86,314.4

33,08:00-08:15,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,3.29,314.17

34,08:15-08:30,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,3.68,314.56

35,08:30-08:45,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,4.24,315.12

36,08:45:09:00,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,4.6,315.48

37,09:00:09:15,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,3.45,314.33

38,09:15-09:30,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,5.03,315.91

39,09:30-09:45,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,7.47,318.35

40,09:45-10:00,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,52.590000,4.830000,1.930000,0.970000,7.43,318.31

41,10:00-10:15,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,0.000000,66.890000,5.800000,45.050000,4.830000,1.930000,0.970000,7.55,529.37

42,10:15-10:30,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,0.000000,66.890000,5.800000,45.050000,4.830000,1.930000,0.970000,7.79,529.61

43,10:30-10:45,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,0.000000,66.890000,5.800000,45.050000,4.830000,1.930000,0.970000,8.23,530.05

44,10:45-11:00,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,0.000000,66.890000,5.800000,45.050000,4.830000,1.930000,0.970000,8.44,530.26

45,11:00-11:15,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.41,530.23

46,11:15-11:30,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.78,530.6

47,11:30-11:45,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.96,530.78

48,11:45-12:00,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,0.000000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.66,530.48

49,12:00-12:15,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,9.09,625.63

50,12:15-12:30,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,9.03,625.57

51,12:30-12:45,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.97,625.51

52,12:45-13:00,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,9.17,625.71

53,13:00-13:15,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.97,625.51

54,13:15-13:30,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,7.08,623.62

55,13:30-13:45,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.63,625.17

56,13:45-14:00,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.69,625.23

57,14:00-14:15,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.26,624.8

58,14:15-14:30,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,8.24,624.78

59,14:30-14:45,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,3.53,620.07

60,14:45-15:00,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.970000,0.79,617.33

61,15:00-15:15,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.730000,0.29,616.59

62,15:15-15:30,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.730000,0.33,616.63

63,15:30-15:45,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.730000,0.81,617.11

64,15:45-16:00,48.340000,0.000000,116.000000,19.330000,48.340000,67.670000,19.330000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,39.630000,14.500000,66.890000,0.000000,5.800000,45.050000,4.830000,1.930000,0.730000,1.19,617.49

65,16:00-16:15,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,52.590000,4.830000,1.930000,0.730000,2.2,533.25

66,16:15-16:30,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,52.590000,4.830000,1.930000,0.730000,1.37,532.42

67,16:30-16:45,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,52.590000,4.830000,1.930000,0.730000,1.13,532.18

68,16:45-17:00,48.340000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,46.400000,4.830000,1.930000,6.770000,58.000000,0.000000,0.000000,66.890000,0.000000,5.800000,52.590000,4.830000,1.930000,0.730000,1.26,532.31

69,17:00-17:15,0.000000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,108.850000,4.830000,1.930000,0.680000,1.12,418.24

70,17:15-17:30,0.000000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,108.850000,4.830000,1.930000,0.680000,0.63,417.75

71,17:30-17:45,0.000000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,142.680000,4.830000,1.930000,0.680000,0.61,451.56

72,17:45-18:00,0.000000,0.000000,116.000000,0.000000,48.340000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,142.680000,4.830000,1.930000,0.680000,0.59,451.54

73,18:00-18:15,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0.4,427.57

74,18:15-18:30,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0.22,427.39

75,18:30-18:45,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,427.17

76,18:45-19:00,0.000000,0.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,427.17

77,19:00-19:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

78,19:15-19:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

79,19:30-19:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

80,19:45-20:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

81,20:00-20:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

82,20:15-20:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

83,20:30-20:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

84,20:45-21:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,167.240000,4.830000,1.930000,0.680000,0,429.17

85,21:00-21:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,150.130000,4.830000,1.930000,0.680000,0,412.06

86,21:15-21:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,150.130000,4.830000,1.930000,0.680000,0,412.06

87,21:30-21:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,150.130000,4.830000,1.930000,0.680000,0,412.06

88,21:45-22:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,150.130000,4.830000,1.930000,0.680000,0,412.06

89,22:00-22:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,105.080000,4.830000,1.930000,0.680000,0,376.68

90,22:15-22:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,105.080000,4.830000,1.930000,0.680000,0,376.68

91,22:30-22:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.680000,0,324.19

92,22:45-23:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.680000,0,324.19

93,23:00-23:15,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.630000,0,324.14

94,23:15-23:30,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.630000,0,324.14

95,23:30-23:45,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.630000,0,324.14

96,23:45-24:00,0.000000,2.000000,116.000000,0.000000,0.000000,67.670000,0.000000,9.670000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,0.000000,66.890000,0.000000,0.000000,52.590000,4.830000,1.930000,0.630000,0,324.14

