Block,Time,BRBCL,MAPS,TALST2,TANAKPUR,TANDA2,ANTA_RF,AURY_GF,DADRI_LF,KISHANGANGA,KKNPPU2,KOLDAM,NLCIIST2,NNTPP,PARBATI2,PARBATI3,RAPPB,UNCHAHAR1,UNCHAHAR3,URI2,DHAULIGNGA,JHAJJAR,KHSTPP-I,RAPPC,RSTPSU7,AURY_RF,CHAMERA3,RIHAND1,RIHAND3,SEWA2,SIMHST2,TEHRI,URI,DADRI_RF,DULHASTI,NJPC,RSTPSU1TO6,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_GF,BSIUL,CHAMERA2,FSTPP I & II,KOTESHWR,NLCEXP,SALAL,SASAN,TALA,TEHRIPSP,UNCHAHAR2,UNCHAHAR4,DADRI_CRF,CHAMERA1,DADRT2,KGSU1AND2,KGSU3AND4,KKNP,NAPP,NTPL,RAPPD,SINGRAULI,AURY_CRF,DADRI_GF,KHSTPP-II,KUDGI,NLCIIST1,NLCTS2EXP,RAMPUR,RIHAND2,SIMHST1,VALLURNTECL,ANTA_CRF,ANTA_LF,AURY_LF
55,13:30-13:45,20,0,0,10.25,7.07,49.3,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

56,13:45-14:00,20,0,0,10.25,7.07,49.3,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,99.81,132.37,0,0,0,52.99,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,690.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,126.8,0,0,0,0,0

57,14:00-14:15,20,0,0,10.25,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

58,14:15-14:30,20,0,0,10.25,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

59,14:30-14:45,20,0,0,10.25,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

60,14:45-15:00,20,0,0,10.25,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

61,15:00-15:15,20,0,0,10.89,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

62,15:15-15:30,20,0,0,10.89,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,59.18,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

63,15:30-15:45,20,0,0,10.89,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,67.63,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

64,15:45-16:00,20,0,0,10.89,7.07,48.64,0,0,8.71,0,10.65,0,0,56.54,67.63,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

65,16:00-16:15,20,0,0,10.89,7.07,47.989999999999995,0,0,8.71,0,10.65,0,0,56.54,67.63,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

66,16:15-16:30,20,0,0,10.89,7.07,47.989999999999995,0,0,8.71,0,10.65,0,0,56.54,67.63,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

67,16:30-16:45,20,0,0,10.89,7.07,47.32,0,0,8.71,0,10.65,0,0,56.54,63.02,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.24000000000001,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

68,16:45-17:00,20,0,0,10.89,7.07,47.32,0,0,8.71,0,10.65,0,0,56.54,63.02,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.24000000000001,35.09,64.81,92.37,0,0,0,51.34,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

69,17:00-17:15,20,0,0,10.89,7.07,47.32,0,0,8.71,0,10.65,0,0,56.54,63.02,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.24000000000001,35.09,64.81,92.37,0,0,0,50.79,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

70,17:15-17:30,20,0,0,10.89,7.07,47.32,0,0,8.71,0,10.65,0,0,56.54,63.02,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.24000000000001,35.09,64.81,92.37,0,0,0,50.79,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

71,17:30-17:45,20,0,0,10.89,7.07,47.32,0,0,8.71,0,10.65,0,0,56.54,63.02,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.24000000000001,35.09,64.81,92.37,6.31,0,0,50.79,76.69,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

72,17:45-18:00,20,0,0,10.89,7.07,47.32,0,0,8.71,0,10.65,0,0,56.54,63.02,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,6.31,0,0,50.79,76.68,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,0,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

73,18:00-18:15,20,0,0,8.84,7.07,47.32,0,0,8.71,0,10.65,0,0,56.54,43.03,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,12.62,0,0,50.79,76.68,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,51.99,45.62,3.98,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

74,18:15-18:30,20,0,0,8.84,6.61,47.32,0,0,8.71,0,10.65,0,0,56.54,43.03,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,18.93,0,0,50.79,76.68,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,51.99,45.1,2.39,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

75,18:30-18:45,20,0,0,8.84,6.87,47.32,0,0,8.71,0,10.65,0,0,56.54,43.03,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,18.93,0,9.41,50.79,76.68,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,51.99,45.12,2.48,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

76,18:45-19:00,20,0,0,8.84,6.87,47.32,0,0,8.71,0,10.65,0,0,56.54,43.03,0,21.83,27.99,38.16,21.92,447.23,45.83,68.22,0,78.22,35.09,64.81,92.37,18.93,0,18.82,50.79,76.68,58.79,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0.59,51.99,45.12,2.48,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

77,19:00-19:15,20,0,0,8.84,6.87,47.6,0,0,8.71,0,10.65,0,0,56.54,50.72,0,21.83,27.99,38.16,21.92,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,18.93,0,28.23,50.79,76.68,58.79,181.16,0,0.69,0,0,13.04,48.9,18.2,10.44,0,83.08,405,0.59,51.99,45.12,2.48,0,42.15,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

78,19:15-19:30,20,0,0,8.84,6.87,47.6,0,0,8.87,0,10.65,0,0,59.72,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,76.68,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0.59,51.99,45.12,2.42,0,42.97,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

79,19:30-19:45,20,0,0,8.84,6.87,47.99,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0.59,51.99,45.12,2.42,0,42.97,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

80,19:45-20:00,20,0,0,8.84,6.87,47.99,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0.59,51.99,45.12,2.42,0,42.97,490.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

81,20:00-20:15,20,0,0,4.35,6.87,47.99,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0.59,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

82,20:15-20:30,20,0,0,4.35,6.87,47.99,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0.59,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

83,20:30-20:45,20,0,0,8.84,6.87,47.99,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

84,20:45-21:00,20,0,0,8.84,6.87,47.99,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

85,21:00-21:15,20,0,0,8.84,6.87,48.64,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

86,21:15-21:30,20,0,0,8.84,6.87,48.64,0,0,8.71,0,10.65,0,0,56.54,43.03,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,18.93,0,28.23,50.79,67.78999999999999,59.61,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0,51.99,45.12,2.48,0,42.15,550.85,0,0,0,24.49,0,25.64,141.28,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

87,21:30-21:45,20,0,0,8.84,6.87,48.64,0,0,8.71,0,10.65,0,0,56.54,18.45,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,18.93,0,28.23,50.79,67.78999999999999,59.61,181.16,0,0.69,0,0,6.52,48.9,18.2,10.44,0,83.08,405,0,51.99,45.12,2.48,0,42.15,550.85,0,0,0,24.49,0,25.64,141.28,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

88,21:45-22:00,20,0,0,8.84,6.87,48.64,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,141.27,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

89,22:00-22:15,20,0,0,8.84,6.87,48.91,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,141.27,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

90,22:15-22:30,20,0,0,8.84,6.87,48.91,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,18.2,11.6,0,83.08,405,0,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,141.27,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

91,22:30-22:45,20,0,0,8.84,6.87,48.91,0,0,8.87,0,10.65,0,0,61.07,78.97,0,21.83,27.99,40.23,46.04,447.13,45.83,68.22,0,78.22,36.89,64.81,92.37,20.12,0,28.23,50.79,67.78999999999999,59.61,182.87,0,0.69,0,0,20.46,51.47,16.96,11.6,0,83.08,405,0,51.99,45.12,2.48,0,42.97,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.22,96.8,0,0,0,0,0

92,22:45-23:00,20,0,0,8.84,6.87,48.91,0,0,8.71,0,10.65,0,0,56.54,76.85,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,6.31,0,28.23,50.79,67.78999999999999,58.79,181.16,0,0.69,0,0,13.04,48.9,16.96,10.44,0,83.08,405,0,51.99,45.12,2.48,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

93,23:00-23:15,20,0,0,8.84,6.87,49.3,0,0,8.71,0,10.65,0,0,56.54,76.85,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,28.23,50.79,67.78999999999999,58.79,181.16,0,0.69,0,0,13.04,48.9,16.96,10.44,0,83.08,405,0,51.99,45.12,2.48,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

94,23:15-23:30,20,0,0,8.84,6.87,49.3,0,0,8.71,0,10.65,0,0,56.54,76.85,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,28.23,50.79,67.78999999999999,58.79,181.16,0,0.69,0,0,13.04,48.9,16.96,10.44,0,83.08,405,0,51.99,45.12,2.48,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

95,23:30-23:45,20,0,0,5.64,6.87,49.3,0,0,8.71,0,10.65,0,0,56.54,76.85,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,28.23,50.23,67.78999999999999,58.79,181.16,0,0.69,0,0,13.04,48.9,16.96,10.44,0,83.08,405,0,51.99,45.12,2.48,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

96,23:45-24:00,20,0,0,5.64,6.87,49.3,0,0,8.71,0,10.65,0,0,56.54,76.85,0,21.83,27.99,38.16,43.85,447.13,45.83,68.22,0,78.22,35.09,64.81,92.37,0,0,28.23,50.23,67.78999999999999,58.79,181.16,0,0.69,0,0,13.04,48.9,16.96,10.44,0,83.08,405,0,51.99,45.12,2.48,0,42.15,550.85,0,0,0,24.49,0,25.64,155.58,0,0,148.3,0,0,0,7.04,96.8,0,0,0,0,0

