Column1,Time,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/WR/2025/08/25/1832,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/08/01/4125,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/6452,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6475,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/4452,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/1196,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6187
11,02:30-02:45,89.53,10,0,29.85,0,0,0,0,0,75,0,33.33,0,29.85,0,0,75,0,0,0,8.66,0,0,20.44,56.4,3.23,0,0,20.44,0,0,0,7.65,-0,81.78,40.89,20.76,4,12.65,15.25,0,81.78,19.24,0,223.01,204.84,70.17,100.23,8.66,17.32

12,02:45-03:00,90.7,10,0,30.23,0,0,0,0,0,74.34,0,32.67,0,30.23,0,0,74.33,0,0,0,8.66,0,0,20.44,56.4,3.23,0,0,20.44,0,0,0,7.65,-0,81.78,40.89,20.76,4,12.65,15.25,0,81.78,19.24,0,201.9,204.84,70.17,100.23,8.66,17.32

13,03:00-03:15,87.58,10,0,29.2,0,0,0,0,0,73.66,0,32,0,29.2,0,0,73.67,0,0,0,8.66,0,0,20.44,38.48,3.19,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,184,156.74,70.17,100.23,8.66,17.32

14,03:15-03:30,84.22,10,0,28.08,0,0,0,0,0,73,0,31.33,0,28.08,0,0,73,0,0,0,8.66,0,0,20.44,38.48,3.19,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,172.48,144.97,70.17,100.23,8.66,17.32

15,03:30-03:45,70.01,7,0,23.33,0,0,0,0,0,71.28,0,26.67,0,23.33,0,0,71.28,0,0,0,8.66,0,0,20.44,38.48,3.19,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,158.84,144.97,70.17,100.23,8.66,17.32

16,03:45-04:00,69,7,0,23,0,0,0,0,0,67.66,0,26.67,0,23,0,0,67.66,0,0,0,8.66,0,0,20.44,38.48,3.19,0,0,20.44,0,0,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,158.73,144.97,70.17,100.23,8.66,17.32

17,04:00-04:15,67.99,7,0,22.67,0,0,0,0,0,65.3,0,26.67,0,22.67,0,0,65.3,0,0,0,8.66,0,0,20.44,58.37,3.19,0,0,20.44,0,25.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,197.21,193.07,70.17,100.23,8.66,17.32

18,04:15-04:30,66,7,0,22,0,0,0,0,0,62.64,0,26.67,0,22,0,0,62.63,0,0,0,8.66,0,0,20.44,58.37,3.19,0,0,20.44,0,25.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,235.7,200.47,70.17,100.23,8.66,17.32

19,04:30-04:45,64.99,7,0,21.67,0,0,0,0,0,60.14,0,26,0,21.67,0,0,60.13,0,0,0,8.66,0,0,20.44,38.48,3.19,0,0,20.44,0,25.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,270.59,164.21,70.17,100.23,8.66,17.32

20,04:45-05:00,64.01,7,0,21.33,0,0,0,0,0,57.91,0,25,0,21.33,0,0,57.9,0,0,0,8.66,0,0,20.44,38.48,3.19,0,0,20.44,0,25.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,270.59,144.97,70.17,100.23,8.66,17.32

21,05:00-05:15,63,7,0,21,0,0,0,0,0,61.36,0,23.33,0,21,0,0,61.37,0,0,0,8.66,0,0,20.44,48.98,3.19,0,0,20.44,0,25.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,267.55,144.97,70.17,100.23,8.66,17.32

22,05:15-05:30,61.99,7,0,20.67,0,0,0,0,0,60.7,0,22.67,0,20.67,0,0,60.69,0,0,0,8.66,0,0,20.44,50.08,3.19,0,0,20.44,0,24.22,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,270.59,193.07,70.17,100.23,8.66,17.32

23,05:30-05:45,61.01,7,0,20.33,0,0,0,0,0,60.12,0,16.67,0,20.33,0,0,60.13,0,0,0,8.66,0,0,20.44,49.92,3.19,0,0,20.44,0,25.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

24,05:45-06:00,57.49,7,0,19.17,0,0,0,0,0,59.95,0,16.67,0,19.17,0,0,59.96,0,0,0,8.66,0,0,20.44,49.32,3.19,0,0,20.44,0,25.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

25,06:00-06:15,49.99,7,0.42,16.67,0,1.03,2.61,0,0.07,50,1,15,1,16.67,1.66,0.33,50,0,0,1,8.66,0,0,20.44,68.87,3.19,0,0,20.44,0,24.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

26,06:15-06:30,49.99,7,0.83,16.67,1,1.97,5.09,1,1.86,46.66,2,15,2,16.67,3.43,0.69,46.67,0,1,2,8.66,0,0,20.44,68.87,3.19,0,0,20.44,0,24.23,0,0,-0,81.78,40.89,20.76,2.13,9.88,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

27,06:30-06:45,34.99,7,3.1,11.67,4,8,8.69,3,3.92,45,3,15.3,5,11.67,6.19,1.24,45,0,2,4,8.66,0,0.75,20.44,68.87,3.19,0.57,0,20.44,0,24.23,0.75,0,-0,81.78,40.89,20.76,4,12.65,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

28,06:45-07:00,37.93,7,4.64,12.65,8,12.36,13.28,5,6.36,44,4,13.94,7,12.65,9.77,1.95,44,0,4,7,8.66,0,1.24,20.44,68.87,3.19,0.96,0,20.44,0,25.23,1.24,0,-0,81.78,40.89,20.76,4,12.65,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

29,07:00-07:15,42.41,7,6.71,14.14,12,17.21,18.75,7,9.14,43.34,5,14.53,11,14.14,13.11,2.62,43.33,0,6,11,8.66,0,2.08,20.44,68.87,3.19,1.61,0,20.44,0,26.24,2.08,0,-0,81.78,40.89,20.76,4.69,12.65,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

30,07:15-07:30,48.04,7,9.12,16.01,16,23.03,25.08,10,12.23,44.34,7,15.94,16,16.01,16.94,3.39,44.33,0,8,13,8.66,0,2.66,20.44,48.98,3.19,2.06,0,20.44,0,26.24,2.66,0,-0,81.78,40.89,20.76,4.67,12.65,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

31,07:30-07:45,51.13,7,11.8,17.05,24,29.09,31.53,9,15.99,46,8,17.79,9,17.05,21.42,4.29,46,0,4,17,8.66,0,3.08,20.44,38.48,3.19,2.39,0,20.44,0,26.75,3.08,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,232.11,144.97,70.17,100.23,8.66,17.32

32,07:45-08:00,57.7,7,14.76,19.23,32,32.9,32.9,12,20.14,49,9,19.91,10,19.23,26.57,5.31,49,0,5,19,8.66,0,3.21,20.44,38.48,3.19,2.48,0,20.44,0,27.25,3.21,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,193.62,144.97,70.17,86.59,8.66,17.32

33,08:00-08:15,54.64,7,18.3,18.21,33,33,33,13,24.39,47.97,10,20.38,12,18.21,26.21,5.24,47.98,0,6,23,8.66,0,3.93,20.44,38.48,3.21,3.04,0,20.44,0,28.26,3.93,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,175.31,144.97,70.17,57.73,8.66,17.32

34,08:15-08:30,56.97,7,23.81,19,33,33,33,15,24.39,50.33,12,20.92,15,19,39.31,7.86,50.34,0,8,26,8.66,0,4.35,20.44,38.48,3.21,3.36,0,20.44,0,28.26,4.35,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,163.59,144.97,70.17,52.92,8.66,17.32

35,08:30-08:45,53.54,7,29.24,17.84,33,33,33,16,24.39,52.8,12,21.45,17,17.84,46.12,9.22,52.81,0,8,35,8.66,0,4.98,20.44,38.48,3.21,3.85,0,20.44,0,26.24,4.98,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,163.67,109.68,70.17,52.92,8.66,17.32

36,08:45-09:00,54.26,7,34.56,18.09,33,33,33,18,24.39,55.14,14,22.05,19,18.09,53.62,10.72,55.13,0,9,40,8.66,0,5.61,20.44,38.48,3.21,4.34,0,20.44,0,27.25,5.61,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,165.48,109.68,70.17,52.92,8.66,17.32

37,09:00-09:15,57.53,7,39.4,19.17,33,33,33,21,43.47,58.38,18,25.67,23,19.17,60.82,12.17,58.37,0,12,43,14.58,0,7.32,20.44,38.48,3.21,5.65,0,20.44,0,27.25,7.32,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,201.06,109.68,70.17,52.92,14.58,28.93

38,09:15-09:30,60.43,6,44.19,20.14,33,33,33,24,48.11,60.21,20,26,27,20.14,68.32,13.66,60.2,0,13,47,14.58,0,8.14,20.44,38.48,3.21,6.29,0,20.44,0,27.25,8.14,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,239.54,157.78,70.17,52.92,14.58,28.93

39,09:30-09:45,62.24,6,45.07,20.75,33,33,33,19,56.04,62.37,19,26.33,29,20.75,95.95,19.19,62.38,0,14,47,14.58,0,8.14,20.44,58.37,3.21,6.29,0,20.44,0,27.25,8.14,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,270.59,165.18,70.17,52.92,14.58,28.93

40,09:45-10:00,65.11,6,49.07,21.7,33,33,33,19,59.47,64.6,20,26.67,30,21.7,105.15,21.03,64.61,0,15,50,14.58,0,8.14,20.44,58.37,3.21,6.29,0,20.44,0,27.25,8.14,0,-0,81.78,40.89,20.76,3.6,9.88,15.25,0,81.78,19.24,0,270.59,165.18,70.17,52.92,14.58,28.93

41,10:00-10:15,81.32,6,64.73,27.1,33,33,33,30,68.08,64.3,18,20.85,37,27.1,144.57,28.91,64.3,0,18,56,14.58,0,10.36,20.44,58.37,4.6,8.01,0,20.44,0,27.25,10.36,0,-0,81.78,40.89,20.76,8.51,9.88,15.25,0,81.78,19.24,0,270.59,165.18,70.17,52.92,14.58,28.93

42,10:15-10:30,78.86,6,68.1,26.29,33,33,33,33,77.05,63.61,20,21.29,40,26.29,153.03,30.61,63.62,0,20,59,14.58,0,10.71,20.44,58.37,4.6,8.28,0,20.44,0,27.25,10.71,0,-0,81.78,40.89,20.76,8.51,9.88,15.25,0,81.78,19.24,0,270.59,165.18,70.17,52.92,14.58,28.93

43,10:30-10:45,47.51,2,70.83,15.83,33,33,33,30,90.83,53.34,20,21.1,30,15.83,158.64,31.73,53.33,0,15,62,14.58,0,10.92,20.44,58.37,4.6,8.44,0,20.44,0,27.25,10.92,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,165.18,70.17,52.92,14.58,28.93

44,10:45-11:00,47.51,2,72.96,15.83,33,33,33,30,96.88,53.34,20,20.67,33,15.83,164,32.8,53.33,0,17,66,14.58,0,11.32,20.44,58.37,4.6,8.76,0,20.44,0,27.25,11.32,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,165.18,70.17,52.92,14.58,28.93

45,11:00-11:15,49.01,2,88.26,16.33,33,33,33,19,102.29,53.34,24,20.99,21,16.33,193.28,38.66,53.33,0,11,57,14.58,0,14.26,20.44,76.28,4.6,11.02,0,20.44,0,27.25,14.26,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,225.05,70.17,52.92,14.58,28.93

46,11:15-11:30,51.49,2,89.95,17.17,33,33,33,21,107.44,53.34,26,21.58,23,17.17,198.62,39.73,53.33,0,12,57,14.58,0,14.08,20.44,76.28,4.6,10.88,0,20.44,0,27.25,14.08,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,225.05,70.17,52.92,14.58,28.93

47,11:30-11:45,52.99,2,84.41,17.67,33,33,33,21,110.97,61.71,27,22.36,25,17.67,204.82,40.97,61.72,0,13,73,14.58,0,13.84,20.44,76.28,4.6,10.7,0,20.44,0,27.25,13.84,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,226.02,70.17,52.92,14.58,28.93

48,11:45-12:00,54,2,85.77,18,33,33,33,21,109.57,62.1,28,23.16,27,18,209.69,41.94,62.1,0,13,75,14.58,0,13.61,20.44,76.28,4.6,10.52,0,20.44,0,27.25,13.61,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,226.02,70.17,52.92,14.58,28.93

49,12:00-12:15,59.51,2,87.4,19.83,33,33,33,33,99.3,62.75,30,26.75,21,19.83,200.7,40.14,62.75,0,11,80,14.58,0,14.02,20.44,47.82,4.6,10.83,0,20.44,0,27.25,14.02,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,14.58,28.93

50,12:15-12:30,63.49,4,88.84,21.17,33,33,33,33,96.44,65.39,32,29.33,23,21.17,199.41,39.88,65.4,0,12,80,14.58,0,14.42,20.44,48.03,4.6,11.14,0,20.44,0,27.25,14.42,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,14.58,28.93

51,12:30-12:45,66.49,5,90.07,22.17,33,33,33,36,101.81,59.3,34,23,25,22.17,200.72,40.14,59.31,0,13,63,14.58,0,12.21,20.44,48.61,4.6,9.45,0,20.44,0,27.25,12.21,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,14.58,28.93

52,12:45-13:00,69.49,7.2,91.6,23.17,33,33,33,37,106.27,61.41,36,24.33,27,23.17,202.57,40.51,61.41,0,13,63,14.58,0,13.65,20.44,47.63,4.6,10.55,0,20.44,0,27.25,13.65,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,14.58,28.93

53,13:00-13:15,65.43,11,90.73,21.81,33,33,33,42,108.27,57.59,35,24.67,41,21.81,203.77,40.76,57.58,0,21,61,14.58,0,13.68,20.44,39.77,4.6,10.57,0,20.44,0,28.26,13.68,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,14.58,28.93

54,13:15-13:30,69.05,15.01,89.33,23.01,33,33,33,42,107.7,57.82,35,25,43,23.01,205.22,41.05,57.82,0,22,61,14.58,0,13.76,20.44,38.48,4.6,10.62,0,20.44,0,28.26,13.76,0,-108.08,81.78,40.89,20.76,8.51,12.65,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,14.58,28.93

55,13:30-13:45,72.19,13.01,87.49,24.07,33,33,33,48,107.59,57.73,35,25,43,24.07,205.14,41.03,57.74,0,22,61,8.66,0,13.87,20.44,44.42,3.21,10.72,0,20.44,0,0,13.87,0,-108.08,81.78,40.89,20.76,4.65,6.9,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,8.66,17.32

56,13:45-14:00,75.36,14.01,85.31,25.12,33,33,33,48,106.82,57.5,35,25,43,25.12,204.36,40.87,57.5,0,22,61,8.66,0,14.04,20.44,46.88,3.21,10.85,0,20.44,0,0,14.04,0,-108.08,81.78,40.89,20.76,4.65,6.9,15.25,0,81.78,19.24,0,270.59,166.15,70.17,52.92,8.66,17.32

57,14:00-14:15,73.55,15.01,83.64,24.52,33,33,33,54,105.47,54.54,33,22.8,47,24.52,203.12,40.63,54.54,0,23,80,8.66,0,13.63,20.44,52.92,3.21,10.54,0,20.44,0,0,13.63,0,-108.08,81.78,40.89,20.76,4.65,6.9,15.25,0,81.78,19.24,0,246.88,152.37,70.17,100.23,8.66,17.32

58,14:15-14:30,73.1,16.01,82.16,24.37,33,33,33,54,103.55,53.94,33,23.37,48,24.37,201.69,40.34,53.95,0,24,80,8.66,0,13.25,20.44,52.92,3.21,10.24,0,20.44,0,0,13.25,0,-108.08,81.78,40.89,20.76,4.65,6.9,15.25,0,81.78,19.24,0,270.59,200.47,70.17,100.23,8.66,17.32

59,14:30-14:45,56.05,20.01,73.48,18.69,33,33,33,54,97.34,50.67,33,23.66,50,18.69,159.11,31.82,50.68,0,25,77,8.66,0,12.9,20.44,52.92,3.21,9.96,0,20.44,0,0,12.9,0,-0,81.78,40.89,20.76,4.65,6.9,15.25,0,81.78,19.24,0,270.59,225.05,70.17,100.23,8.66,17.32

60,14:45-15:00,56.42,22.01,71.67,18.8,33,33,33,52,90.57,50.92,32,23.66,52,18.8,142.07,28.42,50.91,0,26,73,8.66,0,12.57,20.44,52.92,3.21,9.71,0,20.44,0,0,12.57,0,-0,81.78,40.89,20.76,4.64,6.9,15.25,0,81.78,19.24,0,270.59,225.05,70.17,100.23,8.66,17.32

61,15:00-15:15,55.72,25.01,70,18.57,33,33,33,60,92.82,44.34,30,21.67,73,18.57,139.5,27.9,44.33,0,37,67,8.66,0,12.78,20.44,56.4,3.21,9.88,0,20.44,0,0,12.78,0,-0,81.78,40.89,20.76,4.64,6.9,15.25,0,81.78,19.24,0,270.59,198.41,70.17,52.92,8.66,17.32

62,15:15-15:30,54.67,30.81,68.58,18.22,33,33,33,55,85.6,45,28,21.67,70,18.22,136.92,27.39,45,0,35,60,8.66,0,12.59,20.44,56.4,3.21,9.72,0,20.44,0,0,12.59,0,-0,81.78,40.89,20.76,4.64,6.9,15.25,0,81.78,19.24,0,270.59,198.41,70.17,52.92,8.66,17.32

63,15:30-15:45,45,30.61,63.78,15,33,33,33,45,79.01,45.66,27,17.42,57,15,134.35,26.87,45.67,0,28,55,8.66,0,11.52,20.44,56.4,3.21,8.91,0,20.44,0,0,11.52,0,-0,81.78,40.89,20.76,4.64,6.9,15.25,0,81.78,19.24,0,270.59,198.41,70.17,52.92,8.66,17.32

64,15:45-16:00,45.49,29.81,58.98,15.17,33,33,33,42,72.36,46.34,25,17.42,53,15.17,131.77,26.36,46.33,0,27,50,8.66,0,10.16,20.44,56.4,3.21,7.85,0,20.44,0,0,10.16,0,-0,81.78,40.89,20.76,4.64,6.9,15.25,0,81.78,19.24,0,270.59,198.41,70.17,52.92,8.66,17.32

65,16:00-16:15,46.01,28.21,56.54,15.33,24,33,33,34,65.59,47,24,17.42,45,15.33,126.52,25.31,47,0,23,45,8.66,0,8.27,20.44,56.4,3.21,6.38,0,20.44,0,0,8.27,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,169.55,70.17,52.92,8.66,17.32

66,16:15-16:30,46.5,26.61,51.43,15.5,16,33,33,31,59.21,47.66,22,17.42,43,15.5,109.39,21.88,47.67,0,21,42,8.66,0,5.3,20.44,56.4,3.21,4.09,0,20.44,0,0,5.3,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,169.55,70.17,52.92,8.66,17.32

67,16:30-16:45,46.99,25.61,51.03,15.67,8,33,33,27,51.91,48.66,20,17.42,33,15.67,113.7,22.74,48.67,0,17,38,8.66,0,6.95,20.44,56.4,3.21,5.36,0,20.44,0,0,6.95,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,169.55,70.17,52.92,8.66,17.32

68,16:45-17:00,47.51,25.01,45.4,15.83,5,33,33,24,44.83,50,18,17.42,30,15.83,99.64,19.93,50,0,15,35,8.66,0,6.22,20.44,56.4,3.21,4.8,0,20.44,0,0,6.22,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,169.55,70.17,52.92,8.66,17.32

69,17:00-17:15,48,29.01,38.82,16,2,27.88,29.67,21,38.02,51.66,16,22.33,27,16,62.5,12.5,51.67,0,13,35,8.66,0,5.22,20.44,56.4,3.23,4.03,0,20.44,0,0,5.22,0,-0,81.78,40.89,20.76,4.62,6.89,15.25,0,81.78,19.24,0,270.59,204.84,70.17,100.23,8.66,17.32

