Block,Time Block,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,UNCHAHAR2,ANTA_RF,URI,ANTA_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,URI2,UNCHAHAR3,ANTA_CRF,TALA,TEHRIPSP,TEHRI,SINGRAULI_HYDRO,TelanganaSTPP,TANDA2,TALST2,TANAKPUR,RIHAND3,RIHAND2,RSTPSU7,SIMHST1,SINGRAULI,SALAL,SIMHST2,SEWA2,SASAN,RSTPSU1TO6,NNTPP,RAPPB,RAPPD,NTPL,RAMPUR,PARBATI2,PARBATI3,RAPPC,RIHAND1,NLCIIST1,NLCIIST2,NLCTS2EXP,NLCEXP,KOTESHWR,NJPC,KKNP,MAPS,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,NAPP,DHAULIGNGA,DULHASTI,CHAMERA3,FSTPP I & II,DADRT2,JHAJJAR,KGSU3AND4,KHSTPP-II,KHSTPP-I,KGSU1AND2,CHAMERA1,CHAMERA2,BRBCL,BSIUL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,0,0,0,0,0,0,0,43.28,0,25.48,0,20.82,3.1,0,0,0,20.99,26.63,0,17.17,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,18.45,195.69,127.02,0,142.63,41.45,0,40.54,45.32,18.37,12.54,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,43.28,0,25.48,0,20.82,3.1,0,0,0,20.99,26.47,0,16.76,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,18.45,180.3,138.57,0,142.63,41.45,0,40.54,45.32,18.53,12.54,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,43.28,0,25.48,0,20.82,3.1,0,0,0,20.99,26.63,0,16.49,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,39.02,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,18.45,141.83,138.57,0,142.63,41.45,0,40.54,45.32,20,12.54,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,43.28,0,25.48,0,20.82,3.1,0,0,0,20.99,26.63,0,16.2,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,29.27,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,18.45,122.59,138.57,0,142.63,41.45,0,40.54,45.32,22.66,12.54,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,43.28,0,25.48,0,20.82,3.1,0,0,0,20.99,26.63,0,16.06,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,29.27,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,18.45,95.66,138.57,0,142.63,41.45,0,40.54,45.32,22.01,12.54,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,37.46,0,50.36,0,18.77,2.7,0,0,0,20.99,22.94,0,15.98,0,53.4,0.92,0,4.18,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,29.27,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,15.54,95.66,134.72,0,113.66,34.17,0,40.54,45.32,21.63,12.54,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,33.82,0,50.36,0,15.99,2.22,0,0,0,37.48,20.66,0,15.98,0,53.4,0.92,0,4.18,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,19.51,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,15.54,95.66,134.72,0,113.66,34.17,0,40.54,45.32,24.04,12.54,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,33.82,0,50.36,0,15.99,2.22,0,0,0,37.48,20.66,0,17.99,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,18.45,95.66,134.72,0,142.63,41.45,0,40.54,45.32,21.04,12.54,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,23.8,0,50.36,0,11.86,2.22,0,0,0,37.48,14.65,0,17.99,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,18.45,95.66,124.57,0,142.63,41.45,0,40.54,45.32,18.31,12.54,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,26.26,0,25.48,0,11.86,2.22,0,0,0,37.48,15.6,0,18.26,0,53.4,0.92,0,4.18,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,17.24,50.31,124.57,0,113.66,32.86,0,40.54,45.32,20.7,18.81,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,23.8,0,25.48,0,11.86,2.22,0,0,0,20.99,14.65,0,19.32,0,53.4,0.92,0,4.18,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,14.28,50.31,124.57,0,113.66,29.71,0,40.54,45.32,19.29,18.81,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,23.8,0,25.48,0,11.86,2.22,0,0,0,20.99,16.43,0,21.44,0,53.4,0.92,0,4.18,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,11.01,50.31,124.57,0,113.66,29.84,0,40.54,45.32,18.33,18.81,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,23.8,0,25.48,0,11.86,2.22,0,0,0,20.99,16.43,0,21.44,0,53.4,0.92,0,4.18,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,330.01,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,10.7,50.31,124.57,0,113.66,29.84,0,40.54,45.32,17.45,18.81,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,23.8,0,25.48,0,13.05,2.22,0,0,0,20.99,16.43,0,21.58,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.49,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,13.4,50.46,124.57,0,142.63,37.74,0,40.54,45.32,18.24,18.81,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,23.8,0,25.48,0,13.05,2.22,0,0,0,37.48,16.43,0,21.58,0,53.4,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,13.4,50.46,124.57,0,142.63,37.74,0,40.54,45.32,19.32,18.81,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,23.8,0,50.36,0,13.05,2.22,0,0,0,37.48,16.43,0,22.99,0,40.05,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,13.4,50.46,124.57,0,124.68,32.39,0,40.54,45.32,18.24,18.81,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,23.8,0,50.36,0,13.05,2.22,0,0,0,37.48,16.43,0,22.96,0,13.35,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,13.4,50.46,124.57,0,124.68,32.81,0,40.54,45.32,18.28,18.81,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,23.8,0,50.36,0,13.05,2.22,0,0,0,37.48,16.43,0,21.85,0,0,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,22.16,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,13.4,50.46,124.57,0,142.63,37.74,0,40.54,45.32,18.55,12.54,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,23.8,0,25.48,0,13.05,2.22,0,0,0,20.99,16.43,0,21.85,0,0,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,22.16,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,13.4,50.46,124.57,0,142.63,37.74,0,40.54,45.32,20.59,12.54,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,26.34,0,25.48,0,13.05,2.22,0,0,0,16.49,16.43,0,19.17,0,0,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,22.16,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,15.94,50.46,124.57,0,142.63,43.79,0,27.03,45.32,20.93,18.81,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,26.34,0,25.48,0,13.05,2.22,0,0,0,16.49,16.43,0,19.17,0,0,0.92,0,5.34,0,11.46,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,22.16,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,15.94,50.46,124.57,0,142.63,43.79,0,27.03,45.32,20.8,18.81,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,26.34,0,28.14,0,13.05,2.22,0,0,0,16.49,16.43,0,19.88,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,16.28,50.46,124.57,0,142.63,43.79,0,13.51,45.32,18.38,18.81,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,26.34,0,28.14,0,13.05,2.22,0,0,0,16.49,16.43,0,20.25,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,21.45,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,16.28,50.46,124.57,0,142.63,43.79,0,0,45.32,17.8,18.81,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,26.34,0,28.14,0,11.85,2.22,0,0,0,16.49,16.14,0,20.27,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,20.02,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,16.28,8.14,123.18,0,142.63,43.79,0,0,45.32,17.34,18.81,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,26.34,0,28.14,0,11.85,2.22,0,0,0,16.49,16.14,0,20.3,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,20.02,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,16.28,8.14,123.18,0,142.63,43.79,0,0,45.32,17.4,18.81,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,26.34,0,28.14,0,11.85,2.22,0,0,0,16.49,16.14,0,20.33,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,20.02,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,32.64,16.28,8.14,123.18,0,142.63,43.79,0,0,45.32,17.52,18.81,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,26.34,0,28.14,0,11.85,2.22,0,0,0,16.49,16.14,0,20.36,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,20.02,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,16.28,8.14,123.18,0,142.63,43.79,0,0,45.32,17.5,18.81,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,26.34,0,28.14,0,11.85,2.22,0,0,0,16.49,16.14,0,22.79,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,16.28,8.14,151.59,0,142.63,43.79,0,0,45.32,19.31,18.81,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,26.34,0,28.14,0,11.85,2.22,0,0,0,16.49,16.14,0,22.85,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,332.73,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,53.26,21.74,16.28,8.14,180.44,0,142.63,43.79,0,0,45.32,19.24,18.81,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,35.82,0,33.98,0,16,3.1,0,0,0,16.49,22.1,0,22.85,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,16.28,8.14,210.26,0,142.63,43.79,0,0,45.32,18.93,18.81,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,35.82,0,33.98,0,16.7,3.1,0,0,0,16.49,22.1,0,22.85,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,16.28,8.14,210.26,0,142.63,43.79,0,0,45.32,18.63,18.81,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,22.62,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,16.28,56.23,210.26,0,142.63,43.79,0,0,45.32,19.88,18.81,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,22.62,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,16.28,104.32,210.26,0,142.63,43.79,0,0,45.32,20.52,18.81,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,35.82,0,28.14,0,16.7,3.1,0,0,0,16.49,22.1,0,21.02,0,0,0.92,0,5.34,0,9.48,125.84,120.48,0,0,142.14,78.79,0,0,297.56,0,0,0,23.58,0,5.48,0,18.58,62.92,94.56,0,0,0,0,9.75,169.07,0,0,0,8.29,6.78,0,20.36,40.84,35.99,21.74,16.28,152.41,210.26,0,142.63,43.79,0,0,45.32,18.55,18.81,0,0,0,0,0

