Block,Time Block,KHSTPP-II,KHSTPP-I,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,TEHRI,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TANAKPUR,SIMHST2,RSTPSU7,TALA,TelanganaSTPP,NNTPP,NTPL,PARBATI3,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPC,RAPPB,RIHAND2,RIHAND1,CHAMERA3,CHAMERA2,BSIUL,BRBCL,CHAMERA1,MAPS,NLCEXP,NLCIIST1,NJPC,NAPP,KGSU3AND4,KUDGI,KOLDAM,KOTESHWR,KGSU1AND2,KKNPPU2,KISHANGANGA,KKNP,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,URI2,UNCHAHAR2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,140.62,43.71,12.27,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,5.53,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,13.74,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,410.05,15.82,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

7,01:30-01:45,140.62,43.71,12.27,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,12.89,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,463.32,15.82,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

8,01:45-02:00,140.62,43.71,66.93,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,13.28,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,460.13,15.82,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

9,02:00-02:15,140.62,43.71,66.93,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,13.12,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,437.89,15.82,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

10,02:15-02:30,140.62,43.71,66.93,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,13.38,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,425.41,15.82,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

11,02:30-02:45,140.62,43.71,66.93,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,12.8,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,428.29,15.82,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

12,02:45-03:00,140.62,43.71,66.93,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,13.73,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,424.45,15.82,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

13,03:00-03:15,140.62,43.71,25.66,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,14.74,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,430.21,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

14,03:15-03:30,140.62,43.71,25.66,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,15.12,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,434.05,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

15,03:30-03:45,140.62,43.71,25.66,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,15.86,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,440.77,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

16,03:45-04:00,140.62,43.71,25.66,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,16.26,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,452.29,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

17,04:00-04:15,140.62,43.71,25.66,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,472.45,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

18,04:15-04:30,140.62,43.71,25.66,10.11,134.1,59.67,0,0,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,498.29,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,23.32,0,0,0,0,0

19,04:30-04:45,140.62,43.71,25.66,10.11,134.1,59.67,0,11.43,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,513.73,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,31.8,0,0,0,0,0

20,04:45-05:00,140.62,43.71,25.66,10.11,134.1,59.67,0,11.43,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,524.29,15.82,17.47,287.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,31.8,0,0,0,0,0

21,05:00-05:15,140.62,40.79,12.83,10.11,134.1,59.67,0,22.87,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,622.21,15.82,17.47,345.29,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,31.8,0,0,0,0,0

22,05:15-05:30,140.62,40.79,12.83,10.11,134.1,59.67,0,34.29,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,19.08,19.79,0,0,0,8.52,0,0,0,0,0,655.81,15.82,17.47,407.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,31.8,0,0,0,0,0

23,05:30-05:45,140.62,40.79,2.24,10.11,134.1,59.67,0,34.29,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,12.52,19.2,0,0,0,0,41.82,19.79,0,0,0,8.52,0,0,0,0,8.77,651.76,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,31.8,0,0,0,0,0

24,05:45-06:00,140.62,40.79,2.24,10.11,134.1,59.67,0,34.29,394.2,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,2.55,12.52,19.2,12.13,0,0,0,67.36,19.79,0,0,0,8.52,0,0,0,0,8.77,651.76,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,31.8,0,0,0,0,0

25,06:00-06:15,140.62,40.79,2.24,10.11,134.1,59.67,0,34.29,394.2,0,0,0.74,0,0,0,0,0,0,0,0,3.67,0,0,0,24.97,0,114.01,88.32,9.29,12.64,12.52,19.2,12.13,0,0,0,67.36,19.79,0,0,0,8.52,0,0,0,0,17.52,655.81,15.82,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,38.16,0,0,0,0,0

26,06:15-06:30,140.62,40.79,2.24,10.11,134.1,59.67,0,45.72,394.2,0,0,0.74,0,0,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,18.58,25.29,12.52,19.2,26.93,0,0,0,89.82,19.79,0,0,0,17.04,0,0,0,0,17.52,655.81,31.64,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,38.16,0,0,0,0,0

27,06:30-06:45,140.62,40.79,2.24,15.18,134.1,59.67,0,45.72,394.2,0,0,0.74,0,0,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,112.27,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,38.16,0,0,0,0,0

28,06:45-07:00,140.62,40.79,2.24,15.18,134.1,59.67,0,45.72,394.2,0,0,0.74,0,0,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,134.74,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,38.16,0,0,0,0,0

29,07:00-07:15,140.62,40.79,2.24,15.18,134.1,59.67,0,45.72,394.2,0,0,0.74,0,0,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,134.74,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

30,07:15-07:30,140.62,40.79,8.92,15.18,134.1,59.67,0,45.72,394.2,0,0,0.74,0,0,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,134.74,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

31,07:30-07:45,140.62,40.79,66.93,15.18,134.1,59.67,0,45.72,394.2,0,0,0.74,0,5.53,0,0,0,0,0,0,15.88,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,134.74,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,34.97,0,0,0,0,0

32,07:45-08:00,140.62,40.79,66.93,15.18,134.1,59.67,0,45.72,394.2,0,0,0.74,0,5.53,0,0,0,0,0,0,3.43,0,0,0,24.97,0,114.01,88.32,27.9,37.93,18.78,19.2,40.46,0,0,0,134.74,19.79,0,0,0,37.49,0,0,0,0,26.31,655.81,47.45,17.47,417.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,34.97,0,0,0,0,0

33,08:00-08:15,140.62,40.79,66.93,10.11,134.1,59.67,0,45.72,398.84,0,0,0.74,0,5.53,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,18.58,37.93,6.26,19.2,40.46,0,0,0,112.27,19.79,0,0,0,17.04,0,0,0,0,17.52,565.73,31.64,17.47,354.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,34.97,0,0,0,0,0

34,08:15-08:30,140.62,40.79,66.93,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,5.53,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,9.29,37.93,6.26,19.2,26.98,0,0,0,89.82,19.79,0,0,0,8.52,0,0,0,0,17.52,565.73,15.82,17.47,297.29,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,38.16,0,0,0,0,0

35,08:30-08:45,140.62,40.79,14.51,10.11,134.1,59.67,0,45.72,399.6,0,0,0.74,0,5.53,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,9.29,25.29,6.26,19.2,26.98,0,0,0,67.36,19.79,0,0,0,8.52,0,0,0,0,15.22,508.13,0,17.47,297.29,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,38.16,0,0,0,0,0

36,08:45-09:00,140.62,40.79,12.83,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,5.53,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,13.43,0,0,0,41.82,19.79,0,0,0,8.52,0,0,0,0,8.77,508.13,0,17.47,251.21,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,38.16,0,0,0,0,0

37,09:00-09:15,140.62,43.08,12.83,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,13.43,0,0,0,19.01,19.79,0,0,0,8.52,0,0,0,0,0,508.13,0,17.47,306.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,38.16,0,0,0,0,0

38,09:15-09:30,140.62,43.71,12.83,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,13.43,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,546.53,0,17.47,306.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

39,09:30-09:45,140.62,43.71,12.83,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,6.44,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,479.33,0,17.47,306.89,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

40,09:45-10:00,140.62,43.71,12.83,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,12.64,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,528.29,0,17.47,335.69,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,19.37,40.69,34.97,0,0,0,0,0

41,10:00-10:15,140.62,43.71,12.83,10.11,134.1,59.67,0,34.29,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,464.77,0,17.29,277.7,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,34.44,0,0,0,0,0

42,10:15-10:30,140.62,43.71,12.83,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,446.53,0,17.29,231.62,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,25.34,30.62,40.69,34.44,0,0,0,0,0

43,10:30-10:45,140.62,43.71,12.83,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,408.13,0,17.47,231.62,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13,0,17.32,30.62,27.62,34.44,0,0,0,0,0

44,10:45-11:00,140.62,43.71,12.83,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,379.33,0,17.47,231.62,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13,0,17.32,30.62,27.62,34.44,0,0,0,0,0

45,11:00-11:15,140.62,43.71,12.83,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,17.47,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13,0,17.32,30.62,27.62,34.44,0,0,0,0,0

46,11:15-11:30,140.62,43.71,12.83,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,15.06,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,30.62,22.38,34.44,0,0,0,0,0

47,11:30-11:45,140.62,43.71,12.83,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,15.06,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,23.24,22.38,34.44,0,0,0,0,0

48,11:45-12:00,140.62,43.71,12.83,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,15.06,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,23.24,22.38,34.44,0,0,0,0,0

49,12:00-12:15,140.62,43.71,12.83,10.11,134.1,59.67,0,11.43,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,12.92,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,27.12,22.38,34.44,0,0,0,0,0

50,12:15-12:30,140.62,43.71,12.83,10.11,134.1,59.67,0,11.43,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,12.54,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,27.12,22.38,34.44,0,0,0,0,0

51,12:30-12:45,112.66,29.03,12.83,10.11,134.1,59.67,0,0,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,27.12,22.38,31.8,0,0,0,0,0

52,12:45-13:00,112.66,29.03,12.83,10.11,134.1,59.67,0,0,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,27.12,22.38,31.8,0,0,0,0,0

53,13:00-13:15,94.74,24.51,12.83,10.11,134.1,59.67,0,0,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,27.12,22.38,31.8,0,0,0,0,0

54,13:15-13:30,94.74,24.5,12.83,10.11,134.1,59.67,0,0,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,27.12,22.38,34.44,0,0,0,0,0

55,13:30-13:45,94.74,24.5,12.83,10.11,134.1,59.67,0,0,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,28.42,22.38,34.44,0,0,0,0,0

56,13:45-14:00,112.66,24.5,12.83,10.11,134.1,59.67,0,0,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,28.42,22.38,34.44,0,0,0,0,0

57,14:00-14:15,112.66,24.5,12.83,10.11,134.1,59.67,0,0,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,20.67,22.38,34.44,0,0,0,0,0

58,14:15-14:30,112.66,29.03,12.83,10.11,134.1,59.67,0,11.43,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,11.5,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,13.94,20.67,22.38,34.44,0,0,0,0,0

59,14:30-14:45,140.37,37.67,2.24,10.11,134.1,59.67,0,11.43,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,13.4,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,13.94,20.67,22.38,34.44,0,0,0,0,0

60,14:45-15:00,140.62,37.67,2.24,10.11,134.1,59.67,0,22.87,399.6,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,24.97,0,114.01,88.32,0,0,6.26,19.2,0,0,0,0,0,19.79,0,0,0,8.52,0,0,0,0,0,361.09,0,13.4,228.91,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,13.94,20.67,22.38,34.44,0,0,0,0,0

