Block,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/06022042/L_NR_2012_02,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/20122023/29022024/IEX_LDC_231218_00501,NR/16022024/29022024/HP-36,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/30092023/31122025/SH-07,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,SR/14022024/29022024/SJVN140224NR1518,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01022024/29022024/79,NR/01102023/30042040/GNA_LT_36,NR/16022024/29022024/HP-38,NR/01012024/31032024/ ChanjuII,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/16022024/29022024/HP-45,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/16022024/29022024/HP-40
6,01:15-01:30,0,46.17,33.020000,11,0,0,0,0.000000,33.690000,15.4,111.660000,11.550000,53.910000,35.94,0,8.180000,38.140000,0.000000,15.39,0,0,30.800000,96.260000,4.810000,35.94,0,0,0,192.520000,0,0,4.000000,1.150000,1.390000,0.000000,0.850000,0,11.76,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

7,01:30-01:45,0,44.33,33.020000,7,0,0,0,0.000000,33.690000,14.77,111.660000,11.550000,53.910000,23.33,0,8.180000,38.140000,0.000000,14.78,0,0,30.800000,96.260000,4.810000,23.33,0,0,0,148.890000,0,0,4.000000,1.150000,1.390000,0.000000,0.850000,0,11.45,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

8,01:45-02:00,0,43.12,33.020000,7,0,0,0,0.000000,33.690000,14.37,111.660000,11.550000,53.910000,22.53,0,8.180000,38.140000,0.000000,14.38,0,0,30.800000,96.260000,4.810000,22.53,0,0,0,148.890000,0,0,8.720000,1.150000,1.390000,0.000000,0.850000,0,11.45,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

9,02:00-02:15,0,32,33.020000,7,0,0,0,0.000000,33.690000,10.66,111.660000,11.550000,53.910000,21.55,0,8.180000,38.140000,0.000000,10.67,0,0,30.800000,96.260000,4.810000,21.55,0,0,0,148.890000,0,0,9.530000,1.110000,1.390000,0.000000,0.850000,0,9.07,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

10,02:15-02:30,0,31,33.020000,7,0,0,0,0.000000,33.690000,10.34,111.660000,11.550000,53.910000,20.26,0,8.180000,38.140000,0.000000,10.33,0,0,30.800000,96.260000,4.810000,20.26,0,0,0,148.890000,0,0,9.580000,1.110000,1.390000,0.000000,0.850000,0,9.46,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

11,02:30-02:45,0,29,33.020000,7,0,0,0,0.000000,33.690000,9.66,111.660000,11.550000,53.910000,15.67,0,8.180000,38.140000,0.000000,9.67,0,0,30.800000,96.260000,4.810000,15.67,0,0,0,148.890000,0,0,25.350000,1.110000,1.390000,0.000000,0.850000,0,9.8,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

12,02:45-03:00,0,27.5,33.020000,7,0,0,0,0.000000,33.690000,9.16,111.660000,11.550000,53.910000,15.67,0,8.180000,38.140000,0.000000,9.17,0,0,30.800000,96.260000,4.810000,15.67,0,0,0,148.890000,0,0,25.350000,1.110000,1.390000,0.000000,0.850000,0,9.48,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

13,03:00-03:15,0,22.5,33.020000,7,0,0,0,0.000000,33.690000,7.5,111.660000,11.550000,53.910000,15.67,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,15.67,0,0,0,148.890000,0,0,25.350000,1.110000,1.340000,0.000000,0.770000,0,8.66,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

14,03:15-03:30,0,22.5,33.020000,7,0,0,0,0.000000,33.690000,7.5,111.660000,11.550000,53.910000,15.67,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,15.67,0,0,0,148.890000,0,0,25.350000,1.110000,1.340000,0.000000,0.770000,0,8.65,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

15,03:30-03:45,0,22.5,33.020000,7,0,0,0,0.000000,33.690000,7.5,111.660000,11.550000,53.910000,15.67,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,15.67,0,0,0,148.890000,0,0,25.350000,1.110000,1.340000,0.000000,0.770000,0,8.46,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

16,03:45-04:00,0,22.5,33.020000,7,0,0,0,0.000000,33.690000,7.5,111.660000,11.550000,53.910000,15.67,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,15.67,0,0,0,148.890000,0,0,25.350000,1.110000,1.340000,0.000000,0.770000,0,8.46,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

17,04:00-04:15,0,22.5,33.020000,7,0,0,0,0.000000,33.690000,7.5,111.660000,11.550000,53.910000,25.67,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,25.67,0,0,0,192.520000,0,0,25.350000,1.070000,1.340000,0.000000,0.770000,0,8.26,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

18,04:15-04:30,0,22.5,33.020000,7,0,0,0,0.000000,33.690000,7.5,140.540000,11.550000,53.910000,26.67,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,26.67,0,0,0,231.020000,0,0,25.350000,1.070000,1.340000,0.000000,0.770000,0,8.25,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

19,04:30-04:45,0,22.5,47.170000,7,0,0,0,0.000000,52.630000,7.5,167.190000,11.550000,53.910000,27.33,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,27.33,0,0,0,270.730000,0,0,25.350000,1.070000,1.340000,0.000000,0.770000,0,8.06,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

20,04:45-05:00,0,22.5,47.170000,7,0,0,0,0.000000,52.630000,7.5,167.190000,11.550000,53.910000,28,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,28,0,0,0,270.730000,0,0,25.350000,1.070000,1.340000,0.000000,0.770000,0,8.05,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

21,05:00-05:15,0,22.5,47.170000,7,0,0,0,0.000000,52.630000,7.5,167.190000,11.550000,53.910000,27.33,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,27.33,0,0,0,270.730000,0,0,25.350000,1.070000,1.340000,0.000000,0.770000,0,10.26,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

22,05:15-05:30,0,22.5,47.170000,7,0,0,0,0.000000,52.630000,7.5,215.320000,11.550000,53.910000,27,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,27,0,0,0,270.730000,0,0,25.350000,1.070000,1.340000,0.000000,0.770000,0,10.06,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

23,05:30-05:45,0,22.5,33.020000,7,0,0,0,0.000000,57.390000,7.5,233.830000,11.550000,53.910000,21.67,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,21.67,0,0,0,270.730000,0,0,25.350000,1.070000,1.340000,0.000000,0.770000,0,9.86,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

24,05:45-06:00,0,22.5,47.170000,7,0,0,0,0.000000,57.390000,7.5,233.830000,11.550000,53.910000,20,0,8.180000,38.140000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,20,0,0,0,231.020000,0,0,24.890000,1.070000,1.340000,0.000000,0.770000,0,9.66,0,0,0.000000,0.000000,128.010000,1.840000,0,0,18.290000,16.310000,23.100000,6.740000,5.780000,6.740000,0.000000

25,06:00-06:15,0,22.5,57.740000,7,0,0,0,0.000000,81.460000,7.5,260.480000,11.550000,82.780000,18.33,0,8.180000,0.000000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,18.33,0,0,0,270.730000,0,0,30.800000,1.070000,1.340000,0.000000,0.770000,0,12.6,0,0,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,23.100000,6.740000,5.780000,6.740000,39.070000

26,06:15-06:30,0,22.5,57.740000,7,0,0,0,0.000000,86.830000,7.5,260.480000,11.550000,99.740000,17.67,0,8.180000,0.000000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,17.67,0,0,0,270.730000,0,0,30.800000,1.070000,1.340000,0.000000,0.770000,0,13,0,0.01,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,23.100000,6.740000,5.780000,6.740000,39.070000

27,06:30-06:45,0,22.5,57.740000,7,0,0,0,0.000000,86.830000,7.5,260.480000,11.550000,99.740000,17.33,0,8.180000,0.000000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,17.33,0,0,0,270.730000,0.5,0,30.800000,1.070000,1.340000,0.000000,0.770000,0,8.66,0,0.02,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,23.100000,6.740000,5.780000,6.740000,39.070000

28,06:45-07:00,0,22.5,57.740000,7,0,0,0,0.000000,86.830000,7.5,260.480000,11.550000,99.740000,16.67,0,8.180000,0.000000,0.000000,7.5,0,0,30.800000,96.260000,4.810000,16.67,0.370196,2.42,0,270.730000,2,0,30.800000,1.070000,1.340000,0.000000,0.770000,0,8.46,0,0.03,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,22.140000,6.740000,5.780000,6.740000,39.070000

29,07:00-07:15,0,22.5,57.740000,7,1,0,0,0.000000,86.830000,7.5,260.480000,11.550000,99.740000,16.33,0,8.180000,0.000000,0.000000,7.5,4.91,0,30.800000,96.260000,4.810000,16.33,4.033188,6.89,0,270.730000,7,0,30.800000,1.030000,1.340000,0.000000,0.770000,0,8.01,0.22,1.08,96.260000,0.000000,0.000000,1.740000,0,0,18.290000,0.000000,21.180000,6.740000,5.780000,6.740000,39.070000

30,07:15-07:30,1,22.5,57.740000,7,4,0,0,0.060000,86.830000,7.5,260.480000,11.550000,99.740000,16,0,8.180000,0.000000,0.000000,7.5,11.23,0.5,30.800000,96.260000,4.810000,16,10.774652,15.08,0,270.730000,13,1,30.800000,1.030000,1.340000,0.060000,0.770000,0,8.01,0.44,2.18,96.260000,0.060000,0.000000,1.740000,0,0,18.290000,0.000000,21.180000,6.740000,5.780000,6.740000,39.070000

31,07:30-07:45,3,22.5,57.740000,7,11,0,0,0.360000,86.830000,7.5,260.480000,11.550000,99.740000,15.67,0.33,8.180000,0.000000,0.000000,7.5,19.33,1,30.800000,96.260000,4.810000,15.67,18.061668,25.12,1,270.730000,20,4,30.800000,1.030000,1.340000,0.360000,0.770000,0,8.01,2.31,11.55,96.260000,0.370000,0.000000,1.740000,0,0,18.290000,0.000000,20.210000,6.740000,5.780000,6.740000,39.070000

32,07:45:08:00,8,22.5,57.740000,7,18,0,0,1.220000,86.830000,7.5,260.480000,11.550000,99.740000,15.67,5,8.180000,0.000000,0.000000,7.5,22.32,4,30.800000,96.260000,4.810000,15.67,26.25469,22.31,4,270.730000,22.32,7,30.800000,1.030000,1.340000,1.220000,0.770000,0,8.01,5.5,27.5,96.260000,1.260000,0.000000,1.740000,0,0,18.290000,0.000000,20.210000,6.740000,5.780000,6.740000,39.070000

33,08:00-08:15,17,22.5,57.740000,7,21,0,0,2.410000,86.830000,7.5,260.480000,11.550000,99.740000,15.67,10.24,8.180000,0.000000,0.000000,7.5,23.82,8.1,30.800000,96.260000,4.810000,15.67,36.5325,23.81,8,270.730000,23.82,9,30.800000,1.030000,1.340000,2.410000,0.770000,0,8.01,8.3,41.5,48.130000,2.460000,0.000000,1.740000,0,0,18.290000,0.000000,20.210000,6.740000,5.780000,6.740000,39.070000

34,08:15-08:30,23,22.5,57.740000,7,41,0,0,3.790000,86.830000,7.5,260.480000,11.550000,99.740000,15.67,19.82,8.180000,0.000000,0.000000,7.5,24.82,13.44,30.800000,96.260000,4.810000,15.67,48.700258,24.81,12,270.730000,24.82,17,30.800000,1.030000,1.340000,3.790000,0.770000,0,8.01,12.61,63.07,48.130000,3.890000,0.000000,1.740000,0,0,18.290000,0.000000,19.250000,6.740000,5.780000,6.740000,39.070000

35,08:30-08:45,31,22.5,57.740000,7,56,0,0,5.410000,86.830000,7.5,260.480000,11.550000,99.740000,15.67,29.19,8.180000,0.000000,0.000000,7.5,25.15,16.31,30.800000,96.260000,4.810000,15.67,61.851958,25.15,16,270.730000,25.15,24,30.800000,1.030000,1.340000,5.410000,0.770000,0,8.01,17.2,86.01,48.130000,5.540000,0.000000,1.740000,0,0,18.290000,0.000000,19.250000,6.740000,5.780000,6.740000,39.070000

36,08:45:09:00,40,22.5,57.740000,7,70,0,0,6.830000,86.830000,7.5,260.480000,11.550000,99.740000,15.67,38.43,8.180000,0.000000,0.000000,7.5,25.82,22.11,30.800000,96.260000,4.810000,15.67,75.06211,25.81,20,270.730000,25.82,30,30.800000,1.030000,1.340000,6.830000,0.770000,0,8.01,21.87,109.36,48.130000,7.000000,0.000000,1.740000,0,0,18.290000,0.000000,19.250000,6.740000,5.780000,6.740000,39.070000

37,09:00:09:15,45,25,57.740000,7,89,14.63,24.07,8.200000,86.830000,8.34,260.480000,11.550000,99.740000,16.67,47.02,8.180000,0.000000,0.000000,8.33,25.82,25.81,30.800000,96.260000,4.810000,16.67,83.479198,25.81,22,270.730000,25.82,38,30.800000,1.030000,1.340000,8.200000,0.690000,0,8.01,24.1,120.53,48.130000,8.410000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

38,09:15-09:30,51,25,57.740000,7,103,14.63,24.07,9.510000,86.830000,8.34,260.480000,11.550000,99.740000,16.67,54.75,8.180000,0.000000,0.000000,8.33,27.82,29.14,30.800000,96.260000,4.810000,16.67,95.305986,27.81,26,270.730000,27.82,44,30.800000,1.030000,1.340000,9.510000,0.690000,0,8.01,28.32,141.59,48.130000,9.750000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

39,09:30-09:45,60,25,57.740000,7,121,14.63,24.07,10.720000,86.830000,8.34,260.480000,11.550000,99.740000,16.67,61.96,8.180000,0.000000,0.000000,8.33,27.82,32.28,30.800000,96.260000,4.810000,16.67,106.33393,27.81,30,270.730000,27.82,52,30.800000,1.030000,1.340000,10.720000,0.690000,0,7.21,32.36,161.82,48.130000,10.980000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

40,09:45-10:00,67,25,57.740000,7,138,14.63,24.07,11.330000,86.830000,8.34,260.480000,11.550000,99.740000,16.67,68.64,8.180000,0.000000,0.000000,8.33,27.82,34.94,30.800000,96.260000,4.810000,16.67,116.017478,27.81,33,270.730000,27.82,59,30.800000,1.030000,1.340000,11.330000,0.690000,0,7.21,36.04,180.22,48.130000,11.600000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

41,10:00-10:15,72,25,57.740000,7,146,14.63,24.07,12.240000,76.320000,8.34,260.480000,11.550000,99.740000,21,74.72,8.180000,0.000000,0.000000,8.33,27.82,37.44,30.800000,96.260000,4.810000,21,124.278694,27.81,36,270.730000,27.82,63,30.800000,0.990000,1.390000,12.240000,0.690000,0,7.21,39.39,196.96,48.130000,12.550000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

42,10:15-10:30,79,25,57.740000,7,157,14.63,24.07,13.050000,76.320000,8.34,260.480000,11.550000,99.740000,21.67,80.23,8.180000,0.000000,0.000000,8.33,27.82,39.61,30.800000,96.260000,4.810000,21.67,131.390354,27.81,39,270.730000,27.82,67,30.800000,0.990000,1.390000,13.050000,0.690000,0,7.21,42.37,211.88,48.130000,13.370000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

43,10:30-10:45,83,25,57.740000,7,167,14.63,24.07,13.830000,76.320000,8.34,260.480000,11.550000,99.740000,22.33,84.92,8.180000,0.000000,0.000000,8.33,27.82,41.58,30.800000,96.260000,4.810000,22.33,137.790848,27.81,42,132.120000,27.82,72,30.800000,0.990000,1.390000,13.830000,0.770000,0,7.21,45.07,225.38,48.130000,14.170000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

44,10:45-11:00,88,25,57.740000,7,177,14.63,24.07,14.490000,76.320000,8.34,260.480000,11.550000,72.200000,23,88.68,8.180000,0.000000,0.000000,8.33,27.82,43.36,30.800000,96.260000,4.810000,23,142.535202,27.81,44,132.120000,27.82,76,30.800000,0.990000,1.390000,14.490000,0.770000,0,7.21,46.47,232.34,48.130000,14.850000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

45,11:00-11:15,87,25,57.740000,7,179,14.63,24.07,15.050000,76.320000,8.34,260.480000,11.550000,81.820000,18,91.38,8.180000,0.000000,0.000000,8.33,27.98,44.77,30.800000,96.260000,4.810000,18,146.597616,27.99,44,132.120000,27.98,76,30.800000,0.990000,1.390000,15.050000,0.770000,0,7.21,46.47,232.34,96.260000,15.430000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

46,11:15-11:30,89,25,57.740000,7,182,14.63,24.07,15.710000,76.320000,8.34,260.480000,11.550000,72.200000,18.67,92.29,8.180000,0.000000,0.000000,8.33,27.98,46.45,30.800000,96.260000,4.810000,18.67,150.241124,27.99,44,132.120000,27.98,78,30.800000,0.990000,1.390000,15.710000,0.770000,0,7.21,46.47,232.34,96.260000,16.100000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

47,11:30-11:45,84,22.5,57.740000,7,186,14.63,24.07,16.050000,76.320000,7.5,260.480000,11.550000,53.910000,19.67,92.33,8.180000,0.000000,0.000000,7.5,28.32,45,30.800000,96.260000,4.810000,19.67,153.04682,28.31,42,132.120000,28.32,79,30.800000,0.990000,1.390000,16.050000,0.770000,0,7.21,46.67,233.33,96.260000,16.450000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

48,11:45-12:00,87,22.5,57.740000,7,186,14.63,24.07,16.310000,76.320000,7.5,260.480000,11.550000,53.910000,21,92.32,8.180000,0.000000,0.000000,7.5,28.32,45,30.800000,96.260000,4.810000,21,155.277738,28.31,43,132.120000,28.32,79,30.800000,0.990000,1.390000,16.310000,0.770000,0,7.21,46.67,233.33,96.260000,16.720000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

49,12:00-12:15,84,22.5,47.170000,8,179,0,0,16.520000,76.320000,7.5,227.100000,11.550000,53.910000,29.33,92.31,8.180000,0.000000,0.000000,7.5,28.32,46,30.800000,96.260000,4.810000,29.33,152.978626,28.31,42,132.120000,28.32,76,30.800000,1.030000,1.390000,16.520000,0.770000,24.07,7.21,46.67,233.33,96.260000,16.930000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

50,12:15-12:30,87,22.5,57.740000,8.66,182,0,0,15.280000,76.320000,7.5,227.100000,11.550000,53.910000,30.67,92.3,8.180000,0.000000,0.000000,7.5,28.32,46,30.800000,96.260000,4.810000,30.67,153.787212,28.31,43,132.120000,28.32,78,30.800000,1.030000,1.390000,15.280000,0.770000,24.07,7.21,46.67,233.33,96.260000,15.660000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

51,12:30-12:45,89,51,47.170000,12,186,0,0,15.280000,76.320000,17,225.910000,11.550000,53.910000,39.33,92.31,8.180000,0.000000,0.000000,17,28.32,46.5,30.800000,96.260000,4.810000,39.33,154.050246,28.31,44,132.120000,28.32,79,30.800000,1.030000,1.390000,15.280000,0.770000,24.07,7.21,46.67,233.33,96.260000,15.660000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

52,12:45-13:00,89,52,33.020000,12.34,186,0,0,15.810000,76.320000,17.34,199.260000,11.550000,53.910000,40.33,92.32,8.180000,0.000000,0.000000,17.33,28.32,46.5,30.800000,96.260000,4.810000,40.33,153.514436,28.31,44,132.120000,28.32,79,30.800000,1.030000,1.390000,15.810000,0.770000,24.07,7.21,46.67,233.33,96.260000,16.210000,0.000000,1.740000,0,0,18.290000,0.000000,0.000000,6.740000,5.780000,6.740000,39.070000

