Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/11/1078,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/11/4898,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/7786,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/06/11/3444,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/4973,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/5280,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,L_NR_2019_19
12,02:45-03:00,0,0,0,0,0,17.5,0,17.5,0,0,52.5,12.33,24.16,29.16,-0,193.26,170.07,7.5,38.65,13.68,100.67,0,0,133.35,48.32,115.91,0,87.16,10.57,9.35,29.5,96.63,29.5,15.7,29.27,5.85,130.74,48.32,10.02,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,41.62,0

13,03:00-03:15,0,0,0,0,0,18,0,18,0,0,54,12,24.16,29.16,-0,193.26,0,7.5,0,13.41,100.67,0,0,133.35,48.32,86.08,0,87.16,10.57,9.03,30,0,17.64,15.7,29.27,5.85,130.74,48.32,9.63,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,43.02,0

14,03:15-03:30,0,0,0,0,0,18.34,0,18.33,0,0,55,12,24.16,29.16,-0,193.26,0,7.5,0,13.41,100.67,0,0,133.35,48.32,81.82,0,87.16,10.57,9.03,30,0,17.64,15.7,29.27,5.85,130.74,48.32,9.63,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,42.62,0

15,03:30-03:45,0,0,0,0,0,16.98,0,16.98,0,0,50.93,12,24.16,29.16,-0,193.26,0,7.5,0,13.41,100.67,0,0,148.81,48.32,57.96,0,87.16,10.57,9.03,23.82,0,23.82,15.7,29.27,5.85,130.74,48.32,9.63,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,42.42,0

16,03:45-04:00,0,0,0,0,0,17.14,0,17.14,0,0,51.42,11.67,24.16,29.16,-0,193.26,0,7.5,0,13.41,100.67,0,0,156.54,48.32,57.96,0,87.16,10.57,9.03,23.82,0,23.82,15.7,29.27,5.85,130.74,48.32,9.63,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,42.02,0

17,04:00-04:15,0,0,0,0,0,15.88,0,15.88,0,0,47.65,11.67,24.16,29.16,-0,193.26,0,7.5,0,13.23,100.67,0,0,156.54,48.32,57.96,0,87.16,10.57,8.57,19.7,0,19.7,15.7,29.27,5.85,130.74,48.32,9.25,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,40.02,0

18,04:15-04:30,0,0,0,0,0,16.5,0,16.5,0,0,49.48,11.67,24.16,29.16,-0,193.26,0,7.5,0,13.23,100.67,0,0,164.27,48.32,57.96,0,87.16,10.57,8.57,23.82,0,23.82,15.7,29.27,5.85,130.74,48.32,9.25,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,40.02,0

19,04:30-04:45,0,0,0,0,0,17.12,0,17.12,0,0,51.38,6.67,24.16,29.16,-0,193.26,0,7.5,0,13.23,100.67,0,0,172,48.32,57.96,0,87.16,10.57,8.57,23.82,0,23.82,15.7,29.27,5.85,130.74,48.32,9.25,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,38.02,0

20,04:45-05:00,0,0,0,0,0,17.67,0,17.67,0,0,52.98,6.67,24.16,29.16,-0,193.26,0,7.5,0,13.23,100.67,0,0,179.73,48.32,57.96,0,87.16,10.57,8.57,23.82,0,23.82,15.7,29.27,5.85,130.74,48.32,9.25,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,38.02,0

21,05:00-05:15,0,0,0,0,0,15.87,0,15.87,0,0,47.6,6.67,24.16,29.16,-0,193.26,0,7.03,0,13.13,100.67,0,0,187.46,48.32,57.96,0,67.19,6.04,8.57,26.93,0,26.93,8.98,28.25,3.96,102.87,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,38.02,0

22,05:15-05:30,0,0,0,0,0,15.88,0,15.88,0,0,47.62,6.67,24.16,29.16,-0,193.26,0,7.03,0,13.13,100.67,0,0,195.68,48.32,57.96,0,67.19,6.04,8.57,26.93,0,26.93,8.98,28.25,3.96,113.77,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,38.02,0

23,05:30-05:45,0,0,0,0,0,14.32,0,14.32,0,0,42.94,3.33,24.16,29.16,-0,193.26,0,7.03,0,13.13,100.67,0,0,203.89,48.32,57.96,0,87.16,6.04,8.57,26.93,0,26.93,8.98,28.25,3.96,130.74,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,1.58

24,05:45-06:00,0,0,0,0,0,14.3,0,14.3,0,0,42.91,3.33,24.16,29.16,-0,193.26,0,7.03,0,13.13,100.67,0,0,211.62,48.32,57.96,0,87.16,6.04,8.57,26.93,0,26.93,8.98,28.26,3.96,130.74,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,4.44

25,06:00-06:15,0.7,1,1,0,9.59,14.1,0,14.1,9.32,0,42.27,3.33,24.16,29.16,-0,193.26,0,6.56,0,12.95,100.67,0,0,211.62,48.32,57.96,0,48.23,3.29,8.18,26.93,0,26.93,4.35,28.26,2.17,72.8,48.32,9.09,11.9,48.32,24.16,62.81,24.16,11.91,3.5,0,1,0.3,1,0,44.02,7

26,06:15-06:30,1.67,2,2,0,23.36,14.32,0,14.32,24.97,0,42.97,3.33,24.16,29.16,-0,193.26,0,6.56,0,12.95,100.67,1.1,1.1,211.62,48.32,57.96,0.85,48.23,3.29,8.18,26.93,0,26.93,4.35,28.26,2.17,72.8,48.32,9.09,11.9,48.32,24.16,62.81,24.16,11.91,8.33,0,2,0.3,2,1,44.02,10.44

27,06:30-06:45,2.77,4,3,3,33,13.33,0,13.33,33,0,40.01,6.67,24.16,29.16,-0,193.26,0,6.56,0,12.95,100.67,2.02,2.02,211.62,48.32,57.96,1.57,48.23,3.29,8.18,26.93,0,26.93,4.35,27.26,2.17,72.8,48.32,9.09,11.9,48.32,24.16,62.81,24.16,11.91,13.85,0,3,6.35,3,2,44.02,15.3

28,06:45-07:00,4.12,7,5,6,33,13.67,0,13.67,33,0,40.99,7,24.16,29.16,-0,193.26,0,6.56,0,12.95,100.67,2.83,2.83,211.62,48.32,57.96,2.19,37.69,3.29,8.18,26.93,0,26.93,4.35,26.24,2.17,72.8,48.32,9.09,11.9,48.32,24.16,62.81,24.16,11.91,20.58,0,7,9.36,6,3,44.02,21.52

29,07:00-07:15,5.92,12,7,10,33,14.17,0,14.17,33,0,42.49,13.33,24.16,29.16,-0,193.26,0,6.56,0,12.76,100.67,3.83,3.83,211.62,48.32,57.96,2.95,48.23,3.29,7.79,26.93,0,26.93,4.35,26.24,2.17,72.8,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,29.61,0,15,13.25,9,7,44.02,28.83

30,07:15-07:30,8.13,18,9,16,33,14.5,0,14.5,33,0,43.5,13.33,24.16,29.16,-0,193.26,0,6.56,0,12.76,100.67,4.82,4.82,193.26,48.32,57.96,3.72,48.23,3.29,7.79,26.93,0,26.93,4.35,27.26,2.17,72.8,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,40.64,0,19,18.18,13,9,44.02,37.35

31,07:30-07:45,10.81,22,14,26,33,19.17,0,19.17,33,0,57.49,16.67,24.16,29.16,-0,193.26,0,6.56,0,12.76,100.67,5.83,5.83,173.93,48.32,57.96,4.5,48.23,3.29,7.79,26.93,0,26.93,4.35,27.26,2.17,72.8,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,54.07,0,30,24.66,23,15,44.02,46.94

32,07:45-08:00,13.83,28,18,32.6,32.6,19.67,0,19.67,32.6,0,58.99,17.33,24.16,29.16,-0,193.26,0,6.56,0,12.76,100.67,6.82,6.82,153.41,48.32,57.96,5.27,48.23,3.29,7.79,26.93,0,26.93,4.35,28.26,2.17,72.8,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,69.12,0,37,30.84,31,18,44.02,56.54

33,08:00-08:15,17.05,36,21,33,33,20,0,20,33,0,60,18,24.16,29.16,-0,193.26,0,6.09,0,12.58,100.67,7.96,7.96,153.41,48.32,57.96,6.14,48.23,3.29,7.4,26.93,0,26.93,4.35,28.26,2.17,72.8,48.32,8.63,11.9,48.32,24.16,62.81,24.16,11.91,85.22,0,43,37.81,37,22,44.02,65.77

34,08:15-08:30,20.31,42,25,33,33,20.67,0,20.67,33,0,61.99,19,24.16,29.16,-0,193.26,0,6.09,0,12.58,100.67,9.09,9.09,153.41,48.32,57.96,7.02,37.69,3.29,7.4,26.93,0,26.93,4.35,28.25,2.17,72.8,48.32,8.63,11.9,48.32,24.16,62.81,24.16,11.91,101.54,0,50,44.82,43,25,44.02,75.27

35,08:30-08:45,23.61,48,27,33,33,21.17,0,21.17,33,0,63.49,19.67,24.16,29.16,-0,193.26,0,6.09,0,12.58,100.67,10.22,10.22,153.41,48.32,57.96,7.9,37.69,3.29,7.4,26.93,0,26.93,4.35,28.25,2.17,72.8,48.32,8.63,11.9,48.32,24.16,62.81,24.16,11.91,118.04,0,57,51.84,50,28,44.02,85.46

36,08:45-09:00,26.82,54,30,33,33,21.67,0,21.67,33,0,64.99,20.33,24.16,29.16,-0,193.26,0,6.09,0,12.58,100.67,11.35,11.35,153.41,48.32,57.96,8.78,37.69,3.29,7.4,26.93,0,26.93,4.35,28.25,2.17,66.67,48.32,8.63,11.9,48.32,24.16,62.81,24.16,11.91,134.12,0,63,58.6,56,32,44.02,90.92

37,09:00-09:15,29.91,60,32,33,33,22.17,0,22.17,33,0,66.49,21.67,24.16,29.16,-77.56,193.26,0,6.09,0,12.39,100.67,12.2,12.2,153.41,48.32,57.96,9.44,37.69,3.29,7.4,26.94,0,26.94,4.35,28.25,2.17,56.05,48.32,8.63,11.9,48.32,24.16,62.81,24.16,11.91,149.57,0,67,65.43,63,33,44.02,100.05

38,09:15-09:30,32.92,64,34,33,33,22.83,0,22.83,33,0,68.51,23,24.16,29.16,-77.56,193.26,0,6.09,0,12.39,100.67,12.93,12.93,153.41,48.32,57.96,10,37.69,3.29,7.4,26.94,0,26.94,4.35,27.25,2.17,56.05,48.32,8.63,11.9,48.32,24.16,62.81,24.16,11.91,164.59,0,73,71.28,67,37,44.02,106.98

39,09:30-09:45,35.69,69,36,33,33,24,0,24,33,0,72,23.67,24.16,29.16,-77.56,193.26,0,6.09,0,12.39,100.67,13.66,13.66,153.41,48.32,57.96,10.55,37.69,3.29,7.4,26.94,0,26.94,4.35,27.25,2.17,56.05,48.32,8.94,11.9,48.32,24.16,62.81,24.16,11.91,178.43,0,78,76.62,73,39,44.02,112.67

40,09:45-10:00,38.25,73,38,33,33,25,0,25,33,0,75,24.67,24.16,29.16,-77.56,193.26,0,6.09,0,12.39,100.67,14.37,14.37,153.41,48.32,57.96,11.1,37.69,3.29,7.4,26.94,0,26.94,4.35,27.25,2.17,56.05,48.32,8.94,11.9,48.32,24.16,62.81,24.16,11.91,191.27,0,83,81.7,79,41,44.02,118.59

41,10:00-10:15,41.67,76,40,33,33,31.67,0,31.67,33,0,94.99,28.33,24.16,29.16,-77.56,193.26,0,6.09,0,12.2,100.67,14.86,14.86,173.93,48.32,57.96,11.48,45.42,3.29,8.03,26.94,0,26.94,4.35,27.25,2.17,83.91,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,208.33,0,87,86.42,83,43,44.02,124.07

42,10:15-10:30,45,79,41,33,33,32.17,0,32.17,33,0,96.49,28.33,24.16,29.16,-77.56,193.26,0,6.09,0,12.2,82.14,15.3,15.3,193.26,48.32,57.96,11.82,57.66,3.29,8.03,26.94,0,26.94,4.35,27.25,2.17,83.91,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,225,0,91,90.68,88,45,44.02,129.42

43,10:30-10:45,46.67,82,43,33,33,32.5,0,32.5,33,0,97.5,27.67,24.16,29.16,-77.56,193.26,0,6.09,0,12.2,53.15,15.81,15.81,211.62,48.32,57.96,12.21,42.52,3.29,8.03,26.94,0,26.94,4.35,27.25,2.17,83.91,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,233.33,0,93,94.42,91,47,44.02,134.4

44,10:45-11:00,48.33,85,44,33,33,32.83,0,32.83,33,0,98.51,26.67,24.16,29.16,-77.56,193.26,0,6.09,0,12.2,53.15,16.32,16.32,211.62,48.32,57.96,12.62,44.45,3.29,8.03,26.94,0,26.94,4.35,27.25,2.17,83.91,48.32,8.86,11.9,48.32,24.16,62.81,24.16,11.91,241.67,0,96,97.13,93,48,44.02,138.59

45,11:00-11:15,50,87,45,33,33,33.33,0,33.33,33,0,100.01,26,24.16,29.16,-77.56,193.26,0,5.15,0,12.02,82.14,16.56,16.56,211.62,48.32,57.96,12.8,48.32,3.29,7.79,26.94,0,26.94,4.35,27.25,2.17,83.91,48.32,8.78,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,96,49,44.02,141.91

46,11:15-11:30,50,88,46,33,33,32.67,0,32.67,33,0,97.99,25.33,24.16,29.16,-77.56,193.26,0,5.15,0,12.02,100.67,16.82,16.82,211.62,48.32,57.96,13,49.28,3.29,7.79,26.94,0,26.94,4.35,27.25,2.17,83.91,48.32,8.78,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,97,49,44.02,143.86

47,11:30-11:45,50,88,46,33,33,34,0,34,33,0,102,31.67,24.16,29.16,-77.56,193.26,0,5.15,0,12.02,100.67,17.09,17.09,183.6,48.32,57.96,13.21,37.69,3.29,7.79,26.94,0,26.94,4.35,27.25,2.17,59.76,48.32,8.78,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,97,49,44.02,145.51

48,11:45-12:00,50,90,46,33,33,34,0,34,33,0,102,31.67,24.16,29.16,-77.56,193.26,0,5.15,0,12.02,100.67,17.39,17.39,153.41,48.32,57.96,13.44,37.69,3.29,7.79,26.94,0,26.94,4.35,27.25,2.17,56.05,48.32,8.78,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,97,49,44.02,146.3

49,12:00-12:15,50,90,46,33,33,34.17,0,34.17,33,0,102.49,31.67,24.16,29.16,-77.56,193.26,0,6.09,0,11.84,100.67,17.38,17.38,167.17,48.32,28.41,13.44,37.69,3.29,7.4,26.95,0,26.95,4.35,27.25,2.17,56.05,48.32,8.71,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,97,49,44.02,146.88

50,12:15-12:30,50,90,46,33,33,34.33,0,34.33,33,0,103.01,31.67,24.16,29.16,-77.56,193.26,0,6.09,0,11.84,100.67,17.41,17.41,180.7,48.32,28.41,13.45,37.69,3.29,7.4,26.95,0,26.95,4.35,27.25,2.17,56.05,48.32,8.71,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,97,49,44.02,146.88

51,12:30-12:45,50,90,46,33,33,34.33,0,34.33,33,0,103.01,31.67,24.16,29.16,-77.56,193.26,0,6.09,0,11.84,100.67,17.46,17.46,180.7,48.32,28.41,13.48,37.69,3.29,7.4,26.95,0,26.95,4.35,27.25,2.17,56.05,48.32,8.71,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,97,49,38.01,146.59

52,12:45-13:00,50,90,46,33,33,34.5,0,34.5,33,0,103.5,31.67,24.16,29.16,-77.56,193.26,0,6.09,0,11.84,100.67,17.54,17.54,180.7,48.32,28.41,13.56,37.69,3.29,7.4,26.95,0,26.95,4.35,27.25,2.17,56.05,48.32,8.71,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,97,49,38.41,146.3

53,13:00-13:15,50,90,44,33,33,34,0,34,33,0,102,31.67,24.16,29.16,-77.56,193.26,0,5.71,0,11.65,100.67,17.35,17.35,180.7,48.32,28.41,13.41,37.69,3.29,7.79,26.95,0,26.95,4.35,28.77,2.17,56.05,48.32,8.94,11.9,48.32,24.16,62.81,24.16,11.91,250,0,98,100,95,49,37.81,144.93

54,13:15-13:30,50,88,43,33,33,34,0,34,33,0,102,31.67,24.16,29.16,-77.56,193.26,0,5.71,0,11.65,100.67,17.22,17.22,180.7,48.32,28.41,13.31,37.69,3.29,7.79,26.95,0,26.95,4.35,27.75,2.17,56.05,48.32,8.94,11.9,48.32,24.16,62.81,24.16,11.91,250,0,96,100,93,48,38.41,143.56

55,13:30-13:45,49.16,87,42,33,33,33.67,0,33.67,33,0,100.99,31.67,24.16,29.16,-77.56,193.26,0,5.71,0,11.65,100.67,17.15,17.15,180.7,48.32,28.41,13.26,37.69,3.29,7.79,26.95,0,26.95,4.35,27.75,2.17,56.05,48.32,8.94,11.9,48.32,24.16,62.81,24.16,11.91,245.78,0,95,100,92,48,39.21,141.13

56,13:45-14:00,48.85,85,41,33,33,33.67,0,33.67,33,0,100.99,31.67,24.16,29.16,-77.56,193.26,0,5.71,0,11.65,100.67,17.13,17.13,180.7,48.32,28.41,13.24,37.69,3.29,7.79,26.95,0,26.95,4.35,27.75,2.17,56.05,48.32,8.94,11.9,48.32,24.16,62.81,24.16,11.91,244.26,0,92,100,91,46,39.81,138.49

57,14:00-14:15,48.02,81,40,33,33,33.17,0,33.17,33,0,99.49,31.67,24.16,17.39,-77.56,193.26,0,5.86,0,11.65,100.67,16.85,16.85,180.7,48.32,28.41,13.02,37.69,3.29,8.18,26.95,0,26.95,4.35,27.75,2.17,56.05,48.32,9.25,11.9,48.32,24.16,62.81,24.16,11.91,240.1,0,90,100,91,45,40.42,134.69

58,14:15-14:30,46.62,79,41,33,33,33.33,0,33.33,33,0,100.01,31.67,24.16,17.39,-77.56,193.26,0,5.86,0,11.65,100.67,16.61,16.61,180.7,48.32,28.41,12.84,37.69,3.29,8.18,26.95,0,26.95,4.35,27.75,2.17,56.05,48.32,9.25,11.9,48.32,24.16,62.81,24.16,11.91,233.08,0,87,97.8,88,44,40.82,130.5

59,14:30-14:45,45.09,76,39,33,33,30.67,0,30.67,33,0,91.99,25,24.16,17.39,-77.56,193.26,0,5.86,0,11.65,100.67,16.42,16.42,180.7,48.32,28.41,12.68,37.69,3.29,8.18,26.95,0,26.95,4.35,28.77,2.17,56.05,48.32,10.02,11.9,48.32,24.16,62.81,24.16,11.91,225.43,0,87,95.14,87,43,41.82,125.52

60,14:45-15:00,43.41,72,38,33,33,30.5,0,30.5,33,0,91.5,25.33,24.16,17.39,-77.56,193.26,0,5.86,0,11.65,100.67,16.26,16.26,180.7,48.32,28.41,12.57,37.69,3.29,8.18,26.95,0,26.95,4.35,28.77,2.17,56.05,48.32,10.02,11.9,48.32,24.16,62.81,24.16,11.91,217.06,0,83,92.04,86,42,42.02,108.79

61,15:00-15:15,41.27,69,37,33,33,30.33,0,30.33,33,0,91.01,25,24.16,17.39,-77.56,193.26,0,6.37,0,11.84,100.67,15.81,15.81,195.19,48.32,28.41,12.22,67.19,6.04,8.57,26.95,0,26.95,8.98,27.76,3.96,80.2,48.32,10.4,11.9,48.32,24.16,62.81,24.16,11.91,206.37,0,79,88.5,84,39,42.02,102.36

62,15:15-15:30,39.37,66,36,33,33,30,0,30,33,0,90,25.67,24.16,17.39,-77.56,193.26,0,6.37,0,11.84,100.67,14.84,14.84,211.62,48.32,28.41,11.47,67.19,6.04,8.57,26.95,0,26.95,8.98,27.76,3.96,102.87,48.32,10.4,11.9,48.32,24.16,62.81,24.16,11.91,196.86,0,75,84.04,78,37,42.02,95.85

63,15:30-15:45,37.07,63,33,33,33,26.67,0,26.67,33,0,79.99,25.67,24.16,17.39,-77.56,193.26,0,7.03,0,11.84,100.67,13.87,13.87,231.91,48.32,28.41,10.72,67.19,6.04,8.57,26.95,0,26.95,8.98,28.77,3.96,102.87,48.32,10.4,11.9,48.32,24.16,62.81,24.16,11.91,185.35,0,70,79.33,71,35,41.42,88.91

