Column1,Time,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/01/7782,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/20/3628,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/5280,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7663,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/16/6051,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/4973,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/9719,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/06/01/4444,NR/01102023/19072037/LT-05,GNA/NR/2025/06/07/5932,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/2569,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/2868,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7786,GNARE/NR/2024/12/20/3668,L_NR_2019_19
6,01:15-01:30,4.02,130.89,26.93,28.27,11.92,15.33,20.87,0,11.93,32,33.86,100.78,19.35,16.76,8.64,16.93,33.86,76.71,16.93,20,0,0,0,17.33,0,0,60,36.42,0,0,0,0,0,0,0,20,0,0,113.18,-0,10.8,0,9.38,10.61,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

7,01:30-01:45,4.02,130.89,26.93,28.27,11.92,15.33,20.87,0,11.93,32,33.86,100.78,19.35,16.76,8.64,16.93,33.86,76.71,16.93,19.5,0,0,0,18,0,0,58.5,28.81,0,0,0,0,0,0,0,19.5,0,0,80.89,-0,10.8,0,9.38,10.61,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

8,01:45-02:00,4.02,112.18,26.93,28.27,11.92,15.33,20.87,0,11.93,32,33.86,100.78,19.35,16.76,8.64,16.93,33.86,76.71,16.93,19.5,0,0,0,18.67,0,0,58.5,28.41,0,0,0,0,0,0,0,19.5,0,0,70.53,-0,10.8,0,9.38,10.61,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

9,02:00-02:15,4.02,112.18,26.93,28.27,11.92,15.33,20.87,0,11.93,26.93,33.86,100.78,19.35,16.57,8.64,16.93,33.86,76.71,16.93,18.5,0,0,0,18.67,0,0,55.5,27.61,0,0,0,0,0,0,0,18.5,0,135.44,70.53,-0,10.8,0,9.01,10.46,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

10,02:15-02:30,4.02,112.18,26.94,28.27,11.92,15.33,20.87,0,11.93,26.94,33.86,100.78,19.35,16.57,8.64,16.93,33.86,76.71,16.93,18,0,0,0,18.67,0,0,54,27.21,0,0,0,0,0,0,0,18,0,135.44,70.53,-0,10.8,0,9.01,10.46,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

11,02:30-02:45,4.02,112.18,26.94,28.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,16.57,8.64,16.93,33.86,74.12,16.93,17.67,0,0,0,12.67,0,0,52.99,27.01,0,0,0,0,0,0,0,17.67,0,135.44,70.53,-0,10.8,0,9.01,10.46,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

12,02:45-03:00,4.02,104.6,26.94,28.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,16.57,8.64,16.93,33.86,56.71,16.93,17.5,0,0,0,12,0,0,52.5,26.21,0,0,0,0,0,0,0,17.5,0,135.44,70.53,-0,10.8,0,9.01,10.46,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

13,03:00-03:15,3.97,84.28,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,16.29,8.64,16.93,33.86,38.7,16.93,17.5,0,0,0,11.67,0,0,52.5,24.61,0,0,0,0,0,0,0,17.5,0,135.44,70.53,-0,10.8,0,8.73,10.29,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

14,03:15-03:30,3.97,83.2,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,16.29,8.64,16.93,33.86,38.7,16.93,17.5,0,0,0,11.33,0,0,52.5,24.61,0,0,0,0,0,0,0,17.5,0,135.44,70.53,-0,10.8,0,8.73,10.29,5.81,44.02,258.29,17.41,0,16.93,33.86,0,0

15,03:30-03:45,3.96,54.17,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,16.29,8.64,16.93,33.86,38.7,16.93,17.5,0,0,0,19.33,0,0,52.5,24.61,0,0,0,0,0,0,0,17.5,0,135.44,70.53,-0,10.8,0,8.73,10.29,5.81,44.02,235.19,17.41,0,16.93,33.86,0,0

16,03:45-04:00,3.97,54.17,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,16.29,8.64,16.93,33.86,38.7,16.93,17.5,0,0,0,19.67,0,0,52.5,24.01,0,0,0,0,0,0,0,17.5,0,135.44,70.53,-0,10.8,0,8.73,10.29,5.81,44.02,216.7,17.41,0,16.93,33.86,0,0

17,04:00-04:15,3.97,82.07,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.92,8.64,16.93,33.86,58.69,16.93,19,0,0,0,19.33,0,0,57,23.01,0,0,0,0,0,0,0,19,0,135.44,114.49,-0,10.56,0,8.16,9.98,5.81,44.02,255.39,17.41,0,16.93,33.86,0,0

18,04:15-04:30,3.98,82.07,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.92,8.64,16.93,33.86,58.69,16.93,18.83,0,0,0,19,0,0,56.51,22.01,0,0,0,0,0,0,0,18.83,0,135.44,75.88,-0,10.56,0,8.16,9.98,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

19,04:30-04:45,3.99,82.07,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.92,8.32,16.93,33.86,58.69,16.93,24.17,0,0,0,19,0,0,72.49,24.01,0,0,0,0,0,0,0,24.17,0,135.44,70.53,-0,10.56,0,8.16,9.98,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

20,04:45-05:00,3.99,82.07,26.94,29.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.92,8.32,16.93,33.86,39.66,16.93,24.67,0,0,0,19,0,0,73.99,23.61,0,0,0,0,0,0,0,24.67,0,135.44,70.53,-0,10.56,0,8.16,9.98,5.81,44.02,273.53,17.41,0,16.93,33.86,0,0

21,05:00-05:15,3.99,54.17,26.94,28.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.56,8.32,16.93,33.86,38.7,16.93,30,0,0,0,20,0,0,90,23.21,0,0,0,0,0,0,0,30,0,135.44,70.53,-0,10.56,0,7.79,9.75,3.1,44.02,273.53,17.41,0,16.93,33.86,0,0

22,05:15-05:30,3.99,54.17,26.94,28.27,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.56,8.32,16.93,33.86,38.7,16.93,29.67,0,0,0,20.67,0,0,88.99,22.41,0,0,0,0,0,0,0,29.67,0,135.44,70.53,-0,10.56,0,7.79,9.75,3.1,44.02,227.34,17.41,0,16.93,33.86,0,0

23,05:30-05:45,3.99,54.17,26.94,28.26,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.56,8.32,16.93,33.86,38.7,16.93,29.17,0,0,0,28.33,0.32,0,87.49,22.61,1.6,0,0,0,0,0,0,29.17,0,135.44,70.53,-0,10.56,0,7.79,9.75,3.1,44.02,193.48,17.41,0,16.93,33.86,0.2,0.59

24,05:45-06:00,3.99,54.17,26.94,28.26,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.56,8.32,16.93,33.86,38.7,16.93,28.33,0,0,0,28.33,0.57,0,85.01,22.21,2.84,0,0,0,0,0,0,28.33,1,135.44,70.53,-0,10.56,0,7.79,9.75,3.1,44.02,193.48,17.41,0,16.93,33.86,0.19,1.97

25,06:00-06:15,3.99,54.17,26.94,28.26,11.92,15.33,20.87,0,11.93,26.94,33.86,53.21,19.35,15.37,8.32,16.93,33.86,38.7,16.93,33.33,1,0,0,28.33,1.87,4.5,100.01,21.81,9.33,0,0,0,2.25,1,1,33.33,1,135.44,70.53,-0,10.41,0,7.51,10.14,3.1,44.02,150.44,17.41,0,16.93,33.86,1.28,4.29

26,06:15-06:30,3.99,54.17,26.94,28.26,11.92,15.33,20.87,0.85,11.93,26.94,33.86,53.21,19.35,15.37,8.32,16.93,33.86,38.7,16.93,33.33,2,0,1,28.33,3.17,14.56,100.01,22.01,15.82,0,0,0,9.45,2,2,33.33,3,135.44,70.53,-0,10.41,1.1,7.51,10.14,3.1,44.02,150.44,17.41,1.1,16.93,33.86,2.76,6.51

27,06:30-06:45,3.99,54.17,26.94,28.26,11.92,15.33,20.87,1.17,11.93,26.94,33.86,53.21,19.35,15.37,8.32,16.93,33.86,38.7,16.93,33.33,3,3,2,28.33,4.47,22.5,100.01,23.41,22.32,0,0,0,18.45,3,3,33.33,5,135.44,70.53,-0,10.41,1.51,7.51,10.14,5.82,44.02,150.44,17.41,1.51,16.93,33.86,4.7,9.08

28,06:45-07:00,3.99,54.17,26.94,28.26,11.92,15.33,20.87,1.51,11.93,26.94,33.86,53.21,19.35,15.37,8.32,16.93,33.86,38.7,16.93,33.33,4,6,3,28.33,5.76,33,100.01,25.01,28.82,0,0,0,27.45,7,6,33.33,7,135.44,70.53,-0,10.41,1.96,7.51,10.14,5.72,44.02,150.44,17.41,1.96,16.93,33.86,7.15,12.08

29,07:00-07:15,3.99,54.17,26.94,28.26,11.92,15.33,20.87,1.95,11.93,26.94,33.86,53.21,19.35,15.28,8.35,16.93,33.86,38.7,16.93,33.33,5,10,7,28.33,7.21,33,100.01,25.81,36.03,0,0,0,33,13,10,33.33,9,135.44,70.53,-0,10.41,2.52,7.51,9.91,4.68,44.02,150.44,17.41,2.52,16.93,33.86,10.51,15.65

30,07:15-07:30,3.99,54.17,26.94,28.26,11.92,15.33,20.87,2.69,11.93,26.94,33.86,53.21,19.35,15.28,8.35,16.93,33.86,38.7,16.93,33.33,6,16,8,28.33,8.65,33,100.01,27.21,43.24,0,0,0,33,17,13,33.33,11,135.44,70.53,-0,10.41,3.49,7.51,9.91,4.68,44.02,150.44,17.41,3.49,16.93,33.86,13.56,19.96

31,07:30-07:45,3.99,54.17,26.94,26.74,11.92,15.33,20.87,3.29,11.93,26.94,33.86,53.21,19.35,15.28,8.35,16.93,33.86,38.7,16.93,28.33,7,24,12,25,6.88,33,85.01,27.61,34.41,0,0,0,33,23,18,28.33,12,135.44,70.53,-0,10.41,4.25,7.51,9.91,4.68,44.02,150.44,17.41,4.25,16.93,33.86,17.49,27.38

32,07:45-08:00,3.99,54.17,26.94,27.75,11.92,15.33,20.87,3.88,11.93,26.94,33.86,53.21,19.35,15.28,8.35,16.93,33.86,38.7,16.93,28.67,9,32.67,15,25.67,9.25,32.67,85.99,27.61,46.23,0,0,0,32.66,30,23,28.67,15,135.44,70.53,-0,10.41,5.02,7.51,9.91,4.68,44.02,150.44,17.41,5.02,16.93,33.86,21.95,33.93

33,08:00-08:15,0,54.17,26.94,26.75,11.92,15.33,20.87,4.63,11.93,26.94,33.86,53.21,19.35,15.19,8.35,16.93,33.86,38.7,16.93,20.83,12,32.67,18,18.33,12.18,32.67,62.51,27.41,60.89,0,0,0,32.66,37,25,20.83,19,135.44,70.53,-0,10.64,6,7.31,9.67,4.68,44.02,150.44,17.41,6,16.93,33.86,26.75,39.84

34,08:15-08:30,0,54.17,26.94,26.75,11.92,15.33,20.87,5.39,11.93,26.94,33.86,53.21,19.35,15.19,8.35,16.93,33.86,38.7,16.93,21.17,12,33,22,19,14.43,33,63.49,27.41,72.12,0,0,0,33,43,28,21.17,22,135.44,70.53,-0,10.64,6.96,7.31,9.67,4.68,44.02,150.44,17.41,6.96,16.93,33.86,31.83,45.02

35,08:30-08:45,0,54.17,26.94,26.75,11.92,15.33,20.87,6.13,11.93,26.94,33.86,53.21,19.35,15.19,8.35,16.93,33.86,38.7,16.93,21.67,16,33,15,20,18.18,33,64.99,19.01,90.87,0,0,0,33,30,30,21.67,19,135.44,70.53,-0,10.64,7.93,7.31,9.67,5.49,44.02,150.44,17.41,7.93,16.93,33.86,37,50.07

36,08:45-09:00,0,54.17,26.94,26.75,11.92,15.33,20.87,6.88,11.93,26.94,33.86,53.21,19.35,15.19,8.35,16.93,33.86,38.7,16.93,22.5,18,33,18,20.67,20.2,33,67.5,19.01,100.98,0,0,0,33,37,37,22.5,22,135.44,70.53,-0,10.64,8.9,7.31,9.67,5.49,44.02,150.44,17.41,8.9,16.93,33.86,42,48.76

37,09:00-09:15,0,54.17,26.96,26.75,11.92,15.33,20.87,7.49,11.93,26.96,33.86,53.21,19.35,15.09,8.35,16.93,33.86,38.7,16.93,26.67,21,33,18,25,20.1,33,79.99,17.01,100.52,0,0,0,33,37,43,26.67,33,135.44,70.53,-77.39,10.64,9.68,7.13,9.36,3.1,44.02,150.44,17.41,9.68,16.93,33.86,46.56,49.65

38,09:15-09:30,0,54.17,26.96,26.75,11.92,15.33,20.87,8.02,11.93,26.96,33.86,53.21,19.35,15.09,8.35,16.93,33.86,38.7,16.93,28.33,23,33,21,26.66,22.57,33,85.01,17.01,112.84,0,0,0,33,41,49,28.33,36,135.44,70.53,-77.39,10.64,10.38,7.13,9.36,3.1,44.02,150.44,17.41,10.38,16.93,33.86,50.7,55.13

39,09:30-09:45,0,54.17,26.96,27.25,11.92,15.33,20.87,8.55,11.93,26.96,33.86,53.21,19.35,15.09,8.35,16.93,33.86,38.7,16.93,30,21,33,23,28.34,24.4,33,90,22.01,122.01,0,0,0,33,45,45,30,40,135.44,70.53,-77.39,10.64,11.06,7.13,9.36,5.81,44.02,150.44,17.41,11.06,16.93,33.86,54.49,62.62

40,09:45-10:00,0,54.17,26.96,27.25,11.92,15.33,20.87,9.06,11.93,26.96,33.86,53.21,19.35,15.09,8.35,16.93,33.86,38.7,16.93,31.67,23,33,26,29.34,26.36,33,94.99,22.01,131.81,0,0,0,33,51,48,31.67,45,135.44,70.53,-77.39,10.64,11.73,7.13,9.36,5.81,44.02,150.44,17.41,11.73,16.93,33.86,57.89,70.54

41,10:00-10:15,0,54.17,26.96,27.25,11.92,15.33,20.87,7.57,11.93,26.96,33.86,53.21,19.35,14.91,8.35,16.93,33.86,38.7,16.93,33.33,23,33,27,30.66,28.2,33,100.01,22.01,140.97,0,0,0,33,53,50,33.33,48,135.44,70.53,-77.39,10.41,9.8,7.13,9.13,5.8,44.02,150.44,17.41,9.8,16.93,33.86,60.91,73.37

42,10:15-10:30,0,54.17,26.96,27.25,11.92,15.33,20.87,7.82,11.93,26.96,33.86,53.21,19.35,14.91,8.35,16.93,33.86,38.7,16.93,35,25,33,29,31.66,28.77,33,105,22.01,143.87,0,0,0,33,57,50,35,51,135.44,70.53,-77.39,10.41,10.13,7.13,9.13,5.8,44.02,150.44,17.41,10.13,16.93,33.86,63.5,81.03

43,10:30-10:45,0.94,54.17,26.96,28.26,11.92,15.33,20.87,8.09,11.93,26.96,33.86,53.21,19.35,14.91,8.35,16.93,33.86,38.7,16.93,39.17,26,33,20,32.34,24.23,33,117.49,22.41,121.12,0,0,0,33,40,52,39.17,36,135.44,70.53,-77.39,10.41,10.47,7.13,9.13,3.1,44.02,150.44,17.41,10.47,16.93,33.86,59,62.41

44,10:45-11:00,1.76,54.17,26.96,28.26,11.92,15.33,20.87,8.35,11.93,26.96,33.86,53.21,19.35,14.91,8.35,16.93,33.86,38.7,16.93,39.17,27,33,22,33.34,24.29,33,117.49,22.81,121.43,0,0,0,33,43,53,39.17,39,135.44,70.53,-77.39,10.41,10.81,7.13,9.13,3.1,44.02,158.62,17.41,10.81,16.93,33.86,60.25,62.41

45,11:00-11:15,1.76,54.17,26.96,28.26,11.92,15.33,20.87,8.6,11.93,26.96,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,27,33,23,32,24.26,33,117.49,23.01,121.3,0,0,0,33,47,53,39.17,42,135.44,70.53,-77.39,10.41,11.12,0,9.13,5.8,44.02,176.37,17.41,11.12,16.93,33.86,61.19,62.41

46,11:15-11:30,1.76,54.17,26.96,27.25,11.92,15.33,20.87,8.84,11.93,26.96,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,27,33,25,32,24.26,33,117.49,23.21,121.27,0,0,0,33,50,53,39.17,45,135.44,70.53,-77.39,10.41,11.44,0,9.13,5.8,44.02,192.25,17.41,11.44,16.93,33.86,61.73,62.41

47,11:30-11:45,1.76,54.17,26.96,27.25,11.92,15.33,20.87,9.1,11.93,26.96,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,25,33,20,32,28.57,33,117.49,23.81,142.82,0,0,0,33,40,50,39.17,37,135.44,70.53,-77.39,10.41,11.78,0,9.13,5.8,44.02,203.42,17.41,11.78,16.93,33.86,62.38,98.73

48,11:45-12:00,2.34,54.17,26.96,27.25,11.92,15.33,20.87,9.18,11.93,26.96,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,25,33,22,32,28.31,33,117.49,24.21,141.53,0,0,0,33,44,50,39.17,39,135.44,70.53,-77.39,10.41,11.88,0,9.13,5.8,44.02,218.86,17.41,11.88,16.93,33.86,63.06,101.93

49,12:00-12:15,2.93,54.17,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,25,33,25,35,28.1,33,117.49,24.81,140.49,0,0,0,33,51,57,39.17,37,135.44,70.53,-77.39,10.56,11.88,0,9.36,5.8,44.02,242.86,17.41,11.88,16.93,33.86,63.85,104.93

50,12:15-12:30,3.51,54.17,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,25,33,27,35,27.85,33,117.49,25.21,139.24,0,0,0,33,53,57,39.17,40,135.44,70.53,-77.39,10.56,11.88,0,9.36,5.8,44.02,263.48,17.41,11.88,16.93,33.86,64.32,107.01

51,12:30-12:45,4.02,54.17,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,28,33,35,36.67,27.77,33,117.49,25.81,138.84,0,0,0,33,70,48,39.17,57,135.44,70.53,-77.39,10.56,11.88,0,9.36,5.8,44.02,272.57,17.41,11.88,16.93,33.86,100,106.54

52,12:45-13:00,4.01,54.17,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.35,16.93,33.86,38.7,16.93,39.17,28,33,35,36.67,27.81,33,117.49,26.41,139.03,0,0,0,33,70,48,39.17,60,135.44,70.53,-77.39,10.56,11.88,0,9.36,5.8,44.02,273.53,17.41,11.88,16.93,33.86,100,104.19

53,13:00-13:15,3.98,54.17,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.16,16.93,33.86,38.7,16.93,39.17,34,33,38,40,33.33,33,117.49,31.01,166.67,0,0,0,33,77,50,39.17,49,135.44,70.53,-77.39,10.8,11.88,0,9.67,5.8,44.02,234.84,17.41,11.88,16.93,33.86,100,122.88

54,13:15-13:30,3.97,54.17,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.16,16.93,33.86,38.7,16.93,39.17,34,33,39,40,33.33,33,117.49,34.01,166.67,0,0,0,33,77,50,39.17,51,135.44,70.53,-77.39,10.8,11.88,0,9.67,5.8,44.02,249.55,17.41,11.88,16.93,33.86,100,122.88

55,13:30-13:45,3.97,60.95,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.64,16.93,33.86,38.7,16.93,39.17,25,33,36,40,33.33,33,117.49,38.02,166.67,0,0,0,33,73,55,39.17,78,135.44,70.53,-77.39,10.8,11.88,0,9.67,5.8,44.02,273.53,17.41,11.88,16.93,33.86,100,122.88

56,13:45-14:00,3.97,82.07,26.97,27.25,11.92,15.33,20.87,9.18,11.93,26.97,33.86,53.21,19.35,12.32,8.64,16.93,33.86,58.69,16.93,39.17,25,33,35,40,33.33,33,117.49,40.02,166.67,0,0,0,33,70,55,39.17,78,135.44,72.55,-77.39,10.8,11.88,0,9.67,5.8,44.02,273.53,17.41,11.88,16.93,33.86,91.88,122.88

57,14:00-14:15,4.02,84.28,26.97,27.25,11.92,15.33,20.87,6.5,11.93,26.97,33.86,53.21,19.35,12.32,8.64,16.93,33.86,56.71,16.93,39.17,23,33,35,40,28.5,33,117.49,43.02,142.5,0,0,0,33,70,45,39.17,73,135.44,64.47,-77.39,10.8,8.41,7.97,9.98,5.8,44.02,234.84,17.41,8.41,16.93,33.86,67.63,117.02

58,14:15-14:30,4.02,84.28,26.97,28.26,11.92,15.33,20.87,6.32,11.93,26.97,33.86,53.21,19.35,12.32,8.64,16.93,33.86,56.71,16.93,39.17,23,33,33,40,27.08,33,117.49,43.02,135.37,0,0,0,33,67,43,39.17,72,135.44,64.47,-77.39,10.8,8.18,7.97,9.98,5.8,44.02,196.14,17.41,8.18,16.93,33.86,62.21,117.02

59,14:30-14:45,4.02,84.28,26.97,28.26,11.92,15.33,20.87,6.14,11.93,26.97,33.86,82.23,19.35,12.32,8.64,16.93,33.86,56.71,16.93,39.17,21,33,27,40,26.86,33,117.49,43.02,134.3,0,0,0,33,53,38,39.17,60,135.44,64.47,-77.39,10.8,7.95,7.97,10.14,5.8,44.02,231.62,17.41,7.95,16.93,33.86,59.2,117.02

60,14:45-15:00,4.02,84.28,26.97,28.26,11.92,15.33,20.87,5.97,11.93,26.97,33.86,100.78,19.35,12.32,8.64,16.93,33.86,56.71,16.93,39.17,21,33,25,40,25.85,33,117.49,43.02,129.27,0,0,0,33,50,33,39.17,57,135.44,64.47,-77.39,10.8,7.73,7.97,10.14,5.8,44.02,245.84,17.41,7.73,16.93,33.86,55.95,87.77

61,15:00-15:15,4.03,84.28,26.97,29.26,11.92,15.33,20.87,4.06,11.93,26.97,33.86,100.78,19.35,15.09,8.64,16.93,33.86,56.71,16.93,39.17,20,33,22,40,24.7,33,117.49,43.02,123.47,0,0,0,33,45,38,39.17,52,135.44,64.47,-0,10.8,5.25,8.91,10.53,5.82,44.02,258.55,17.41,5.25,16.93,33.86,52.31,86.05

